,Q02,Q03,Q04,Q05,Q07,Q08,Q10,Q11,Q12,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q22,Q23,Q24,Q25,Q27,Q28,Q29,Q30,Q31,Q37,Q38,Q39,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_derivative1_power2,trans_x_power2,trans_y,trans_y_derivative1,trans_y_power2,trans_y_derivative1_power2,trans_z,trans_z_derivative1,trans_z_power2,trans_z_derivative1_power2,rot_x,rot_x_derivative1,rot_x_power2,rot_x_derivative1_power2,rot_y,rot_y_derivative1,rot_y_derivative1_power2,rot_y_power2,rot_z,rot_z_derivative1,rot_z_power2,rot_z_derivative1_power2,constant
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0573095178,0.0563247137,0.0546958898,0.0524416702,0.0495878296,-0.000804922,0.007525128,5.662755141638401e-05,6.47899426084e-07,-0.0171588,-0.0670204,0.0002944244174399,0.0044917340161599,-0.00490013,-0.07908373,2.40112740169e-05,0.0062542363507129,-4.81223e-05,-0.0002216693,2.31575575729e-09,4.913727856249e-08,0.000235906,0.000416883,1.7379143568899993e-07,5.5651640836e-08,5.18921e-07,-0.000124096079,2.69279004241e-13,1.5399836823174242e-08,1
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0572766196,0.0561939107,0.0544045307,0.0519309821999999,0.0488043715,-0.00676298,-0.005958058,3.5498455131364005e-05,4.57378984804e-05,0.100479,0.1176377999999999,0.010096029441,0.01383865198884,0.104816,0.10971613,0.0109863938559999,0.0120376291821769,0.000998672,0.0010467943,9.973457635839998e-07,1.0957783065124897e-06,-0.000402188,-0.000638094,4.071639528360001e-07,1.6175518734400006e-07,-8.99734e-05,-9.0492321e-05,8.09521270756e-09,8.188860159967042e-09,1
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0572421615,0.0560569862,0.0540998371,0.0513976667,0.0479876871,-0.0149923,-0.00822932,6.77217076624e-05,0.00022476905929,0.160461,0.059982,0.025747732521,0.0035978403239999,0.150233,0.045417,0.022569954289,0.002062703889,0.00144245,0.000443778,2.0806620025e-06,1.969389132840001e-07,-0.000580064,-0.000177876,3.1639871376e-08,3.3647424409600005e-07,0.000102923,0.0001928964,1.0593143928999998e-08,3.720902113296e-08,1
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0572061445,0.0559139552,0.0537818837,0.0508419559999999,0.0471383325,-0.00612249,0.0088698099999999,7.867352943609998e-05,3.7484883800100015e-05,0.125855,-0.034606,0.0158394810249999,0.001197575236,0.0917057,-0.0585273,0.00840993541249,0.00342544484529,0.000767923,-0.000674527,5.89705733929e-07,4.549866737290001e-07,-0.000466231,0.000113833,1.2957951889000009e-08,2.1737134536100002e-07,5.18921e-07,-0.000102404079,2.69279004241e-13,1.0486595395838238e-08,1
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0571685695,0.0557648332,0.0534507485,0.0502640923,0.046256886,-0.00260159,0.0035209,1.2396736810000002e-05,6.7682705281e-06,0.0367738,-0.0890812,0.00135231236644,0.0079354601934399,0.0168034999999999,-0.0749021999999999,0.0002823576122499,0.00561033956484,0.000637273,-0.0001306499999999,4.061168765290001e-07,1.7069422499999986e-08,-0.000324303,0.000141928,2.0143557184e-08,1.05172435809e-07,-5.141390000000001e-05,-5.1932821e-05,2.6433891132100012e-09,2.697017897018041e-09,1
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0571294376999999,0.0556096366,0.0531065125999999,0.0496643273,0.0453439476,-0.00791241,-0.00531082,2.82048090724e-05,6.26062320081e-05,0.0443631,0.0075892999999999,0.00196808464161,5.75974744899999e-05,0.0266166,0.0098131,0.0007084433955599,9.62969316100001e-05,0.000574909,-6.236400000000008e-05,3.30520358281e-07,3.8892684960000115e-09,-0.0001476,0.000176703,3.1223950209e-08,2.1785760000000004e-08,0.000122912,0.0001743259,1.5107359744e-08,3.038951941081e-08,1
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05708875,0.0554483823,0.0527492603,0.0490429224,0.0444001387999999,-0.00688991,0.0010225,1.04550625e-06,4.74708598081e-05,0.196445,0.1520819,0.038590638025,0.02312890430761,0.1557579999999999,0.1291414,0.0242605545639999,0.0166775011939599,0.00115591,0.0005810009999999,1.3361279281e-06,3.3756216200100005e-07,-0.000466232,-0.0003186319999999,1.0152635142399997e-07,2.1737227782400003e-07,8.838229999999999e-05,-3.452970000000001e-05,7.811430953289997e-09,1.1923001820900012e-09,1
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0570465076,0.0552810876999999,0.0523790793,0.0484001483999999,0.0434261022,-0.0200084,-0.01311849,0.0001720947798801,0.00040033607056,0.283146,0.086701,0.080171657316,0.007517063401,0.230693,0.074935,0.0532192602489999,0.005615254225,0.00114685,-9.059999999999973e-06,1.3152649225e-06,8.208359999999947e-11,-0.000613877,-0.000147645,2.1799046025000012e-08,3.76844971129e-07,5.18921e-07,-8.786337899999999e-05,2.69279004241e-13,7.719973369297639e-09,1
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0570027116,0.0551077711,0.0519960603,0.0477362851999999,0.0424225009999999,-0.0158296,0.0041788,1.7462369439999998e-05,0.00025057623616,0.228008,-0.055138,0.051987648064,0.003040199044,0.176395,-0.0542979999999999,0.031115196025,0.0029482728039999,0.00033122,-0.00081563,1.0970668840000003e-07,6.652522969e-07,-0.0016643,-0.001050423,1.103388478929e-06,2.7698944900000005e-06,5.18921e-07,0.0,2.69279004241e-13,0.0,1
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0569573632,0.0549284515,0.0516002971,0.0470516223,0.0413900183,-0.0163757,-0.0005461,2.982252100000009e-07,0.00026816355049,0.100802,-0.127206,0.0101610432039999,0.0161813664359999,0.0974056,-0.0789893999999999,0.00948785091136,0.0062393253123599,0.00016466,-0.00016656,2.711291560000001e-08,2.774223360000001e-08,-0.00161716,4.713999999999999e-05,2.222179599999998e-09,2.6152064656000005e-06,-0.000412504,-0.000413022921,1.7015955001600005e-07,1.7058793327137224e-07,1
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0569104636,0.0547431482,0.0511918867999999,0.0463464578,0.0403293572,-0.0094704,0.0069053,4.768316809000002e-05,8.968847615999998e-05,0.0256677,-0.0751343,0.00065883082329,0.00564516303649,0.0893395,-0.0080661,0.00798154626025,6.506196921000009e-05,0.000246278,8.161799999999999e-05,6.0652853284e-08,6.6614979239999986e-09,-0.00130127,0.00031589,9.978649210000006e-08,1.6933036129e-06,-0.000412504,0.0,1.7015955001600005e-07,0.0,1
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0568620142,0.0545518816,0.0507709294,0.0456210992,0.0392412397,-0.0144664,-0.004996,2.4960016000000005e-05,0.00020927672896,0.101022,0.0753543,0.0102054444839999,0.00567827052849,0.182991,0.0936515,0.0334857060809999,0.00877060345225,0.000534503,0.000288225,2.856934570090001e-07,8.307365062500006e-08,-0.000946075,0.0003551949999999,1.2616348802499985e-07,8.950579056250004e-07,-0.000412505,-1.000000000015745e-09,1.70160375025e-07,1.0000000000314906e-18,1
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0568120162,0.0543546725,0.0503375282,0.0448758623,0.0381264066,-0.0413321999999999,-0.0268657999999999,0.0007217712096399,0.0017083507568399,0.216728,0.115706,0.046971025984,0.013387878436,0.345581,0.1625899999999999,0.1194262275609999,0.0264355080999999,0.00128302,0.0007485169999999,1.6461403203999996e-06,5.602776992889998e-07,-0.00146105,-0.0005149749999999,2.651992506249999e-07,2.1346671025e-06,5.90295e-06,0.00041840795,3.48448187025e-11,1.7506521262320255e-07,1
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0567604709999999,0.0541515422,0.0498917892999999,0.044111072,0.0369856168,-0.041,0.0003321999999999,1.1035683999999853e-07,0.0016809999999999,0.255102,0.0383739999999999,0.065077030404,0.0014725638759999,0.387427,0.041846,0.150099680329,0.001751087716,0.00164441,0.00036139,2.7040842481e-06,1.3060273210000005e-07,-0.00210475,-0.0006436999999999,4.143496899999999e-07,4.4299725625e-06,0.000199844,0.00019394105,3.9937624336000006e-08,3.76131308751025e-08,1
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05670738,0.0539425131,0.049433822,0.0433270614,0.0358196472,-0.0312817,0.0097182999999999,9.444535488999988e-05,0.00097854475489,0.169003,-0.086099,0.0285620140089999,0.007413037801,0.300869,-0.086558,0.090522155161,0.007492287364,0.0008312489999999,-0.000813161,6.90974900001e-07,6.612308119210001e-07,-0.00156471,0.0005400399999999,2.916432015999999e-07,2.4483173841e-06,0.000244338,4.449399999999996e-05,5.970105824399999e-08,1.9797160359999957e-09,1
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0566527447,0.0537276078,0.0489637386,0.0425241721999999,0.0346292913,-0.0230032,0.0082785,6.853356225000002e-05,0.00052914721024,0.0799437999999999,-0.0890592,0.0063910111584399,0.00793154110464,0.187183,-0.113686,0.035037475489,0.012924506596,0.000320874,-0.000510375,1.0296012387600003e-07,2.60482640625e-07,-0.00124925,0.00031546,9.951501160000002e-08,1.5606255625e-06,2.334e-05,-0.000220998,5.447556e-10,4.8840116004e-08,1
