,Q01,Q04,Q05,Q06,Q07,Q08,Q09,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q24,Q25,Q26,Q27,Q28,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q40,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_derivative1_power2,trans_x_power2,trans_y,trans_y_derivative1,trans_y_derivative1_power2,trans_y_power2,trans_z,trans_z_derivative1,trans_z_power2,trans_z_derivative1_power2,rot_x,rot_x_derivative1,rot_x_power2,rot_x_derivative1_power2,rot_y,rot_y_derivative1,rot_y_power2,rot_y_derivative1_power2,rot_z,rot_z_derivative1,rot_z_power2,rot_z_derivative1_power2,constant
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6866051987025673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0575525323,0.0572932637,0.0568620142,0.0562600783,0.0554892628,-0.0086979299999999,-0.0024898399999999,6.199303225599988e-06,7.565398628489996e-05,0.0313139,0.0520500999999999,0.00270921291001,0.00098056033321,0.0535276,0.0057481999999999,0.0028652039617599,3.304180323999986e-05,0.000238793,0.000129119,5.7022096849e-08,1.667171616100001e-08,-9.08951e-24,-9.13278e-05,8.261919204009997e-47,8.34076705284e-09,0.000335344,0.000120889,1.12455598336e-07,1.4614150321e-08,1
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8062136572877256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0575352749,0.0572243478,0.05670738,0.0559862329999999,0.0550635032,0.00575201,0.0144499399999999,0.0002088007660035,3.30856190401e-05,-0.0372492,-0.0685630999999999,0.00470089868161,0.0013875029006399,0.0322439,-0.0212837,0.00103966908721,0.0004529958856899,0.000138883,-9.991e-05,1.9288487689e-08,9.982008100000002e-09,1.0367200000000002e-24,1.0126230000000001e-23,1.0747883584e-48,1.025405340129e-46,0.000205893,-0.000129451,4.2391927449e-08,1.6757561401000005e-08,1
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.905992548018815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0575164504999999,0.0571491982,0.056538847,0.0556879932,0.0546002562,0.00411642,-0.00163559,2.6751546481000003e-06,1.69449136164e-05,-0.0894968999999999,-0.0522477,0.0027298221552899,0.0080096951096099,0.0536109,0.021367,0.00287412859881,0.000456548689,6.897520000000001e-05,-6.990779999999998e-05,4.757578215040001e-09,4.887100500839998e-09,-0.0,-1.0367200000000002e-24,0.0,1.0747883584e-48,0.0,-0.000205893,0.0,4.2391927449e-08,1
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9851466335351641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0574960598,0.0570678231,0.0563564562999999,0.0553654888999999,0.0540998371,0.0099701,0.00585368,3.4265569542400016e-05,9.940289401000004e-05,-0.0757679999999999,0.0137289,0.00018848269521,0.0057407898239999,0.0666338,0.0130229,0.00444006330244,0.00016959592441,-0.000155857,-0.0002248322,2.4291404449e-08,5.0549518156840007e-08,8.72151e-05,8.72151e-05,7.60647366801e-09,7.60647366801e-09,0.0,0.0,0.0,0.0,1
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0450189459159736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0574741032,0.0569802314,0.0561602528,0.0550188604999999,0.0535625866,0.00438831,-0.00558179,3.11563796041e-05,1.92572646561e-05,0.01568,0.091448,0.0083627367039999,0.0002458624,0.0831637,0.0165298999999999,0.0069162009976899,0.0002732375940099,0.0008022749999999,0.0009581319999999,6.436451756249996e-07,9.180169294239996e-07,1.3234899999999996e-23,-8.72151e-05,1.751625780099999e-46,7.60647366801e-09,0.000107681,0.000107681,1.1595197761e-08,1.1595197761e-08,1
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0872938716294163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0574505814,0.0568864325999999,0.0559502845,0.0546482591,0.0529888705,0.0153303,0.01094199,0.00011972714516,0.00023501809809,-0.00477267,-0.02045267,0.0004183117101289,2.27783789289e-05,0.0398596,-0.0433040999999999,0.00158878771216,0.0018752450768099,0.000160811,-0.0006414639999999,2.5860177721000005e-08,4.114760632959997e-07,-0.0,-1.3234899999999996e-23,0.0,1.751625780099999e-46,6.48501e-05,-4.28309e-05,4.20553547001e-09,1.8344859948100003e-09,1
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1076385832371876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057425495,0.0567864369,0.0557266029,0.0542538461,0.0523790793,0.0152429,-8.739999999999963e-05,7.638759999999935e-09,0.0002323460004099,-0.0643081,-0.05953543,0.0035444674252849,0.00413553172561,0.0239688,-0.0158908,0.0005745033734399,0.00025251752464,-6.61653e-05,-0.0002269763,4.37784692409e-09,5.1518240761690006e-08,-0.0,0.0,0.0,0.0,0.0,-6.48501e-05,0.0,4.20553547001e-09,1
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.093809516815596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8287926981265893e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0573988447,0.0566802553,0.0554892628,0.0538357935,0.0517336283,0.015243,1.0000000000114084e-07,1.0000000000228169e-14,0.000232349049,-0.0643362,-2.8099999999989245e-05,7.896099999993957e-10,0.00413914663044,0.040116,0.0161472,0.001609293456,0.00026073206784,-0.000177463,-0.0001112977,3.1493116369e-08,1.2387178025290001e-08,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0360714272370963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017038541085797108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0573706312,0.0565678992999999,0.0552383224,0.0533942834,0.0510529568,0.0089348399999999,-0.00630816,3.979288258560005e-05,7.983136582559996e-05,-0.00510224,0.05923396,0.0035086620172815,2.60328530176e-05,0.0434426,0.0033265999999999,0.00188725949476,1.1066267559999949e-05,6.11578e-05,0.0002386208,3.74027650084e-09,5.693988619264e-08,0.000163186,0.000163186,2.6629670596e-08,2.6629670596e-08,0.0,0.0,0.0,0.0,1
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9352751737013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014679605196449624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0573408553,0.0564493811,0.0549738430999999,0.0529295080999999,0.0503375282,0.00403605,-0.0048987899999999,2.399814346409997e-05,1.6289699602500002e-05,0.0478814,0.05298364,0.0028072661076496,0.00229262846596,0.0400591,-0.0033834999999999,0.00160473149281,1.1448072249999984e-05,-8.247919999999998e-05,-0.0001436369999999,6.8028184326399975e-09,2.0631587769e-08,0.000177543,1.4356999999999997e-05,3.1521516849e-08,2.06123449e-10,0.000123963,0.000123963,1.5366825369e-08,1.5366825369e-08,1
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8023417105026425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054324059215657965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0573095178,0.0563247137,0.0546958898,0.0524416702,0.0495878296,-0.00213541,-0.00617146,3.80869185316e-05,4.5599758681e-06,-0.00251208,-0.05039348,0.0025395028265104,6.310545926399999e-06,-0.00506916,-0.04512826,2.56963831056e-05,0.0020365598506276,-8.247919999999998e-05,0.0,6.8028184326399975e-09,0.0,-0.0,-0.000177543,0.0,3.1521516849e-08,0.0,-0.000123963,0.0,1.5366825369e-08,1
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6530055333559663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13032949783225764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0572766196,0.0561939107,0.0544045307,0.0519309821999999,0.0488043715,0.00211969,0.0042551,1.810587601e-05,4.4930856961e-06,-0.058075,-0.05556292,0.0030872380789264,0.003372705625,0.0126514,0.01772056,0.00016005792196,0.0003140182467136,-0.000210175,-0.0001276958,4.4173530625e-08,1.6306217337640005e-08,-8.317959999999999e-05,-8.317959999999999e-05,6.9188458561599986e-09,6.9188458561599986e-09,0.0,0.0,0.0,0.0,1
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5025140468765815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24083493750573412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0572421615,0.0560569862,0.0540998371,0.0513976667,0.0479876871,0.00213629,1.6599999999999858e-05,2.755599999999954e-10,4.563734964099998e-06,-0.0472162,0.0108588,0.00011791353744,0.0022293695424399,0.0165859,0.0039345,0.00027509207881,1.5480290250000007e-05,-8.665e-06,0.00020151,7.508222499999999e-11,4.060628010000001e-08,-0.0001724309999999,-8.925139999999998e-05,2.9732449760999988e-08,7.965812401959996e-09,-0.000254023,-0.000254023,6.4527684529e-08,6.4527684529e-08,1
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3624662872395953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3747328009889415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0572061445,0.0559139552,0.0537818837,0.0508419559999999,0.0471383325,0.00880083,0.00666454,4.441609341160001e-05,7.745460868890002e-05,0.0127698,0.059986,0.003598320196,0.00016306779204,0.0270942,0.0105083,0.00073409567364,0.00011042436889,0.000211575,0.00022024,4.4763980625000006e-08,4.8505657600000014e-08,-0.000151099,2.1331999999999968e-05,2.2830907801e-08,4.5505422399999856e-10,-0.000171796,8.222699999999997e-05,2.9513865616e-08,6.7612795289999984e-09,1
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23989024951647275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5173498202340279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0571685695,0.0557648332,0.0534507485,0.0502640923,0.046256886,0.00286273,-0.0059381,3.526103161000001e-05,8.1952230529e-06,0.0464963,0.0337265,0.00113747680225,0.00216190591369,0.00464795,-0.02244625,2.16034392025e-05,0.0005038341390625,0.000266207,5.4632000000000015e-05,7.086616684900001e-08,2.984655424000001e-09,-0.0,0.000151099,0.0,2.2830907801e-08,0.0,0.000171796,0.0,2.9513865616e-08,1
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13777593625414428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.655338206574556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0571294376999999,0.0556096366,0.0531065125999999,0.0496643273,0.0453439476,0.00738736,0.00452463,2.04722766369e-05,5.45730877696e-05,-0.0290925,-0.0755888,0.00571366668544,0.0008463735562499,-0.0093851,-0.01403305,8.808010201000001e-05,0.0001969264923025,-8.247919999999998e-05,-0.0003486862,6.8028184326399975e-09,1.2158206607044e-07,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05621848471262129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7792382032087591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05708875,0.0554483823,0.0527492603,0.0490429224,0.0444001387999999,0.0117484,0.0043610399999999,1.9018669881599992e-05,0.0001380249025599,-0.0529386999999999,-0.0238461999999999,0.0005686412544399,0.0028025059576899,0.0258849,0.03527,0.00067002804801,0.0012439728999999,0.0007910089999999,0.0008734881999999,6.256952380809996e-07,7.629816355392395e-07,-0.0,0.0,0.0,0.0,-0.000162257,-0.000162257,2.6327334049000004e-08,2.6327334049000004e-08,1
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006408163244994716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8839523901023647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0570465076,0.0552810876999999,0.0523790793,0.0484001483999999,0.0434261022,0.00377294,-0.00797546,6.36079622116e-05,1.42350762436e-05,-0.0288605,0.0240781999999999,0.0005797597152399,0.00083292846025,0.0227885,-0.0030963999999999,0.00051931573225,9.587692959999994e-06,0.000184268,-0.0006067409999999,3.3954695824e-08,3.681346410809998e-07,-0.0,0.0,0.0,0.0,-0.000195029,-3.2772000000000004e-05,3.803631084100001e-08,1.0740039840000003e-09,1
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.052529034472229626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9679925054866528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0570027116,0.0551077711,0.0519960603,0.0477362851999999,0.0424225009999999,0.00702257,0.00324963,1.05600951369e-05,4.93164894049e-05,0.0346255,0.063486,0.004030472196,0.0011989252502499,0.0308116,0.0080230999999999,0.00094935469456,6.437013360999997e-05,0.00038772,0.000203452,1.5032679839999998e-07,4.1392716303999993e-08,-0.0,0.0,0.0,0.0,0.0,0.000195029,0.0,3.803631084100001e-08,1
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08476645441265587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0322958313256085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0569573632,0.0549284515,0.0516002971,0.0470516223,0.0413900183,0.00299069,-0.00403188,1.62560563344e-05,8.944226676099999e-06,0.00296355,-0.0316619499999999,0.0010024790778024,8.7826286025e-06,0.000393374,-0.030418226,1.54743103876e-07,0.000925268472987,0.000290685,-9.703499999999998e-05,8.4497769225e-08,9.415791224999996e-09,-0.000195746,-0.000195746,3.8316496516e-08,3.8316496516e-08,0.0,0.0,0.0,0.0,1
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10561414884561697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0788134933755595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0569104636,0.0547431482,0.0511918867999999,0.0463464578,0.0403293572,0.00955148,0.00656079,4.304396542409999e-05,9.12307701904e-05,-0.0579257,-0.06088925,0.0037075007655625,0.00335538672049,0.0069657,0.006572326,4.852097649e-05,4.3195469050276e-05,0.000108577,-0.000182108,1.1788964929e-08,3.3163323664e-08,-9.98997e-05,9.584629999999996e-05,9.97995006009e-09,9.186513223689996e-09,0.0,0.0,0.0,0.0,1
31,0.0,0.0,0.0,0.0,0.0,0.0,2.039832951292917e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11730235011989876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1053608556069372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0568620142,0.0545518816,0.0507709294,0.0456210992,0.0392412397,0.0201265,0.01057502,0.0001118310480003,0.0004050760022499,-0.0369848,0.0209409,0.0004385212928099,0.00136787543104,0.0176322999999999,0.0106665999999999,0.0003108980032899,0.0001137763555599,6.42047e-05,-4.43723e-05,4.12224350209e-09,1.9689010072899994e-09,-0.0,9.98997e-05,0.0,9.97995006009e-09,0.0,0.0,0.0,0.0,1
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0008043145123340643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12177189085864981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1009097887370505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0568120162,0.0543546725,0.0503375282,0.0448758623,0.0381264066,0.0092904,-0.0108361,0.00011742106321,8.631153215999998e-05,0.0406061,0.0775908999999999,0.0060203477628099,0.00164885535721,0.0274914,0.0098591,0.0007557770739599,9.720185281000003e-05,0.00030224,0.0002380353,9.13490176e-08,5.666080404609e-08,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
33,0.0,0.0,0.0,0.0,0.0,0.0,0.009702804131455654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12069631971855342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0540752515190084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0567604709999999,0.0541515422,0.0498917892999999,0.044111072,0.0369856168,0.0100286,0.0007382,5.44939240000002e-07,0.00010057281796,0.0541124,0.0135063,0.00018242013969,0.00292815183376,-0.0288497,-0.0563411,0.00083230519009,0.00317431954921,0.000431903,0.000129663,1.86540201409e-07,1.6812493569000007e-08,6.5726499999999994e-24,6.5726499999999994e-24,4.31997280225e-47,4.31997280225e-47,0.000121244,0.000121244,1.4700107536e-08,1.4700107536e-08,1
