,Q01,Q01_derivative,Q02,Q02_derivative,Q03,Q03_derivative,Q04,Q04_derivative,Q05,Q05_derivative,Q06,Q06_derivative,Q07,Q07_derivative,Q08,Q08_derivative,Q09,Q09_derivative,Q10,Q10_derivative,Q11,Q11_derivative,Q12,Q12_derivative,Q13,Q13_derivative,Q14,Q14_derivative,Q15,Q15_derivative,Q16,Q16_derivative,Q17,Q17_derivative,Q18,Q18_derivative,Q19,Q19_derivative,Q20,Q20_derivative,Q21,Q21_derivative,Q22,Q22_derivative,Q23,Q23_derivative,Q24,Q24_derivative,Q25,Q25_derivative,Q26,Q26_derivative,Q27,Q27_derivative,Q28,Q28_derivative,Q29,Q29_derivative,Q30,Q30_derivative,Q31,Q31_derivative,Q32,Q32_derivative,Q33,Q33_derivative,Q34,Q34_derivative,Q35,Q35_derivative,Q36,Q36_derivative,Q37,Q37_derivative,Q38,Q38_derivative,Q39,Q39_derivative,Q40,Q40_derivative,num_possible_responses,num_possible_responses_derivative,num_characters,num_characters_derivative,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_power2,trans_x_derivative1_power2,trans_y,trans_y_derivative1,trans_y_power2,trans_y_derivative1_power2,trans_z,trans_z_derivative1,trans_z_derivative1_power2,trans_z_power2,rot_x,rot_x_derivative1,rot_x_power2,rot_x_derivative1_power2,rot_y,rot_y_derivative1,rot_y_derivative1_power2,rot_y_power2,rot_z,rot_z_derivative1,rot_z_derivative1_power2,rot_z_power2,response_time,response_time_derivative,constant
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6891715524351768,0.18849154048911346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.490533138918583,-3.6884175004778577,0.0575525323,0.0572932637,0.0568620142,0.0562600783,0.0554892628,0.102481,0.0042591,0.0105023553609999,1.8139932810000016e-05,-0.327691,0.0044759999999999,0.107381391481,2.003457599999982e-05,-0.0346116999999999,-0.0050665999999999,2.567043555999997e-05,0.0011979697768899,0.00277336,0.00025208,7.6915256896e-06,6.35443264e-08,-0.000465067,-5.297e-05,2.8058209e-09,2.16287314489e-07,-0.00215001,-0.00019991,3.9964008100000083e-08,4.622543000099999e-06,-0.571966001974399,-0.15650544607417852,1
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8084109164097283,0.16147566981520864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.824643688720434,-3.1593561460311297,0.0575352749,0.0572243478,0.05670738,0.0559862329999999,0.0550635032,0.101899,-0.0005819999999999,0.010383406201,3.387239999999829e-07,-0.318234,0.0094569999999999,0.101272878756,8.943484899999987e-05,-0.0137251,0.0208865999999999,0.0004362500595599,0.00018837837001,0.0045468,0.00177344,2.067339024000001e-05,3.1450894336000007e-06,-0.000275462,0.000189605,3.595005602499999e-08,7.587931344400003e-08,-0.00204115,0.00010886,1.1850499600000024e-08,4.1662933225e-06,-0.6709266483468557,-0.13409622979305869,1
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9077759977463885,0.1309021672623894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.769715155885557,-2.5606917638862225,0.0575164504999999,0.0571491982,0.056538847,0.0556879932,0.0546002562,0.106334,0.0044349999999999,0.011306919556,1.9669224999999952e-05,-0.367031,-0.0487969999999999,0.134711754961,0.0023811472089999,-0.0983547,-0.0846296,0.00716216919616,0.00967364701209,0.00145282,-0.00309398,2.1106859524e-06,9.5727122404e-06,-0.000293653,-1.819099999999997e-05,3.3091248099999905e-10,8.6232084409e-08,-0.00213812,-9.697000000000004e-05,9.403180900000008e-09,4.5715571344e-06,-0.753392977821963,-0.10873239540062116,1
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9865261328026859,0.10089918933561029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.311249049612577,-1.9732344194920148,0.0574960598,0.0570678231,0.0563564562999999,0.0553654888999999,0.0540998371,0.1055849999999999,-0.000749,0.0111481922249999,5.610010000000204e-07,-0.306206,0.060825,0.0937621144359999,0.003699680625,0.0215507,0.1199053999999999,0.01437730494916,0.00046443267049,0.00521599,0.00376317,2.7206551680100006e-05,1.41614484489e-05,-1.99897e-05,0.0002736633,7.489160176689e-08,3.9958810609e-10,-0.00201652,0.0001215999999999,1.4786559999999981e-08,4.0663529104e-06,-0.8187502894288305,-0.08383995954324086,1
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.046035070680764,0.07383503255714755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.47613650857596,-1.4433409171580047,0.0574741032,0.0569802314,0.0561602528,0.0550188604999999,0.0535625866,0.099886,-0.0056989999999999,0.009977212996,3.247860099999979e-05,-0.313256,-0.00705,0.098129321536,4.9702500000000014e-05,-0.0197361,-0.0412868,0.00170459985424,0.00038951364321,0.00338178,-0.00183421,1.14364359684e-05,3.3643263241000006e-06,-0.000214609,-0.0001946193,3.787667193249e-08,4.6057022881000014e-08,-0.00190228,0.00011424,1.305077760000001e-08,3.6186691984e-06,-0.8681387024583552,-0.061384588770983385,1
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0879479638694216,0.04746430858552602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.68516844729258e-06,7.327971682089934e-05,0.0,0.0,0.0,0.0,-21.296499795199765,-0.9264372925193144,0.0574505814,0.0568864325999999,0.0559502845,0.0546482591,0.0529888705,0.0849412999999999,-0.0149447,0.0072150244456899,0.00022334405809,-0.313605,-0.000349,0.098348096025,1.218010000000305e-07,-0.0155214,0.0042147,1.776369609e-05,0.00024091385796,0.00328872,-9.305999999999984e-05,1.08156792384e-05,8.66016359999997e-09,-0.00048544,-0.0002708309999999,7.334943056100002e-08,2.356519936e-07,-0.00192073,-1.845000000000015e-05,3.4040250000000554e-10,3.6892037329e-06,-0.9029261836914878,-0.03952260890945588,1
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10774170163506,0.008155403116015484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013455443161694233,0.005049332662871113,0.0,0.0,0.0,0.0,-21.672707598642575,-0.11500583890946751,0.057425495,0.0567864369,0.0557266029,0.0542538461,0.0523790793,0.0927864,0.0078451,0.0086093160249599,6.154559401000033e-05,-0.330543,-0.0169379999999999,0.1092586748489999,0.0002868958439999,-0.018064,-0.0025426,6.464814760000004e-06,0.000326308096,0.00196137,-0.00132735,3.8469722769e-06,1.7618580225000004e-06,-0.000541708,-5.6268e-05,3.1660878239999997e-09,2.93447557264e-07,-0.00232694,-0.00040621,1.6500656409999997e-07,5.4146497636e-06,-0.9197123980062886,-0.008237238589277388,1
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0931019878845059,-0.05038767899370396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01285604750913149,0.02919334572452847,0.0,0.0,0.0,0.0,-21.289159212574766,1.2343512809272834,0.0573988447,0.0566802553,0.0554892628,0.0538357935,0.0517336283,0.0947696,0.0019832,0.00898127708416,3.9330822400000725e-06,-0.298469,0.0320739999999999,0.089083743961,0.0010287414759999,0.032799,0.050863,0.002587044769,0.001075774401,0.00346699,0.00150562,1.20200196601e-05,2.2668915844e-06,-0.0005536769999999,-1.1968999999999914e-05,1.4325696099999786e-10,3.065582203289999e-07,-0.00206821,0.00025873,6.69412129e-08,4.2774926041e-06,-0.9106535602666946,0.03386682682469547,1
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.034454958908191,-0.11710534221035908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049871487389655994,0.07552240856929912,0.0,0.0,0.0,0.0,-19.82928853936999,2.9305309397954433,0.0573706312,0.0565678992999999,0.0552383224,0.0533942834,0.0510529568,0.0961529,0.0013833,0.00924538017841,1.913518890000088e-06,-0.310822,-0.012353,0.096610315684,0.000152596609,0.0270468,-0.0057521999999999,3.308780483999999e-05,0.00073152939024,0.00420627,0.0007392799999999,1.7692707312899998e-05,5.465349183999996e-07,-0.0007194419999999,-0.000165765,2.747803522500001e-08,5.175967913640001e-07,-0.00205251,1.5700000000000002e-05,2.4649000000000005e-10,4.2127973001e-06,-0.8719209496542955,0.07680109660285138,1
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9328829552197928,-0.17492349493171327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12288106174355576,0.13053602609761503,0.0,0.0,0.0,0.0,-17.225910903237992,4.525559684601525,0.0573408553,0.0564493811,0.0549738430999999,0.0529295080999999,0.0503375282,0.100935,0.0047820999999999,0.010187874225,2.286848040999957e-05,-0.316253,-0.005431,0.100015960009,2.9495761000000206e-05,0.0477474,0.0207005999999999,0.00042851484036,0.00227981420676,0.00458805,0.00038178,2.10502028025e-05,1.4575596839999994e-07,-0.000467188,0.0002522539999999,6.363208051599992e-08,2.182646273440001e-07,-0.00244525,-0.0003927399999999,1.5424470759999998e-07,5.9792475625e-06,-0.8072297042476851,0.11002031696661106,1
