,Q01,Q01_derivative,Q02,Q02_derivative,Q03,Q03_derivative,Q04,Q04_derivative,Q05,Q05_derivative,Q06,Q06_derivative,Q07,Q07_derivative,Q08,Q08_derivative,Q09,Q09_derivative,Q10,Q10_derivative,Q11,Q11_derivative,Q12,Q12_derivative,Q13,Q13_derivative,Q14,Q14_derivative,Q15,Q15_derivative,Q16,Q16_derivative,Q17,Q17_derivative,Q18,Q18_derivative,Q19,Q19_derivative,Q20,Q20_derivative,Q21,Q21_derivative,Q22,Q22_derivative,Q23,Q23_derivative,Q24,Q24_derivative,Q25,Q25_derivative,Q26,Q26_derivative,Q27,Q27_derivative,Q28,Q28_derivative,Q29,Q29_derivative,Q30,Q30_derivative,Q31,Q31_derivative,Q32,Q32_derivative,Q33,Q33_derivative,Q34,Q34_derivative,Q35,Q35_derivative,Q36,Q36_derivative,Q37,Q37_derivative,Q38,Q38_derivative,Q39,Q39_derivative,Q40,Q40_derivative,num_possible_responses,num_possible_responses_derivative,num_characters,num_characters_derivative,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_power2,trans_x_derivative1_power2,trans_y,trans_y_derivative1,trans_y_power2,trans_y_derivative1_power2,trans_z,trans_z_derivative1,trans_z_derivative1_power2,trans_z_power2,rot_x,rot_x_derivative1,rot_x_power2,rot_x_derivative1_power2,rot_y,rot_y_derivative1,rot_y_derivative1_power2,rot_y_power2,rot_z,rot_z_derivative1,rot_z_derivative1_power2,rot_z_power2,response_time,response_time_derivative,constant
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576388455999999,0.0576382569,0.0576372758,0.0576359023,0.0576341365,0.0711316,0.0,0.00505970451856,0.0,-0.347231,0.0,0.1205693673609999,0.0,0.0657442,0.0,0.0,0.00432229983364,0.0046549,0.0,2.166809401e-05,0.0,-0.00057991,0.0,0.0,3.362956081e-07,-0.00126238,0.0,0.0,1.5936032644e-06,0.0,0.0,1
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6793014124996845e-31,4.6781713435154595e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.159732514968135e-30,-9.157431839141914e-29,0.0576372758,0.0576319782,0.057623149,0.057610789,0.0575948989,0.0557789,-0.0153527,0.00311128568521,0.00023570539729,-0.320256,0.026975,0.102563905536,0.000727650625,0.11708,0.0513357999999999,0.0026353643616399,0.0137077263999999,0.00592894,0.0012740399999999,3.5152329523599994e-05,1.623177921599999e-06,-0.00104278,-0.00046287,2.142486369000001e-07,1.0873901284000002e-06,-0.00102746,0.00023492,5.51874064e-08,1.0556740516e-06,-3.883505219395058e-31,-3.882614971271867e-30,1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.485205807047502e-05,0.0005487201941426842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018567290367295483,-0.01074101827253157,0.0576341365,0.0576194213,0.0575948989,0.0575605733,0.0575164504999999,0.0745911,0.0188122,0.00556383219921,0.00035389886884,-0.312228,0.0080279999999999,0.0974863239839999,6.444878399999968e-05,0.0839407,-0.0331393,0.0010982132044899,0.0070460411164899,0.00509637,-0.0008325699999999,2.5972987176900007e-05,6.931728048999992e-07,-0.00057991,0.00046287,2.142486369000001e-07,3.362956081e-07,-0.00148031,-0.00045285,2.050731225000001e-07,2.1913176961e-06,-7.872082392535504e-05,-0.0004554104835385518,1
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033815189383661287,0.010531353621846129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06619323321851694,-0.2061448468996433,0.0576294275,0.0576005878,0.0575525323,0.0574852772,0.0573988447,0.0809799,0.0063887999999999,0.0065577442040099,4.081676543999983e-05,-0.311934,0.000294,0.097302820356,8.643600000000968e-08,0.0810615999999999,-0.0028791,8.289216810000134e-06,0.0065709829945599,0.00493314,-0.00016323,2.43358702596e-05,2.6644032900000105e-08,-0.000391276,0.000188634,3.5582785956000006e-08,1.5309690817599994e-07,-0.0017261,-0.0002457899999999,6.041272409999992e-08,2.97942121e-06,-0.0028064331166076546,-0.008740658887629826,1
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02184426890745686,0.042886287531538364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4276015638634681,-0.8394577334778408,0.057623149,0.0575754796,0.0574960598,0.0573849333,0.0572421615,0.0909946,0.0100147,0.00828001722916,0.00010029421609,-0.355581,-0.0436469999999999,0.126437847561,0.0019050606089999,0.0174048,-0.0636567999999999,0.0040521881862399,0.00030292706304,0.00316617,-0.00176697,1.00246324689e-05,3.122182980900001e-06,-0.0008733429999999,-0.0004820669999999,2.3238859248899975e-07,7.627279956489995e-07,-0.00194472,-0.00021862,4.779470440000006e-08,3.7819358784e-06,-0.018129272905858907,-0.035594955717210705,1
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0704468052927721,0.09416941929475271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3789962136060143,-1.843233047045176,0.0576153013,0.0575440995,0.057425495,0.0572595855,0.0570465076,0.0811976999999999,-0.0097969,0.0065930664852899,9.597924961000076e-05,-0.31644,0.0391409999999999,0.1001342735999999,0.0015320178809999,0.0643024,0.0468976,0.00219938488576,0.00413479864576,0.00474599,0.00157982,2.2524421080100008e-05,2.495831232400001e-06,-0.000623698,0.0002496449999999,6.232262602499987e-08,3.88999195204e-07,-0.00193278,1.1939999999999996e-05,1.4256359999999988e-10,3.7356385284e-06,-0.05846610678110623,-0.07816145083935627,1
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1560578220085881,0.1480057083572815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.054831865818112,-2.896916368280391,0.0576058845,0.0575064509,0.0573408553,0.0571092883,0.0568120162,0.0816010999999999,0.0004033999999999,0.0066587395212099,1.6273155999999854e-07,-0.324662,-0.008222,0.105405414244,6.760128400000012e-05,0.0404515,-0.0238508999999999,0.0005688654308099,0.00163632385225,0.00357812,-0.00116787,1.2802942734400004e-05,1.3639203369000003e-06,-0.000412097,0.0002116009999999,4.477498320100001e-08,1.69823937409e-07,-0.00189324,3.954000000000002e-05,1.5634116000000012e-09,3.5843576976e-06,-0.12951748837526236,-0.12285066196076275,1
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27395876349000126,0.1885340537403633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.362742795316775,-3.6900355764000725,0.0575948989,0.0574625379,0.0572421615,0.0569341072,0.056538847,0.0933723,0.0117712,0.00871838640729,0.00013856114944,-0.350682,-0.0260199999999999,0.122977865124,0.0006770403999999,-0.0406369,-0.0810883999999999,0.00657532861456,0.00165135764161,0.00330386,-0.00027426,1.09154908996e-05,7.521854760000008e-08,-0.000412097,0.0,0.0,1.69823937409e-07,-0.00196076,-6.752000000000017e-05,4.558950400000023e-09,3.844579777600002e-06,-0.22736733416454344,-0.15649846251656194,1
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4115491276802738,0.2078437284214903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.05607417434136,-4.06776203908438,0.0575823448,0.0574123653,0.0571294376999999,0.0567341187,0.0562271859,0.0912027,-0.0021696,0.00831793248729,4.707164160000033e-06,-0.341436,0.0092459999999999,0.1165785420959999,8.548851599999957e-05,-0.0394759,0.001161,1.347921000000005e-06,0.00155834668081,0.00339504,9.118000000000015e-05,1.1526296601600003e-05,8.313792400000029e-09,-0.000588235,-0.000176138,3.1024595044e-08,3.46020415225e-07,-0.00169077,0.00026999,7.289460010000007e-08,2.858703192900001e-06,-0.34155807555257245,-0.17253819885944294,1
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5541156443006342,0.20613487415986212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.846813737184913,-4.034041379281238,0.0575682224,0.0573559384999999,0.0570027116,0.0565094097,0.0558772451,0.0982219,0.0070191999999999,0.0096475416396099,4.9269168639999845e-05,-0.332167,0.009269,0.110334915889,8.59143610000005e-05,-0.0295451,0.0099308,9.862078864000008e-05,0.0008729129340099,0.00252128,-0.00087376,6.3568528384e-06,7.634565376000006e-07,-0.000412097,0.000176138,3.1024595044e-08,1.69823937409e-07,-0.0019501,-0.0002593299999999,6.725204889999982e-08,3.8028900099999983e-06,-0.4598786885242377,-0.17113447743725688,1
