,Q01,Q01_derivative,Q02,Q02_derivative,Q03,Q03_derivative,Q04,Q04_derivative,Q05,Q05_derivative,Q06,Q06_derivative,Q07,Q07_derivative,Q08,Q08_derivative,Q09,Q09_derivative,Q10,Q10_derivative,Q11,Q11_derivative,Q12,Q12_derivative,Q13,Q13_derivative,Q14,Q14_derivative,Q15,Q15_derivative,Q16,Q16_derivative,Q17,Q17_derivative,Q18,Q18_derivative,Q19,Q19_derivative,Q20,Q20_derivative,Q21,Q21_derivative,Q22,Q22_derivative,Q23,Q23_derivative,Q24,Q24_derivative,Q25,Q25_derivative,Q26,Q26_derivative,Q27,Q27_derivative,Q28,Q28_derivative,Q29,Q29_derivative,Q30,Q30_derivative,Q31,Q31_derivative,Q32,Q32_derivative,Q33,Q33_derivative,Q34,Q34_derivative,Q35,Q35_derivative,Q37,Q37_derivative,Q38,Q38_derivative,Q39,Q39_derivative,Q40,Q40_derivative,num_possible_responses,num_possible_responses_derivative,num_characters,num_characters_derivative,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_derivative1_power2,trans_x_power2,trans_y,trans_y_derivative1,trans_y_power2,trans_y_derivative1_power2,trans_z,trans_z_derivative1,trans_z_power2,trans_z_derivative1_power2,rot_x,rot_x_derivative1,rot_x_derivative1_power2,rot_x_power2,rot_y,rot_y_derivative1,rot_y_derivative1_power2,rot_y_power2,rot_z,rot_z_derivative1,rot_z_derivative1_power2,rot_z_power2,response_time,response_time_derivative,constant
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6891715524351768,0.18849154048911346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25843933216319126,0.07055237884884642,29.238103112062365,7.984668554070509,0.0575525323,0.0572932637,0.0568620142,0.0562600783,0.0554892628,0.000176839,-7.681199999999998e-05,5.900083343999995e-09,3.1272031921000004e-08,0.0168981999999999,-0.0618771,0.0002855491632399,0.00382877550441,0.0414412,-0.0001379,0.0017173730574399,1.9016410000000908e-08,-0.000138964,0.000201226,4.049190307599999e-08,1.9310993296e-08,-8.871049999999999e-05,-2.0309499999999992e-05,4.1247579024999964e-10,7.869552810249999e-09,-0.000168858,-0.000214323,4.5934348329e-08,2.8513024164e-08,-0.6440970822460981,-0.17588597870357453,1
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8084109164097283,0.16147566981520864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30315409365364804,0.06039859776900309,34.29683312868271,6.83642930442951,0.0575352749,0.0572243478,0.05670738,0.0559862329999999,0.0550635032,0.000176589,-2.499999999999789e-07,6.249999999998947e-14,3.1183674921000025e-08,-0.022054,-0.0389521999999999,0.000486378916,0.0015172738848399,0.0177605999999999,-0.0236806,0.0003154389123599,0.0005607708163599,-0.0008604599999999,-0.0007214959999999,5.205564780159996e-07,7.403914115999995e-07,-0.000131495,-4.278450000000001e-05,1.8305134402500006e-09,1.7290935025e-08,-0.000197186,-2.8327999999999987e-05,8.024755839999992e-10,3.8882318596e-08,-0.7555377332037755,-0.15058903898912468,1
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9077759977463885,0.1309021672623894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3404159991548957,0.04891450986613785,38.512396704390525,5.537606030214493,0.0575164504999999,0.0571491982,0.056538847,0.0556879932,0.0546002562,0.00518092,0.005004331,2.5043328757561e-05,2.684193204640001e-05,-0.00409706,0.01795694,1.6785900643599995e-05,0.0003224516941636,0.0362861,0.0185255,0.00131668105321,0.00034319415025,-0.000253662,0.0006067979999999,3.682038128039997e-07,6.434441024399999e-08,4.52459e-05,0.0001767409,3.123734573281e-08,2.04719146681e-09,-0.000204223,-7.036999999999994e-06,4.951936899999993e-11,4.1707033729e-08,-0.8484039560476284,-0.1219751524437224,1
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9865261328026859,0.10089918933561029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36994729980100716,0.03764831563712247,41.85337118415394,4.263348759145112,0.0574960598,0.0570678231,0.0563564562999999,0.0553654888999999,0.0540998371,0.0046873,-0.00049362,2.436607044000001e-07,2.197078129000001e-05,0.0676233999999999,0.0717204599999999,0.0045729242275599,0.0051438243826115,0.0323612,-0.0039249,0.00104724726544,1.5404840010000015e-05,-0.000707425,-0.000453763,2.0590086016900002e-07,5.00450130625e-07,-0.000200012,-0.0002452579,6.015143751240999e-08,4.0004800144e-08,-0.000103566,0.0001006569999999,1.0131831648999996e-08,1.0725916356e-08,-0.9220035293861091,-0.09390277648237072,1
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.046035070680764,0.07383503255714755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3922631515052865,0.027487863259709484,44.378037873631406,3.114108381635271,0.0574741032,0.0569802314,0.0561602528,0.0550188604999999,0.0535625866,0.00600488,0.0013175799999999,1.7360170563999993e-06,3.60585838144e-05,0.0423364,-0.0252869999999999,0.00179237076496,0.0006394323689999,0.0295326,-0.0028286,0.0008721744627599,8.000977960000023e-06,-0.000226063,0.000481362,2.317093750440001e-07,5.1104479969e-08,-2.43679e-05,0.0001756441,3.085084986481e-08,5.937945504099998e-10,-2.55413e-05,7.80247e-05,6.0878538100900014e-09,6.523580056900002e-10,-0.9776203538464304,-0.06858475879555882,1
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0879479638694216,0.04746430858552602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40798048645103313,0.01759081712483287,46.15619236716022,1.9945954485272717,0.0574505814,0.0568864325999999,0.0559502845,0.0546482591,0.0529888705,0.00129509,-0.00470979,2.21821218441e-05,1.6772581081000004e-06,-0.0172859,-0.0596223,0.00029880233881,0.00355481865729,0.0226267,-0.0069058999999999,0.00051196755289,4.769145480999994e-05,-1.6207e-05,0.000209856,4.4039540736e-08,2.62666849e-10,-1.03656e-05,1.40023e-05,1.9606440529000003e-10,1.0744566336e-10,-6.61439e-05,-4.06026e-05,1.64857112676e-09,4.37501550721e-09,-1.0167919826171148,-0.043921905666394166,1
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10774170163506,0.008155403116015484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4154031381131475,0.00284618786332241,46.99594169186742,0.3265680384987184,0.057425495,0.0567864369,0.0557266029,0.0542538461,0.0523790793,0.00225267,0.00095758,9.169594564e-07,5.0745221289e-06,-0.00172923,0.01555667,2.9902363929e-06,0.0002420099814889,0.0180034,-0.0046232999999999,0.00032412241156,2.137490288999997e-05,-1.6207e-05,0.0,0.0,2.62666849e-10,-0.000107807,-9.74414e-05,9.49482643396e-09,1.1622349249e-08,-6.12132e-05,4.930700000000004e-06,2.4311802490000037e-11,3.74705585424e-09,-1.0352911338031197,-0.007175983993631424,1
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0931019878845059,-0.05038767899370396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40991324545668967,-0.019104665007183805,46.37485183600015,-2.1568655035335573,0.0573988447,0.0566802553,0.0554892628,0.0538357935,0.0517336283,-0.000374249,-0.002626919,6.900703432561001e-06,1.40062314001e-07,0.0662968999999999,0.0680261299999999,0.0043952789496099,0.0046275543627768,0.027546,0.0095425999999999,0.0007587821159999,9.10612147599999e-05,-0.000208694,-0.000192487,3.7051245169000014e-08,4.355318563600001e-08,7.17395e-06,0.00011498095,1.3220618862902504e-08,5.14655586025e-11,0.000111667,0.0001728802,2.988756355204e-08,1.2469518889000002e-08,-1.021608913638443,0.04753226080281311,1
18,3.150917387430359e-07,2.9939093608016425e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.034454958908191,-0.11710534221035908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3879207277499736,-0.04411143749330131,43.88675491651138,-4.986302743274449,0.0573706312,0.0565678992999999,0.0552383224,0.0533942834,0.0510529568,-0.000738881,-0.000364632,1.3295649542400006e-07,5.459451321610001e-07,0.055388,-0.0109088999999999,0.003067830544,0.0001190040992099,0.0082442699999999,-0.01930173,6.796798783289996e-05,0.0003725567809929,-1.6207e-05,0.000192487,3.7051245169000014e-08,2.62666849e-10,-0.000110031,-0.00011720495,1.3737000304502502e-08,1.2106820961e-08,-8.28953e-05,-0.0001945623,3.785448858129001e-08,6.871630762090001e-09,-0.9667977484297373,0.10986155445215474,1
19,0.00048482030317172065,0.002185104820682696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9328829552197928,-0.17492349493171327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35001291582111166,-0.06495559880528563,39.58261362686027,-7.4147103216994985,0.0573408553,0.0564493811,0.0549738430999999,0.0529295080999999,0.0503375282,-0.000512139,0.000226742,5.141193456400003e-08,2.62286355321e-07,0.00718314,-0.04820486,5.15975002596e-05,0.0023237085276196,0.00119398,-0.0070502899999999,1.4255882404000004e-06,4.970658908409998e-05,-1.6207e-05,0.0,0.0,2.62666849e-10,-2.76814e-05,8.234960000000001e-05,6.7814566201600025e-09,7.662599059600001e-10,3.47368e-05,0.0001176321,1.3837310950410006e-08,1.2066452742399996e-09,-0.8720573191385775,0.1630089608335089,1
