,Q01,Q01_derivative,Q02,Q02_derivative,Q03,Q03_derivative,Q04,Q04_derivative,Q05,Q05_derivative,Q06,Q06_derivative,Q07,Q07_derivative,Q08,Q08_derivative,Q09,Q09_derivative,Q10,Q10_derivative,Q11,Q11_derivative,Q12,Q12_derivative,Q13,Q13_derivative,Q14,Q14_derivative,Q15,Q15_derivative,Q16,Q16_derivative,Q17,Q17_derivative,Q18,Q18_derivative,Q19,Q19_derivative,Q20,Q20_derivative,Q21,Q21_derivative,Q22,Q22_derivative,Q23,Q23_derivative,Q24,Q24_derivative,Q25,Q25_derivative,Q26,Q26_derivative,Q27,Q27_derivative,Q28,Q28_derivative,Q29,Q29_derivative,Q30,Q30_derivative,Q31,Q31_derivative,Q32,Q32_derivative,Q33,Q33_derivative,Q34,Q34_derivative,Q35,Q35_derivative,Q37,Q37_derivative,num_possible_responses,num_possible_responses_derivative,num_characters,num_characters_derivative,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_power2,trans_x_derivative1_power2,trans_y,trans_y_derivative1,trans_y_derivative1_power2,trans_y_power2,trans_z,trans_z_derivative1,trans_z_derivative1_power2,trans_z_power2,rot_x,rot_x_derivative1,rot_x_derivative1_power2,rot_x_power2,rot_y,rot_y_derivative1,rot_y_derivative1_power2,rot_y_power2,rot_z,rot_z_derivative1,rot_z_derivative1_power2,rot_z_power2,response_time,response_time_derivative,constant
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6866051987025673,0.18895790723994824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.12922555495641,8.011162686968422,0.0575525323,0.0572932637,0.0568620142,0.0562600783,0.0554892628,-0.0171097999999999,-0.0001259999999999,0.0002927452560399,1.5875999999999407e-08,-0.0226571,-0.01905315,0.0003630225249224,0.00051334418041,0.00395947,0.00911437,8.30717404969e-05,1.5677402680899993e-05,0.000144114,-0.00044845,2.0110740250000009e-07,2.0768844996000005e-08,0.000372374,-3.7876e-05,1.434591376e-09,1.3866239587600002e-07,0.0,0.0,0.0,0.0,-0.2324818794914626,-0.0641622370827615,1
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8062136572877256,0.1620677090639178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.20361441043174,6.869409423874108,0.0575352749,0.0572243478,0.05670738,0.0559862329999999,0.0550635032,-0.0169594,0.0001503999999999,0.00028762124836,2.2620159999998493e-08,-0.0063414,0.0163157,0.00026620206649,4.021335396e-05,0.0156095,0.01165003,0.0001357231990009,0.00024365649025,-5.66713e-05,-0.0002007853,4.031473669609001e-08,3.2116362436900003e-09,0.000357208,-1.5165999999999992e-05,2.300075559999999e-10,1.2759755526400008e-07,0.0,0.0,0.0,0.0,-0.27298084353586405,-0.05508899231560155,1
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.905992548018815,0.13151876436845616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.436733849698214,5.572589117020823,0.0575164504999999,0.0571491982,0.056538847,0.0556879932,0.0546002562,-0.0105492,0.0064102,0.00011128562064,4.109066404000002e-05,-0.00630758,3.381999999999951e-05,1.1437923999999667e-09,3.97855654564e-05,0.0280116,0.0124021,0.0001538120844099,0.0007846497345599,0.00016165,0.0002183213,4.766419003369e-08,2.61307225e-08,0.000162111,-0.000195097,3.8062839409000016e-08,2.6279976321e-08,0.0,0.0,0.0,0.0,-0.3067655921724464,-0.04477165908142139,1
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9851466335351641,0.10147565373179145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.794845927729334,4.297390324622118,0.0574960598,0.0570678231,0.0563564562999999,0.0553654888999999,0.0540998371,-0.0123538,-0.0018045999999999,0.00015261637444,3.256581159999993e-06,-0.00635156,-4.397999999999989e-05,1.9342403999999903e-09,4.03423144336e-05,-0.013366,-0.0413776,0.00171210578176,0.000178649956,-0.000160074,-0.000321724,1.03506332176e-07,2.5623685475999995e-08,0.00022432,6.2209e-05,3.869959681e-09,5.03194624e-08,0.000112019,0.000112019,1.2548256361000012e-08,1.2548256361000012e-08,-0.33356686108949174,-0.03462013776360518,1
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0450189459159736,0.07434202692553518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.33492878048518,3.1457773714974495,0.0574741032,0.0569802314,0.0561602528,0.0550188604999999,0.0535625866,-0.00969838,0.00265542,9.40585746244e-05,7.051255376400003e-06,-0.0064018,-5.0240000000000014e-05,2.5240576e-09,4.098304324e-05,-0.00299286,0.01037314,0.0001076020334596,8.9572109796e-06,-0.000326094,-0.00016602,2.756264040000001e-08,1.0633729683600004e-07,0.000384093,0.000159773,2.5527411529000004e-08,1.47527432649e-07,-5.23089e-05,-0.0001643279,2.7003658718410023e-08,2.73622101921e-09,-0.3538393957835092,-0.025448650571550827,1
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0872938716294163,0.048067331878646466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.128442503877984,2.030742396283544,0.0574505814,0.0568864325999999,0.0559502845,0.0546482591,0.0529888705,-0.0077436299999999,0.00195475,5.9963805576899975e-05,3.8210475625000026e-06,-0.00396242,0.00243938,5.950574784399998e-06,1.5700772256400008e-05,0.0121822,0.01517506,0.0002302824460036,0.00014840599684,-0.000312679,1.341500000000002e-05,1.7996222500000055e-10,9.7768157041e-08,0.000260579,-0.0001235139999999,1.5255708195999993e-08,6.790141524100001e-08,0.0,5.23089e-05,2.73622101921e-09,0.0,-0.3681535230342128,-0.01656333449461022,1
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1076385832371876,0.009141642066163079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.99156689383768,0.3791606947785974,0.057425495,0.0567864369,0.0557266029,0.0542538461,0.0523790793,-0.0087326999999999,-0.0009890699999999,7.626004928999996e-05,9.78259464899998e-07,0.00510059,0.00906301,8.21381502601e-05,2.6016018348100006e-05,0.00356314,-0.00861906,7.428819528360002e-05,1.2695966659599996e-05,-0.000271667,4.101199999999999e-05,1.6819841439999992e-09,7.380295888900001e-08,0.00016291,-9.766900000000004e-05,9.539233561000008e-09,2.65396681e-08,0.0,0.0,0.0,0.0,-0.3750421641357133,-0.0033886330185516236,1
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.093809516815596,-0.04908010031707956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.40486875090165,-2.0907884360030233,0.0573988447,0.0566802553,0.0554892628,0.0538357935,0.0517336283,-0.00503679,0.0036959099999999,2.536925350410001e-05,1.365975072809998e-05,-0.00581807,-0.01091866,0.0001192171361956,3.3849938524899995e-05,0.0343203,0.03075716,0.0009460028912656,0.00117788299209,3.41739e-05,0.0003058409,9.353865611281003e-08,1.16785544121e-09,-0.000124113,-0.000287023,8.238220252899998e-08,1.5404036769e-08,0.000115941,0.000115941,1.3442315481000004e-08,1.3442315481000004e-08,-0.3703596954340794,0.016328687027821476,1
18,2.2734512061949492e-07,2.1840475742302784e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0360714272370963,-0.11580503692071077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.95533267060669,-4.921118979518298,0.0573706312,0.0565678992999999,0.0552383224,0.0533942834,0.0510529568,0.000709458,0.005746248,5.03330653764e-07,3.301936607750401e-05,-0.00615025,-0.00033218,1.1034355240000035e-07,3.78255750625e-05,0.0660549999999999,0.0317346999999999,0.0010070911840899,0.0043632630249999,-5.217469999999998e-06,-3.939137e-05,1.5516800304769e-09,2.72219932009e-11,-0.000370894,-0.000246781,6.090086196100005e-08,1.3756235923600008e-07,0.000352939,0.000236998,5.616805200400003e-08,1.2456593772100002e-07,-0.35081001789574895,0.03893469339632156,1
19,0.0004488331295599553,0.0020492762821994926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9352751737013,-0.17394532577144511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.683728329653306,-7.365591362348559,0.0573408553,0.0564493811,0.0549738430999999,0.0529295080999999,0.0503375282,0.00326406,0.002554602,1.06540876836e-05,6.525991378404e-06,-0.0239911,-0.01784085,0.0003182959287225,0.0005755728792099,0.0194031,-0.0466519,0.00217639977361,0.0003764802896099,0.000150034,0.00015525147,2.4103018937160906e-08,2.2510201156e-08,-0.000243872,0.000127022,1.6134588484000006e-08,5.9473552384000014e-08,0.000229379,-0.00012356,1.5267073600000004e-08,5.261472564100001e-08,-0.31711001927827476,0.056688473002992956,1
20,0.007144213252386397,0.018787366212817208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8023417105026425,-0.21150074548643708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.113825491230735,-8.783357337278117,0.0573095178,0.0563247137,0.0546958898,0.0524416702,0.0495878296,0.00379708,0.0005330199999999,1.44178165264e-05,2.841103204e-07,-0.00635707,0.01763403,0.0003109590140408,4.04123389849e-05,0.000137672,-0.019265428,0.0003711567160231,1.8953579584e-08,0.000100786,-4.9248e-05,2.425365504e-09,1.0157817796000002e-08,8.935709999999999e-05,0.0003332291,1.1104163308681001e-07,7.984691320409998e-09,0.0,-0.000229379,5.261472564100001e-08,0.0,-0.27850538674754965,0.05341980788133731,1
