,Q01,Q01_derivative,Q02,Q02_derivative,Q03,Q03_derivative,Q04,Q04_derivative,Q05,Q05_derivative,Q06,Q06_derivative,Q07,Q07_derivative,Q08,Q08_derivative,Q09,Q09_derivative,Q10,Q10_derivative,Q11,Q11_derivative,Q12,Q12_derivative,Q13,Q13_derivative,Q14,Q14_derivative,Q15,Q15_derivative,Q16,Q16_derivative,Q17,Q17_derivative,Q18,Q18_derivative,Q19,Q19_derivative,Q20,Q20_derivative,Q21,Q21_derivative,Q22,Q22_derivative,Q23,Q23_derivative,Q24,Q24_derivative,Q25,Q25_derivative,Q26,Q26_derivative,Q27,Q27_derivative,Q28,Q28_derivative,Q29,Q29_derivative,Q30,Q30_derivative,Q31,Q31_derivative,Q32,Q32_derivative,Q33,Q33_derivative,Q34,Q34_derivative,Q35,Q35_derivative,Q36,Q36_derivative,Q37,Q37_derivative,Q40,Q40_derivative,num_possible_responses,num_possible_responses_derivative,num_characters,num_characters_derivative,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_power2,trans_x_derivative1_power2,trans_y,trans_y_derivative1,trans_y_derivative1_power2,trans_y_power2,trans_z,trans_z_derivative1,trans_z_derivative1_power2,trans_z_power2,rot_x,rot_x_derivative1,rot_x_derivative1_power2,rot_x_power2,rot_y,rot_y_derivative1,rot_y_power2,rot_y_derivative1_power2,rot_z,rot_z_derivative1,rot_z_derivative1_power2,rot_z_power2,response_time,response_time_derivative,constant
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576388455999999,0.0576382569,0.0576372758,0.0576359023,0.0576341365,0.191866,0.0,0.036812561956,0.0,0.0207098,0.0,0.0,0.0004288958160399,-0.102338,0.0,0.0,0.010473066244,0.00538864,0.0,0.0,2.903744104960001e-05,-0.0006695189999999,0.0,4.4825569136100005e-07,0.0,-0.00304171,0.0,0.0,9.2519997241e-06,0.0,0.0,1
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576372758,0.0576319782,0.057623149,0.057610789,0.0575948989,0.191559,-0.000307,0.0366948504809999,9.424900000001809e-08,0.0138649,-0.0068448999999999,4.685265600999997e-05,0.00019223545201,-0.131098,-0.0287599999999999,0.0008271375999999,0.017186685604,0.00538098,-7.660000000000479e-06,5.867560000000732e-11,2.89549457604e-05,-0.000710671,-4.115200000000014e-05,5.050532702410001e-07,1.6934871040000112e-09,-0.00315976,-0.00011805,1.3935802500000044e-08,9.9840832576e-06,0.0,0.0,1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.50448724156929e-05,0.0004993941936414183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001664753377537188,-0.009776042219948308,0.0576341365,0.0576194213,0.0575948989,0.0575605733,0.0575164504999999,0.192878,0.001319,0.037201922884,1.739761000000039e-06,-0.0136487,-0.0275135999999999,0.0007569981849599,0.00018628701169,-0.135565,-0.004467,1.995408900000024e-05,0.018377869225,0.00490488,-0.0004760999999999,2.266712099999993e-07,2.4057847814400007e-05,-0.000163825,0.000546846,2.6838630625000003e-08,2.990405477160001e-07,-0.00316175,-1.9899999999998907e-06,3.960099999999567e-12,9.9966630625e-06,-7.823555844833267e-05,-0.0004594835536885128,1
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003220402290299932,0.010134865765735156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06303937483262115,-0.19840517750338194,0.0576294275,0.0576005878,0.0575525323,0.0574852772,0.0573988447,0.19252,-0.0003579999999999,0.0370639504,1.28163999999998e-07,-0.0402416,-0.0265929,0.00070718233041,0.00161938637056,-0.111096,0.024469,0.000598731961,0.0123423212159999,0.00464624,-0.00025864,6.689464960000005e-08,2.1587546137600006e-05,7.493479999999997e-06,0.00017131848,5.615224251039996e-11,2.93500215895104e-08,-0.00296553,0.00019622,3.85022884e-08,8.7943681809e-06,-0.00296255334922948,-0.009326215774654072,1
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021221748474660934,0.04201163573577459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4154157263914878,-0.8224778033326028,0.057623149,0.0575754796,0.0574960598,0.0573849333,0.0572421615,0.198983,0.0064629999999999,0.039594234289,4.177036899999996e-05,-0.048157,-0.0079153999999999,6.265355715999994e-05,0.002319096649,-0.115986,-0.0048899999999999,2.391209999999992e-05,0.0134527521959999,0.00498744,0.0003411999999999,1.1641743999999989e-07,2.48745577536e-05,7.493479999999997e-06,0.0,5.615224251039996e-11,0.0,-0.00301805,-5.251999999999991e-05,2.758350399999991e-09,9.1086258025e-06,-0.019522580209771524,-0.03866646974323267,1
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06911508856934165,0.09305711700724302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3529278587448628,-1.8219188559748964,0.0576153013,0.0575440995,0.057425495,0.0572595855,0.0570465076,0.192667,-0.0063159999999999,0.037120572889,3.9891855999999854e-05,-0.0270068,0.0211502,0.00044733096004,0.0007293672462399,-0.105013,0.0109729999999999,0.0001204067289999,0.011027730169,0.00492326,-6.418000000000049e-05,4.1190724000000615e-09,2.42384890276e-05,7.493479999999997e-06,0.0,5.615224251039996e-11,0.0,-0.00304393,-2.587999999999983e-05,6.69774399999991e-10,9.2655098449e-06,-0.06358122950667919,-0.08566683656319457,1
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15399659734230375,0.14701759883054125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0144833929755963,-2.8785953970297635,0.0576058845,0.0575064509,0.0573408553,0.0571092883,0.0568120162,0.192217,-0.00045,0.036947375089,2.0250000000000534e-07,0.0224892,0.049496,0.002449854016,0.00050576411664,-0.106641,-0.0016279999999999,2.650383999999969e-06,0.011372302881,0.00511294,0.00018968,3.5978502400000094e-08,2.61421554436e-05,-0.000494715,-0.0005022084799999,2.44742931225e-07,2.522133573839104e-07,-0.00292773,0.0001161999999999,1.3502439999999976e-08,8.571602952899999e-06,-0.14166650439932937,-0.13538121336983744,1
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2713586747222343,0.1879200638080767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.311846057687736,-3.679814363284534,0.0575948989,0.0574625379,0.0572421615,0.0569341072,0.056538847,0.195648,0.0034309999999999,0.038278139904,1.1771760999999929e-05,0.0232072,0.0007179999999999,5.155239999999998e-07,0.00053857413184,-0.13748,-0.0308389999999999,0.0009510439209999,0.0189007504,0.00513921,2.627000000000012e-05,6.901129000000058e-10,2.64114794241e-05,-0.000494715,0.0,2.44742931225e-07,0.0,-0.00313753,-0.0002098,4.401604e-08,9.8440945009e-06,-0.24963171621827274,-0.17311155011368196,1
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4087011303771401,0.20767477081518246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.000324627132517,-4.0671601495765834,0.0575823448,0.0574123653,0.0571294376999999,0.0567341187,0.0562271859,0.197117,0.001469,0.038855111689,2.157961000000076e-06,-0.024215,-0.0474222,0.00224886505284,0.000586366225,-0.13692,0.0005599999999999,3.135999999999745e-07,0.0187470864,0.00464624,-0.0004929699999999,2.4301942089999964e-07,2.1587546137600006e-05,0.000226551,0.0007212659999999,5.1325355601e-08,5.202246427559999e-07,-0.00295131,0.00018622,3.4677888399999986e-08,8.710230716099999e-06,-0.37597753121704025,-0.19140487792803218,1
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5513026767942893,0.2063465447579536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.791749898248213,-4.041832311120813,0.0575682224,0.0573559384999999,0.0570027116,0.0565094097,0.0558772451,0.202207,0.0050899999999999,0.040887670849,2.590809999999983e-05,-0.045608,-0.0213929999999999,0.0004576604489999,0.002080089664,-0.129274,0.007646,5.846131600000021e-05,0.016711767076,0.00482137,0.0001751299999999,3.0670516899999964e-08,2.32456086769e-05,0.00012211,-0.0001044409999999,1.49108521e-08,1.0907922480999996e-08,-0.0028807,7.061000000000003e-05,4.985772100000003e-09,8.298432489999999e-06,-0.5071613557398089,-0.1903079339054321,1
