,Q01,Q01_derivative,Q02,Q02_derivative,Q03,Q03_derivative,Q04,Q04_derivative,Q05,Q05_derivative,Q06,Q06_derivative,Q07,Q07_derivative,Q08,Q08_derivative,Q09,Q09_derivative,Q10,Q10_derivative,Q11,Q11_derivative,Q12,Q12_derivative,Q13,Q13_derivative,Q14,Q14_derivative,Q15,Q15_derivative,Q16,Q16_derivative,Q17,Q17_derivative,Q18,Q18_derivative,Q19,Q19_derivative,Q20,Q20_derivative,Q21,Q21_derivative,Q22,Q22_derivative,Q23,Q23_derivative,Q24,Q24_derivative,Q25,Q25_derivative,Q26,Q26_derivative,Q27,Q27_derivative,Q28,Q28_derivative,Q29,Q29_derivative,Q30,Q30_derivative,Q31,Q31_derivative,Q32,Q32_derivative,Q33,Q33_derivative,Q34,Q34_derivative,Q35,Q35_derivative,Q36,Q36_derivative,Q37,Q37_derivative,Q38,Q38_derivative,Q39,Q39_derivative,Q40,Q40_derivative,num_possible_responses,num_possible_responses_derivative,num_characters,num_characters_derivative,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_power2,trans_x_derivative1_power2,trans_y,trans_y_derivative1,trans_y_derivative1_power2,trans_y_power2,trans_z,trans_z_derivative1,trans_z_derivative1_power2,trans_z_power2,rot_x,rot_x_derivative1,rot_x_derivative1_power2,rot_x_power2,rot_y,rot_y_derivative1,rot_y_power2,rot_y_derivative1_power2,rot_z,rot_z_derivative1,rot_z_derivative1_power2,rot_z_power2,response_time,response_time_derivative,constant
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0577830009999999,0.0577824049,0.0577814115,0.0577800208,0.0577782326999999,-0.0510143,0.0,0.00260245880449,0.0,-0.0474752,0.0,0.0,0.00225389461504,-0.1073619999999999,0.0,0.0,0.011526599044,-0.000390733,0.0,0.0,1.5267227728900002e-07,0.000650745,0.0,4.23469055025e-07,0.0,0.00028106,0.0,0.0,7.899472360000001e-08,0.0,0.0,1
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0577814115,0.0577760473,0.0577671072,0.0577545919,0.0577385021,-0.0510292,-1.4899999999991307e-05,0.00260397925264,2.22009999999741e-10,-0.0848975,-0.0374223,0.00140042853729,0.00720758550625,-0.0875259999999999,0.019836,0.000393466896,0.0076608006759999,-0.000367589,2.314400000000001e-05,5.356447360000004e-10,1.3512167292100006e-07,0.000587912,-6.283299999999999e-05,3.45640519744e-07,3.947985888999998e-09,0.000151682,-0.0001293779999999,1.6738666884e-08,2.3007429124000005e-08,0.0,0.0,1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.504540262369497e-05,0.0004993968944601245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1892025983885595e-05,0.0001872816443969624,0.0003763259066098498,0.002209660570291708,0.0577782326999999,0.0577633325999999,0.0577385021,0.0577037451999999,0.0576590680999999,-0.0480621,0.0029671,0.00230996545641,8.803682410000004e-06,-0.0856238,-0.0007262999999999,5.275116899999988e-07,0.00733143512644,-0.0768216,0.0107043999999999,0.0001145841793599,0.00590155822656,-0.000398236,-3.064699999999997e-05,9.39238608999998e-10,1.58591911696e-07,0.000545858,-4.205400000000003e-05,2.97960956164e-07,1.7685389160000024e-09,0.000146122,-5.560000000000021e-06,3.091360000000024e-11,2.1351638884e-08,-7.665779978993326e-05,-0.00045024729477561145,1
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032204115732541233,0.01013488881399807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001207654339970296,0.003800879007436671,0.01425032121164948,0.04484041957641445,0.0577734645,0.0577442624,0.0576956032,0.0576275032,0.0575399855,-0.0454914,0.0025706999999999,0.00206946747396,6.608498489999975e-06,-0.0421949,0.0434289,0.00188606935521,0.00178040958601,-0.0469121,0.0299095,0.00089457819025,0.00220074512641,-0.000478546,-8.031e-05,6.449696099999999e-09,2.29006274116e-07,0.000552446,6.587999999999972e-06,3.05196582916e-07,4.340174399999962e-11,0.000115666,-3.0455999999999994e-05,9.275679359999996e-10,1.3378623556e-08,-0.0029027984818419434,-0.009139251569919113,1
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021221785730613726,0.042011688482539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007958169648980152,0.01575633179165551,0.09390640185796569,0.1858591290191856,0.0577671072,0.0577188388,0.0576384213,0.0575258995,0.057381336,-0.0394337,0.0060576999999999,0.00155501669569,3.669572928999999e-05,-0.0379929,0.0042019999999999,1.7656803999999974e-05,0.00144346045041,-0.0469151,-3.0000000000030007e-06,9.000000000018002e-12,0.00220102660801,-0.000478546,0.0,0.0,2.29006274116e-07,0.000490887,-6.155899999999997e-05,2.40970046769e-07,3.789510480999998e-09,8.426039999999997e-05,-3.140560000000003e-05,9.863117113600018e-10,7.099815008159995e-09,-0.01912878711293201,-0.0378940923511253,1
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06911517079432666,0.09305718620796911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025918189047872495,0.03490279106874712,0.30583463076489525,0.4116393335455253,0.0577591609,0.0576870644,0.0575669704,0.0573989786,0.0571832288999999,-0.0408151,-0.0013813999999999,0.00166587238801,1.9082659599999943e-06,-0.0635550999999999,-0.0255621999999999,0.0006534260688399,0.0040392507360099,-0.0427958,0.0041192999999999,1.6968632489999994e-05,0.00183148049764,-0.000383572,9.4974e-05,9.020060676e-09,1.47127479184e-07,0.00056995,7.906299999999997e-05,3.248430024999999e-07,6.2509579689999986e-09,0.0001398189999999,5.555860000000003e-05,3.086758033960001e-09,1.9549352760999998e-08,-0.06229868707473639,-0.0839634683719988,1
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15399672824277585,0.1470176621305101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05774877309104095,0.05514576346964839,0.6814355224742827,0.6502440806487209,0.0577496257,0.0576489429,0.0574812682,0.0572467965,0.0569458003,-0.0434181,-0.002603,0.00188513140761,6.775609000000006e-06,-0.0756131999999999,-0.0120581,0.00014539777561,0.00571735601424,-0.024931,0.0178648,0.00031915107904,0.000621554761,-0.000252771,0.000130801,1.7108901600999998e-08,6.3893178441e-08,0.000539147,-3.0802999999999935e-05,2.90679487609e-07,9.488248089999955e-10,6.117649999999999e-05,-7.864249999999999e-05,6.18464280625e-09,3.742564152249999e-09,-0.13880880091983255,-0.13270531214519823,1
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.271358844252115,0.1879201043450919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1017595665945431,0.07049495563526251,1.2007628858156079,0.8310018395130634,0.0577385021,0.0576044784,0.057381336,0.0570694202,0.0566692134,-0.0343785,0.0090396,0.00118188126225,8.171436816000003e-05,-0.0589911,0.0166220999999999,0.0002762942084099,0.00347994987921,-0.0313731,-0.0064420999999999,4.150065240999999e-05,0.00098427140361,-0.000112325,0.000140446,1.9725078916e-08,1.2616905625000002e-08,0.000373595,-0.000165552,1.39573224025e-07,2.740746470400001e-08,0.000121743,6.05665e-05,3.6683009222499997e-09,1.4821358048999998e-08,-0.24459607823775087,-0.1697164686038046,1
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40870132079032423,0.2076747825342775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15326299529637158,0.07791557091285368,1.8085033444971832,0.9181406416122945,0.0577257901999999,0.0575536758,0.0572671986,0.0568669276999999,0.0563536584999999,-0.0271173,0.0072611999999999,0.00073534795929,5.272502543999998e-05,-0.0264026,0.0325884999999999,0.0010620103322499,0.00069709728676,-0.0329617,-0.0015885999999999,2.523649959999986e-06,0.0010864736668899,8.72992e-05,0.0001996241999999,3.984982122564e-08,7.621150320640002e-09,0.000422262,4.866699999999996e-05,1.7830519664399997e-07,2.3684768889999958e-09,5.19545e-05,-6.97885e-05,4.87043473225e-09,2.69927007025e-09,-0.36839315302737957,-0.18768985628035975,1
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5513028694596389,0.2063465305935687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2067385760473645,0.0774305702862644,2.4395151973588995,0.9119769228318102,0.0577114904,0.0574965407,0.0571388841,0.0566394081,0.0559993525999999,-0.026571,0.0005463,0.0007060180409999,2.984436900000033e-07,-0.0438005,-0.0173978999999999,0.0003026869244099,0.00191848380025,-0.046845,-0.0138833,0.00019274601889,0.002194454025,-0.000147873,-0.0002351722,5.530596365284e-08,2.1866424129e-08,0.000408158,-1.4103999999999918e-05,1.665929529640001e-07,1.989228159999977e-10,0.0,-5.19545e-05,2.69927007025e-09,0.0,-0.4969306239591834,-0.18666601307914055,1
