,Q01,Q01_derivative,Q02,Q02_derivative,Q03,Q03_derivative,Q04,Q04_derivative,Q05,Q05_derivative,Q06,Q06_derivative,Q07,Q07_derivative,Q08,Q08_derivative,Q09,Q09_derivative,Q10,Q10_derivative,Q11,Q11_derivative,Q12,Q12_derivative,Q13,Q13_derivative,Q15,Q15_derivative,Q16,Q16_derivative,Q17,Q17_derivative,Q18,Q18_derivative,Q19,Q19_derivative,Q20,Q20_derivative,Q21,Q21_derivative,Q22,Q22_derivative,Q23,Q23_derivative,Q24,Q24_derivative,Q25,Q25_derivative,Q26,Q26_derivative,Q27,Q27_derivative,Q28,Q28_derivative,Q29,Q29_derivative,Q30,Q30_derivative,Q31,Q31_derivative,Q32,Q32_derivative,Q33,Q33_derivative,Q34,Q34_derivative,Q35,Q35_derivative,Q36,Q36_derivative,Q37,Q37_derivative,Q38,Q38_derivative,Q39,Q39_derivative,Q40,Q40_derivative,num_possible_responses,num_possible_responses_derivative,num_characters,num_characters_derivative,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_power2,trans_x_derivative1_power2,trans_y,trans_y_derivative1,trans_y_power2,trans_y_derivative1_power2,trans_z,trans_z_derivative1,trans_z_derivative1_power2,trans_z_power2,rot_x,rot_x_derivative1,rot_x_derivative1_power2,rot_x_power2,rot_y,rot_y_derivative1,rot_y_power2,rot_y_derivative1_power2,rot_z,rot_z_derivative1,rot_z_derivative1_power2,rot_z_power2,response_time,response_time_derivative,constant
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.647367912090134,0.19547068909637422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24276296703380018,0.07327831114212428,-9.435387318713703,-2.853332791708527,0.0575525323,0.0572932637,0.0568620142,0.0562600783,0.0554892628,0.0615849,0.0085121,0.00379269990801,7.245584641000003e-05,0.0127036,-0.0921814,0.00016138145296,0.00849741050596,0.44076,-0.051408,0.002642782464,0.1942693776,0.00891798,6.256000000000143e-05,3.913753600000179e-09,7.953036728040001e-05,-0.000474319,0.0,2.2497851376100002e-07,0.0,-0.000573615,-0.000263265,6.9308460225e-08,3.29034168225e-07,-0.37366075885842587,-0.11273934947501003,1
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7723003550476154,0.17075586069080634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28961263314285574,0.06400577375982776,-11.256277674818993,-2.4939531706072353,0.0575352749,0.0572243478,0.05670738,0.0559862329999999,0.0550635032,0.0671307,0.0055457999999999,0.0045065308824899,3.0755897639999955e-05,-0.0390604,-0.051764,0.00152571484816,0.002679511696,0.425357,-0.015403,0.000237252409,0.180928577449,0.0091258,0.0002078199999999,4.318915239999966e-08,8.328022564000001e-05,-0.000737318,-0.000262999,5.436378331240001e-07,6.916847400100001e-08,-0.000388624,0.000184991,3.4221670080999995e-08,1.51028613376e-07,-0.4457717649334842,-0.09845728966638731,1
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8782405403623396,0.1407835141580131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3293402026358773,0.052762347633339306,-12.8003558757811,-2.057817677393491,0.0575164504999999,0.0571491982,0.056538847,0.0556879932,0.0546002562,0.0629877,-0.004143,0.0039674503512899,1.7164449000000063e-05,0.0230769,0.0621373,0.00053254331361,0.00386104405129,0.450228,0.0248709999999999,0.0006185666409999,0.202705251984,0.0087315199999999,-0.00039428,1.5545671840000164e-07,7.623944151039996e-05,-0.000474319,0.000262999,2.2497851376100002e-07,6.916847400100001e-08,-0.000469669,-8.104500000000002e-05,6.568292025000004e-09,2.205889695610001e-07,-0.5069204398971431,-0.08114312318128161,1
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9635154374524827,0.11026014358725637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.361318289044681,0.041313027996184935,-14.043237500869937,-1.6135122279257843,0.0574960598,0.0570678231,0.0563564562999999,0.0553654888999999,0.0540998371,0.0604759,-0.0025117999999999,0.00365733448081,6.309139239999972e-06,0.0748452,0.0517682999999999,0.00560180396304,0.00267995688489,0.452807,0.0025789999999999,6.651240999999989e-06,0.205034179249,0.00871626,-1.5259999999997845e-05,2.3286759999993424e-10,7.597318838759999e-05,-0.000587892,-0.0001135729999999,3.45617003664e-07,1.2898826329e-08,-0.000447654,2.2015000000000005e-05,4.846602250000003e-10,2.00394103716e-07,-0.5561411104975738,-0.06351366152152985,1
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0289502148386922,0.08210076443382706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3858563305645095,0.0307509160756635,-14.99694938127394,-1.2035287140102613,0.0574741032,0.0569802314,0.0561602528,0.0550188604999999,0.0535625866,0.0658304,0.0053544999999999,0.00433364156416,2.8670670249999983e-05,-0.00581258,-0.08065778,3.3786086256400004e-05,0.0065056774745284,0.390723,-0.0620839999999999,0.0038544230559999,0.152664462729,0.009275,0.00055874,3.121903876000004e-07,8.6025625e-05,-0.000474319,0.0001135729999999,2.2497851376100002e-07,1.2898826329e-08,-0.000588666,-0.0001410119999999,1.9884384143999983e-08,3.46527659556e-07,-0.5939100640048939,-0.047251341564361185,1
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.076512626620756,0.056541216557077445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4036922349827835,0.021164381308090265,-15.690171532997523,-0.8313177163503052,0.0574505814,0.0568864325999999,0.0559502845,0.0546482591,0.0529888705,0.0652775,-0.0005528999999999,0.00426115200625,3.056984099999945e-07,-0.0393096,-0.03349702,0.00154524465216,0.0011220503488804,0.359299,-0.031424,0.000987467776,0.1290957714009999,0.00911446,-0.00016054,2.5773091600000223e-08,8.307338109159999e-05,-0.0008919,-0.000417581,7.954856099999999e-07,1.7437389156100008e-07,-0.000556885,3.178099999999993e-05,1.0100319609999955e-09,3.101209032250001e-07,-0.6213630880855012,-0.03249202765907538,1
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1045027419805515,0.022916650602056342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1450900650968045e-06,2.624913851462731e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4141897076514812,0.008564009413941438,-16.098204754954896,-0.34207274766801904,0.057425495,0.0567864369,0.0557266029,0.0542538461,0.0523790793,0.0648633,-0.0004142,0.00420724768689,1.715616400000029e-07,0.0551759,0.0944855,0.0030443799408099,0.00892750971025,0.446381,0.087082,0.007583274724,0.199255997161,0.0086982199999999,-0.00041624,1.7325573760000145e-07,7.565903116839996e-05,-0.000533599,0.000358301,2.84727892801e-07,1.28379606601e-07,-0.000439569,0.000117316,1.3763043856000005e-08,1.93220905761e-07,-0.6375175229562489,-0.013068012914290694,1
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1022948691603693,-0.02997583069316938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009197997629033253,0.0037053288236156092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41370550084622726,-0.009890969815252108,-16.088551797185733,0.338426224741501,0.0573988447,0.0566802553,0.0554892628,0.0538357935,0.0517336283,0.0688598999999999,0.0039965999999999,0.0047416858280099,1.5972811559999913e-05,0.0804976999999999,0.0253217999999999,0.0064798797052899,0.0006411935552399,0.457008,0.0106269999999999,0.0001129331289999,0.208856312064,0.00829506,-0.0004031599999999,1.625379855999983e-07,6.88080204036e-05,-0.000261092,0.000272507,6.816903246399999e-08,7.426006504900005e-08,-0.000569686,-0.000130117,1.6930433689000004e-08,3.24542138596e-07,-0.6358176964144087,0.019168687543885114,1
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0581815870290312,-0.09593943009439779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010430794364541597,0.02499541758122108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40072964302258973,-0.026642295294623166,-15.679333402456741,0.7768302362382132,0.0573706312,0.0565678992999999,0.0552383224,0.0533942834,0.0510529568,0.0758398,0.0069799,0.0057516752640399,4.871900401000016e-05,-0.00610577,-0.0866034699999999,3.72804272929e-05,0.0075001610160408,0.411307,-0.0457009999999999,0.0020885814009999,0.169173448249,0.00833915,4.40900000000001e-05,1.943928100000009e-09,6.95414227225e-05,-0.000474319,-0.000213227,2.2497851376100002e-07,4.546575352900002e-08,-0.000767463,-0.000197777,3.9115741729e-08,5.88999456369e-07,-0.6059412195987146,0.06711723812929245,1
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9695320591225262,-0.15828520776235505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04363802912702338,0.0691472995121009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37993878309358103,-0.03346301567663296,-15.20333432750742,0.6007065191849069,0.0573408553,0.0564493811,0.0549738430999999,0.0529295080999999,0.0503375282,0.0770315,0.0011917,0.00593385199225,1.4201488900000092e-06,-0.0285765,-0.02247073,0.0008166163522499,0.0005049337067328,0.43153,0.020223,0.000408969729,0.1862181409,0.00853545,0.0001962999999999,3.853368999999998e-08,7.28539067025e-05,-0.000615648,-0.000141329,3.79022459904e-07,1.9973886240999995e-08,-0.000891992,-0.0001245289999999,1.550747184099999e-08,7.956497280639998e-07,-0.5393604042569432,0.12357983482555938,1
