,Q01,Q01_derivative,Q02,Q02_derivative,Q03,Q03_derivative,Q04,Q04_derivative,Q05,Q05_derivative,Q06,Q06_derivative,Q07,Q07_derivative,Q08,Q08_derivative,Q09,Q09_derivative,Q10,Q10_derivative,Q11,Q11_derivative,Q12,Q12_derivative,Q13,Q13_derivative,Q14,Q14_derivative,Q15,Q15_derivative,Q16,Q16_derivative,Q17,Q17_derivative,Q18,Q18_derivative,Q19,Q19_derivative,Q20,Q20_derivative,Q21,Q21_derivative,Q22,Q22_derivative,Q23,Q23_derivative,Q24,Q24_derivative,Q25,Q25_derivative,Q26,Q26_derivative,Q27,Q27_derivative,Q28,Q28_derivative,Q29,Q29_derivative,Q30,Q30_derivative,Q31,Q31_derivative,Q33,Q33_derivative,Q34,Q34_derivative,Q35,Q35_derivative,Q36,Q36_derivative,Q37,Q37_derivative,Q38,Q38_derivative,Q39,Q39_derivative,Q40,Q40_derivative,num_possible_responses,num_possible_responses_derivative,num_characters,num_characters_derivative,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_derivative1_power2,trans_x_power2,trans_y,trans_y_derivative1,trans_y_power2,trans_y_derivative1_power2,trans_z,trans_z_derivative1,trans_z_power2,trans_z_derivative1_power2,rot_x,rot_x_derivative1,rot_x_derivative1_power2,rot_x_power2,rot_y,rot_y_derivative1,rot_y_power2,rot_y_derivative1_power2,rot_z,rot_z_derivative1,rot_z_power2,rot_z_derivative1_power2,response_time,response_time_derivative,constant
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6891715524351768,0.18849154048911346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.112190034048231,-3.316376889815871,0.0575525323,0.0572932637,0.0568620142,0.0562600783,0.0554892628,0.0131895,-0.0095593999999999,9.138212835999996e-05,0.00017396291025,-0.0481918,-1.4899999999998248e-05,0.0023224495872399,2.2200999999994778e-10,-0.0315163,0.0369309,0.00099327716569,0.0013638913748099,-0.00151731,0.0006333599999999,4.011448895999999e-07,2.3022296361e-06,-0.000189562,5.313899999999998e-05,3.5933751844e-08,2.823753320999998e-09,-0.000356981,-0.000193864,1.2743543436099998e-07,3.7583250495999995e-08,0.6481062052193977,0.17772378848506873,1
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8084109164097283,0.16147566981520864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.207821855900972,-2.8422024150564416,0.0575352749,0.0572243478,0.05670738,0.0559862329999999,0.0550635032,0.0126709,-0.0005186,2.6894596000000105e-07,0.00016055170681,0.0140146,0.0622063999999999,0.00019640901316,0.00386963620096,0.0572424,0.0887587,0.00327669235776,0.00787810682569,-0.000491159,0.001026151,1.0529858748009998e-06,2.4123716328100004e-07,0.00038951,0.0005790719999999,1.517180401e-07,3.35324381184e-07,-0.000575743,-0.000218762,3.31480002049e-07,4.7856812644e-08,0.76024050824635,0.15239794707648838,1
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9077759977463885,0.1309021672623894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.954163160392778,-2.3053976457318153,0.0575164504999999,0.0571491982,0.056538847,0.0556879932,0.0546002562,0.00886729,-0.00380361,1.4467449032100006e-05,7.86288319441e-05,0.0384137,0.0243990999999999,0.0014756123476899,0.0005953160808099,0.0368183,-0.0204240999999999,0.00135558721489,0.0004171438608099,-0.00134185,-0.0008506909999999,7.236751774809998e-07,1.8005614224999995e-06,4.52899e-05,-0.0003442201,2.0511750420099994e-09,1.1848747724401e-07,-0.000490467,8.527600000000001e-05,2.40557878089e-07,7.271996176000002e-09,0.853684768342209,0.12371308553950787,1
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9865261328026859,0.10089918933561029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.338196784007206,-1.7785110225294056,0.0574960598,0.0570678231,0.0563564562999999,0.0553654888999999,0.0540998371,0.0140775,0.00521021,2.71462882441e-05,0.00019817600625,-0.0130615,-0.0514752,0.00017060278225,0.00264969621504,-0.0267645,-0.0635828,0.0007163384602499,0.00404277245584,-0.00113566,0.00020619,4.2514316099999996e-08,1.2897236355999998e-06,-0.000242701,-0.0002879909,5.8903775400999996e-08,8.293875848280999e-08,-0.000317212,0.0001732549999999,1.0062345294400001e-07,3.0017295024999994e-08,0.9277424554471229,0.09555087936257536,1
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.046035070680764,0.07383503255714755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.384066367214427,-1.303172608708388,0.0574741032,0.0569802314,0.0561602528,0.0550188604999999,0.0535625866,0.0224635,0.0083859999999999,7.032499599999996e-05,0.0005046088322499,-0.0452409,-0.0321794,0.00204673903281,0.0010355137843599,-0.0663821,-0.0396175999999999,0.00440658320041,0.00156955422976,-0.0008207069999999,0.000314953,9.919539220900013e-08,6.735599798489995e-07,-0.000242701,0.0,5.8903775400999996e-08,0.0,-0.000208641,0.000108571,4.3531066881e-08,1.1787662040999995e-08,0.9837054617095233,0.07013943099727632,1
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.859211932924149e-06,3.16934083323976e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0879479638694216,0.04746430858552602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.120741713019015,-0.8403903371285193,0.0574505814,0.0568864325999999,0.0559502845,0.0546482591,0.0529888705,0.0161661,-0.0062973999999999,3.9657246759999976e-05,0.00026134278921,-0.00834732,0.03689358,6.96777511824e-05,0.0013611362452164,-0.0136567,0.0527254,0.00018650545489,0.00277996780516,-0.000714968,0.0001057389999999,1.1180736120999928e-08,5.111792410240001e-07,-0.000406682,-0.0001639809999999,1.6539024912399996e-07,2.6889768361e-08,-8.40332e-05,0.0001246078,7.0615787022400005e-09,1.5527103820840002e-08,1.02313472974225,0.04548175185214488,1
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009822999647879297,0.00390981648694191,0.0,0.0,0.0,0.0,0.0,0.0,1.10774170163506,0.008155403116015484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.482877428222967,-0.20616875235786017,0.057425495,0.0567864369,0.0557266029,0.0542538461,0.0523790793,0.0064363,-0.0097297999999999,9.466900804e-05,4.142595768999999e-05,0.0465915,0.05493882,0.00217076787225,0.0030182739429924,0.0695425,0.0831992,0.0048361593062499,0.00692210688064,-0.000163101,0.0005518669999999,3.045571856890001e-07,2.6601936201e-08,4.191430000000001e-05,0.0004485963,1.7568085444900004e-09,2.0123864037369e-07,-0.000241305,-0.0001572718,5.822810302500001e-08,2.4734419075240004e-08,1.0452526278390417,0.022417742476423773,1
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01081005901933674,0.02567057945946136,0.0,0.0,0.0,0.0,0.0,0.0,1.0931019878845059,-0.05038767899370396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.368824047277023,0.5055969278014564,0.0573988447,0.0566802553,0.0554892628,0.0538357935,0.0517336283,0.00648513,4.883000000000058e-05,2.384368900000056e-09,4.20569111169e-05,0.0494133,0.0028218,0.00244167421689,7.962555240000037e-06,0.04185,-0.0276925,0.0017514224999999,0.0007668745562499,-0.000181827,-1.8726000000000024e-05,3.506630760000009e-10,3.3061057929000023e-08,0.000132434,9.051969999999996e-05,1.7538764355999997e-08,8.193816088089995e-09,-0.0001585059999999,8.279900000000005e-05,2.5124152035999988e-08,6.855674401000008e-09,1.066676483577479,0.045299342398762266,1
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04463997870837012,0.07019915120031402,0.0,0.0,0.0,0.0,0.0,0.0,1.034454958908191,-0.11710534221035908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.831173592485957,1.0293169858379552,0.0573706312,0.0565678992999999,0.0552383224,0.0533942834,0.0510529568,0.0071905,0.0007053699999999,4.975468368999993e-07,5.170329025e-05,0.0114482,-0.0379651,0.00013106128324,0.00144134881801,-0.0297819,-0.0716319,0.00088696156761,0.00513112909761,-0.000163645,1.8182000000000023e-05,3.305851240000009e-10,2.6779686025e-08,-0.000140759,-0.000273193,1.9813096081e-08,7.4634415249e-08,0.000118394,0.0002768999999999,1.4017139236e-08,7.667360999999999e-08,1.1326622044714074,0.14205239087736204,1
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11389581269458347,0.12516687522069958,0.0,0.0,0.0,0.0,0.0,0.0,0.9328829552197928,-0.17492349493171327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.055449408011416,1.2445485601922022,0.0573408553,0.0564493811,0.0549738430999999,0.0529295080999999,0.0503375282,0.00690866,-0.00028184,7.943378560000014e-08,4.77295829956e-05,-0.0185775,-0.0300257,0.00034512350625,0.00090154266049,-0.0242841,0.0054978,0.00058971751281,3.022580484000001e-05,4.49665e-05,0.0002086115,4.351875793225e-08,2.02198612225e-09,-5.16481e-05,8.911089999999997e-05,2.66752623361e-09,7.940752498809995e-09,3.7298e-05,-8.109599999999997e-05,1.3911408039999996e-09,6.5765612159999964e-09,1.2851338152252365,0.2846171783066632,1
