,Q01,Q01_derivative,Q02,Q02_derivative,Q03,Q03_derivative,Q04,Q04_derivative,Q05,Q05_derivative,Q06,Q06_derivative,Q07,Q07_derivative,Q08,Q08_derivative,Q09,Q09_derivative,Q10,Q10_derivative,Q11,Q11_derivative,Q12,Q12_derivative,Q13,Q13_derivative,Q14,Q14_derivative,Q15,Q15_derivative,Q16,Q16_derivative,Q17,Q17_derivative,Q18,Q18_derivative,Q19,Q19_derivative,Q20,Q20_derivative,Q21,Q21_derivative,Q22,Q22_derivative,Q23,Q23_derivative,Q24,Q24_derivative,Q25,Q25_derivative,Q26,Q26_derivative,Q27,Q27_derivative,Q28,Q28_derivative,Q29,Q29_derivative,Q30,Q30_derivative,Q31,Q31_derivative,Q32,Q32_derivative,Q33,Q33_derivative,Q34,Q34_derivative,Q35,Q35_derivative,Q36,Q36_derivative,Q37,Q37_derivative,Q38,Q38_derivative,Q39,Q39_derivative,Q40,Q40_derivative,num_possible_responses,num_possible_responses_derivative,num_characters,num_characters_derivative,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_derivative1_power2,trans_x_power2,trans_y,trans_y_derivative1,trans_y_derivative1_power2,trans_y_power2,trans_z,trans_z_derivative1,trans_z_derivative1_power2,trans_z_power2,rot_x,rot_x_derivative1,rot_x_power2,rot_x_derivative1_power2,rot_y,rot_y_derivative1,rot_y_power2,rot_y_derivative1_power2,rot_z,rot_z_derivative1,rot_z_derivative1_power2,rot_z_power2,response_time,response_time_derivative,constant
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576388455999999,0.0576382569,0.0576372758,0.0576359023,0.0576341365,-0.023371,0.0,0.0,0.0005462036409999,-0.0561816,0.0,0.0,0.00315637217856,0.275316,0.0,0.0,0.075798899856,0.00222721,0.0,4.9604643841e-06,0.0,-0.00148603,0.0,2.2082851609e-06,0.0,-0.0006587339999999,0.0,0.0,4.33930482756e-07,0.0,0.0,1
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6793014124996845e-31,4.6781713435154595e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7547380296873818e-31,1.7542918503202227e-30,-8.223872232468199e-30,-8.222272519009437e-29,0.0576372758,0.0576319782,0.057623149,0.057610789,0.0575948989,-0.0174447999999999,0.0059262,3.5119846440000034e-05,0.0003043210470399,-0.0273429,0.0288387,0.00083167061769,0.00074763418041,0.294712,0.0193959999999999,0.0003762048159999,0.0868551629439999,0.00217416,-5.30499999999998e-05,4.7269717056e-06,2.814302499999978e-09,-0.0011289,0.0003571299999999,1.2744152100000004e-06,1.2754183689999986e-07,-0.000489905,0.0001688289999999,2.850323124099997e-08,2.40006909025e-07,-5.650661395138695e-31,-5.64939077281246e-30,1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.485205807047502e-05,0.0005487201941426842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.556952177642812e-05,0.00020576553148908154,-0.0016670249205885984,-0.009644540631575965,0.0576341365,0.0576194213,0.0575948989,0.0575605733,0.0575164504999999,-0.0118066,0.0056381999999999,3.178929923999996e-05,0.00013939580356,0.0210545,0.0483974,0.00234230832676,0.00044329197025,0.294491,-0.0002209999999999,4.8840999999987295e-08,0.086724949081,0.00188931,-0.00028485,3.5694922761e-06,8.113952250000009e-08,-0.0011864,-5.750000000000048e-05,1.4075449600000016e-06,3.306250000000055e-09,-0.000314109,0.0001757959999999,3.0904233615999994e-08,9.866446388100003e-08,-0.00011454206847127799,-0.0006626461809994018,1
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033815189383661287,0.010531353621846129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001268069601887298,0.003949095708271035,-0.0594301953417847,-0.18511646203539842,0.0576294275,0.0576005878,0.0575525323,0.0574852772,0.0573988447,-0.0160253999999999,-0.0042187999999999,1.7798273439999953e-05,0.0002568134451599,0.0202486,-0.0008059,6.494748100000027e-07,0.00041000580196,0.247672,-0.046819,0.002192018761,0.0613414195839999,0.00214443,0.00025512,4.5985800249e-06,6.50862144000001e-08,-0.00118319,3.210000000000669e-06,1.3999385761e-06,1.0304100000004295e-11,-0.000356084,-4.1974999999999984e-05,1.761900624999998e-09,1.26795815056e-07,-0.004083476749523697,-0.012718200404909627,1
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02184426890745686,0.042886287531538364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008191600840296326,0.01608131196727843,-0.3839130260485544,-0.7539068775001392,0.057623149,0.0575754796,0.0574960598,0.0573849333,0.0572421615,-0.0204479,-0.0044225,1.9558506250000056e-05,0.00041811661441,-0.022689,-0.0429375999999999,0.0018436374937599,0.0005147907209999,0.257393,0.009721,9.449784100000016e-05,0.066251156449,0.00204266,-0.00010177,4.1724598756e-06,1.035713290000003e-08,-0.00125017,-6.698000000000012e-05,1.5629250289000003e-06,4.486320400000017e-09,-0.000506731,-0.0001506469999999,2.2694518608999988e-08,2.56776306361e-07,-0.026378845075178896,-0.05179329326312098,1
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0704468052927721,0.09416941929475271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02641755198478954,0.03531015939260632,-1.23810260302047,-1.655609242742388,0.0576153013,0.0575440995,0.057425495,0.0572595855,0.0570465076,-0.0233211,-0.0028731999999999,8.255278239999976e-06,0.0005438737052099,-0.0662469,-0.0435579,0.00189729065241,0.0043886517596099,0.263243,0.00585,3.4222500000000264e-05,0.069296877049,0.00170937,-0.00033329,2.9219457969e-06,1.110822241e-07,-0.00128217,-3.199999999999991e-05,1.6439599089e-06,1.0239999999999942e-09,-0.000543747,-3.701600000000007e-05,1.370184256000005e-09,2.95660800009e-07,-0.08507061374917284,-0.11373187984308428,1
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1560578220085881,0.1480057083572815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058521683253220526,0.055494668917998397,-2.742716221800936,-2.602488936715798,0.0576058845,0.0575064509,0.0573408553,0.0571092883,0.0568120162,-0.0167036,0.0066174999999999,4.3791306249999984e-05,0.0002790102529599,-0.0251254,0.0411214999999999,0.0016909777622499,0.00063128572516,0.31276,0.0495169999999999,0.0024519332889999,0.0978188175999999,0.0019693,0.0002599299999999,3.878142489999998e-06,6.756360489999989e-08,-0.00102071,0.00026146,1.0418489041e-06,6.836133160000003e-08,-0.000423543,0.000120204,1.4449001616e-08,1.7938867284900004e-07,-0.18845332507919818,-0.178761061915861,1
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27395876349000126,0.1885340537403633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10273453630875047,0.07068715359080503,-4.814825268336773,-3.3157481473082084,0.0575948989,0.0574625379,0.0572421615,0.0569341072,0.056538847,-0.0128702,0.0038333999999999,1.4694955559999996e-05,0.00016564204804,0.0424416,0.067567,0.004565299489,0.00180128941056,0.321764,0.009004,8.107201600000022e-05,0.103532071696,0.0021623,0.000193,4.675541290000002e-06,3.7249000000000184e-08,-0.000928692,9.201800000000004e-05,8.62468830864e-07,8.467312324000006e-09,-0.000223177,0.000200366,4.014653395600001e-08,4.9807973329000004e-08,-0.3308289148840946,-0.22772623922826246,1
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4115491276802738,0.2078437284214903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15433092288010267,0.0779216940627745,-7.232975918980813,-3.6562518012896867,0.0575823448,0.0574123653,0.0571294376999999,0.0567341187,0.0562271859,-0.0115385,0.0013317,1.7734248899999997e-06,0.00013313698225,0.049907,0.0074653999999999,5.573219715999996e-05,0.002490708649,0.277996,-0.0437679999999999,0.0019156378239999,0.077281776016,0.00283737,0.0006750699999999,8.050668516900001e-06,4.557195048999999e-07,-0.0007509339999999,0.000177758,5.639018723559996e-07,3.159790656400007e-08,-0.000423487,-0.00020031,4.012409609999998e-08,1.7934123916899997e-07,-0.4969811865022886,-0.2510719921612775,1
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5541156443006342,0.20613487415986212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20779336661273773,0.07727404793363583,-9.738582448583646,-3.627395898560801,0.0575682224,0.0573559384999999,0.0570027116,0.0565094097,0.0558772451,-0.0223184,-0.0107799,0.00011620624401,0.00049811097856,-0.0124795,-0.0623865,0.00389207538225,0.00015573792025,0.249817,-0.028179,0.000794056041,0.0624085334889999,0.00203334,-0.00080403,4.134471555599999e-06,6.464642409000004e-07,-0.00127791,-0.000526976,1.6330539680999996e-06,2.7770370457600024e-07,-0.000449313,-2.582600000000006e-05,6.669822760000033e-10,2.01882171969e-07,-0.6691425928083892,-0.24903705247666863,1
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6891715524351768,0.18849154048911346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25843933216319126,0.0706513316180073,-12.112190034048231,-3.3184295030576902,0.0575525323,0.0572932637,0.0568620142,0.0562600783,0.0554892628,-0.0247506,-0.0024321999999999,5.915596839999978e-06,0.0006125922003599,-0.0460994,-0.0336199,0.00113029767601,0.00212515468036,0.271448,0.021631,0.000467900161,0.073684016704,0.00204007,6.730000000000364e-06,4.161885604900002e-06,4.52929000000049e-11,-0.00141348,-0.00013557,1.9979257104e-06,1.8379224900000006e-08,-0.000462703,-1.3390000000000004e-05,1.7929210000000016e-10,2.14094066209e-07,-0.8322342894113613,-0.22775834065199915,1
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8084109164097283,0.16147566981520864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30315409365364804,0.06051467118862694,-14.207821855900972,-2.8446101681710187,0.0575352749,0.0572243478,0.05670738,0.0559862329999999,0.0550635032,-0.0181437,0.0066068999999999,4.365112760999994e-05,0.00032919384969,-0.0414107,0.0046887,2.1983907690000104e-05,0.0017148460744899,0.293527,0.0220789999999999,0.0004874822409999,0.0861580997289999,0.00188969,-0.00015038,3.570928296100001e-06,2.2614144400000023e-08,-0.00108699,0.00032649,1.1815472600999998e-06,1.0659572010000004e-07,-0.000468066,-5.3629999999999815e-06,2.876176899999981e-11,2.19085780356e-07,-0.9762261402017459,-0.1951583008682123,1
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9077759977463885,0.1309021672623894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3404159991548957,0.049044850342957275,-15.954163160392778,-2.308101345597249,0.0575164504999999,0.0571491982,0.056538847,0.0556879932,0.0546002562,-0.0172967999999999,0.0008469,7.172396100000078e-07,0.0002991792902399,0.0147196,0.0561303,0.00315061057809,0.00021666662416,0.32725,0.033723,0.001137240729,0.1070925625,0.0020619,0.00017221,4.2514316100000014e-06,2.9656284100000044e-08,-0.000988996,9.79939999999999e-05,9.78113088016e-07,9.60282403599998e-09,-0.000412546,5.552000000000004e-05,3.0824704000000043e-09,1.7019420211599993e-07,-1.096218074817033,-0.15825811884543534,1
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9865261328026859,0.10089918933561029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36994729980100716,0.03778996323175324,-17.338196784007206,-1.781449270047656,0.0574960598,0.0570678231,0.0563564562999999,0.0553654888999999,0.0540998371,-0.0123855,0.0049112999999999,2.412086768999997e-05,0.00015340061025,0.0340896,0.01937,0.0003751968999999,0.00116210082816,0.30545,-0.0217999999999999,0.0004752399999999,0.0932997025,0.00236,0.0002980999999999,5.569600000000002e-06,8.886360999999998e-08,-0.000818838,0.0001701579999999,6.704956702440001e-07,2.8953744964e-08,-0.000386263,2.628299999999993e-05,6.907960889999966e-10,1.49199105169e-07,-1.1913156778130463,-0.12204275196628245,1
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.046035070680764,0.07383503255714755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3922631515052865,0.027638055278688664,-18.384066367214427,-1.3062880963252228,0.0574741032,0.0569802314,0.0561602528,0.0550188604999999,0.0535625866,-0.0149698999999999,-0.0025843999999999,6.679123359999985e-06,0.0002240979060099,-0.00203032,-0.03611992,0.0013046486208064,4.1221993024e-06,0.269162,-0.0362879999999999,0.0013168189439999,0.072448182244,0.0020221,-0.0003378999999999,4.088888410000002e-06,1.1417640999999997e-07,-0.000857731,-3.8893000000000015e-05,7.357024683610001e-07,1.5126654490000014e-09,-0.000375708,1.0554999999999984e-05,1.1140802499999964e-10,1.411565012640001e-07,-1.2631778701127574,-0.08937239929443024,1
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.859211932924149e-06,3.16934083323976e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0879479638694216,0.04746430858552602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.407981933655508,0.017758911933932715,-19.120741713019015,-0.8436306667074988,0.0574505814,0.0568864325999999,0.0559502845,0.0546482591,0.0529888705,-0.0191718,-0.0042019,1.7655963610000013e-05,0.00036755791524,-0.0331061999999999,-0.03107588,0.0009657103177743,0.0010960204784399,0.277885,0.0087229999999999,7.609072899999966e-05,0.0772200732249999,0.00204598,2.3879999999999995e-05,4.186034160400002e-06,5.702543999999996e-10,-0.00100337,-0.0001456389999999,1.0067513569e-06,2.1210718320999977e-08,-0.000418472,-4.276399999999993e-05,1.828759695999994e-09,1.7511881478399997e-07,-1.3137914669964648,-0.05753713310666847,1
