,Q01,Q01_derivative,Q02,Q02_derivative,Q03,Q03_derivative,Q04,Q04_derivative,Q05,Q05_derivative,Q06,Q06_derivative,Q07,Q07_derivative,Q08,Q08_derivative,Q09,Q09_derivative,Q10,Q10_derivative,Q11,Q11_derivative,Q12,Q12_derivative,Q13,Q13_derivative,Q14,Q14_derivative,Q15,Q15_derivative,Q16,Q16_derivative,Q17,Q17_derivative,Q18,Q18_derivative,Q19,Q19_derivative,Q20,Q20_derivative,Q21,Q21_derivative,Q22,Q22_derivative,Q23,Q23_derivative,Q24,Q24_derivative,Q25,Q25_derivative,Q26,Q26_derivative,Q27,Q27_derivative,Q28,Q28_derivative,Q29,Q29_derivative,Q30,Q30_derivative,Q31,Q31_derivative,Q32,Q32_derivative,Q33,Q33_derivative,Q34,Q34_derivative,Q35,Q35_derivative,Q36,Q36_derivative,Q37,Q37_derivative,num_possible_responses,num_possible_responses_derivative,num_characters,num_characters_derivative,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_derivative1_power2,trans_x_power2,trans_y,trans_y_derivative1,trans_y_power2,trans_y_derivative1_power2,trans_z,trans_z_derivative1,trans_z_derivative1_power2,trans_z_power2,rot_x,rot_x_derivative1,rot_x_power2,rot_x_derivative1_power2,rot_y,rot_y_derivative1,rot_y_derivative1_power2,rot_y_power2,rot_z,rot_z_derivative1,rot_z_derivative1_power2,rot_z_power2,response_time,response_time_derivative,constant
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6866051987025673,0.18895790723994824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2574769495134627,0.07098801637728479,-12.067086367197618,-3.3239384137222125,0.0575525323,0.0572932637,0.0568620142,0.0562600783,0.0554892628,0.216207,-0.014796,0.000218921616,0.0467454668489999,-0.604107,-0.0221779999999999,0.364945267449,0.0004918636839999,-0.174543,-0.0906187,0.0082117487896899,0.030465258849,-0.0252703,-0.0002837,0.00063858806209,8.048569000000075e-08,-0.0177675999999999,-6.629999999999829e-05,4.3956899999997756e-09,0.0003156876097599,0.0108174,-0.0001717,2.9480890000000714e-08,0.00011701614276,-1.1827368725227536,-0.326100235895359,1
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8062136572877256,0.1620677090639178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30233012148289706,0.06092662956759622,-14.169205026831772,-2.8518663451871853,0.0575352749,0.0572243478,0.05670738,0.0559862329999999,0.0550635032,0.208546,-0.007661,5.869092100000002e-05,0.043491434116,-0.634258,-0.030151,0.402283210564,0.000909082801,-0.211308,-0.0367649999999999,0.0013516652249999,0.044651070864,-0.0256943,-0.000424,0.00066019705249,1.797760000000007e-07,-0.0170272999999999,0.0007403,5.480440900000041e-07,0.0002899289452899,0.0106699,-0.0001475,2.1756250000000013e-08,0.00011384676601,-1.388772793167682,-0.27988474149797016,1
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.905992548018815,0.13151876436845616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33974720550705556,0.04948949295869453,-15.922819031430674,-2.3154050725389226,0.0575164504999999,0.0571491982,0.056538847,0.0556879932,0.0546002562,0.210273,0.001727,2.9825290000000216e-06,0.044214734529,-0.642987,-0.0087289999999999,0.413432282169,7.619544099999977e-05,-0.189882,0.021426,0.000459073476,0.036055173924,-0.0258478,-0.0001535,0.00066810876484,2.3562250000000264e-08,-0.0168912,0.0001360999999999,1.852320999999814e-08,0.00028531263744,0.0104552,-0.0002146999999999,4.6096089999999246e-08,0.00010931120704,-1.5606505671636821,-0.22734929893694444,1
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9851466335351641,0.10147565373179145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3694299875756865,0.038238175087804395,-17.31395208438051,-1.7877436210914421,0.0574960598,0.0570678231,0.0563564562999999,0.0553654888999999,0.0540998371,0.224595,0.0143219999999999,0.0002051196839999,0.050442914025,-0.590731,0.0522559999999999,0.3489631143609999,0.0027306895359999,-0.113226,0.0766559999999999,0.005876142336,0.012820127076,-0.0250362,0.0008116,0.0006268113104399,6.586945600000042e-07,-0.0183866,-0.0014953999999999,2.2362211599999923e-06,0.00033806705956,0.0110056,0.0005503999999999,3.029401599999975e-07,0.0001211232313599,-1.6970003293383789,-0.17566705922109224,1
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0450189459159736,0.07434202692553518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3918821047184901,0.02807429656041479,-18.366207974473237,-1.311132009969568,0.0574741032,0.0569802314,0.0561602528,0.0550188604999999,0.0535625866,0.221137,-0.0034579999999999,1.1957763999999925e-05,0.048901572769,-0.607392,-0.016661,0.368925041664,0.000277588921,-0.195962,-0.082736,0.006845245696,0.038401105444,-0.0258606,-0.0008244,0.00066877063236,6.796353600000047e-07,-0.0172584,0.0011281999999999,1.2728352399999986e-06,0.00029785237056,0.0106983,-0.0003072999999999,9.443328999999996e-08,0.0001144536228899,-1.8001355686721254,-0.1289796983245855,1
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1448402263668576e-06,2.624720448786744e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0872938716294163,0.048067331878646466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40773638117611594,0.01823905961883063,-19.10923562993329,-0.8499217184434766,0.0574505814,0.0568864325999999,0.0559502845,0.0546482591,0.0529888705,0.2235,0.002363,5.58376900000002e-06,0.04995225,-0.634134,-0.0267419999999999,0.402125929956,0.0007151345639999,-0.22833,-0.032368,0.001047687424,0.0521345888999999,-0.0265151,-0.0006544999999999,0.00070305052801,4.283702499999986e-07,-0.0174474999999999,-0.0001890999999999,3.5758809999999095e-08,0.0003044152562499,0.0108549,0.0001565999999999,2.452355999999993e-08,0.0001178288540099,-1.8729624699166287,-0.08379553405101402,1
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009197758938466487,0.003705249931045793,0.0,0.0,0.0,0.0,0.0,0.0,1.1076385832371876,0.009141642066163079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41570938467413776,0.005025540716163904,-19.480153834046387,-0.2195165090429843,0.057425495,0.0567864369,0.0557266029,0.0542538461,0.0523790793,0.221288,-0.0022119999999999,4.892943999999963e-06,0.0489683789439999,-0.6231,0.0110339999999999,0.38825361,0.0001217491559999,-0.188782,0.039548,0.001564044304,0.035638643524,-0.02616,0.0003550999999999,0.0006843456,1.2609600999999794e-07,-0.0169238999999999,0.0005236,2.7415696000000265e-07,0.0002864183912099,0.0109638,0.0001089,1.1859210000000067e-08,0.0001202049104399,-1.9093730432261091,-0.022240027596128736,1
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010430646808373207,0.024995152775844045,0.0,0.0,0.0,0.0,0.0,0.0,1.093809516815596,-0.04908010031707956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4140900613589884,-0.008824705933218626,-19.37572893526614,0.4934561424344708,0.0573988447,0.0566802553,0.0554892628,0.0538357935,0.0517336283,0.235161,0.0138729999999999,0.0001924601289999,0.055300695921,-0.5807220000000001,0.0423779999999999,0.3372380412840001,0.0017958948839999,-0.107454,0.081328,0.006614243584,0.011546362116,-0.0257493,0.0004107,0.00066302645049,1.686744900000028e-07,-0.0177503,-0.0008264,6.829369600000081e-07,0.0003150731500899,0.0112495,0.0002857,8.162449000000092e-08,0.00012655125025,-1.8997148685346978,0.04635195724788611,1
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04363763615222554,0.0691468838422151,0.0,0.0,0.0,0.0,0.0,0.0,1.0360714272370963,-0.11580503692071077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40489089877099566,-0.017294248541189005,-18.844973880610656,1.0227670757356957,0.0573706312,0.0565678992999999,0.0552383224,0.0533942834,0.0510529568,0.221315,-0.0138459999999999,0.0001917117159999,0.048980329225,-0.582298,-0.0015759999999999,0.3390709608039999,2.4837759999997192e-06,-0.161251,-0.053797,0.002894117209,0.0260018850009999,-0.0261808,-0.0004315,0.00068543428864,1.8619225000000118e-07,-0.0166392,0.0011111,1.2345432100000009e-06,0.00027686297664,0.0111053,-0.0001442,2.0793640000000167e-08,0.00012332768809,-1.8497078612011524,0.09556616494752158,1
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11214241771366652,0.12408334859193462,0.0,0.0,0.0,0.0,0.0,0.0,0.9352751737013,-0.17394532577144511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3927815967806124,-0.01850171688847483,-18.07193691597704,1.2440751627998563,0.0573408553,0.0564493811,0.0549738430999999,0.0529295080999999,0.0503375282,0.223354,0.0020389999999999,4.157520999999939e-06,0.049887009316,-0.63825,-0.0559519999999999,0.4073630625,0.003130626304,-0.24875,-0.087499,0.0076560750009999,0.0618765625,-0.0265851,-0.0004042999999999,0.00070676754201,1.6345848999999985e-07,-0.0179717,-0.0013325,1.7755562500000007e-06,0.0003229820008899,0.0111992,9.390000000000091e-05,8.817210000000175e-09,0.00012542208064,-1.7780949124343315,0.11394293261865084,1
