,Q01,Q01_derivative,Q02,Q02_derivative,Q03,Q03_derivative,Q04,Q04_derivative,Q05,Q05_derivative,Q06,Q06_derivative,Q07,Q07_derivative,Q08,Q08_derivative,Q09,Q09_derivative,Q10,Q10_derivative,Q11,Q11_derivative,Q12,Q12_derivative,Q13,Q13_derivative,Q14,Q14_derivative,Q15,Q15_derivative,Q16,Q16_derivative,Q17,Q17_derivative,Q18,Q18_derivative,Q19,Q19_derivative,Q20,Q20_derivative,Q21,Q21_derivative,Q22,Q22_derivative,Q23,Q23_derivative,Q24,Q24_derivative,Q25,Q25_derivative,Q26,Q26_derivative,Q27,Q27_derivative,Q28,Q28_derivative,Q29,Q29_derivative,Q30,Q30_derivative,Q31,Q31_derivative,Q32,Q32_derivative,Q33,Q33_derivative,Q34,Q34_derivative,Q35,Q35_derivative,Q36,Q36_derivative,Q37,Q37_derivative,Q39,Q39_derivative,Q40,Q40_derivative,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_power2,trans_x_derivative1_power2,trans_y,trans_y_derivative1,trans_y_power2,trans_y_derivative1_power2,trans_z,trans_z_derivative1,trans_z_derivative1_power2,trans_z_power2,rot_x,rot_x_derivative1,rot_x_power2,rot_x_derivative1_power2,rot_y,rot_y_derivative1,rot_y_power2,rot_y_derivative1_power2,rot_z,rot_z_derivative1,rot_z_derivative1_power2,rot_z_power2,constant
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8084109164097283,0.16147566981520864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0575352749,0.0572243478,0.05670738,0.0559862329999999,0.0550635032,-0.0689034,0.0035659999999999,0.00474767853156,1.27163559999999e-05,-0.0397191,0.0037060999999999,0.00157760690481,1.3735177209999977e-05,-0.0220455,0.0048426999999999,2.3451743289999983e-05,0.00048600407025,-0.00107223,0.00058389,1.1496771729e-06,3.409275321000001e-07,-0.00023687,0.0002656809999999,5.61073969e-08,7.058639376099996e-08,0.0007866779999999,-0.000444952,1.9798228230400017e-07,6.188622756839997e-07,1
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9077759977463885,0.1309021672623894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0575164504999999,0.0571491982,0.056538847,0.0556879932,0.0546002562,-0.0568102,0.0120932,0.00322739882404,0.00014624548624,-0.0413202,-0.0016011,0.00170735892804,2.563521210000004e-06,-0.042416,-0.0203705,0.00041495727025,0.001799117056,-0.000816798,0.000255432,6.671589728039999e-07,6.5245506624e-08,-0.000246924,-1.0054000000000036e-05,6.097146177600001e-08,1.0108291600000072e-10,0.0007866779999999,0.0,0.0,6.188622756839997e-07,1
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9865261328026859,0.10089918933561029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0574960598,0.0570678231,0.0563564562999999,0.0553654888999999,0.0540998371,-0.0568836,-7.340000000000124e-05,0.0032357439489599,5.3875600000001815e-09,-0.0338704,0.0074497999999999,0.00114720399616,5.549952003999999e-05,-0.00641213,0.03600387,0.0012962786549769,4.111541113690001e-05,-0.000816361,4.369999999999418e-07,6.664452823210001e-07,1.909689999999491e-13,-0.000284333,-3.7408999999999967e-05,8.0845254889e-08,1.3994332809999972e-09,0.00073508,-5.159799999999981e-05,2.662353603999981e-09,5.403426064000001e-07,1
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.046035070680764,0.07383503255714755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0574741032,0.0569802314,0.0561602528,0.0550188604999999,0.0535625866,-0.0434412,0.0134424,0.00188713785744,0.00018069811776,-0.0292875,0.0045829,0.00085775765625,2.100297241000001e-05,0.0412404,0.04765253,0.0022707636154009,0.0017007705921599,-0.00111986,-0.000303499,1.2540864196000002e-06,9.211164300100004e-08,-0.000322034,-3.770100000000001e-05,1.03705897156e-07,1.4213654010000006e-09,0.000652467,-8.261300000000003e-05,6.824907769000007e-09,4.25713186089e-07,1
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.859211932924149e-06,3.16934083323976e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0879479638694216,0.04746430858552602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0574505814,0.0568864325999999,0.0559502845,0.0546482591,0.0529888705,-0.0344603,0.0089809,0.00118751227609,8.065656481e-05,-0.0143868,0.0149006999999999,0.00020698001424,0.0002220308604899,0.00326638,-0.03797402,0.0014420261949603,1.06692383044e-05,-0.00140632,-0.0002864599999999,1.9777359424e-06,8.205933159999992e-08,-0.0001474089999999,0.000174625,2.1729413281e-08,3.0493890625000015e-08,0.000507723,-0.0001447439999999,2.095082553599997e-08,2.5778264472900005e-07,1
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009822999647879297,0.00390981648694191,0.0,0.0,0.0,0.0,0.0,0.0,1.10774170163506,0.008155403116015484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057425495,0.0567864369,0.0557266029,0.0542538461,0.0523790793,-0.0204282,0.0140321,0.00041731135524,0.00019689983041,0.0133919,0.0277787,0.00017934298561,0.00077165617369,-0.0633763,-0.06664268,0.0044412467975824,0.00401655540169,-0.000863154,0.000543166,7.45034827716e-07,2.95029303556e-07,6.45302e-06,0.0001538620199999,4.164146712040001e-11,2.3673521198480393e-08,0.00029345,-0.000214273,4.591291852900004e-08,8.61129025e-08,1
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01081005901933674,0.02567057945946136,0.0,0.0,0.0,0.0,0.0,0.0,1.0931019878845059,-0.05038767899370396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0573988447,0.0566802553,0.0554892628,0.0538357935,0.0517336283,-0.0138173,0.0066109,0.00019091777929,4.370399881000002e-05,0.00470291,-0.00868899,2.21173624681e-05,7.549854722010007e-05,-0.0439261,0.0194502,0.00037831028004,0.00192950226121,-0.000592102,0.000271052,3.50584778404e-07,7.346918670400003e-08,0.000266898,0.00026044498,7.123454240400002e-08,6.783158760720039e-08,0.000376094,8.264399999999999e-05,6.830030735999998e-09,1.41446696836e-07,1
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04463997870837012,0.07019915120031402,0.0,0.0,0.0,0.0,0.0,0.0,1.034454958908191,-0.11710534221035908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0573706312,0.0565678992999999,0.0552383224,0.0533942834,0.0510529568,-0.0140901,-0.0002728,0.00019853091801,7.441984000000102e-08,0.00163782,-0.00306509,2.6824543524e-06,9.394776708100002e-06,0.0227067,0.0666327999999999,0.0044399300358399,0.0005155942248899,-0.000870498,-0.000278396,7.57766768004e-07,7.750433281600006e-08,0.000476699,0.000209801,2.2724193660100002e-07,4.401645960100001e-08,0.000572746,0.000196652,3.867200910399999e-08,3.28037980516e-07,1
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11389581269458347,0.12516687522069958,0.0,0.0,0.0,0.0,0.0,0.0,0.9328829552197928,-0.17492349493171327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0573408553,0.0564493811,0.0549738430999999,0.0529295080999999,0.0503375282,-0.000133485,0.013956615,1.7818245225e-08,0.0001947871022582,0.0085805299999999,0.0069427099999999,7.362549508089997e-05,4.820122214409997e-05,0.00571582,-0.01699088,0.0002886900031744,3.26705982724e-05,-0.000512981,0.0003575169999999,2.63149506361e-07,1.2781840528900002e-07,0.000412898,-6.380100000000001e-05,1.7048475840400004e-07,4.070567600999999e-09,9.74114e-05,-0.0004753346,2.2594298195716e-07,9.48898084996e-09,1
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21881224373053051,0.17306347639201228,0.0,0.0,0.0,0.0,0.0,0.0,0.799461211992886,-0.2120052856535013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0573095178,0.0563247137,0.0546958898,0.0524416702,0.0495878296,-0.00775057,-0.007617085,6.00713353249e-05,5.8019983897225e-05,0.000349359,-0.0082311709999999,1.2205171088100002e-07,6.775217603124096e-05,0.00567757,-3.825000000000009e-05,1.4630625000000071e-09,3.22348011049e-05,-7.998219999999998e-05,0.0004329988,6.397152316839997e-09,1.8748796080144005e-07,0.000107434,-0.000305464,1.1542064356e-08,9.330825529600003e-08,8.990319999999997e-05,-7.508200000000024e-06,5.6373067240000356e-11,8.082585370239994e-09,1
