,Q01,Q01_derivative,Q02,Q02_derivative,Q03,Q03_derivative,Q04,Q04_derivative,Q05,Q05_derivative,Q06,Q06_derivative,Q07,Q07_derivative,Q08,Q08_derivative,Q09,Q09_derivative,Q10,Q10_derivative,Q11,Q11_derivative,Q12,Q12_derivative,Q13,Q13_derivative,Q14,Q14_derivative,Q15,Q15_derivative,Q16,Q16_derivative,Q17,Q17_derivative,Q18,Q18_derivative,Q19,Q19_derivative,Q20,Q20_derivative,Q21,Q21_derivative,Q22,Q22_derivative,Q23,Q23_derivative,Q24,Q24_derivative,Q25,Q25_derivative,Q26,Q26_derivative,Q27,Q27_derivative,Q28,Q28_derivative,Q29,Q29_derivative,Q30,Q30_derivative,Q31,Q31_derivative,Q32,Q32_derivative,Q33,Q33_derivative,Q34,Q34_derivative,Q35,Q35_derivative,Q36,Q36_derivative,Q37,Q37_derivative,Q38,Q38_derivative,Q39,Q39_derivative,num_possible_responses,num_possible_responses_derivative,num_characters,num_characters_derivative,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_power2,trans_x_derivative1_power2,trans_y,trans_y_derivative1,trans_y_derivative1_power2,trans_y_power2,trans_z,trans_z_derivative1,trans_z_power2,trans_z_derivative1_power2,rot_x,rot_x_derivative1,rot_x_derivative1_power2,rot_x_power2,rot_y,rot_y_derivative1,rot_y_derivative1_power2,rot_y_power2,rot_z,rot_z_derivative1,rot_z_power2,rot_z_derivative1_power2,response_time,response_time_derivative,constant
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6891715524351768,0.18849154048911346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25843933216319126,0.07078499230536041,3.0495841195256546,0.832327920979895,0.0575525323,0.0572932637,0.0568620142,0.0562600783,0.0554892628,-0.015002,-0.0044448,0.000225060004,1.9756247040000007e-05,-0.0223485,0.0173569999999999,0.0003012654489999,0.00049945545225,0.014127,0.0273554,0.000199572129,0.00074831790916,1.29119e-05,0.0004709559,2.2179945974481e-07,1.6671716161000003e-10,0.000119601,-4.234499999999999e-05,1.7930990249999986e-09,1.4304399201000002e-08,0.000122832,0.000122832,1.5087700224000003e-08,1.5087700224000003e-08,0.33398976359889576,0.09175077498336898,1
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8084109164097283,0.16147566981520864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30315409365364804,0.060671457635149986,3.577218305113045,0.7124804048851991,0.0575352749,0.0572243478,0.05670738,0.0559862329999999,0.0550635032,-0.0102955,0.0047065,0.0001059973202499,2.2151142250000023e-05,-0.0600514,-0.0377029,0.0014215086684099,0.00360617064196,-0.0372161,-0.0513431,0.00138503809921,0.00263611391761,-0.000720596,-0.0007335079,5.380338393624103e-07,5.192585952160003e-07,0.000129861,1.0259999999999986e-05,1.0526759999999972e-10,1.6863879321000002e-08,0.0,-0.000122832,0.0,1.5087700224000003e-08,0.3917761403650626,0.07872794583316263,1
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9077759977463885,0.1309021672623894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3404159991548957,0.04922090805078446,4.016908790027766,0.5769407517954391,0.0575164504999999,0.0571491982,0.056538847,0.0556879932,0.0546002562,-0.00711007,0.0031854299999999,5.055309540489999e-05,1.0146964284899995e-05,-0.0642385999999999,-0.0041871999999999,1.7532643839999958e-05,0.00412659772996,-0.045067,-0.0078509,0.002031034489,6.163663081000001e-05,-0.000458044,0.000262552,6.893355270400007e-08,2.09804305936e-07,-0.0,-0.000129861,1.6863879321000002e-08,0.0,0.0,0.0,0.0,0.0,0.43993094290784135,0.06396937585391725,1
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9865261328026859,0.10089918933561029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36994729980100716,0.037981294055749515,4.3653781376518825,0.4439779319303294,0.0574960598,0.0570678231,0.0563564562999999,0.0553654888999999,0.0540998371,-0.00570569,0.0014043799999999,3.25548983761e-05,1.9722831843999983e-06,-0.0609489,0.0032896999999999,1.0822126089999951e-05,0.00371476841121,-0.0575411,-0.0124740999999999,0.00331097818921,0.0001556031708099,-0.00056925,-0.0001112059999999,1.2366774435999995e-08,3.240455625e-07,-0.0,0.0,0.0,0.0,0.000154638,0.000154638,2.3912911044e-08,2.3912911044e-08,0.4780952271094993,0.049475239714509504,1
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.046035070680764,0.07383503255714755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3922631515052865,0.027840927504114425,4.628705187762377,0.32406817475600924,0.0574741032,0.0569802314,0.0561602528,0.0550188604999999,0.0535625866,-0.00300806,0.00269763,9.0484249636e-06,7.277207616900003e-06,-0.0503982,0.0105507,0.00011131727049,0.00253997856324,-0.0393529,0.0181882,0.0015486507384099,0.00033081061924,-0.000458044,0.0001112059999999,1.2366774435999995e-08,2.09804305936e-07,-0.0,0.0,0.0,0.0,0.0,-0.000154638,0.0,2.3912911044e-08,0.5069347461286627,0.03639407655459141,1
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0879479638694216,0.04746430858552602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40798048645103313,0.017958028068884174,4.814169740122189,0.20727146617120543,0.0574505814,0.0568864325999999,0.0559502845,0.0546482591,0.0529888705,-0.00292786,8.019999999999989e-05,8.5723641796e-06,6.432039999999982e-09,-0.0224951,0.0279031,0.0007785829896099,0.00050602952401,0.0144751,0.0538279999999999,0.00020952852001,0.002897453584,-0.000183389,0.000274655,7.543536902500002e-08,3.3631525321e-08,-0.0,0.0,0.0,0.0,0.000151377,0.000151377,2.2914996129000007e-08,2.2914996129000007e-08,0.5272467819902159,0.023638677217065463,1
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10774170163506,0.008155403116015484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4154031381131475,0.0032200797125020893,4.901757029735138,0.033279379591936435,0.057425495,0.0567864369,0.0557266029,0.0542538461,0.0523790793,-0.00303516,-0.0001072999999999,9.2121962256e-06,1.1513289999999969e-08,-0.0274768,-0.0049816999999999,2.481733488999995e-05,0.0007549745382399,-0.00275207,-0.01722717,7.5738892849e-06,0.0002967753862089,-0.000277505,-9.4116e-05,8.857821455999997e-09,7.7009025025e-08,-0.0,0.0,0.0,0.0,-7.83879e-05,-0.0002297649,6.14466286641e-09,5.2791909272010014e-08,0.5368393221548884,0.0046001752769332035,1
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0931019878845059,-0.05038767899370396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1193205695899653e-05,0.0001477709711908466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4098999997031296,-0.01882807646599164,4.838023770580454,-0.21843366452547966,0.0573988447,0.0566802553,0.0554892628,0.0538357935,0.0517336283,-0.00302357,1.158999999999969e-05,9.1419755449e-06,1.3432809999999284e-10,-0.0489045,-0.0214277,0.00045914632729,0.00239165012025,-0.0427064,-0.03995433,0.00182383660096,0.0015963484857489,-0.000458044,-0.000180539,3.2594330521000006e-08,2.09804305936e-07,-0.000121319,-0.000121319,1.4718299761000002e-08,1.4718299761000002e-08,0.0,7.83879e-05,0.0,6.14466286641e-09,0.5297736232988934,-0.023577083540677887,1
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.034454958908191,-0.11710534221035908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018037989749765657,0.006394301576081609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38679323523121123,-0.047760282501199444,4.666615957506959,-0.2048263163536087,0.0573706312,0.0565678992999999,0.0552383224,0.0533942834,0.0510529568,0.002167,0.00519057,4.695889e-06,2.694201692490001e-05,-0.048883,2.1500000000007628e-05,4.6225000000032785e-10,0.0023895476889999,-0.0693234,-0.0266169999999999,0.0048057337875599,0.0007084646889999,-0.000582765,-0.0001247209999999,1.5555327840999986e-08,3.39615045225e-07,-0.000184072,-6.2753e-05,3.937939009e-09,3.3882501184e-08,0.0,0.0,0.0,0.0,0.5037971502152124,-0.047372611756157444,1
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9328829552197928,-0.17492349493171327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015162340681019182,0.032954167456220304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34035464528178533,-0.08606009716802586,4.877405765006952,0.8519291973705525,0.0573408553,0.0564493811,0.0549738430999999,0.0529295080999999,0.0503375282,0.00252948,0.00036248,6.398269070400001e-06,1.313917504000001e-07,-0.0344406,0.0144423999999999,0.0002085829177599,0.00118615492836,-0.0589672,0.0103561999999999,0.00347713067584,0.0001072508784399,-0.000458044,0.0001247209999999,1.5555327840999986e-08,2.09804305936e-07,-0.000180949,3.1229999999999767e-06,9.753128999999857e-12,3.2742540601000015e-08,0.0,0.0,0.0,0.0,0.47289780120518093,-0.038995718551821774,1
