,Q01,Q01_derivative,Q02,Q02_derivative,Q03,Q03_derivative,Q04,Q04_derivative,Q05,Q05_derivative,Q06,Q06_derivative,Q07,Q07_derivative,Q08,Q08_derivative,Q09,Q09_derivative,Q10,Q10_derivative,Q11,Q11_derivative,Q12,Q12_derivative,Q13,Q13_derivative,Q14,Q14_derivative,Q15,Q15_derivative,Q16,Q16_derivative,Q17,Q17_derivative,Q18,Q18_derivative,Q19,Q19_derivative,Q20,Q20_derivative,Q21,Q21_derivative,Q22,Q22_derivative,Q23,Q23_derivative,Q24,Q24_derivative,Q25,Q25_derivative,Q26,Q26_derivative,Q27,Q27_derivative,Q28,Q28_derivative,Q29,Q29_derivative,Q30,Q30_derivative,Q31,Q31_derivative,Q32,Q32_derivative,Q33,Q33_derivative,Q34,Q34_derivative,Q35,Q35_derivative,Q36,Q36_derivative,Q37,Q37_derivative,Q38,Q38_derivative,Q39,Q39_derivative,Q40,Q40_derivative,num_possible_responses,num_possible_responses_derivative,num_characters,num_characters_derivative,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_power2,trans_x_derivative1_power2,trans_y,trans_y_derivative1,trans_y_power2,trans_y_derivative1_power2,trans_z,trans_z_derivative1,trans_z_derivative1_power2,trans_z_power2,rot_x,rot_x_derivative1,rot_x_derivative1_power2,rot_x_power2,rot_y,rot_y_derivative1,rot_y_derivative1_power2,rot_y_power2,rot_z,rot_z_derivative1,rot_z_derivative1_power2,rot_z_power2,response_time,response_time_derivative,constant
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576388455999999,0.0576382569,0.0576372758,0.0576359023,0.0576341365,-0.00585036,0.0,3.42267121296e-05,0.0,-0.00592343,0.0,3.508702296490001e-05,0.0,-0.0210486,0.0,0.0,0.00044304356196,0.00159105,0.0,0.0,2.5314401025e-06,-0.000589065,0.0,0.0,3.469975742250001e-07,0.000671465,0.0,0.0,4.50865246225e-07,0.0,0.0,1
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6793014124996845e-31,4.6781713435154595e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.985193624252991e-29,1.984632242055769e-28,0.0576372758,0.0576319782,0.057623149,0.057610789,0.0575948989,-0.00685556,-0.0010052,4.69987029136e-05,1.0104270400000008e-06,-0.0323425,-0.02641907,0.00104603730625,0.0006979672596649,-4.200010000000001e-05,0.0210065999,0.0004412772393586,1.7640084000100003e-09,0.00121905,-0.000372,1.3838400000000008e-07,1.4860829024999996e-06,-0.000437732,0.000151333,2.290167688900003e-08,1.91609303824e-07,0.000617443,-5.402199999999992e-05,2.918376483999992e-09,3.812358582490001e-07,3.296117912277909e-31,3.29564231265662e-30,1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.485205807047502e-05,0.0005487201941426842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040240985636399015,0.02327779305541605,0.0576341365,0.0576194213,0.0575948989,0.0575605733,0.0575164504999999,-0.00654057,0.00031499,4.27790559249e-05,9.921870010000017e-08,-0.0381013,-0.0057588,0.00145170906169,3.316377744000002e-05,0.00323304,0.0032750401,1.0725887656608007e-05,1.04525476416e-05,0.000913905,-0.0003051449999999,9.311347102499996e-08,8.35222349025e-07,-0.000437732,0.0,0.0,1.91609303824e-07,0.000626547,9.103999999999905e-06,8.288281599999827e-11,3.92561143209e-07,6.681415452045069e-05,0.0003865855672213068,1
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033815189383661287,0.010531353621846129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14346094096018294,0.44673345554678995,0.0576294275,0.0576005878,0.0575525323,0.0574852772,0.0573988447,-0.00602745,0.0005131199999999,3.63301535025e-05,2.6329213439999965e-07,-0.0232134,0.0148879,0.00053886193956,0.00022164956641,-7.35411e-05,-0.0033065811,1.0933478570877207e-05,5.40829338921e-09,0.000980032,6.612700000000003e-05,4.372780129000002e-09,9.60462721024e-07,-0.000437732,0.0,0.0,1.91609303824e-07,0.000561639,-6.490799999999991e-05,4.213048463999989e-09,3.1543836632100005e-07,0.0023819549460271762,0.00742064156490171,1
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02184426890745686,0.042886287531538364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9267431083988571,1.819068181324408,0.057623149,0.0575754796,0.0574960598,0.0573849333,0.0572421615,-0.00912041,-0.00309296,8.318187856810001e-05,9.566401561600005e-06,-0.0348502,-0.0116367999999999,0.00121453644004,0.0001354151142399,-7.74443e-05,-3.903200000000007e-06,1.5234970240000052e-11,5.997619602490001e-09,0.000980032,0.0,0.0,9.60462721024e-07,-0.00049657,-5.883800000000002e-05,3.461910244000002e-09,2.465817649e-07,0.000504906,-5.673300000000011e-05,3.2186332890000123e-09,2.549300688360001e-07,0.015387187034831514,0.03022422422159839,1
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0704468052927721,0.09416941929475271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9887057145458567,3.9939038512030347,0.0576153013,0.0575440995,0.057425495,0.0572595855,0.0570465076,1.02693e-05,0.0091306793,1.0545852249e-10,8.336930447944851e-05,-0.0403256999999999,-0.0054754999999999,0.0016261620804899,2.998110024999993e-05,-8.55322e-05,-8.087899999999987e-06,6.541412640999979e-11,7.315757236839999e-09,0.0008559569999999,-0.000124075,1.5394605625000045e-08,7.326623858489999e-07,-0.000437732,5.883800000000002e-05,3.461910244000002e-09,1.91609303824e-07,0.000211359,-0.0002935469999999,8.616984120899994e-08,4.4672626881000006e-08,0.04962300059747989,0.06638154111981466,1
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1560578220085881,0.1480057083572815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.620753098714349,6.276409075554953,0.0576058845,0.0575064509,0.0573408553,0.0571092883,0.0568120162,2.21399e-05,1.1870599999999998e-05,4.901751720099997e-10,1.4091114435999996e-10,-0.030642,0.0096836999999999,0.000938932164,9.37740456899998e-05,-9.14639e-05,-5.931700000000002e-06,3.5185064890000034e-11,8.365645003210001e-09,0.000578638,-0.0002773189999999,7.690582776099991e-08,3.348219350440001e-07,-0.0005004359999999,-6.270399999999996e-05,3.9317916159999956e-09,2.5043619009599986e-07,0.000286914,7.555500000000002e-05,5.7085580250000035e-09,8.231964339600004e-08,0.10992773004524199,0.10436265419943985,1
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27395876349000126,0.1885340537403633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.622700541063303,7.9937592832601565,0.0575948989,0.0574625379,0.0572421615,0.0569341072,0.056538847,0.00319023,0.0031680901,1.01775674529e-05,1.0036794881718012e-05,-0.0140905,0.0165515,0.0001985421902499,0.00027395215225,-8.8051e-05,3.412899999999996e-06,1.164788640999997e-11,7.752978601e-09,0.000578638,0.0,0.0,3.348219350440001e-07,-0.000329857,0.0001705789999999,2.9097195240999983e-08,1.08805640449e-07,0.000167145,-0.000119769,1.4344613361000009e-08,2.7937451025e-08,0.19297760668990913,0.13299171179349106,1
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4115491276802738,0.2078437284214903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.459971741835616,8.810562557895732,0.0575823448,0.0574123653,0.0571294376999999,0.0567341187,0.0562271859,0.00431691,0.00112668,1.86357119481e-05,1.2694078224000004e-06,-0.022036,-0.0079455,0.000485585296,6.313097024999999e-05,-0.00640285,-0.006314799,3.9876686410401e-05,4.09964881225e-05,0.000833783,0.000255145,6.509897102500001e-08,6.951940910890001e-07,-0.000437732,-0.000107875,1.1637015625e-08,1.91609303824e-07,0.000261306,9.4161e-05,8.866293920999999e-09,6.8280825636e-08,0.28989678841924577,0.14668773889424483,1
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5541156443006342,0.20613487415986212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.508356209454398,8.735567592836604,0.0575682224,0.0573559384999999,0.0570027116,0.0565094097,0.0558772451,0.00349897,-0.00081794,1.22427910609e-05,6.690258436000001e-07,-0.0495162,-0.0274802,0.00245185406244,0.0007551613920399,-0.00906714,-0.00266429,7.098441204099999e-06,8.22130277796e-05,0.000411825,-0.000421958,1.7804855376400006e-07,1.69599830625e-07,-8.833069999999997e-05,0.0003494013,1.2208126844169e-07,7.802312562489994e-09,0.000151913,-0.0001093929999999,1.1966828449e-08,2.3077559569e-08,0.39032119105938395,0.14558164089557757,1
