,Q01,Q01_derivative,Q02,Q02_derivative,Q03,Q03_derivative,Q04,Q04_derivative,Q05,Q05_derivative,Q06,Q06_derivative,Q07,Q07_derivative,Q08,Q08_derivative,Q09,Q09_derivative,Q10,Q10_derivative,Q11,Q11_derivative,Q12,Q12_derivative,Q13,Q13_derivative,Q14,Q14_derivative,Q15,Q15_derivative,Q16,Q16_derivative,Q17,Q17_derivative,Q18,Q18_derivative,Q19,Q19_derivative,Q20,Q20_derivative,Q21,Q21_derivative,Q22,Q22_derivative,Q23,Q23_derivative,Q24,Q24_derivative,Q25,Q25_derivative,Q26,Q26_derivative,Q27,Q27_derivative,Q28,Q28_derivative,Q29,Q29_derivative,Q30,Q30_derivative,Q31,Q31_derivative,Q33,Q33_derivative,Q34,Q34_derivative,Q35,Q35_derivative,Q36,Q36_derivative,Q37,Q37_derivative,Q38,Q38_derivative,Q39,Q39_derivative,Q40,Q40_derivative,num_possible_responses,num_possible_responses_derivative,num_characters,num_characters_derivative,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_power2,trans_x_derivative1_power2,trans_y,trans_y_derivative1,trans_y_derivative1_power2,trans_y_power2,trans_z,trans_z_derivative1,trans_z_derivative1_power2,trans_z_power2,rot_x,rot_x_derivative1,rot_x_power2,rot_x_derivative1_power2,rot_y,rot_y_derivative1,rot_y_derivative1_power2,rot_y_power2,rot_z,rot_z_derivative1,rot_z_power2,rot_z_derivative1_power2,response_time,response_time_derivative,constant
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6866051987025673,0.18895790723994824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.440296764602754,-3.6933081082215606,0.0575525323,0.0572932637,0.0568620142,0.0562600783,0.0554892628,0.00119972,0.00533206,1.4393280784e-06,2.8430863843599995e-05,0.0444666,0.0624945,0.00390556253025,0.00197727851556,0.0472153,0.1279886999999999,0.0163811073276899,0.00222928455409,0.000168736,-0.0003442759999999,2.8471837696e-08,1.1852596417599997e-07,0.000190317,8.743999999999999e-05,7.645753599999999e-09,3.6220560489e-08,0.000224851,9.6944e-05,5.055797220100001e-08,9.398139136000004e-09,-0.8177005778433075,-0.22523033650691815,1
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8062136572877256,0.1620677090639178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.78163234140723,-3.1659668864190156,0.0575352749,0.0572243478,0.05670738,0.055986233,0.0550635032,-0.00726013,-0.00845985,5.27094876169e-05,7.156906202249999e-05,0.0874468999999999,0.0429802999999998,0.0018473061880899,0.0076469603196099,0.0594084,0.0121930999999999,0.0001486716876099,0.00352935799056,0.000415738,0.000247002,1.72838084644e-07,6.1009988004e-08,0.000288218,9.790100000000004e-05,9.584605801000008e-09,8.306961552400001e-08,0.000486787,0.000261936,2.3696158336900005e-07,6.861046809600002e-08,-0.9601462014489034,-0.19323974834335553,1
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.905992548018815,0.13151876436845616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.734804127468305,-2.5671657845091067,0.0575164505,0.0571491982,0.056538847,0.0556879932,0.0546002562,-0.0143993,-0.00713917,0.00020733984049,5.09677482889e-05,-0.00324053,-0.0906874299999999,0.0082242099600048,1.05010346809e-05,-0.0780344,-0.1374428,0.01889052327184,0.00608936758336,-0.000195271,-0.000611009,3.8130763441e-08,3.7333199808100003e-07,0.00017102,-0.000117198,1.3735371204000008e-08,2.92478404e-08,0.000993689,0.000506902,9.87417828721e-07,2.569496376040001e-07,-1.078976144422755,-0.15688623109169536,1
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9851466335351641,0.10147565373179145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.284245351450842,-1.9784328872181196,0.0574960598,0.0570678231,0.0563564563,0.0553654889,0.0540998371,-0.0130227,0.0013766,0.00016959071529,1.8950275600000007e-06,-0.0248557,-0.02161517,0.0004672155741289,0.00061780582249,-0.0775789,0.0004554999999999,2.0748024999999779e-07,0.00601848572521,-0.000294606,-9.933499999999998e-05,8.6792695236e-08,9.867442224999996e-09,7.78894e-05,-9.31306e-05,8.673308656359999e-09,6.06675863236e-09,0.0008592149999999,-0.0001344740000001,7.382504162248282e-07,1.808325667602691e-08,-1.1732433325938942,-0.12112929500138964,1
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0450189459159736,0.07434202692553518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.456245866305185,-1.446808796601252,0.0574741032,0.0569802314,0.0561602528,0.0550188605,0.0535625866,-0.00145033,0.01157237,2.1034571089e-06,0.0001339197474169,0.0773716,0.1022273,0.0104504208652899,0.00598636448656,0.0566189,0.1341978,0.01800904952484,0.00320569983721,-0.000523138,-0.000228532,2.7367336704400005e-07,5.222687502400002e-08,0.000274732,0.0001968426,3.8747009174760005e-08,7.547767182400001e-08,0.00101963,0.0001604150000001,1.0396453369e-06,2.573297222503211e-08,-1.2445472267722588,-0.0888319050058149,1
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0872938716294163,0.048067331878646466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.157154673678552e-06,6.274221180585731e-05,0.0,0.0,0.0,0.0,-21.2837088131177,-0.9316117830678903,0.0574505814,0.0568864326,0.0559502845,0.0546482591,0.0529888705,-0.00683928,-0.00538895,4.67757509184e-05,2.90407821025e-05,0.0750824999999999,-0.0022891,5.239978810000455e-06,0.0056373818062499,0.00899276,-0.04762614,0.0022682492112995,8.086973241760001e-05,-0.000498082,2.505600000000008e-05,2.48085678724e-07,6.27803136000004e-10,0.000269665,-5.067000000000038e-06,2.5674489000000385e-11,7.2719212225e-08,0.000739555,-0.000280075,5.469415980250001e-07,7.844200562500004e-08,-1.2948924356349356,-0.057541835956952905,1
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1076385832371876,0.009141642066163079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012657689540758544,0.0048054666883595495,0.0,0.0,0.0,0.0,-21.671361163429857,-0.12952407166860513,0.057425495,0.0567864369,0.0557266029,0.0542538461,0.0523790793,-0.00932992,-0.00249064,8.704740720640001e-05,6.203287609600003e-06,-0.0047741,-0.0798565999999999,0.0063770765635599,2.279203081e-05,-0.0245499,-0.03354266,0.0011251100398756,0.00060269759001,-0.000299055,0.0001990269999999,8.9433893025e-08,3.961174672899998e-08,-9.29317e-05,-0.0003625967,1.3147636685089e-07,8.63630086489e-09,0.000521284,-0.000218271,2.71737008656e-07,4.7642229441000015e-08,-1.318908514793798,-0.010386005300753252,1
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.093809516815596,-0.04908010031707956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012426562396114709,0.028469550832672177,0.0,0.0,0.0,0.0,-21.306627503478026,1.2093860909521037,0.0573988447,0.0566802553,0.0554892628,0.0538357935,0.0517336283,-0.00348757,0.00584235,1.21631445049e-05,3.41330535225e-05,0.00625689,0.01103099,0.0001216827403801,3.91486724721e-05,0.0182255,0.0427754,0.0018297348451599,0.0003321688502499,-0.000299055,0.0,8.9433893025e-08,0.0,-0.000110021,-1.7089299999999992e-05,2.9204417448999967e-10,1.2104620441e-08,0.000521284,0.0,2.71737008656e-07,0.0,-1.3005478249071725,0.06296642480050066,1
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0360714272370963,-0.11580503692071077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04879572048892265,0.07445000251031243,0.0,0.0,0.0,0.0,-19.869994243046985,2.902319764434956,0.0573706312,0.0565678993,0.0552383224,0.0533942834,0.0510529568,0.000904558,0.004392128,8.182251753639999e-07,1.9290788368384003e-05,0.0993969,0.09314001,0.0086750614628001,0.0098797437296099,0.134153,0.1159274999999999,0.0134391852562499,0.017997027409,-0.000238007,6.104799999999999e-05,5.6647332049000007e-08,3.7268583039999985e-09,0.000257692,0.000367713,1.35212850369e-07,6.640516686400002e-08,0.000326164,-0.00019512,1.0638295489600001e-07,3.8071814400000005e-08,-1.2256228726148666,0.1502405435243116,1
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9352751737013,-0.17394532577144511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12105507887030185,0.12946908832447787,0.0,0.0,0.0,0.0,-17.288122485720656,4.502887356375349,0.0573408553,0.0564493811,0.0549738431,0.0529295081,0.0503375282,-0.00489123,-0.005795788,2.39241309129e-05,3.3591158540943995e-05,0.0560271,-0.0433697999999999,0.0018809395520399,0.00313903593441,0.0325602,-0.1015928,0.0103210970118399,0.0010601666240399,-0.000138724,9.9283e-05,1.9244348176000002e-08,9.857114089e-09,1.60345e-05,-0.0002416575,5.839834730625e-08,2.5710519025e-10,0.000194362,-0.0001318019999999,3.7776587044000005e-08,1.7371767203999994e-08,-1.0933369310362828,0.22883615249497957,1
