,Q01,Q01_derivative,Q02,Q02_derivative,Q03,Q03_derivative,Q04,Q04_derivative,Q05,Q05_derivative,Q06,Q06_derivative,Q07,Q07_derivative,Q08,Q08_derivative,Q09,Q09_derivative,Q10,Q10_derivative,Q11,Q11_derivative,Q12,Q12_derivative,Q13,Q13_derivative,Q14,Q14_derivative,Q15,Q15_derivative,Q16,Q16_derivative,Q17,Q17_derivative,Q18,Q18_derivative,Q19,Q19_derivative,Q20,Q20_derivative,Q21,Q21_derivative,Q22,Q22_derivative,Q23,Q23_derivative,Q24,Q24_derivative,Q25,Q25_derivative,Q26,Q26_derivative,Q27,Q27_derivative,Q28,Q28_derivative,Q29,Q29_derivative,Q30,Q30_derivative,Q31,Q31_derivative,Q32,Q32_derivative,Q33,Q33_derivative,Q34,Q34_derivative,Q35,Q35_derivative,Q36,Q36_derivative,Q37,Q37_derivative,Q38,Q38_derivative,Q39,Q39_derivative,Q40,Q40_derivative,num_possible_responses,num_possible_responses_derivative,num_characters,num_characters_derivative,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_derivative1_power2,trans_x_power2,trans_y,trans_y_derivative1,trans_y_power2,trans_y_derivative1_power2,trans_z,trans_z_derivative1,trans_z_power2,trans_z_derivative1_power2,rot_x,rot_x_derivative1,rot_x_power2,rot_x_derivative1_power2,rot_y,rot_y_derivative1,rot_y_power2,rot_y_derivative1_power2,rot_z,rot_z_derivative1,rot_z_derivative1_power2,rot_z_power2,response_time,response_time_derivative,constant
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6891715524351768,0.18849154048911346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25843933216319126,0.07065147519426106,-12.112190034048231,-3.3184382156484564,0.0575525323,0.0572932637,0.0568620142,0.0562600783,0.0554892628,-0.00244327,-0.00468175,2.19187830625e-05,5.9695682929e-06,0.0124419,-0.0271426,0.00015480087561,0.00073672073476,-0.0177785,-0.0351072999999999,0.00031607506225,0.0012325225132899,-0.00041456,-0.000218512,1.718599936e-07,4.774749414400001e-08,-0.0,-9.69965e-24,0.0,9.408321012249998e-47,0.0,0.000357854,1.28059485316e-07,0.0,-0.25333018536581314,-0.069285213985371,1
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8084109164097283,0.16147566981520864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30315409365364804,0.06051483960621537,-14.207821855900972,-2.8446203882003576,0.0575352749,0.0572243478,0.05670738,0.0559862329999999,0.0550635032,6.63236e-05,0.0025095936,6.298060037160959e-06,4.398819916959999e-09,-0.00748358,-0.01992548,5.60039696164e-05,0.0003970247532304,-0.00124395,0.01653455,1.5474116025e-06,0.0002733913437024,-3.52735e-05,0.0003792865,1.24421980225e-09,1.4385824908225004e-07,-0.000136034,-0.000136034,1.8505249156e-08,1.8505249156e-08,0.0,0.0,0.0,0.0,-0.29716097041757433,-0.05935424273698907,1
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9077759977463885,0.1309021672623894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3404159991548957,0.04904503946143809,-15.954163160392778,-2.3081128218120575,0.0575164504999999,0.0571491982,0.056538847,0.0556879932,0.0546002562,0.000272082,0.0002057584,4.233651917055998e-08,7.402861472399999e-08,-0.00987342,-0.00238984,9.74844224964e-05,5.711335225600004e-06,-0.00147978,-0.00023583,2.1897488484e-06,5.561578890000002e-08,-0.000237712,-0.0002024385,5.6506994944e-08,4.098134628225e-08,-0.000199247,-6.3213e-05,3.9699367009e-08,3.995883369000001e-09,5.53307e-05,5.53307e-05,3.06148636249e-09,3.06148636249e-09,-0.33368623671006686,-0.04811558404775206,1
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9865261328026859,0.10089918933561029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36994729980100716,0.037790168756380436,-17.338196784007206,-1.7814617418312704,0.0574960598,0.0570678231,0.0563564562999999,0.0553654888999999,0.0540998371,0.00418018,0.003908098,1.5273229977604005e-05,1.7473904832400002e-05,0.039995,0.04986842,0.0015996000249999,0.0024868593132964,0.0229259,0.02440568,0.00052559689081,0.0005956372162624,0.000289001,0.000526713,8.352157800099999e-08,2.774265843690001e-07,-0.000220596,-2.1348999999999988e-05,4.8662595216e-08,4.5577980099999947e-10,-0.000139895,-0.0001952257,3.811307394049e-08,1.9570611025e-08,-0.3626337262587901,-0.037086694546380465,1
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.046035070680764,0.07383503255714755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3922631515052865,0.02763827320091169,-18.384066367214427,-1.306301320428083,0.0574741032,0.0569802314,0.0561602528,0.0550188604999999,0.0535625866,0.00274566,-0.00143452,2.057847630400001e-06,7.5386488356e-06,0.0112068,-0.0287882,0.00012559236624,0.0008287604592399,-0.00470337,-0.02762927,2.21216893569e-05,0.0007633765607329,-8.81109e-05,-0.0003771119,7.76353069881e-09,1.4221338512161e-07,-0.000438312,-0.000217716,1.92117409344e-07,4.740025665599998e-08,0.0,0.000139895,1.9570611025e-08,0.0,-0.3845084107409157,-0.027138124687315267,1
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.859211932924149e-06,3.16934083323976e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0879479638694216,0.04746430858552602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.407981933655508,0.017759138588742368,-19.120741713019015,-0.8436444207187238,0.0574505814,0.0568864325999999,0.0559502845,0.0546482591,0.0529888705,0.000303835,-0.002441825,5.962509330624998e-06,9.2315707225e-08,-0.0315488,-0.0427556,0.00099532678144,0.00182804133136,0.0181656,0.0228689699999999,0.0003299890233599,0.0005229897888608,0.000188048,0.0002761589,3.5362050304000004e-08,7.626373804920997e-08,-0.000320267,0.0001180449999999,1.02570951289e-07,1.3934622024999985e-08,-0.000161593,-0.000161593,2.6112297649e-08,2.6112297649e-08,-0.3999165666624464,-0.01745714779095277,1
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009822999647879297,0.00390981648694191,0.0,0.0,0.0,0.0,0.0,0.0,1.10774170163506,0.008155403116015484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415771500599943,0.004471605312520694,-19.482877428222967,-0.20948446639660895,0.057425495,0.0567864369,0.0557266029,0.0542538461,0.0523790793,0.000412506,0.0001086709999999,1.1809386240999992e-08,1.70161200036e-07,-0.0401209,-0.0085721,0.00160968661681,7.348089840999998e-05,0.0219862,0.0038206,0.00048339299044,1.459698436000003e-05,0.000414621,0.000226573,1.7191057364100001e-07,5.133532432900001e-08,-0.000224262,9.6005e-05,5.0293444644e-08,9.216960025e-09,0.0,0.000161593,2.6112297649e-08,0.0,-0.40758307175947256,-0.004555817748354176,1
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01081005901933674,0.02567057945946136,0.0,0.0,0.0,0.0,0.0,0.0,1.0931019878845059,-0.05038767899370396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4139670175889409,-0.009321531760985219,-19.368824047277023,0.5023006240576069,0.0573988447,0.0566802553,0.0554892628,0.0538357935,0.0517336283,0.0,-0.000412506,1.70161200036e-07,0.0,-0.00395201,0.03616889,1.5618383040099993e-05,0.0013081886038321,0.0355939,0.0136077,0.00126692571721,0.00018516949929,0.000500502,8.5881e-05,2.50502252004e-07,7.375546161e-09,-0.0,0.000224262,0.0,5.0293444644e-08,0.0,0.0,0.0,0.0,-0.40612495147241434,0.008276921140708866,1
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04463997870837012,0.07019915120031402,0.0,0.0,0.0,0.0,0.0,0.0,1.034454958908191,-0.11710534221035908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4046606016062104,-0.017641246962587436,-18.831173592485957,1.0261121827036772,0.0573706312,0.0565678992999999,0.0552383224,0.0533942834,0.0510529568,0.000343951,0.000343951,1.18302290401e-07,1.18302290401e-07,0.0218586,0.02581061,0.00047779839396,0.000666187588572,0.0114397,-0.0241542,0.00013086673609,0.00058342537764,0.000171491,-0.000329011,2.9409163080999995e-08,1.0824823812100005e-07,-0.000272031,-0.000272031,7.4000864961e-08,7.4000864961e-08,-7.91535e-05,-7.91535e-05,6.26527656225e-09,6.26527656225e-09,-0.3980719970398193,0.015025563103779262,1
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11389581269458347,0.12516687522069958,0.0,0.0,0.0,0.0,0.0,0.0,0.9328829552197928,-0.17492349493171327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39254203796789106,-0.01870859454238162,-18.055449408011416,1.2414757744962177,0.0573408553,0.0564493811,0.0549738430999999,0.0529295080999999,0.0503375282,0.0,-0.000343951,1.18302290401e-07,0.0,0.00334143,-0.01851717,1.11651544449e-05,0.0003428855848089,0.00467448,-0.00676522,2.18507632704e-05,4.576820164840001e-05,-0.000119377,-0.000290868,1.4250868129000002e-08,8.4604193424e-08,-0.0,0.000272031,0.0,7.4000864961e-08,0.0,7.91535e-05,6.26527656225e-09,0.0,-0.3883824247266945,0.0143355316324158,1
