,Q01,Q01_derivative,Q02,Q02_derivative,Q03,Q03_derivative,Q04,Q04_derivative,Q05,Q05_derivative,Q06,Q06_derivative,Q07,Q07_derivative,Q08,Q08_derivative,Q09,Q09_derivative,Q10,Q10_derivative,Q11,Q11_derivative,Q12,Q12_derivative,Q13,Q13_derivative,Q14,Q14_derivative,Q15,Q15_derivative,Q16,Q16_derivative,Q17,Q17_derivative,Q18,Q18_derivative,Q19,Q19_derivative,Q20,Q20_derivative,Q21,Q21_derivative,Q22,Q22_derivative,Q23,Q23_derivative,Q24,Q24_derivative,Q25,Q25_derivative,Q26,Q26_derivative,Q27,Q27_derivative,Q28,Q28_derivative,Q29,Q29_derivative,Q30,Q30_derivative,Q31,Q31_derivative,Q32,Q32_derivative,Q33,Q33_derivative,Q34,Q34_derivative,Q35,Q35_derivative,Q36,Q36_derivative,Q37,Q37_derivative,Q38,Q38_derivative,Q39,Q39_derivative,num_possible_responses,num_possible_responses_derivative,num_characters,num_characters_derivative,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_power2,trans_x_derivative1_power2,trans_y,trans_y_derivative1,trans_y_derivative1_power2,trans_y_power2,trans_z,trans_z_derivative1,trans_z_power2,trans_z_derivative1_power2,rot_x,rot_x_derivative1,rot_x_derivative1_power2,rot_x_power2,rot_y,rot_y_derivative1,rot_y_power2,rot_y_derivative1_power2,rot_z,rot_z_derivative1,rot_z_derivative1_power2,rot_z_power2,response_time,response_time_derivative,constant
65,0.7136200738330186,-0.22244262866026634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10229127380455749,0.014749586522241023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27924280001199175,0.1897493383551445,0.0,0.0,-0.005032839200603555,0.0022385639840184135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.194799866900727,-3.180101973737681,0.0543044441999999,0.044686485,0.0298980218,0.0116501718999999,-0.0079456754,0.00960586,-0.0001962999999999,9.22725463396e-05,3.853368999999998e-08,0.0732778999999999,-0.0166913,0.00027859949569,0.0053696506284099,0.0352404,0.02550902,0.0012418857921599,0.0006507101013604,-0.000425348,0.0001771479999999,3.1381413903999993e-08,1.8092092110400004e-07,-0.000561754,-4.09900000000003e-06,3.15567556516e-07,1.6801801000000244e-11,0.0001551039999999,-6.825900000000001e-05,4.659291081000002e-09,2.4057250816e-08,-0.0028067243466928108,0.2552878026376469,1
66,0.5619526558706712,-0.22300804364237234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09179355134621915,0.016167429382373057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41731626956629675,0.2081593911056689,0.0,0.0,-0.0036869321049178318,0.0016884517323296697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.98108292206891,-3.305485230955,0.0542028787,0.0443040846,0.0291228966999999,0.010469374,-0.0094324163,0.0102681,0.0006622399999999,0.00010543387761,4.385618175999996e-07,0.073311,3.310000000000812e-05,1.0956100000005378e-09,0.0053745027209999,0.0380186,0.0027782,0.00144541394596,7.718395240000008e-06,-0.000216811,0.000208537,4.3487680369000026e-08,4.7007009721e-08,-0.000623375,-6.162099999999997e-05,3.88596390625e-07,3.797147640999998e-09,0.000109607,-4.549699999999998e-05,2.0699770089999982e-09,1.2013694449000002e-08,0.178001461687562,0.269038034428669,1
67,0.4166327463431177,-0.20666715790920046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08072973528260119,0.016554805239974213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5597965181308433,0.2056871241194129,0.0,0.0,-0.0026669578889955228,0.0012545353508427587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7905940028025493,-3.1540649476140454,0.0540998371,0.0439168579999999,0.0283406335,0.0092840145,-0.0109127355,0.00981033,-0.0004577699999999,9.624257470890002e-05,2.0955337289999974e-07,0.105224,0.031913,0.0010184395689999,0.011072090176,0.0606377,0.0226191,0.00367693066129,0.0005116236848099,0.000321683,0.000538494,2.8997578803600004e-07,1.0347995248900003e-07,-0.000487905,0.00013547,2.38051289025e-07,1.83521209e-08,8.12311e-05,-2.837590000000001e-05,8.051917008100003e-10,6.59849160721e-09,0.3586079107911077,0.25833688368975527,1
68,0.28651193308777545,-0.18024645176338203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06970596863931285,0.01615179198947862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6943434344086492,0.18753677922654327,0.0,0.0,-0.0019021125851559687,0.0009170440187492022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7750915460223506,-2.821376166865884,0.0539953221999999,0.0435248474,0.0275514241,0.0080946097,-0.0123856253,0.00658006,-0.00323027,4.3297189603600014e-05,1.0434644272900004e-05,0.0877685,-0.0174555,0.00030469448025,0.00770330959225,0.0443531,-0.0162845999999999,0.0019671974796099,0.0002651881971599,-0.000216811,-0.000538494,2.8997578803600004e-07,4.7007009721e-08,-0.00054103,-5.312499999999995e-05,2.927134609e-07,2.822265624999994e-09,6.05853e-05,-2.0645800000000005e-05,4.2624905764000015e-10,3.67057857609e-09,0.5250755114062007,0.23048329764463987,1
69,0.17607456992495416,-0.14968721240802482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05917290971754663,0.015179591232014475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8128313097611095,0.16027384899126043,0.0,0.0,-0.0013342989348717963,0.000657949000713339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022067441936614786,-2.3980997671828135,0.0538893367,0.0431280954,0.0267554619,0.0069016778,-0.0138500829,0.0104086,0.00382854,0.00010833895396,1.46577185316e-05,0.0679091,-0.0198594,0.00039439576836,0.00461164586281,0.0579508,0.0135977,0.00335829522064,0.00018489744529,-0.000527878,-0.000311067,9.676267848900005e-08,2.786551828840001e-07,-0.0007142339999999,-0.0001732039999999,5.10130206756e-07,2.999962561599998e-08,0.000118249,5.766370000000006e-05,3.3251022976900063e-09,1.3982826001000013e-08,0.6688963756512238,0.19357174018923295,1
70,0.08642439272061864,-0.11919799449230081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04944079240639088,0.013834300688389312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9113585079611303,0.12965568800592475,0.0,0.0,-0.0009167525852864398,0.0004614416884681337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.434639357021275,-1.9533318573722909,0.0537818837,0.0427266454,0.0259529419,0.0057057388,-0.0153051112999999,0.0103453,-6.329999999999876e-05,0.00010702523209,4.006889999999845e-09,0.0772826999999999,0.0093735999999999,8.78643769599994e-05,0.0059726157192899,0.0774675999999999,0.0195167999999999,0.0060012290497599,0.0003809054822399,-0.000433178,9.470000000000004e-05,8.968090000000005e-09,1.8764317968400006e-07,-0.00078344,-6.920600000000015e-05,6.137782336000001e-07,4.78947043600002e-09,5.38819e-05,-6.436710000000005e-05,4.143123562410006e-09,2.90325914761e-09,0.7865739709201696,0.15424959124144313,1
71,0.016495163469872003,-0.0912474493002183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04069833825822027,0.012281967126528313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9892932594458146,0.09973675299608513,0.0,0.0,-0.0006124732789515884,0.000314088191955375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.598362843752895,-1.5312152345400862,0.0536729659999999,0.0423205409,0.025144061,0.0045073136,-0.0167497199,0.0103348,-1.0500000000001827e-05,0.00010680809104,1.1025000000003835e-10,0.105503,0.0282203,0.00079638533209,0.011130883009,0.0875297,0.0100621,0.00766144838209,0.00010124585641,1.57745e-05,0.0004489525,2.0155834725625e-07,2.4883485025e-10,-0.000945562,-0.0001621219999999,8.940874958439998e-07,2.6283542883999965e-08,0.0,-5.38819e-05,2.90325914761e-09,0.0,0.8782780126224193,0.11694759156344439,1
72,-0.035908763563033824,-0.06695511868486445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.033034174912005804,0.01065601483383356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0480698872753609,0.07281238705229003,0.0,0.0,-0.0003926385031721741,0.00020476650892327334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4939608912708167,-1.1547741910114655,0.0535625866,0.0419098264,0.0243290173,0.0033069244,-0.0181829253,0.0103431,8.29999999999928e-06,0.0001069797176099,6.888999999998804e-11,0.107493,0.00199,3.9601000000000224e-06,0.011554745049,0.0602685,-0.0272612,0.00363229209225,0.00074317302544,-0.000387809,-0.0004035835,1.6287964147225005e-07,1.5039582048100002e-07,-0.0008090189999999,0.000136543,6.545117423609998e-07,1.864399084900001e-08,0.0,0.0,0.0,0.0,0.9463626189242565,0.08400863594210212,1
73,-0.07338366136372018,-0.04657066192167966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026459009809050485,0.009057297282876891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0892451235098795,0.04622726435799015,0.0,0.0,-0.00023511307319991153,0.00012447169726321155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.152761332895348,-0.8195199292788479,0.0534507485,0.0414945464,0.0235080105,0.0021050944,-0.0196037516,0.00631911,-0.0040239899999999,3.993115119210001e-05,1.6192495520099992e-05,0.0801583999999999,-0.0273346,0.00074718035716,0.0064253690905599,0.0692665,0.0089979999999999,0.0047978480222499,8.096400399999998e-05,-0.000540562,-0.0001527529999999,2.3333479008999975e-08,2.92207275844e-07,-0.0007839309999999,2.508800000000015e-05,6.145478127609996e-07,6.294077440000075e-10,5.293960000000001e-23,5.293960000000001e-23,2.80260124816e-45,2.80260124816e-45,0.9933869317524905,0.0531519695754615,1
74,-0.09849952653042872,-0.029879361548324025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020926884617398885,0.007556425273411638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1079077944748543,0.006134700557930668,0.0,0.0,-0.00012311842637470762,6.605339597704132e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.584069291165314,-0.4754424110301599,0.0533374546999999,0.0410747463,0.022681242,0.0009023471,-0.0210112316,0.00667022,0.00035111,4.44918348484e-05,1.2327823209999996e-07,0.0812981,0.0011397,1.2989160900000484e-06,0.00660938106361,0.0761332,0.0068667,0.00579626414224,4.7151568890000045e-05,-0.000567356,-2.6794000000000008e-05,7.179184360000008e-10,3.218928307360001e-07,-0.000826262,-4.233100000000027e-05,6.82708892644e-07,1.7919135610000231e-09,1.5881899999999996e-22,1.0587939999999996e-22,1.1210447344359994e-44,2.5223474760999986e-44,1.0162657391103602,0.012275325237478294,1
75,-0.11359947273671409,-0.016479512725007788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016354206532498,0.006197710856049209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0916156802517327,-0.05304330538789597,0.0,0.0,-4.408928476867381e-05,2.3930998504764134e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.7688460802062345,-0.09956670118360168,0.0532227084,0.0406504716999999,0.0218489144,-0.0003007933,-0.0224044071,0.0103186,0.00364838,0.00010647350596,1.3310676624400004e-05,0.111726,0.0304278999999999,0.0009258570984099,0.012482699076,0.0841834999999999,0.0080502999999999,0.0070868616722499,6.480733008999972e-05,-0.0005127999999999,5.455600000000009e-05,2.97635713600001e-09,2.629638399999999e-07,-0.00085899,-3.272799999999999e-05,7.378638201e-07,1.0711219839999992e-09,-5.293960000000001e-23,-2.1175859999999995e-22,4.484170467395998e-44,2.80260124816e-45,1.005282006502346,-0.04365566841302551,1
76,-0.12073895154770801,-0.005938531142400047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01263574282449639,0.005003985793289142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.709680229822483e-06,4.5367994869012565e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0311314492906365,-0.11972420018230931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.6977541829394065,0.2700532891385726,0.0531065125999999,0.0402217689,0.0210112316,-0.0015038026999999,-0.0237823296,0.0103221,3.5000000000000317e-06,0.00010654574841,1.2250000000000216e-11,0.120668,0.008942,7.99593640000001e-05,0.014560766224,0.0643421,-0.0198413999999999,0.00413990583241,0.0003936811539599,-0.000603981,-9.118100000000007e-05,8.313974761000013e-09,3.64793048361e-07,-0.0008178889999999,4.110100000000009e-05,6.689424163209998e-07,1.6892922010000075e-09,0.0,5.293960000000001e-23,2.80260124816e-45,0.0,0.9533081648705156,-0.10482761510238357,1
77,-0.12169439610332873,0.002139871471478973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009657244928630319,0.003981630248103031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011188283542018403,0.004347284854637761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9280043095812195,-0.17687600294995992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.4169023249772215,0.5028332828499462,0.0529888705,0.0397886846,0.020168399,-0.0027061567999999,-0.025144061,0.0103067,-1.5400000000000486e-05,0.00010622806489,2.3716000000001493e-10,0.111698,-0.00897,8.04609000000001e-05,0.012476443204,0.0442988,-0.0200432999999999,0.00196238368144,0.0004017338748899,-0.00065866,-5.467900000000008e-05,2.989793041000009e-09,4.338329956000001e-07,-0.0007720169999999,4.587200000000019e-05,5.960102482889997e-07,2.104240384000017e-09,0.0,0.0,0.0,0.0,0.8633476253437448,-0.1529559585916509,1
78,-0.11799507912880751,0.00810146600998318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007282072613236733,0.00311283780371804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011607991122323908,0.027067574017223567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7936146153258871,-0.2129960864321136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.1287348222786004,0.3116439845273078,0.0528697853,0.039351266,0.0193206232,-0.0039073318,-0.0264886742,0.0104505,0.0001437999999999,0.00010921295025,2.067843999999985e-08,0.0943994,-0.0172986,0.00029924156196,0.0089112467203599,0.0526736,0.0083747999999999,0.00277450813696,7.013727503999991e-05,-0.0008639799999999,-0.0002053199999999,4.2156302399999895e-08,7.464614403999995e-07,-0.000800536,-2.851900000000029e-05,6.40857887296e-07,8.133333610000163e-10,0.000100351,0.000100351,1.0070323201e-08,1.0070323201e-08,0.7532881827802117,-0.1656115389145973,1
79,-0.11095401121276434,0.012251266971169723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005413258123285579,0.0023900988382607354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04671350695337071,0.07234218719978508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6438017499861073,-0.22522264536190165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.173312180035578,-0.38291293183466707,0.0527492603,0.0389095607,0.0184681119,-0.0051068043,-0.0278152538,0.0103029,-0.0001475999999999,0.0001061497484099,2.178575999999984e-08,0.0945191,0.0001197,1.4328090000003411e-08,0.00893386026481,0.0631515,0.0104778999999999,0.00398811195225,0.0001097863884099,-0.000425848,0.0004381319999999,1.919596494239998e-07,1.8134651910400005e-07,-0.0007616819999999,3.8854000000000174e-05,5.801594691239998e-07,1.509633316000013e-09,0.0,-0.000100351,1.0070323201e-08,0.0,0.6509616027536136,-0.13675047381755712,1
80,-0.10168944460613334,0.01486850688854105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003977130989658072,0.001809053926739949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11748958991767909,0.12735063613973155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4936574589678636,-0.21717372639785817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.811965079509707,-1.3394365157755093,0.0526272988,0.0384636168,0.0176110741,-0.0063040516,-0.0291228966999999,0.0102812,-2.1699999999999497e-05,0.00010570307344,4.708899999999782e-10,0.128661,0.0341418999999999,0.0011656693356099,0.016553652921,0.0762742,0.0131227,0.00581775358564,0.00017220525529,-0.000239027,0.000186821,3.4902086041000026e-08,5.7133906729e-08,-0.000770953,-9.271000000000147e-06,5.94368528209e-07,8.595144100000276e-11,0.0,0.0,0.0,0.0,0.5797312503789515,-0.08112014305292775,1
81,-0.09113756710210617,0.016217353414973604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002885927810149922,0.001349115539433191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22369369912482437,0.17465407574483865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35451150805825565,-0.19536774470571275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.092412503582826,-2.224951365753915,0.052503904,0.038013483,0.0167497199,-0.0074985521999999,-0.0304107125,0.0103813,0.0001000999999999,0.00010777138969,1.0020009999999761e-08,0.128584,-7.699999999999374e-05,5.928999999999036e-09,0.016533845056,0.0533457,-0.0229285,0.00284576370849,0.00052571611225,-0.000342734,-0.000103707,1.0755141849000006e-08,1.1746659475600009e-07,-0.0007874219999999,-1.646899999999975e-05,6.200334060839997e-07,2.712279609999918e-10,8.56675e-05,8.56675e-05,7.338920556249999e-09,7.338920556249999e-09,0.5494874219777046,-0.02008956506474184,1
82,-0.08006064643888754,0.016550588372318365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002065635510999248,0.0009902127547341461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3551883464530417,0.20281332015399142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23312276128037898,-0.16640203501613587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.8700464844871565,-2.81188315193833,0.0523790793,0.0375592082,0.0158842603,-0.0086897854,-0.0316778247,0.0132393,0.002858,0.00017527906449,8.168164000000007e-06,0.111286,-0.017298,0.000299220804,0.012384573796,0.0512348,-0.0021108999999999,0.00262500473104,4.455898809999967e-06,-0.00065866,-0.000315926,9.9809237476e-08,4.338329956000001e-07,-0.000782736,4.685999999999731e-06,6.12675645696e-07,2.1958595999997478e-11,8.09646e-05,-4.702900000000005e-06,2.2117268410000048e-11,6.555266453159999e-09,0.5572355017341027,0.030294739730167608,1
83,-0.06905513148001591,0.016107329261254837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00145522180893901,0.0007138406401684905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49745864169590037,0.2090782514039227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13227124938338372,-0.13546383137690188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.90711912312023,-3.030635591043895,0.0522528282,0.0371008419,0.0150149076,-0.0098772321999999,-0.0329233704,0.0103156,-0.0029237,0.00010641160336,8.548021689999997e-06,0.107515,-0.0037709999999999,1.4220440999999975e-05,0.011559475225,0.0626299,0.0113950999999999,0.00392250437401,0.0001298483040099,-0.00065866,0.0,0.0,4.338329956000001e-07,-0.0007629739999999,1.97620000000001e-05,5.821293246759999e-07,3.90536644000004e-10,0.0,-8.09646e-05,6.555266453159999e-09,0.0,0.5925606511690953,0.06300479604100279,1
84,-0.05856277024660474,0.015107439640291783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010053428889730336,0.0005036335979951079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6367622351968465,0.19702987747722028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051916392710901885,-0.10592890164138438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.967534680295259,-2.9295995892003828,0.052125154,0.036638434,0.0141418747,-0.0110603754,-0.0341465018,0.0103213,5.699999999997374e-06,0.0001065292336899,3.2489999999970056e-11,0.125156,0.0176409999999999,0.0003112048809999,0.0156640243359999,0.0758558999999999,0.0132259999999999,0.0057541175648099,0.0001749270759999,-0.000337004,0.0003216559999999,1.0346258233600003e-07,1.13571696016e-07,-0.000782742,-1.976800000000009e-05,6.126850385640001e-07,3.907738240000034e-10,0.0,0.0,0.0,0.0,0.6432513789109048,0.07826227754839679,1
