,Q01,Q01_derivative,Q02,Q02_derivative,Q03,Q03_derivative,Q04,Q04_derivative,Q05,Q05_derivative,Q06,Q06_derivative,Q07,Q07_derivative,Q08,Q08_derivative,Q09,Q09_derivative,Q10,Q10_derivative,Q11,Q11_derivative,Q12,Q12_derivative,Q13,Q13_derivative,Q14,Q14_derivative,Q15,Q15_derivative,Q16,Q16_derivative,Q17,Q17_derivative,Q18,Q18_derivative,Q19,Q19_derivative,Q20,Q20_derivative,Q21,Q21_derivative,Q22,Q22_derivative,Q23,Q23_derivative,Q24,Q24_derivative,Q25,Q25_derivative,Q26,Q26_derivative,Q27,Q27_derivative,Q28,Q28_derivative,Q29,Q29_derivative,Q30,Q30_derivative,Q31,Q31_derivative,Q32,Q32_derivative,Q33,Q33_derivative,Q34,Q34_derivative,Q35,Q35_derivative,Q36,Q36_derivative,Q37,Q37_derivative,Q38,Q38_derivative,Q39,Q39_derivative,Q40,Q40_derivative,num_possible_responses,num_possible_responses_derivative,num_characters,num_characters_derivative,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_derivative1_power2,trans_x_power2,trans_y,trans_y_derivative1,trans_y_derivative1_power2,trans_y_power2,trans_z,trans_z_derivative1,trans_z_power2,trans_z_derivative1_power2,rot_x,rot_x_derivative1,rot_x_derivative1_power2,rot_x_power2,rot_y,rot_y_derivative1,rot_y_power2,rot_y_derivative1_power2,rot_z,rot_z_derivative1,rot_z_derivative1_power2,rot_z_power2,response_time,response_time_derivative,constant
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576388455999999,0.0576382569,0.0576372758,0.0576359023,0.0576341365,1.4319100000000003e-05,0.0,0.0,2.0503662481000003e-10,-0.0480301,0.0,0.0,0.00230689050601,0.0332293,0.0,0.00110418637849,0.0,-0.0007305489999999,0.0,0.0,5.337018414009999e-07,-0.000334599,0.0,1.1195649080100005e-07,0.0,-0.000172846,0.0,0.0,2.9875739716e-08,0.0,0.0,1
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6793014124996845e-31,4.6781713435154595e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7547380296873818e-31,1.754291859466192e-30,-8.223872232468199e-30,-8.222273242377769e-29,0.0576372758,0.0576319782,0.057623149,0.057610789,0.0575948989,2.38285e-05,9.5094e-06,9.042868836e-11,5.6779741225e-10,-0.00616532,0.04186478,0.0017526598044483,3.80111707024e-05,0.0167193,-0.01651,0.00027953499249,0.0002725801,-0.000246469,0.0004840799999999,2.3433344639999994e-07,6.074696796100002e-08,-0.000222376,0.000112223,4.945108537599999e-08,1.2594001729000012e-08,6.68249e-05,0.0002396709,5.744214030681e-08,4.465567260010001e-09,1.3636114221983313e-31,1.3634191264669266e-30,1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.485205807047502e-05,0.0005487201941426842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.556952177642812e-05,0.00020576553334302071,-0.0016670249205885984,-0.00964454209788405,0.0576341365,0.0576194213,0.0575948989,0.0575605733,0.0575164504999999,-0.00807758,-0.0081014084999999,6.563281968387223e-05,6.524729865639999e-05,-0.0104314,-0.0042660799999999,1.8199438566399983e-05,0.0001088141059599,0.00257886,-0.01414044,6.6505188996e-06,0.0001999520433936,-0.000418577,-0.0001721079999999,2.9621163663999973e-08,1.7520670492899998e-07,-0.000316339,-9.396300000000002e-05,1.00070362921e-07,8.829045369000004e-09,0.0,-6.68249e-05,4.465567260010001e-09,0.0,2.764116657636399e-05,0.000159932226232806,1
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033815189383661287,0.010531353621846129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001268069601887298,0.003949095774364808,-0.0594301953417847,-0.18511651430994747,0.0576294275,0.0576005878,0.0575525323,0.0574852772,0.0573988447,-0.0079457399999999,0.00013184,1.7381785600000295e-08,6.313478414759997e-05,-0.0410054,-0.030574,0.000934769476,0.00168144282916,0.0218774,0.01929854,0.00047862063076,0.0003724336461316,-0.000500735,-8.215800000000004e-05,6.749936964000006e-09,2.50735540225e-07,-0.000285562,3.0777000000000014e-05,8.1545655844e-08,9.472237290000003e-10,0.0,0.0,0.0,0.0,0.0009854201390871267,0.003069968406473351,1
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02184426890745686,0.042886287531538364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008191600840296326,0.016081312394237487,-0.3839130260485544,-0.753907215188417,0.057623149,0.0575754796,0.0574960598,0.0573849333,0.0572421615,-3.08386e-05,0.0079149013999999,6.264566417172194e-05,9.5101924996e-10,-0.0432724,-0.0022669999999999,5.13928899999996e-06,0.00187250060176,0.0328876999999999,0.0110102999999999,0.0010816008112899,0.0001212267060899,-0.000432924,6.781099999999998e-05,4.598331720999997e-09,1.87423189776e-07,-0.000269451,1.6111000000000022e-05,7.2603841401e-08,2.5956432100000066e-10,-0.000271194,-0.000271194,7.354618563600002e-08,7.354618563600002e-08,0.0063657140170989245,0.012504038047315603,1
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0704468052927721,0.09416941929475271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02641755198478954,0.03531016076953049,-1.23810260302047,-1.6556103317722135,0.0576153013,0.0575440995,0.057425495,0.0572595855,0.0570465076,-0.00457559,-0.0045447514,2.065476528780196e-05,2.09360238481e-05,-0.00140306,0.04186934,0.0017530416320355,1.9685773636000003e-06,0.0328787,-8.999999999995121e-06,0.0010810089136899,8.099999999991222e-11,-0.000222783,0.0002101409999999,4.4159239881e-08,4.9632265089e-08,-0.000206616,6.283499999999999e-05,4.2690171456e-08,3.948237224999999e-09,0.0,0.000271194,7.354618563600002e-08,0.0,0.02052914738469252,0.02746286502439505,1
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1560578220085881,0.1480057083572815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058521683253220526,0.055494671968240136,-2.742716221800936,-2.602491349197414,0.0576058845,0.0575064509,0.0573408553,0.0571092883,0.0568120162,-0.00531111,-0.0007355199999999,5.409896703999999e-07,2.82078894321e-05,-0.0132698999999999,-0.0118668399999999,0.0001408218915855,0.0001760902460099,0.0160059,-0.0168727999999999,0.00025618883481,0.0002846913798399,-0.00023049,-7.707000000000001e-06,5.939784899999999e-11,5.31256401e-08,-0.000188709,1.7906999999999976e-05,3.5611086681000005e-08,3.206606489999992e-10,8.79493e-05,8.79493e-05,7.735079370489999e-09,7.735079370489999e-09,0.04547735011167528,0.043176553411384135,1
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27395876349000126,0.1885340537403633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10273453630875047,0.07068715894548987,-4.814825268336773,-3.3157523824081983,0.0575948989,0.0574625379,0.0572421615,0.0569341072,0.056538847,-5.810639999999999e-06,0.00530529936,2.814620129921641e-05,3.3763537209599995e-11,-0.0335144,-0.0202445,0.00040983978025,0.0011232150073599,0.021177,0.0051711,0.000448465329,2.674027521000001e-05,-0.000416291,-0.0001858009999999,3.4522011601e-08,1.73298196681e-07,-6.80371e-05,0.0001206719,4.6290469764100014e-09,1.4561707449610001e-08,0.0,-8.79493e-05,7.735079370489999e-09,0.0,0.07983527158741711,0.055021583157828166,1
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4115491276802738,0.2078437284214903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15433092288010267,0.07792170210674378,-7.232975918980813,-3.656258163384786,0.0575823448,0.0574123653,0.0571294376999999,0.0567341187,0.0562271859,-3.28043e-05,-2.699366000000001e-05,7.286576801956e-10,1.07612209849e-09,-0.0502343,-0.0167199,0.00027955505601,0.0025234848964899,0.0328961,0.0117191,0.00108215339521,0.00013733730481,-0.000516065,-9.9774e-05,9.954851076000002e-09,2.66323084225e-07,-0.000100139,-3.2101899999999985e-05,1.0027819321e-08,1.0305319836099995e-09,0.0,0.0,0.0,0.0,0.1199309558904416,0.06068897217842798,1
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5541156443006342,0.20613487415986212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20779336661273773,0.07727405876415136,-9.738582448583646,-3.6274044645768306,0.0575682224,0.0573559384999999,0.0570027116,0.0565094097,0.0558772451,-0.00498153,-0.0049487257,2.448988605384049e-05,2.48156411409e-05,-0.0348943,0.01534,0.0002353156,0.00121761217249,0.0329069,1.0799999999998313e-05,0.00108286406761,1.1663999999996352e-10,-0.000418571,9.749400000000004e-05,9.50508003600001e-09,1.7520168204099996e-07,-5.96103e-05,4.05287e-05,3.5533878660899996e-09,1.6425755236899996e-09,6.617449999999998e-24,6.617449999999998e-24,4.379064450249998e-47,4.379064450249998e-47,0.16147675799826094,0.06023273606456468,1
