,Q01,Q01_derivative,Q02,Q02_derivative,Q03,Q03_derivative,Q04,Q04_derivative,Q05,Q05_derivative,Q06,Q06_derivative,Q07,Q07_derivative,Q08,Q08_derivative,Q09,Q09_derivative,Q10,Q10_derivative,Q11,Q11_derivative,Q12,Q12_derivative,Q13,Q13_derivative,Q14,Q14_derivative,Q15,Q15_derivative,Q16,Q16_derivative,Q17,Q17_derivative,Q18,Q18_derivative,Q19,Q19_derivative,Q20,Q20_derivative,Q21,Q21_derivative,Q22,Q22_derivative,Q23,Q23_derivative,Q24,Q24_derivative,Q25,Q25_derivative,Q26,Q26_derivative,Q27,Q27_derivative,Q28,Q28_derivative,Q29,Q29_derivative,Q30,Q30_derivative,Q31,Q31_derivative,Q32,Q32_derivative,Q33,Q33_derivative,Q34,Q34_derivative,Q35,Q35_derivative,Q36,Q36_derivative,Q37,Q37_derivative,Q38,Q38_derivative,Q39,Q39_derivative,Q40,Q40_derivative,num_possible_responses,num_possible_responses_derivative,num_characters,num_characters_derivative,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_power2,trans_x_derivative1_power2,trans_y,trans_y_derivative1,trans_y_derivative1_power2,trans_y_power2,trans_z,trans_z_derivative1,trans_z_power2,trans_z_derivative1_power2,rot_x,rot_x_derivative1,rot_x_derivative1_power2,rot_x_power2,rot_y,rot_y_derivative1,rot_y_power2,rot_y_derivative1_power2,rot_z,rot_z_derivative1,rot_z_derivative1_power2,rot_z_power2,response_time,response_time_derivative,constant
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576388455999999,0.0576382569,0.0576372758,0.0576359023,0.0576341365,0.148374,0.0,0.022014843876,0.0,-0.8232309999999999,0.0,0.0,0.6777092793609999,0.147289,0.0,0.021694049521,0.0,0.000833803,0.0,0.0,6.952274428090002e-07,-0.00424091,0.0,1.7985317628099998e-05,0.0,-0.000641557,0.0,0.0,4.11595384249e-07,0.0,0.0,1
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6793014124996845e-31,4.6781713435154595e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7547380296873818e-31,1.7542185214187665e-30,1.985193624252991e-29,1.984632269190568e-28,0.0576372758,0.0576319782,0.057623149,0.057610789,0.0575948989,0.1587369999999999,0.0103629999999999,0.0251974351689999,0.0001073917689999,-0.8667360000000001,-0.0435050000000001,0.001892685025,0.7512312936960001,0.142295,-0.0049939999999999,0.0202478670249999,2.4940035999999983e-05,0.000585107,-0.000248696,6.184970041600003e-08,3.42350201449e-07,-0.00443236,-0.00019145,1.96458151696e-05,3.665310250000005e-08,-0.000849915,-0.000208358,4.3413056164000035e-08,7.22355507225e-07,-4.635297981909057e-31,-4.633913468470633e-30,1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.485205807047502e-05,0.0005487201941426842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.556952177642812e-05,0.00020575066731042321,0.0040240985636399015,0.02327779360545361,0.0576341365,0.0576194213,0.0575948989,0.0575605733,0.0575164504999999,0.153357,-0.0053799999999999,0.023518369449,2.894439999999965e-05,-0.891272,-0.0245359999999998,0.0006020152959999,0.7943657779839999,0.143082,0.0007869999999999,0.020472458724,6.193689999999719e-07,0.000531138,-5.396899999999996e-05,2.9126529609999954e-09,2.82107575044e-07,-0.0045641999999999,-0.0001318399999999,2.0831921639999992e-05,1.7381785599999842e-08,-0.000947988,-9.807299999999995e-05,9.61831332899999e-09,8.986812481440001e-07,-9.396008390900448e-05,-0.0005435063823894464,1
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033815189383661287,0.010531353621846129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001268069601887298,0.003948565793552695,0.14346094096018294,0.44673347515587863,0.0576294275,0.0576005878,0.0575525323,0.0574852772,0.0573988447,0.166988,0.013631,0.027884992144,0.000185804161,-0.851775,0.039497,0.001560013009,0.7255206506249999,0.190779,0.047697,0.036396626841,0.002275003809,0.000236969,-0.000294169,8.6535400561e-08,5.615430696100001e-08,-0.00449258,7.161999999999879e-05,2.018327505640001e-05,5.1294243999998275e-09,-0.000954903,-6.915000000000024e-06,4.7817225000000346e-11,9.11839739409e-07,-0.003349719654503413,-0.010430402841434146,1
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02184426890745686,0.042886287531538364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008191600840296326,0.016077888772017237,0.9267431083988571,1.8190683079971293,0.057623149,0.0575754796,0.0574960598,0.0573849333,0.0572421615,0.167489,0.000501,0.028052565121,2.510010000000015e-07,-0.813926,0.0378489999999999,0.0014325468009999,0.6624755334760001,0.172366,-0.0184129999999999,0.029710037956,0.0003390385689999,-0.000111078,-0.000348047,1.2113671420899998e-07,1.2338322084e-08,-0.00449258,0.0,2.018327505640001e-05,0.0,-0.000990957,-3.605400000000021e-05,1.2998909160000146e-09,9.819957758490005e-07,-0.021638848763307857,-0.0424706172155336,1
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0704468052927721,0.09416941929475271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02641755198478954,0.035299119738632735,2.9887057145458567,3.9939042597169827,0.0576153013,0.0575440995,0.057425495,0.0572595855,0.0570465076,0.162165,-0.0053239999999999,0.026297487225,2.834497599999995e-05,-0.844115,-0.0301889999999999,0.0009113757209999,0.7125301332249999,0.145422,-0.026944,0.021147558084,0.000725979136,1.75236e-05,0.0001286016,1.6538371522559998e-08,3.0707655696e-10,-0.00482775,-0.0003351699999999,2.33071700625e-05,1.123389288999995e-07,-0.00113162,-0.0001406629999999,1.9786079568999962e-08,1.2805638244000002e-06,-0.06978433437376884,-0.09324395810053668,1
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1560578220085881,0.1480057083572815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058521683253220526,0.055470213240445855,6.620753098714349,6.276409980518587,0.0576058845,0.0575064509,0.0573408553,0.0571092883,0.0568120162,0.163063,0.000898,0.026589541969,8.064040000000178e-07,-0.8753999999999998,-0.0312849999999998,0.0009787512249999,0.7663251599999997,0.132659,-0.0127629999999999,0.017598410281,0.0001628941689999,-0.000119351,-0.0001368745999999,1.873465612516e-08,1.4244661201e-08,-0.00488064,-5.289000000000075e-05,2.382064680960001e-05,2.7973521000000793e-09,-0.0012484,-0.00011678,1.3637568400000032e-08,1.5585025600000006e-06,-0.15459027825931485,-0.1465254823503827,1
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27395876349000126,0.1885340537403633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10273453630875047,0.0706442217653036,11.622700541063303,7.993760871919507,0.0575948989,0.0574625379,0.0572421615,0.0569341072,0.056538847,0.166879,0.0038159999999999,0.027848600641,1.4561855999999892e-05,-0.8921819999999999,-0.016782,0.000281635524,0.7959887211239999,0.130228,-0.002431,0.016959331984,5.909761000000215e-06,-0.000146211,-2.686000000000001e-05,7.214596000000005e-10,2.1377656521000004e-08,-0.00528234,-0.0004016999999999,2.79031158756e-05,1.6136288999999972e-07,-0.00115926,8.914000000000014e-05,7.945939600000024e-09,1.3438837476000002e-06,-0.2713824974256431,-0.1866059172907926,1
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4115491276802738,0.2078437284214903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15433092288010267,0.0778572005780261,17.459971741835616,8.810564944427785,0.0575823448,0.0574123653,0.0571294376999999,0.0567341187,0.0562271859,0.17288,0.006001,0.0298874944,3.601200100000008e-05,-0.902371,-0.010189,0.000103815721,0.8142734216409998,0.161371,0.031143,0.026040599641,0.000969886449,4.98309e-05,0.0001960419,3.843242655561001e-08,2.48311859481e-09,-0.00481999,0.00046235,2.32323036001e-05,2.1376752250000027e-07,-0.00145254,-0.0002932799999999,8.601315839999996e-08,2.1098724516e-06,-0.4076789829988185,-0.20565606504799605,1
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5541156443006342,0.20613487415986212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20779336661273773,0.07718721298137633,23.508356209454398,8.735570806097567,0.0575682224,0.0573559384999999,0.0570027116,0.0565094097,0.0558772451,0.168944,-0.0039359999999999,0.028542075136,1.5492095999999962e-05,-0.8303459999999999,0.072025,0.005187600625,0.6894744797159998,0.18675,0.0253789999999999,0.0348755625,0.0006440936409999,9.65192e-05,4.66883e-05,2.17979735689e-09,9.31595596864e-09,-0.00477209,4.790000000000002e-05,2.27728429681e-05,2.2944100000000022e-09,-0.00123777,0.00021477,4.6126152899999996e-08,1.5320745729e-06,-0.5489048260301909,-0.20388252000137302,1
