,Q01,Q01_derivative,Q02,Q02_derivative,Q03,Q03_derivative,Q04,Q04_derivative,Q05,Q05_derivative,Q06,Q06_derivative,Q07,Q07_derivative,Q08,Q08_derivative,Q09,Q09_derivative,Q10,Q10_derivative,Q11,Q11_derivative,Q12,Q12_derivative,Q13,Q13_derivative,Q14,Q14_derivative,Q15,Q15_derivative,Q16,Q16_derivative,Q17,Q17_derivative,Q18,Q18_derivative,Q19,Q19_derivative,Q20,Q20_derivative,Q21,Q21_derivative,Q22,Q22_derivative,Q23,Q23_derivative,Q24,Q24_derivative,Q25,Q25_derivative,Q26,Q26_derivative,Q27,Q27_derivative,Q28,Q28_derivative,Q29,Q29_derivative,Q30,Q30_derivative,Q31,Q31_derivative,Q33,Q33_derivative,Q34,Q34_derivative,Q35,Q35_derivative,Q36,Q36_derivative,Q37,Q37_derivative,Q38,Q38_derivative,Q40,Q40_derivative,num_possible_responses,num_possible_responses_derivative,num_characters,num_characters_derivative,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_power2,trans_x_derivative1_power2,trans_y,trans_y_derivative1,trans_y_derivative1_power2,trans_y_power2,trans_z,trans_z_derivative1,trans_z_derivative1_power2,trans_z_power2,rot_x,rot_x_derivative1,rot_x_derivative1_power2,rot_x_power2,rot_y,rot_y_derivative1,rot_y_power2,rot_y_derivative1_power2,rot_z,rot_z_derivative1,rot_z_power2,rot_z_derivative1_power2,response_time,response_time_derivative,constant
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6891715524351768,0.18849154048911346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25843933216319126,0.07057937127983743,-13.490533138918583,-3.684410096743274,0.0575525323,0.0572932637,0.0568620142,0.0562600783,0.0554892628,0.143021,-0.0032429999999999,0.020455006441,1.0517048999999792e-05,0.0265408,0.03621011,0.0013111720662121,0.00070441406464,0.547258,0.025513,0.000650913169,0.299491318564,0.00729681,0.00026242,6.88642564000001e-08,5.32434361761e-05,-0.000633294,-0.000514962,4.010612904360001e-07,2.651858614440001e-07,-0.00203851,0.00011728,4.155523020099999e-06,1.3754598399999996e-08,1.1247743601210058,0.30887384436707077,1
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8084109164097283,0.16147566981520864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30315409365364804,0.06043026038739827,-15.824643688720434,-3.154655387687215,0.0575352749,0.0572243478,0.05670738,0.0559862329999999,0.0550635032,0.1547359999999999,0.0117149999999999,0.0239432296959999,0.0001372412249999,0.0944528,0.067912,0.004612039744,0.00892133142784,0.573094,0.0258359999999999,0.0006674988959999,0.328436732836,0.00804637,0.00074956,5.61840193600001e-07,6.47440701769e-05,-0.000465278,0.000168016,2.1648361728400002e-07,2.8229376256000017e-08,-0.00220811,-0.0001696,4.8757497721e-06,2.876416000000008e-08,1.319381027853895,0.2649971805912273,1
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9077759977463885,0.1309021672623894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3404159991548957,0.0489500642660371,-17.769715155885557,-2.555413216170955,0.0575164504999999,0.0571491982,0.056538847,0.0556879932,0.0546002562,0.146438,-0.0082979999999999,0.021444087844,6.885680399999952e-05,0.0450532,-0.0493995999999999,0.00244032048016,0.00202979083024,0.513672,-0.0594219999999999,0.0035309740839999,0.263858923584,0.0073501599999999,-0.00069621,4.847083641000025e-07,5.402485202559999e-05,-1.81144e-05,0.0004471636,3.2813148736000003e-10,1.9995528516496008e-07,-0.00210134,0.0001067699999999,4.4156297956e-06,1.1399832899999993e-08,1.4815515286296452,0.21527837763970922,1
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9865261328026859,0.10089918933561029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36994729980100716,0.037686954403430235,-19.311249049612577,-1.9674979544639848,0.0574960598,0.0570678231,0.0563564562999999,0.0553654888999999,0.0540998371,0.147161,0.0007229999999999,0.021656359921,5.227289999999618e-07,0.014665,-0.0303882,0.00092344269924,0.000215062225,0.52082,0.0071479999999999,5.109390399999903e-05,0.2712534724,0.0074104699999999,6.031000000000005e-05,3.637296100000006e-09,5.491506562089998e-05,0.000129455,0.0001475694,1.6758597025000014e-08,2.177672781636001e-08,-0.00218215,-8.080999999999975e-05,4.7617786225e-06,6.530256099999957e-09,1.6100770495313823,0.16645352895277488,1
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.046035070680764,0.07383503255714755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3922631515052865,0.027528832782261245,-20.47613650857596,-1.4372584187816,0.0574741032,0.0569802314,0.0561602528,0.0550188604999999,0.0535625866,0.160449,0.013288,0.025743881601,0.000176570944,0.0107525,-0.0039124999999999,1.5307656249999994e-05,0.00011561625625,0.533399,0.012579,0.000158231241,0.284514493201,0.00727021,-0.0001402599999999,1.967286759999967e-08,5.28559534441e-05,-0.000953464,-0.001082919,9.09093599296e-07,1.1727135605609995e-06,-0.00194561,0.0002365399999999,3.7853982721e-06,5.595117159999997e-08,1.7071996415576856,0.12239033150050221,1
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0879479638694216,0.04746430858552602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40798048645103313,0.01763342822831326,-21.296581392743935,-0.9207284522822362,0.0574505814,0.0568864325999999,0.0559502845,0.0546482591,0.0529888705,0.151091,-0.009358,0.022828490281,8.75721640000001e-05,0.0775577,0.0668052,0.0044629347470399,0.0060151968292899,0.562606,0.029207,0.000853048849,0.316525511236,0.0078967399999999,0.0006265299999999,3.925398408999969e-07,6.235850262759997e-05,-0.000218241,0.0007352229999999,4.762913408099999e-08,5.405528597289999e-07,-0.00229573,-0.00035012,5.270376232900002e-06,1.2258401440000017e-07,1.7756043043016936,0.07942712751157602,1
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10774170163506,0.008155403116015484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4154031381131475,0.002889574218042936,-21.684043809506303,-0.15110406694879341,0.057425495,0.0567864369,0.0557266029,0.0542538461,0.0523790793,0.1447119999999999,-0.006379,0.0209415629439999,4.06916410000003e-05,0.0832363999999999,0.0056786999999999,3.224763368999994e-05,0.0069282982849599,0.528323,-0.034283,0.001175324089,0.279125192329,0.0078160399999999,-8.069999999999952e-05,6.5124899999999244e-09,6.109048128159998e-05,-6.36037e-05,0.0001546373,4.045430653690001e-09,2.391269455129e-08,-0.00229573,0.0,5.270376232900002e-06,0.0,1.807909016606026,0.015308047219275115,1
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0931019878845059,-0.05038767899370396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40991324545668967,-0.01906185203867132,-21.3974714128392,0.9947639293603193,0.0573988447,0.0566802553,0.0554892628,0.0538357935,0.0517336283,0.148675,0.003963,0.022104255625,1.5705369000000175e-05,0.0308339,-0.0524024999999999,0.0027460220062499,0.00095072938921,0.512224,-0.0160989999999999,0.0002591778009999,0.262373426176,0.00734253,-0.0004735099999999,2.2421172009999826e-07,5.39127468009e-05,0.000195413,0.0002590166999999,3.8186240569e-08,6.708965087889e-08,-0.0021151,0.00018063,4.47364801e-06,3.262719690000006e-08,1.7840160183997729,-0.08026460680932163,1
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.034454958908191,-0.11710534221035908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38792060959057156,-0.04407204417886459,-20.24945582062784,2.300310163268477,0.0573706312,0.0565678992999999,0.0552383224,0.0533942834,0.0510529568,0.1506549999999999,0.0019799999999999,0.022696929025,3.920399999999929e-06,0.0136608,-0.0171731,0.00029491536361,0.00018661745664,0.527879,0.0156549999999999,0.0002450790249999,0.278656238641,0.0072790499999999,-6.348000000000117e-05,4.029710400000149e-09,5.298456890249999e-05,4.32727e-05,-0.0001521402999999,1.8725265652900007e-09,2.314667088409e-08,-0.00229573,-0.00018063,5.270376232900002e-06,3.262719690000006e-08,1.6883001197142464,-0.18925809732115448,1
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9328829552197928,-0.17492349493171327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34983110820742225,-0.06573838268521072,-18.261183848427446,3.4313176338306044,0.0573408553,0.0564493811,0.0549738430999999,0.0529295080999999,0.0503375282,0.1500229999999999,-0.000632,0.0225069005289999,3.994240000000271e-07,0.0533156,0.0396548,0.0015725031630399,0.00284255320336,0.566501,0.038622,0.001491658884,0.320923383001,0.0079767599999999,0.0006977099999999,4.867992440999984e-07,6.362870009759996e-05,1.646e-05,-2.68127e-05,2.7093160000000006e-10,7.189208812900001e-10,-0.00229573,0.0,5.270376232900002e-06,0.0,1.5225277731176095,-0.2838044055358642,1
