,Q01,Q01_derivative,Q02,Q02_derivative,Q03,Q03_derivative,Q04,Q04_derivative,Q05,Q05_derivative,Q06,Q06_derivative,Q07,Q07_derivative,Q08,Q08_derivative,Q09,Q09_derivative,Q10,Q10_derivative,Q11,Q11_derivative,Q12,Q12_derivative,Q13,Q13_derivative,Q14,Q14_derivative,Q15,Q15_derivative,Q16,Q16_derivative,Q17,Q17_derivative,Q18,Q18_derivative,Q19,Q19_derivative,Q20,Q20_derivative,Q21,Q21_derivative,Q22,Q22_derivative,Q23,Q23_derivative,Q24,Q24_derivative,Q25,Q25_derivative,Q26,Q26_derivative,Q27,Q27_derivative,Q28,Q28_derivative,Q29,Q29_derivative,Q30,Q30_derivative,Q31,Q31_derivative,Q32,Q32_derivative,Q33,Q33_derivative,Q34,Q34_derivative,Q35,Q35_derivative,Q36,Q36_derivative,Q37,Q37_derivative,Q38,Q38_derivative,Q39,Q39_derivative,Q40,Q40_derivative,num_possible_responses,num_possible_responses_derivative,num_characters,num_characters_derivative,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_power2,trans_x_derivative1_power2,trans_y,trans_y_derivative1,trans_y_derivative1_power2,trans_y_power2,trans_z,trans_z_derivative1,trans_z_power2,trans_z_derivative1_power2,rot_x,rot_x_derivative1,rot_x_derivative1_power2,rot_x_power2,rot_y,rot_y_derivative1,rot_y_power2,rot_y_derivative1_power2,rot_z,rot_z_derivative1,rot_z_derivative1_power2,rot_z_power2,response_time,response_time_derivative,constant
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576388455999999,0.0576382569,0.0576372758,0.0576359023,0.0576341365,-0.0001323839999999,0.0,1.7525523455999996e-08,0.0,0.0236415,0.0,0.0,0.0005589205222499,0.00824892,0.0,6.804468116639999e-05,0.0,0.00187141,0.0,0.0,3.5021753881e-06,7.7253e-05,0.0,5.9680260090000014e-09,0.0,-0.000181762,0.0,0.0,3.3037424644e-08,0.0,0.0,1
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6793014124996845e-31,4.6781713435154595e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7547380296873818e-31,1.7542272732632945e-30,-9.159732514968135e-30,-9.15743202325673e-29,0.0576372758,0.0576319782,0.057623149,0.057610789,0.0575948989,-3.85767e-07,0.000131998233,1.4881617828900002e-13,1.7423533515122287e-08,0.0016712,-0.0219703,0.0004826940820899,2.7929094400000003e-06,0.0122747,0.00402578,0.00015066826009,1.6206904608400012e-05,0.00172108,-0.0001503299999999,2.2599108899999983e-08,2.9621163664e-06,-0.000135869,-0.000213122,1.8460385161e-08,4.5420986884e-08,-7.571779999999998e-05,0.0001060442,1.1245372353640004e-08,5.7331852368399984e-09,-4.683665760932505e-31,-4.683387231434828e-30,1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.485205807047502e-05,0.0005487201941426842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.556952177642812e-05,0.00020575244135828249,-0.0018567290367295483,-0.010741018645742605,0.0576341365,0.0576194213,0.0575948989,0.0575605733,0.0575164504999999,0.00234462,0.002345005767,5.4972429444e-06,5.4990520472632585e-06,-0.0138937,-0.0155649,0.00024226611201,0.00019303489969,0.0136806,0.0014059,0.00018715881636,1.97655481e-06,0.00150615,-0.00021493,4.6194904900000055e-08,2.2684878225e-06,-0.000274995,-0.000139126,7.5622250025e-08,1.9356043876e-08,0.0,7.571779999999998e-05,5.7331852368399984e-09,0.0,-9.494052585540628e-05,-0.0005494048067188432,1
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033815189383661287,0.010531353621846129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001268069601887298,0.003948629039164395,-0.06619323321851694,-0.2061448602047862,0.0576294275,0.0576005878,0.0575525323,0.0574852772,0.0573988447,-6.77926e-05,-0.0024124126,4.595836614760001e-09,5.819734552638759e-06,0.00971122,0.02360492,0.0005571922482064,9.43077938884e-05,0.0284406,0.01476,0.00080886772836,0.0002178576,0.00175522,0.00024907,6.203586490000007e-08,3.0807972484000007e-06,-0.0,0.000274995,0.0,7.5622250025e-08,-0.000260032,-0.000260032,6.7616641024e-08,6.7616641024e-08,-0.0033846728550682636,-0.010547337440908298,1
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02184426890745686,0.042886287531538364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008191600840296326,0.01607829733224546,-0.4276015638634681,-0.8394578194277125,0.057623149,0.0575754796,0.0574960598,0.0573849333,0.0572421615,-0.000127202,-5.94094e-05,1.6180348804000006e-08,3.52947680836e-09,0.0343486,0.02463738,0.0006070004932644,0.00117982632196,0.0225376,-0.005903,0.0005079434137599,3.4845409000000015e-05,0.00117062,-0.0005846,3.417571600000001e-07,1.3703511844e-06,-0.0,0.0,0.0,0.0,-0.00048789,-0.000227858,5.1919268164e-08,2.380366521e-07,-0.021864642889034048,-0.042966088656578506,1
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0704468052927721,0.09416941929475271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02641755198478954,0.0353004373273774,-1.3789962136060143,-1.8432333242297276,0.0576153013,0.0575440995,0.057425495,0.0572595855,0.0570465076,-0.005062,-0.004934798,2.5623844e-05,2.4352231300804e-05,0.0334035,-0.0009450999999999,8.93214009999995e-07,0.00111579381225,0.034934,0.0123964,0.001220384356,0.00015367073296,0.00188665,0.0007160299999999,5.126989608999998e-07,3.5594482225e-06,-0.000142705,-0.000142705,2.0364717025e-08,2.0364717025e-08,-0.0001638709999999,0.000324019,1.0498831236100002e-07,2.6853704641e-08,-0.07051251048617029,-0.09438560819699103,1
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1560578220085881,0.1480057083572815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058521683253220526,0.055473132038948374,-3.054831865818112,-2.89691698231558,0.0576058845,0.0575064509,0.0573408553,0.0571092883,0.0568120162,-0.0046128,0.0004491999999999,2.1277923840000007e-05,2.017806399999995e-07,-0.0157436,-0.0491471,0.00241543743841,0.00024786094096,0.00824275,-0.02669125,6.79429275625e-05,0.0007124228265625,0.00118868,-0.00069797,4.871621209e-07,1.4129601423999996e-06,-0.0,0.000142705,0.0,2.0364717025e-08,0.000119664,0.000283535,8.039209622499998e-08,1.4319472896e-08,-0.15620337593873096,-0.1484280977575687,1
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27395876349000126,0.1885340537403633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10273453630875047,0.07064934570217735,-5.362742795316775,-3.6900366543359233,0.0575948989,0.0574625379,0.0572421615,0.0569341072,0.056538847,-0.00665152,-0.00203872,4.42427183104e-05,4.1563792384e-06,0.00140214,0.01714574,0.0002939764001476,1.9659965796000003e-06,0.0305118,0.02226905,0.00093096993924,0.0004959105879024,0.00162322,0.00043454,1.8882501160000017e-07,2.6348431684000004e-06,-0.000179187,-0.000179187,3.2107980969e-08,3.2107980969e-08,-8.229069999999998e-05,-0.0002019547,4.078570085209e-08,6.7717593064899974e-09,-0.2742142827213338,-0.1892090653745997,1
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4115491276802738,0.2078437284214903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15433092288010267,0.07786489791073345,-8.05607417434136,-4.067763658392167,0.0575823448,0.0574123653,0.0571294376999999,0.0567341187,0.0562271859,-1.3584400000000003e-05,0.0066379356,1.8453592336000011e-10,4.4062189029747366e-05,0.0355229,0.03412076,0.0011642262629776,0.00126187642441,0.046064,0.0155522,0.002121892096,0.00024187092484,0.00164844,2.5219999999999843e-05,6.36048399999992e-10,2.7173544336e-06,1.28363e-23,0.000179187,1.6477059768999996e-46,3.2107980969e-08,-0.000151669,-6.937830000000002e-05,4.813348510890001e-09,2.3003485561000006e-08,-0.41193297638589943,-0.2087874469694185,1
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5541156443006342,0.20613487415986212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20779336661273773,0.07719757678046048,-10.846813737184913,-4.034043559540452,0.0575682224,0.0573559384999999,0.0570027116,0.0565094097,0.0558772451,-6.568689999999999e-05,-5.2102499999999984e-05,4.314768831609998e-09,2.7146705062499987e-09,0.0302689,-0.005254,2.760451600000001e-05,0.00091620630721,0.0244125,-0.0216514999999999,0.00059597015625,0.00046878745225,0.00149037,-0.0001580699999999,2.4986124899999985e-08,2.2212027369e-06,0.00017482,0.00017482,3.05620324e-08,3.05620324e-08,-2.91514e-05,0.0001225176,1.5010562309760002e-08,8.4980412196e-10,-0.5546324636996459,-0.20733676261442177,1
