,Q01,Q01_derivative,Q02,Q02_derivative,Q03,Q03_derivative,Q04,Q04_derivative,Q05,Q05_derivative,Q06,Q06_derivative,Q07,Q07_derivative,Q08,Q08_derivative,Q09,Q09_derivative,Q10,Q10_derivative,Q11,Q11_derivative,Q12,Q12_derivative,Q13,Q13_derivative,Q14,Q14_derivative,Q15,Q15_derivative,Q16,Q16_derivative,Q17,Q17_derivative,Q18,Q18_derivative,Q19,Q19_derivative,Q20,Q20_derivative,Q21,Q21_derivative,Q22,Q22_derivative,Q23,Q23_derivative,Q24,Q24_derivative,Q25,Q25_derivative,Q26,Q26_derivative,Q27,Q27_derivative,Q28,Q28_derivative,Q29,Q29_derivative,Q30,Q30_derivative,Q31,Q31_derivative,Q32,Q32_derivative,Q33,Q33_derivative,Q34,Q34_derivative,Q35,Q35_derivative,Q36,Q36_derivative,Q37,Q37_derivative,Q38,Q38_derivative,Q39,Q39_derivative,Q40,Q40_derivative,num_possible_responses,num_possible_responses_derivative,num_characters,num_characters_derivative,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_derivative1_power2,trans_x_power2,trans_y,trans_y_derivative1,trans_y_power2,trans_y_derivative1_power2,trans_z,trans_z_derivative1,trans_z_derivative1_power2,trans_z_power2,rot_x,rot_x_derivative1,rot_x_power2,rot_x_derivative1_power2,rot_y,rot_y_derivative1,rot_y_power2,rot_y_derivative1_power2,rot_z,rot_z_derivative1,rot_z_derivative1_power2,rot_z_power2,response_time,response_time_derivative,constant
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576388455999999,0.0576382569,0.0576372758,0.0576359023,0.0576341365,-0.034643,0.0,0.0,0.001200137449,0.0100405,0.0,0.00010081164025,0.0,0.0450436,0.0,0.0,0.00202892590096,0.000280432,0.0,7.8642106624e-08,0.0,0.000253968,0.0,6.449974502400002e-08,0.0,0.000911394,0.0,0.0,8.306390232359998e-07,0.0,0.0,1
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6793014124996845e-31,4.6781713435154595e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7547380296873818e-31,1.754291859491015e-30,-8.223872232468199e-30,-8.222273940362603e-29,0.0576372758,0.0576319782,0.057623149,0.057610789,0.0575948989,-0.0385996,-0.0039565999999999,1.5654683559999978e-05,0.00148992912016,-0.0560483,-0.0660888,0.00314141193289,0.00436772948544,0.0004908,-0.0445528,0.00198495198784,2.4088464e-07,0.000115574,-0.000164858,1.3357349476e-08,2.7178160164e-08,0.000323135,6.916700000000002e-05,1.04416228225e-07,4.784073889000003e-09,0.000880707,-3.0686999999999945e-05,9.416919689999967e-10,7.75644819849e-07,2.2888397919696877e-30,2.2882909827756594e-29,1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.485205807047502e-05,0.0005487201941426842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.556952177642812e-05,0.00020576553334805242,-0.0016670249205885984,-0.009644543512738368,0.0576341365,0.0576194213,0.0575948989,0.0575605733,0.0575164504999999,-0.0386078,-8.200000000006813e-06,6.724000000011173e-11,0.00149056222084,-0.0443349,0.0117134,0.00196558335801,0.00013720373956,0.0239316,0.0234408,0.0005494711046399,0.0005727214785599,0.000272013,0.0001564389999999,7.3991072169e-08,2.4473160720999992e-08,0.000392857,6.972199999999998e-05,1.5433662244899998e-07,4.861157283999997e-09,0.000956434,7.572699999999992e-05,5.7345785289999905e-09,9.14765996356e-07,0.0004639606337005489,0.002684025359774414,1
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033815189383661287,0.010531353621846129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001268069601887298,0.003949095774544191,-0.0594301953417847,-0.18511656475014626,0.0576294275,0.0576005878,0.0575525323,0.0574852772,0.0573988447,-0.0383673,0.0002405,5.7840250000002224e-08,0.00147204970929,0.0243224,0.0686573,0.00059157914176,0.00471382484329,0.0718303,0.0478986999999999,0.00229428546169,0.00515959199809,0.000374502,0.000102489,1.4025174800399994e-07,1.0503995120999998e-08,0.000242406,-0.000150451,5.8760668836e-08,2.2635503401e-08,0.000865043,-9.139099999999993e-05,8.352314880999984e-09,7.48299391849e-07,0.016540407255571314,0.05151349063129313,1
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02184426890745686,0.042886287531538364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008191600840296326,0.016081312395396282,-0.3839130260485544,-0.7539075410269784,0.057623149,0.0575754796,0.0574960598,0.0573849333,0.0572421615,-0.0347305,0.0036368,1.322631424000002e-05,0.00120620763025,0.070848,0.0465256,0.005019439104,0.00216463145536,0.0716324,-0.0001979,3.9164410000000335e-08,0.00513120072976,0.00027203,-0.000102472,7.400032089999999e-08,1.0500510783999998e-08,0.000285054,4.264800000000003e-05,8.125578291600001e-08,1.8188519040000022e-09,0.000808647,-5.6396000000000014e-05,3.180508816000001e-09,6.53909970609e-07,0.10684935099140047,0.2097764101094923,1
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0704468052927721,0.09416941929475271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02641755198478954,0.035310160773267554,-1.23810260302047,-1.6556113825872256,0.0576153013,0.0575440995,0.057425495,0.0572595855,0.0570465076,-0.0309209,0.0038095999999999,1.4513052159999972e-05,0.00095610205681,0.0184554,-0.0523926,0.00034060178916,0.00274498453476,0.0274977,-0.0441347,0.00194787174409,0.00075612350529,7.65204e-05,-0.0001955096,5.855371616159999e-09,3.822400369216e-08,0.000255789,-2.9265e-05,6.5428012521e-08,8.56440225e-10,0.0007744069999999,-3.424000000000016e-05,1.172377600000011e-09,5.997062016489998e-07,0.3445844517314442,0.46062751835079513,1
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1560578220085881,0.1480057083572815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058521683253220526,0.055494671976518695,-2.742716221800936,-2.6024936770233733,0.0576058845,0.0575064509,0.0573408553,0.0571092883,0.0568120162,-0.0347594,-0.0038385,1.4734082250000012e-05,0.00120821588836,-0.0524256,-0.070881,0.0027484435353599,0.005024116161,-0.0080855,-0.0355832,0.00126616412224,6.537531025000001e-05,5.08518e-05,-2.5668599999999997e-05,2.5859055632399998e-09,6.588770259599994e-10,0.00028672,3.0930999999999986e-05,8.220835840000001e-08,9.567267609999992e-10,0.0008750929999999,0.000100686,1.0137670596e-08,7.657877586489997e-07,0.7633433313511804,0.7239703019979817,1
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27395876349000126,0.1885340537403633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10273453630875047,0.07068715896002284,-4.814825268336773,-3.3157564688955863,0.0575948989,0.0574625379,0.0572421615,0.0569341072,0.056538847,-0.0385482,-0.0037887999999999,1.435500543999996e-05,0.00148596372324,-0.0826929999999999,-0.0302673999999999,0.0068381322489999,0.0009161155027599,0.00827109,0.01635659,0.0002675380364281,6.84109297881e-05,0.000278363,0.0002275112,7.7485959769e-08,5.176134612544e-08,0.000202993,-8.372700000000002e-05,4.1206158049e-08,7.010210529000004e-09,0.0008297349999999,-4.535800000000013e-05,2.0573481640000107e-09,6.884601702249996e-07,1.3400455836414225,0.9222211594645074,1
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4115491276802738,0.2078437284214903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15433092288010267,0.07792170212857565,-7.232975918980813,-3.6562643022295465,0.0575823448,0.0574123653,0.0571294376999999,0.0567341187,0.0562271859,-0.0340616,0.0044866,2.0129579560000008e-05,0.0011601925945599,0.0189746,0.1016675999999999,0.0003600354451599,0.0103363008897599,0.0665393,0.05826821,0.0033951842966041,0.00442747844449,0.000967278,0.000688915,9.35626729284e-07,4.74603877225e-07,0.000220149,1.7156000000000023e-05,4.8465582201000016e-08,2.9432833600000075e-10,0.000873871,4.413600000000029e-05,1.947986496000025e-09,7.63650524641e-07,2.0130569432197007,1.0166843892893573,1
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5541156443006342,0.20613487415986212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20779336661273773,0.0772740587935461,-9.738582448583646,-3.6274127300054055,0.0575682224,0.0573559384999999,0.0570027116,0.0565094097,0.0558772451,-0.0287212,0.0053403999999999,2.8519872159999988e-05,0.00082490732944,0.0621349,0.0431603,0.00386074579801,0.00186281149609,0.0764911999999999,0.0099518999999999,9.904031360999943e-05,0.0058509036774399,0.000618537,-0.000348741,3.82588020369e-07,1.216202850810001e-07,0.0001745959999999,-4.555300000000004e-05,3.0483763215999983e-08,2.075075809000004e-09,0.0007563859999999,-0.000117485,1.3802725225000068e-08,5.721197809959996e-07,2.710408721781177,1.0083377242144587,1
