,Q01,Q01_derivative,Q02,Q02_derivative,Q03,Q03_derivative,Q04,Q04_derivative,Q05,Q05_derivative,Q06,Q06_derivative,Q07,Q07_derivative,Q08,Q08_derivative,Q09,Q09_derivative,Q10,Q10_derivative,Q11,Q11_derivative,Q12,Q12_derivative,Q13,Q13_derivative,Q14,Q14_derivative,Q15,Q15_derivative,Q16,Q16_derivative,Q17,Q17_derivative,Q18,Q18_derivative,Q19,Q19_derivative,Q20,Q20_derivative,Q21,Q21_derivative,Q22,Q22_derivative,Q23,Q23_derivative,Q24,Q24_derivative,Q25,Q25_derivative,Q26,Q26_derivative,Q27,Q27_derivative,Q28,Q28_derivative,Q29,Q29_derivative,Q30,Q30_derivative,Q31,Q31_derivative,Q32,Q32_derivative,Q33,Q33_derivative,Q34,Q34_derivative,Q35,Q35_derivative,Q36,Q36_derivative,Q37,Q37_derivative,Q38,Q38_derivative,Q39,Q39_derivative,Q40,Q40_derivative,num_possible_responses,num_possible_responses_derivative,num_characters,num_characters_derivative,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_derivative1_power2,trans_x_power2,trans_y,trans_y_derivative1,trans_y_power2,trans_y_derivative1_power2,trans_z,trans_z_derivative1,trans_z_derivative1_power2,trans_z_power2,rot_x,rot_x_derivative1,rot_x_derivative1_power2,rot_x_power2,rot_y,rot_y_derivative1,rot_y_derivative1_power2,rot_y_power2,rot_z,rot_z_derivative1,rot_z_derivative1_power2,rot_z_power2,response_time,response_time_derivative,constant
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6891715524351768,0.18849154048911346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25843933216319126,0.07054545930147321,29.238103112062365,7.9847020728526505,0.0575525323,0.0572932637,0.0568620142,0.0562600783,0.0554892628,-0.00559607,-0.0055488071,3.078926023301041e-05,3.13159994449e-05,-0.01334,-0.0367292,0.0001779556,0.00134903413264,0.0244031,-0.0358004,0.00128166864016,0.0005955112896099,0.000266732,-0.000248921,6.196166424100003e-08,7.1145959824e-08,7.53311e-05,-0.0001009649,1.019391103201e-08,5.674774627209998e-09,8.86816e-05,8.86816e-05,7.86442617856e-09,7.86442617856e-09,-0.5269379183321183,-0.14482658039812601,1
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8084109164097283,0.16147566981520864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30315409365364804,0.060390481012567984,34.29683312868271,6.836468622577935,0.0575352749,0.0572243478,0.05670738,0.0559862329999999,0.0550635032,4.66574e-05,0.0056427274,3.184037251071076e-05,2.17691297476e-09,-0.0293676,-0.0160275999999999,0.0008624559297599,0.0002568839617599,0.0209415,-0.0034615999999999,1.1982674559999989e-05,0.00043854642225,-0.000113183,-0.000379915,1.44335407225e-07,1.2810391489e-08,-0.0,-7.53311e-05,5.674774627209998e-09,0.0,8.07812e-05,-7.900400000000003e-06,6.241632016000003e-11,6.52560227344e-09,-0.618107877414122,-0.12429261711242767,1
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9077759977463885,0.1309021672623894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3404159991548957,0.04890539544608021,38.512396704390525,5.537650181116827,0.0575164504999999,0.0571491982,0.056538847,0.0556879932,0.0546002562,-0.000123818,-0.0001704753999999,2.906186200516e-08,1.5330897123999996e-08,-0.00258245,0.02678515,6.6690480025e-06,0.0007174442605224,0.0516589,0.0307174,0.00094355866276,0.00266864194921,2.82814e-05,0.0001414644,2.001217646736e-08,7.9983758596e-10,-0.0,0.0,0.0,0.0,-0.000135482,-0.0002162632,4.676977167424e-08,1.8355372324e-08,-0.6940820364307424,-0.1010181231724728,1
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9865261328026859,0.10089918933561029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36994729980100716,0.0376384105354294,41.85337118415394,4.2633967401658115,0.0574960598,0.0570678231,0.0563564562999999,0.0553654888999999,0.0540998371,-2.05495e-05,0.0001032684999999,1.0664383092249996e-08,4.222819502499999e-10,0.0182142,0.02079665,0.0003317570816399,0.0004325006512225,0.0601853,0.0085263999999999,7.269949695999994e-05,0.00362227033609,0.000456462,0.0004281806,1.8333862621636e-07,2.08357557444e-07,7.92967e-05,7.92967e-05,6.28796663089e-09,6.28796663089e-09,0.0,0.000135482,1.8355372324e-08,0.0,-0.7542940868096525,-0.07815871169115218,1
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.046035070680764,0.07383503255714755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3922631515052865,0.027477360665398902,44.378037873631406,3.1141592569529237,0.0574741032,0.0569802314,0.0561602528,0.0550188604999999,0.0535625866,1.46076e-05,3.51571e-05,1.2360216804099996e-09,2.1338197776e-10,-0.0186204,-0.0368346,0.00034671929616,0.00135678775716,-0.00389489,-0.06408019,0.0041062707504361,1.5170168112099998e-05,-0.000263798,-0.0007202599999999,5.187744675999998e-07,6.9589384804e-08,-4.38538e-05,-0.0001231505,1.5166045650249998e-08,1.92315577444e-09,1.6543599999999996e-24,1.6543599999999996e-24,2.7369070095999983e-48,2.7369070095999983e-48,-0.7997943918307007,-0.05752658171691037,1
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0879479638694216,0.04746430858552602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40798048645103313,0.01757989370895915,46.15619236716022,1.9946483623346598,0.0574505814,0.0568864325999999,0.0559502845,0.0546482591,0.0529888705,1.53854e-05,7.777999999999996e-07,6.049728399999992e-13,2.3671053316e-10,-0.0220454,-0.0034249999999999,0.00048599966116,1.1730624999999984e-05,-0.00157284,0.00232205,5.3919162025e-06,2.4738256656e-06,-8.41034e-05,0.0001796945999999,3.229014926915998e-08,7.0733818915600024e-09,-8.57235e-05,-4.18697e-05,1.7530717780899991e-09,7.34851845225e-09,0.0,-1.6543599999999996e-24,2.7369070095999983e-48,0.0,-0.831840828759313,-0.037406604892159565,1
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10774170163506,0.008155403116015484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4154031381131475,0.0028350657107108217,46.99594169186742,0.32662191500107207,0.057425495,0.0567864369,0.0557266029,0.0542538461,0.0523790793,0.0034915,0.0034761146,1.208337271233316e-05,1.219057225e-05,0.0112596,0.033305,0.00012677859216,0.001109223025,0.0408943,0.04246714,0.0018034579797796,0.00167234377249,0.000300128,0.0003842314,1.4763376874596e-07,9.0076816384e-08,-0.00012203,-3.63065e-05,1.3181619422499994e-09,1.48913209e-08,-0.000163709,-0.000163709,2.6800636681e-08,2.6800636681e-08,-0.8469750445251595,-0.007371463370746792,1
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0931019878845059,-0.05038767899370396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40991324545668967,-0.019115640171440365,46.37485183600015,-2.156812339053303,0.0573988447,0.0566802553,0.0554892628,0.0538357935,0.0517336283,-0.000134146,-0.003625646,1.3145308917316e-05,1.7995149316000015e-08,0.0251695,0.0139099,0.00063350373025,0.00019348531801,0.033734,-0.0071603,5.126989609000002e-05,0.0011379827559999,0.000403147,0.0001030189999999,1.0612914360999995e-08,1.6252750360899994e-07,0.000176533,0.0002985629999999,8.9139864969e-08,3.1163900089e-08,-0.00011474,4.8969e-05,2.397962961e-09,1.31652676e-08,-0.8357815756980768,0.03740536354334872,1
18,2.2734512061949492e-07,2.1840475742302784e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.034454958908191,-0.11710534221035908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3879206948449918,-0.04412212750252005,43.886754001752884,-4.986260873600204,0.0573706312,0.0565678992999999,0.0552383224,0.0533942834,0.0510529568,-0.00533459,-0.005200444,2.7044617797136003e-05,2.845785046810001e-05,-0.00299088,-0.02816038,8.9453631744e-06,0.0007930070017444,-0.00211208,-0.03584608,0.0012849414513664,4.4608819264e-06,0.000186379,-0.0002167679999999,4.6988365823999975e-08,3.473713164100001e-08,9.02004e-05,-8.633259999999997e-05,7.453317822759995e-09,8.136112160160002e-09,0.0,0.00011474,1.31652676e-08,0.0,-0.7909407064063364,0.0884734996325362,1
19,0.0004488331295599553,0.0020492762821994926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9328829552197928,-0.17492349493171327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34999942063100725,-0.06501589864524226,39.582238460575375,-7.416080802271338,0.0573408553,0.0564493811,0.0549738430999999,0.0529295080999999,0.0503375282,-0.00314096,0.00219363,4.812012576900002e-06,9.8656297216e-06,-0.0150504,-0.01205952,0.00022651454016,0.0001454320226303,-0.00556653,-0.00345445,1.19332248025e-05,3.0986256240900004e-05,-4.16625e-05,-0.0002280415,5.2002925722250004e-08,1.7357639062500003e-09,1.22495e-05,-7.79509e-05,6.076342810810001e-09,1.5005025025e-10,0.0,0.0,0.0,0.0,-0.71411480504029,0.12897074749533097,1
