,Q01,Q01_derivative,Q02,Q02_derivative,Q03,Q03_derivative,Q04,Q04_derivative,Q05,Q05_derivative,Q06,Q06_derivative,Q07,Q07_derivative,Q08,Q08_derivative,Q09,Q09_derivative,Q10,Q10_derivative,Q11,Q11_derivative,Q12,Q12_derivative,Q13,Q13_derivative,Q14,Q14_derivative,Q15,Q15_derivative,Q16,Q16_derivative,Q17,Q17_derivative,Q18,Q18_derivative,Q19,Q19_derivative,Q20,Q20_derivative,Q21,Q21_derivative,Q22,Q22_derivative,Q23,Q23_derivative,Q24,Q24_derivative,Q25,Q25_derivative,Q26,Q26_derivative,Q27,Q27_derivative,Q28,Q28_derivative,Q29,Q29_derivative,Q30,Q30_derivative,Q31,Q31_derivative,Q32,Q32_derivative,Q33,Q33_derivative,Q34,Q34_derivative,Q35,Q35_derivative,Q36,Q36_derivative,Q37,Q37_derivative,Q38,Q38_derivative,Q39,Q39_derivative,Q40,Q40_derivative,num_possible_responses,num_possible_responses_derivative,num_characters,num_characters_derivative,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_derivative1_power2,trans_x_power2,trans_y,trans_y_derivative1,trans_y_derivative1_power2,trans_y_power2,trans_z,trans_z_derivative1,trans_z_derivative1_power2,trans_z_power2,rot_x,rot_x_derivative1,rot_x_derivative1_power2,rot_x_power2,rot_y,rot_y_derivative1,rot_y_derivative1_power2,rot_y_power2,rot_z,rot_z_derivative1,rot_z_power2,rot_z_derivative1_power2,response_time,response_time_derivative,constant
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6891715524351768,0.18849154048911346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.112190034048231,-3.3184360499778838,0.0575525323,0.0572932637,0.0568620142,0.0562600783,0.0554892628,-0.0105622999999999,8.480000000000121e-05,7.1910400000002035e-09,0.0001115621812899,0.0372234,0.0247892,0.00061450443664,0.00138558150756,0.105173,0.0900709,0.0081127670268099,0.011061359929,-0.00143823,-0.0003967599999999,1.5741849759999993e-07,2.0685055329e-06,0.000203564,-6.421799999999997e-05,4.1239515239999975e-09,4.1438302096000015e-08,0.000241391,0.000386328,5.8269614881e-08,1.4924932358400004e-07,-0.9617985412691742,-0.26356219333954206,1
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8084109164097283,0.16147566981520864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.207821855900972,-2.8446178478289132,0.0575352749,0.0572243478,0.05670738,0.0559862329999999,0.0550635032,-0.0101443,0.0004179999999999,1.7472399999999854e-07,0.00010290682249,0.0438583,0.0066348999999999,4.402189800999999e-05,0.00192355047889,0.152934,0.0477609999999999,0.0022811131209999,0.023388808356,-0.00131211,0.0001261199999999,1.5906254399999992e-08,1.7216326521e-06,-0.000208541,-0.000412105,1.6983053102500004e-07,4.3489348681e-08,0.000455386,0.000213995,2.07376408996e-07,4.5793860025000013e-08,-1.1282073924867748,-0.22594674428456824,1
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9077759977463885,0.1309021672623894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.954163160392778,-2.3081099691932025,0.0575164504999999,0.0571491982,0.056538847,0.0556879932,0.0546002562,-0.00194479,0.00819951,6.72319642401e-05,3.7822081441e-06,0.0197774,-0.0240809,0.00057988974481,0.0003911455507599,0.0882574,-0.0646765999999999,0.0041830625875599,0.00778936865476,-0.0006421819999999,0.000669928,4.488035251840001e-07,4.123977211239999e-07,-4.63245e-05,0.0001622165,2.631419287225e-08,2.14595930025e-09,0.000275797,-0.000179589,7.606398520899999e-08,3.2252208921000003e-08,-1.2668799623933538,-0.1833517218987954,1
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9865261328026859,0.10089918933561029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.338196784007206,-1.7814586417459473,0.0574960598,0.0570678231,0.0563564562999999,0.0553654888999999,0.0540998371,-0.00265004,-0.00070525,4.973775625000002e-07,7.022712001600001e-06,0.0125054,-0.007272,5.288198400000001e-05,0.00015638502916,0.0416702,-0.0465871999999999,0.00217036720384,0.0017364055680399,-0.000633453,8.728999999999855e-06,7.619544099999747e-11,4.012627032090001e-07,-4.63245e-05,0.0,0.0,2.14595930025e-09,-0.000144937,-0.000420734,2.1006733969e-08,1.7701709875599997e-07,-1.376782590779951,-0.14153778209084422,1
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.046035070680764,0.07383503255714755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.384066367214427,-1.306298033340329,0.0574741032,0.0569802314,0.0561602528,0.0550188604999999,0.0535625866,-0.000422871,0.0022271689999999,4.960281754561001e-06,1.78819882641e-07,0.0276489,0.0151435,0.00022932559225,0.00076446167121,0.0759727,0.0343025,0.00117666150625,0.00577185114529,-0.0007788539999999,-0.0001454009999999,2.114145080099996e-08,6.066135533159999e-07,-4.63245e-05,0.0,0.0,2.14595930025e-09,0.000524236,0.000669173,2.74823383696e-07,4.47792503929e-07,-1.4598324634007407,-0.10381109610736299,1
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.859211932924149e-06,3.16934083323976e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0879479638694216,0.04746430858552602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.120741713019015,-0.8436410019127493,0.0574505814,0.0568864325999999,0.0559502845,0.0546482591,0.0529888705,0.00118455,0.001607421,2.583802271241e-06,1.4031587024999998e-06,0.025672,-0.0019769,3.9081336100000005e-06,0.000659051584,0.102919,0.0269463,0.00072610308369,0.010592320561,-0.000503118,0.0002757359999999,7.603034169599996e-08,2.5312772192399995e-07,-0.000361958,-0.0003156334999999,9.962450632225e-08,1.3101359376400002e-07,0.000448939,-7.529699999999994e-05,2.01546225721e-07,5.669638208999991e-09,-1.518327220170265,-0.0670530951971076,1
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009822999647879297,0.00390981648694191,0.0,0.0,0.0,0.0,0.0,0.0,1.10774170163506,0.008155403116015484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.482877428222967,-0.2094809828404398,0.057425495,0.0567864369,0.0557266029,0.0542538461,0.0523790793,0.00588711,0.00470256,2.21140705536e-05,3.46580641521e-05,-0.00610881,-0.03178081,0.0010100198842561,3.73175596161e-05,-0.00635773,-0.10927673,0.0119414037194929,4.04207307529e-05,-3.14566e-05,0.0004716614,2.2246447624996e-07,9.8951768356e-10,0.000111612,0.00047357,2.242685449e-07,1.2457238544e-08,0.000164604,-0.000284335,2.7094476816000013e-08,8.084639222500002e-08,-1.5463788684389759,-0.013904387730738783,1
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01081005901933674,0.02567057945946136,0.0,0.0,0.0,0.0,0.0,0.0,1.0931019878845059,-0.05038767899370396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.368824047277023,0.502304087220928,0.0573988447,0.0566802553,0.0554892628,0.0538357935,0.0517336283,0.00324844,-0.00263867,6.9625793689e-06,1.05523624336e-05,-0.00358937,0.00251944,6.3475779136e-06,1.28835769969e-05,-0.00915383,-0.0027961,7.81817521000001e-06,8.379260366890004e-05,-0.00038007,-0.0003486134,1.2153130265955998e-07,1.4445320489999998e-07,0.000179627,6.801500000000002e-05,4.626040225000003e-09,3.2265859129000005e-08,-0.000144937,-0.000309541,2.1006733969e-08,9.581563068100003e-08,-1.5302445772604207,0.058292227410391514,1
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04463997870837012,0.07019915120031402,0.0,0.0,0.0,0.0,0.0,0.0,1.034454958908191,-0.11710534221035908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.831173592485957,1.026115549734609,0.0573706312,0.0565678992999999,0.0552383224,0.0533942834,0.0510529568,-0.000279421,-0.0035278609999999,1.2445803235321e-05,7.807609524099999e-08,0.0111479,0.01473727,0.0002171871270529,0.0001242756744099,0.0849906999999999,0.09414453,0.0088631925289208,0.0072234190864899,-0.000568416,-0.000188346,3.5474215716000004e-08,3.23096749056e-07,7.55046e-05,-0.0001041224,1.0841474181760004e-08,5.7009446211599995e-09,0.000201173,0.00034611,4.0470575929e-08,1.1979213210000004e-07,-1.4631880139883573,0.13196986948698253,1
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11389581269458347,0.12516687522069958,0.0,0.0,0.0,0.0,0.0,0.0,0.9328829552197928,-0.17492349493171327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.055449408011416,1.241479002826961,0.0573408553,0.0564493811,0.0549738430999999,0.0529295080999999,0.0503375282,0.0007332369999999,0.0010126579999999,1.0254762249639992e-06,5.376364981689997e-07,0.0192663,0.0081183999999999,6.590841855999994e-05,0.0003711903156899,0.100933,0.0159423,0.00025415692929,0.010187470489,-0.0007195289999999,-0.0001511129999999,2.2835138768999977e-08,5.177219818409999e-07,-8.91066e-05,-0.0001646112,2.709684716544001e-08,7.93998616356e-09,0.000437667,0.000236494,1.91552402889e-07,5.5929412036e-08,-1.3517141435750355,0.18868682853683483,1
