,Q01,Q01_derivative,Q02,Q02_derivative,Q03,Q03_derivative,Q04,Q04_derivative,Q05,Q05_derivative,Q06,Q06_derivative,Q07,Q07_derivative,Q08,Q08_derivative,Q09,Q09_derivative,Q10,Q10_derivative,Q11,Q11_derivative,Q12,Q12_derivative,Q13,Q13_derivative,Q14,Q14_derivative,Q15,Q15_derivative,Q16,Q16_derivative,Q17,Q17_derivative,Q18,Q18_derivative,Q19,Q19_derivative,Q20,Q20_derivative,Q21,Q21_derivative,Q22,Q22_derivative,Q23,Q23_derivative,Q24,Q24_derivative,Q25,Q25_derivative,Q26,Q26_derivative,Q27,Q27_derivative,Q28,Q28_derivative,Q29,Q29_derivative,Q30,Q30_derivative,Q31,Q31_derivative,Q32,Q32_derivative,Q33,Q33_derivative,Q34,Q34_derivative,Q35,Q35_derivative,Q36,Q36_derivative,Q37,Q37_derivative,Q38,Q38_derivative,Q39,Q39_derivative,Q40,Q40_derivative,num_possible_responses,num_possible_responses_derivative,num_characters,num_characters_derivative,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_derivative1_power2,trans_x_power2,trans_y,trans_y_derivative1,trans_y_derivative1_power2,trans_y_power2,trans_z,trans_z_derivative1,trans_z_derivative1_power2,trans_z_power2,rot_x,rot_x_derivative1,rot_x_derivative1_power2,rot_x_power2,rot_y,rot_y_derivative1,rot_y_derivative1_power2,rot_y_power2,rot_z,rot_z_derivative1,rot_z_power2,rot_z_derivative1_power2,response_time,response_time_derivative,constant
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576388455999999,0.0576382569,0.0576372758,0.0576359023,0.0576341365,-0.0522784,0.0,0.0,0.00273303110656,-0.0217155,0.0,0.0,0.00047156294025,-0.127172,0.0,0.0,0.016172717584,-0.00452842,0.0,0.0,2.05065876964e-05,0.00123395,0.0,0.0,1.5226326025e-06,0.000474342,0.0,2.25000332964e-07,0.0,0.0,0.0,1
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6793014124996845e-31,4.6781713435154595e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.223872232468199e-30,-8.222272963528843e-29,0.0576372758,0.0576319782,0.057623149,0.057610789,0.0575948989,-0.0291483,0.0231300999999999,0.00053500152601,0.00084962339289,-0.0153687,0.0063467999999999,4.028187023999997e-05,0.00023619693969,-0.132232,-0.0050599999999999,2.560359999999981e-05,0.017485301824,-0.00388956,0.00063886,4.0814209960000033e-07,1.51286769936e-05,0.0007644,-0.0004695499999999,2.204772024999999e-07,5.843073600000001e-07,0.000594278,0.000119936,3.531663412840001e-07,1.4384644096000016e-08,-6.530370060688634e-31,-6.529136469995065e-30,1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.485205807047502e-05,0.0005487201941426842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016670249205885984,-0.009644541532641675,0.0576341365,0.0576194213,0.0575948989,0.0575605733,0.0575164504999999,-0.0100467999999999,0.0191015,0.00036486730225,0.0001009381902399,0.0253011,0.0406698,0.00165403263204,0.00064014566121,0.0484143,0.1806463,0.0326330857036899,0.0023439444444899,-0.00282572,0.00106384,1.1317555456e-06,7.984693518399999e-06,0.000347417,-0.000416983,1.7387482228900005e-07,1.2069857188899998e-07,0.000520229,-7.404900000000009e-05,2.70638212441e-07,5.483254401000011e-09,-0.00013237425538852724,-0.0007658561494230544,1
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033815189383661287,0.010531353621846129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0594301953417847,-0.1851164941588001,0.0576294275,0.0576005878,0.0575525323,0.0574852772,0.0573988447,-0.0102706,-0.0002238,5.008644000000063e-08,0.00010548522436,0.0256871,0.0003859999999999,1.4899599999999806e-07,0.0006598271064099,0.0974953,0.0490809999999999,0.0024089445609999,0.00950533352209,-0.00179079,0.00103493,1.0710801048999997e-06,3.2069288241e-06,0.000323286,-2.413099999999999e-05,5.823051609999994e-10,1.04513837796e-07,0.000389708,-0.0001305209999999,1.51872325264e-07,1.7035731440999996e-08,-0.004719202309936528,-0.01469989779789931,1
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02184426890745686,0.042886287531538364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3839130260485544,-0.7539070850140517,0.057623149,0.0575754796,0.0574960598,0.0573849333,0.0572421615,-0.0122802,-0.0020096,4.038492160000008e-06,0.00015080331204,0.00106726,-0.02461984,0.0006061365216255,1.1390439076000004e-06,0.0512155999999999,-0.0462797,0.0021418106320899,0.0026230376833599,-0.00121169,0.0005790999999999,3.353568099999999e-07,1.4681926561e-06,0.000495053,0.000171767,2.9503902289000027e-08,2.450774728090001e-07,0.000379317,-1.0391000000000055e-05,1.4388138648899994e-07,1.079728810000012e-10,-0.030485567629780778,-0.05986756194799619,1
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0704468052927721,0.09416941929475271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.23810260302047,-1.6556099119656178,0.0576153013,0.0575440995,0.057425495,0.0572595855,0.0570465076,-0.0107171,0.0015631,2.443281610000004e-06,0.0001148562324099,0.00953004,0.00846278,7.161864532839999e-05,9.08216624016e-05,0.00859646,-0.0426191399999999,0.0018163910943395,7.38991245316e-05,-0.0007654589999999,0.000446231,1.9912210536100019e-07,5.859274806809999e-07,0.000511468,1.6414999999999984e-05,2.6945222499999945e-10,2.6159951502400004e-07,-6.95698e-05,-0.0004488868,4.83995707204e-09,2.0149935921424e-07,-0.098314613144214,-0.131473290535978,1
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1560578220085881,0.1480057083572815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.742716221800936,-2.6024904192176552,0.0576058845,0.0575064509,0.0573408553,0.0571092883,0.0568120162,-0.0102861,0.0004309999999999,1.8576099999999922e-07,0.00010580385321,0.0425021,0.03297206,0.0010871567406435,0.00180642850441,0.0944729,0.08587644,0.0073747629470736,0.00892512883441,-0.000949446,-0.000183987,3.3851216169000046e-08,9.01447706916e-07,0.000406982,-0.000104486,1.0917324196000021e-08,1.65634348324e-07,0.00032781,0.0003973798,1.074593961e-07,1.5791070544804004e-07,-0.2177921956168127,-0.20666933986512326,1
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27395876349000126,0.1885340537403633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.814825268336773,-3.3157507498331595,0.0575948989,0.0574625379,0.0572421615,0.0569341072,0.056538847,0.00292915,0.01321525,0.0001746428325625,8.579919722500001e-06,0.0463294,0.0038273,1.4648225290000096e-05,0.00214641330436,0.150317,0.0558441,0.00311856350481,0.022595200489,-0.00104147,-9.2024e-05,8.468416576000002e-09,1.0846597609e-06,3.48677e-05,-0.0003721143,1.3846905226448998e-07,1.21575650329e-09,0.000417159,8.934900000000001e-05,1.7402163128099998e-07,7.983243801000003e-09,-0.38233316242021487,-0.26331670692322656,1
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4115491276802738,0.2078437284214903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.232975918980813,-3.6562557108812612,0.0575823448,0.0574123653,0.0571294376999999,0.0567341187,0.0562271859,-0.00243781,-0.00536696,2.8804259641600013e-05,5.942917596099998e-06,0.0124864,-0.033843,0.0011453486489999,0.00015591018496,0.0572756,-0.0930414,0.00865670211396,0.00328049435536,-0.00074963,0.00029184,8.517058560000004e-08,5.619451369e-07,-0.000118438,-0.0001533056999999,2.3502637652489992e-08,1.4027559844e-08,0.000145635,-0.000271524,2.1209553225e-08,7.372528257599999e-08,-0.5743524225061799,-0.2903660372474567,1
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5541156443006342,0.20613487415986212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.738582448583646,-3.627401162490933,0.0575682224,0.0573559384999999,0.0570027116,0.0565094097,0.0558772451,-0.0106471,-0.00820929,6.739244230409997e-05,0.00011336073841,0.0124342,-5.220000000000398e-05,2.7248400000004155e-09,0.00015460932964,0.0151021,-0.0421735,0.0017786041022499,0.00022807342441,-0.00104147,-0.00029184,8.517058560000004e-08,1.0846597609e-06,0.000267782,0.00038622,1.491658884e-07,7.170719952400002e-08,-0.000144937,-0.000290572,2.1006733969e-08,8.443208718400002e-08,-0.7733163339369081,-0.2880858446298131,1
