,Q01,Q01_derivative,Q02,Q02_derivative,Q03,Q03_derivative,Q04,Q04_derivative,Q05,Q05_derivative,Q06,Q06_derivative,Q07,Q07_derivative,Q08,Q08_derivative,Q09,Q09_derivative,Q10,Q10_derivative,Q11,Q11_derivative,Q12,Q12_derivative,Q13,Q13_derivative,Q14,Q14_derivative,Q15,Q15_derivative,Q16,Q16_derivative,Q17,Q17_derivative,Q18,Q18_derivative,Q19,Q19_derivative,Q20,Q20_derivative,Q21,Q21_derivative,Q22,Q22_derivative,Q23,Q23_derivative,Q24,Q24_derivative,Q25,Q25_derivative,Q26,Q26_derivative,Q27,Q27_derivative,Q28,Q28_derivative,Q29,Q29_derivative,Q30,Q30_derivative,Q31,Q31_derivative,Q32,Q32_derivative,Q33,Q33_derivative,Q34,Q34_derivative,Q35,Q35_derivative,Q36,Q36_derivative,Q37,Q37_derivative,Q38,Q38_derivative,Q39,Q39_derivative,Q40,Q40_derivative,num_possible_responses,num_possible_responses_derivative,num_characters,num_characters_derivative,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_power2,trans_x_derivative1_power2,trans_y,trans_y_derivative1,trans_y_derivative1_power2,trans_y_power2,trans_z,trans_z_derivative1,trans_z_derivative1_power2,trans_z_power2,rot_x,rot_x_derivative1,rot_x_power2,rot_x_derivative1_power2,rot_y,rot_y_derivative1,rot_y_derivative1_power2,rot_y_power2,rot_z,rot_z_derivative1,rot_z_power2,rot_z_derivative1_power2,response_time,response_time_derivative,constant
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576388455999999,0.0576382569,0.0576372758,0.0576359023,0.0576341365,0.0209726,0.0,0.00043984995076,0.0,-0.502062,0.0,0.0,0.252066251844,-1.26266,0.0,0.0,1.5943102756000005,-0.0235576,0.0,0.0005549605177599,0.0,-0.00140645,0.0,0.0,1.9781016025e-06,-0.00193522,0.0,3.7450764484e-06,0.0,0.0,0.0,1
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576372758,0.0576319782,0.057623149,0.057610789,0.0575948989,0.045207,0.0242344,0.002043672849,0.0005873061433599,-0.9686880000000002,-0.4666260000000002,0.2177398238760002,0.9383564413440004,-2.1719,-0.9092399999999998,0.8267173775999996,4.71714961,-0.0446502,-0.0210926,0.00199364036004,0.0004448977747599,-0.00318233,-0.00177588,3.1537497744e-06,1.01272242289e-05,-0.00318029,-0.00124507,1.01142444841e-05,1.5501993049e-06,0.0,0.0,1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.50448724156929e-05,0.0004993941936414183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003763235604394407,0.0022096662877771245,0.0576341365,0.0576194213,0.0575948989,0.0575605733,0.0575164504999999,0.0252109,-0.0199961,0.00063558947881,0.0003998440152099,-0.261287,0.7074010000000002,0.5004161748010002,0.068270896369,-0.6529510000000001,1.518949,2.3072060646009995,0.4263450084010001,-0.0171041,0.0275460999999999,0.00029255023681,0.0007587876252099,-0.00150949,0.00167284,2.7983936656000004e-06,2.2785600601000003e-06,-0.000226304,0.0029539859999999,5.1213500416000006e-08,8.726033288196e-06,-6.993877695285567e-05,-0.00041071525575472813,1
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003220402290299932,0.010134865765735156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014250280134577185,0.0448409866250569,0.0576294275,0.0576005878,0.0575525323,0.0574852772,0.0573988447,0.0458198,0.0206089,0.00209945407204,0.0004247267592099,-0.0966958,0.1645912,0.02709026311744,0.00935007773764,-0.265237,0.3877140000000001,0.150322145796,0.070350666169,-0.00842553,0.00867857,7.098955578090003e-05,7.53175772449e-05,-0.00167655,-0.0001670599999999,2.7909043599999973e-08,2.8108199025e-06,-0.0005041409999999,-0.000277837,2.541581478809999e-07,7.719339856899996e-08,-0.0026483783334854153,-0.008335643103291556,1
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021221748474660934,0.04201163573577459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09390623700037458,0.18586330437596968,0.057623149,0.0575754796,0.0574960598,0.0573849333,0.0572421615,0.046504,0.0006842,0.002162622016,4.68129640000004e-07,-0.160024,-0.0633281999999999,0.0040104609152399,0.025607680576,-0.298986,-0.033749,0.001138995001,0.089392628196,-0.00851883,-9.329999999999929e-05,7.25704645689e-05,8.704889999999868e-09,-0.00147169,0.0002048599999999,4.1967619599999934e-08,2.1658714561000004e-06,-4.8921e-05,0.00045522,2.393264241e-09,2.072252484e-07,-0.01745223540184935,-0.03455579583176363,1
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06911508856934165,0.09305711700724302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3058342669193365,0.411653385727735,0.0576153013,0.0575440995,0.057425495,0.0572595855,0.0570465076,0.0460118,-0.0004921999999999,0.00211708573924,2.422608399999983e-07,-0.1195859999999999,0.040438,0.001635231844,0.0143008113959999,-0.197076,0.10191,0.0103856481,0.038838949776,-0.00497226,0.00354657,2.47233695076e-05,1.25781587649e-05,-0.00105352,0.00041817,1.7486614890000004e-07,1.1099043904e-06,-0.000466425,-0.000417504,2.17552280625e-07,1.7430959001600005e-07,-0.05683852096221252,-0.07654894057571604,1
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15399659734230375,0.14701759883054125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6814349432396937,0.6502757926457461,0.0576058845,0.0575064509,0.0573408553,0.0571092883,0.0568120162,0.0427704,-0.0032414,0.00182930711616,1.0506673960000036e-05,-0.105592,0.0139939999999999,0.0001958320359999,0.011149670464,-0.109732,0.087344,0.007628974336,0.012041111824,-0.00318864,0.00178362,1.01674250496e-05,3.181300304400001e-06,-0.00105352,0.0,0.0,1.1099043904e-06,-0.000466425,0.0,2.17552280625e-07,0.0,-0.12664295173937748,-0.12095059771531014,1
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2713586747222343,0.1879200638080767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.200762135645886,0.8310580335563607,0.0575948989,0.0574625379,0.0572421615,0.0569341072,0.056538847,0.0306425,-0.0121279,0.00093896280625,0.00014708595841,-0.0347303,0.0708617,0.00502138052689,0.00120619373809,-0.103759,0.005973,3.5676729000000064e-05,0.0107659300809999,-0.00315924,2.9400000000000173e-05,9.9807973776e-06,8.6436000000001e-10,-0.000805705,0.000247815,6.141227422500003e-08,6.49160547025e-07,-0.000320516,0.000145909,1.0273050625600001e-07,2.1289436281000017e-08,-0.22315859012469816,-0.1546235813452771,1
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4087011303771401,0.20767477081518246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8085025019188434,0.9182254952589679,0.0575823448,0.0574123653,0.0571294376999999,0.0567341187,0.0562271859,0.0302203,-0.0004222,0.00091326653209,1.7825284000000085e-07,-0.0257721,0.0089582,8.024934724000011e-05,0.0006642011384099,-0.1235,-0.019741,0.000389707081,0.01525225,-0.00285184,0.0003073999999999,8.1329913856e-06,9.449475999999988e-08,-0.000552457,0.000253248,6.4134549504e-08,3.05208736849e-07,-0.000466425,-0.000145909,2.17552280625e-07,2.1289436281000017e-08,-0.3361055920939017,-0.17091127554075147,1
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5513026767942893,0.2063465447579536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.439514344814728,0.9120915156030122,0.0575682224,0.0573559384999999,0.0570027116,0.0565094097,0.0558772451,0.0296296,-0.0005906999999999,0.0008779131961599,3.489264899999995e-07,-0.0695906,-0.0438185,0.00192006094225,0.0048428516083599,-0.0676736,0.0558263999999999,0.0031165869369599,0.00457971613696,-0.00264634,0.0002054999999999,7.0031153956e-06,4.223024999999998e-08,-0.0008882289999999,-0.0003357719999999,1.1274283598399995e-07,7.889507564409998e-07,-0.000466425,0.0,2.17552280625e-07,0.0,-0.45337753882870513,-0.16986249773588985,1
