onset	duration	SS_delay	block_duration	correct	correct_response	experiment_exp_id	key_press	passed_check	response_time	stopped	trial_id	trial_type	worker_id	junk
3.018	0.85	0.3	3.066	1.0	89.0	stop_signal	89.0	True	0.509	False	stim	stop_failure	s628	False
6.09	0.85	0.25	2.25	1.0	89.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s628	False
8.346	0.85	0.3	2.386	1.0	89.0	stop_signal	89.0	True	0.573	False	stim	go	s628	False
10.738	0.85	0.3	2.386	1.0	89.0	stop_signal	89.0	True	0.474	False	stim	stop_failure	s628	False
13.127	0.85	0.25	2.522	1.0	89.0	stop_signal	89.0	True	0.583	False	stim	go	s628	False
15.65	0.85	0.25	2.386	1.0	71.0	stop_signal	71.0	True	0.511	False	stim	go	s628	False
18.038	0.85	0.25	2.386	1.0	89.0	stop_signal	89.0	True	0.745	False	stim	go	s628	False
20.426	0.85	0.25	2.794	1.0	71.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s628	False
23.224	0.85	0.3	2.386	1.0	71.0	stop_signal	71.0	True	0.596	False	stim	go	s628	False
25.613	0.85	0.3	2.25	1.0	89.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s628	False
27.867	0.85	0.35	2.522	1.0	89.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s628	False
30.392	0.85	0.4	2.386	1.0	71.0	stop_signal	71.0	True	0.536	False	stim	stop_failure	s628	False
32.781	0.85	0.35	2.386	1.0	89.0	stop_signal	89.0	True	0.711	False	stim	go	s628	False
35.17	0.85	0.35	2.25	1.0	71.0	stop_signal	71.0	True	0.597	False	stim	stop_failure	s628	False
37.422	0.85	0.3	2.386	1.0	71.0	stop_signal	71.0	True	0.802	False	stim	go	s628	False
39.812	0.85	0.3	2.25	1.0	89.0	stop_signal	89.0	True	0.48	False	stim	go	s628	False
42.065	0.85	0.3	2.25	1.0	89.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s628	False
44.321	0.85	0.35	2.25	1.0	89.0	stop_signal	89.0	True	0.672	False	stim	go	s628	False
46.574	0.85	0.35	2.386	1.0	71.0	stop_signal	71.0	True	0.631	False	stim	go	s628	False
48.966	0.85	0.35	2.25	1.0	89.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s628	False
51.222	0.85	0.4	2.25	1.0	89.0	stop_signal	89.0	True	0.56	False	stim	stop_failure	s628	False
53.476	0.85	0.35	2.386	1.0	89.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s628	False
55.865	0.85	0.4	2.386	1.0	71.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s628	False
58.257	0.85	0.45	2.25	1.0	71.0	stop_signal	71.0	True	0.682	False	stim	go	s628	False
60.513	0.85	0.45	2.522	1.0	71.0	stop_signal	71.0	True	0.641	False	stim	stop_failure	s628	False
63.038	0.85	0.4	2.25	1.0	71.0	stop_signal	71.0	True	0.867	False	stim	go	s628	False
65.29	0.85	0.4	2.386	1.0	89.0	stop_signal	89.0	True	0.884	False	stim	go	s628	False
67.677	0.85	0.4	2.25	1.0	71.0	stop_signal	71.0	True	0.753	False	stim	go	s628	False
69.933	0.85	0.4	2.25	1.0	89.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s628	False
72.186	0.85	0.45	2.386	1.0	89.0	stop_signal	89.0	True	0.802	False	stim	go	s628	False
74.578	0.85	0.45	2.522	1.0	71.0	stop_signal	71.0	True	0.501	False	stim	go	s628	False
77.103	0.85	0.45	2.386	1.0	89.0	stop_signal	89.0	True	0.549	False	stim	go	s628	False
79.49	0.85	0.45	2.522	1.0	71.0	stop_signal	71.0	True	0.374	False	stim	go	s628	False
82.016	0.85	0.45	2.93	1.0	71.0	stop_signal	71.0	True	0.43	False	stim	stop_failure	s628	False
84.952	0.85	0.4	2.522	1.0	89.0	stop_signal	89.0	True	0.532	False	stim	go	s628	False
87.479	0.85	0.4	2.522	1.0	71.0	stop_signal	71.0	True	0.614	False	stim	go	s628	False
90.003	0.85	0.4	2.25	1.0	89.0	stop_signal	89.0	True	0.741	False	stim	go	s628	False
92.259	0.85	0.4	2.522	0.0	71.0	stop_signal	89.0	True	0.4	False	stim	stop_failure	s628	False
94.782	0.85	0.35	2.386	1.0	89.0	stop_signal	89.0	True	0.566	False	stim	go	s628	False
97.171	0.85	0.35	2.25	1.0	71.0	stop_signal	71.0	True	0.598	False	stim	go	s628	False
99.426	0.85	0.35	2.386	1.0	89.0	stop_signal	89.0	True	0.604	False	stim	go	s628	False
112.329	0.85	0.35	2.25	1.0	89.0	stop_signal	89.0	True	0.58	False	stim	go	s628	False
114.581	0.85	0.35	2.386	1.0	89.0	stop_signal	89.0	True	0.401	False	stim	stop_failure	s628	False
116.972	0.85	0.3	2.522	1.0	89.0	stop_signal	89.0	True	0.545	False	stim	go	s628	False
119.497	0.85	0.3	2.25	1.0	71.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s628	False
121.753	0.85	0.35	2.386	1.0	89.0	stop_signal	89.0	True	0.496	False	stim	stop_failure	s628	False
124.14	0.85	0.3	2.658	1.0	89.0	stop_signal	89.0	True	0.567	False	stim	go	s628	False
126.804	0.85	0.3	2.25	1.0	71.0	stop_signal	71.0	True	0.432	False	stim	stop_failure	s628	False
129.056	0.85	0.25	3.202	0.0	71.0	stop_signal	89.0	True	0.378	False	stim	go	s628	False
132.261	0.85	0.25	2.386	1.0	89.0	stop_signal	89.0	True	0.439	False	stim	go	s628	False
134.653	0.85	0.25	2.386	1.0	89.0	stop_signal	89.0	True	0.489	False	stim	go	s628	False
137.045	0.85	0.25	2.522	1.0	71.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s628	False
139.573	0.85	0.3	2.25	1.0	89.0	stop_signal	89.0	True	0.593	False	stim	go	s628	False
