onset	duration	movement_onset	EV	action	block_duration	experiment_exp_id	gain_amount	gain_probability	key_press	loss_amount	loss_probability	num_cards	num_click_in_round	num_loss_cards	risk	response_time	total_cards	trial_id	trial_type	worker_id	junk	feedback
3.01	9.262	12.272	0.6876211676614905	draw_card	9.262	columbia_card_task_fmri	12.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	6.0	1.0	1.0	-1.4109878270915814	9.262	n/a	stim	poldrack-single-stim	s610	False	1
12.276	6.307	18.583	-2.045712165671842	end_round	6.307	columbia_card_task_fmri	12.0	0.8	71.0	-70.0	0.2	6.0	2.0	1.0	0.8232477680364738	6.307	1.0	stim	poldrack-single-stim	s610	False	1
19.338	1.5	18.587	n/a	-1.0	2.454	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s610	False	0
21.043	11.994	33.037	1.5209545009948244	draw_card	11.994	columbia_card_task_fmri	14.0	0.8333333333333334	89.0	-75.0	0.1666666666666666	6.0	1.0	1.0	1.1906547031666437	11.994	n/a	stim	poldrack-single-stim	s610	False	1
33.038	4.611	37.649	-1.4457121656718424	draw_card	4.611	columbia_card_task_fmri	14.0	0.8	89.0	-75.0	0.2	6.0	2.0	1.0	3.6166259518499615	4.611	n/a	stim	poldrack-single-stim	s610	False	1
37.65	6.229	43.879	-5.895712165671844	draw_card	6.229	columbia_card_task_fmri	14.0	0.75	89.0	-75.0	0.25	6.0	3.0	1.0	6.548839396082414	6.229	n/a	stim	poldrack-single-stim	s610	False	1
43.881	3.026	46.907	-13.31237883233851	end_round	3.026	columbia_card_task_fmri	14.0	0.6666666666666667	71.0	-75.0	0.3333333333333333	6.0	4.0	1.0	9.9598697573551	3.026	3.0	stim	poldrack-single-stim	s610	False	1
47.66	1.5	46.909	n/a	-1.0	2.454	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s610	False	0
49.364	7.43	56.794	3.1876211676614905	draw_card	7.43	columbia_card_task_fmri	15.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	6.0	1.0	1.0	-0.2961408451373089	7.43	n/a	stim	poldrack-single-stim	s610	False	1
56.796	2.909	59.705	0.3542878343281566	draw_card	2.909	columbia_card_task_fmri	15.0	0.8	89.0	-70.0	0.2	6.0	2.0	1.0	2.0202767743972245	2.909	n/a	stim	poldrack-single-stim	s610	False	1
59.706	5.799	65.505	-3.8957121656718434	draw_card	5.799	columbia_card_task_fmri	15.0	0.75	89.0	-70.0	0.25	6.0	3.0	1.0	4.820162767709981	5.799	3.0	stim	poldrack-single-stim	s610	False	0
66.26	1.5	65.509	n/a	-1.0	2.522	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s610	False	0
68.033	4.278	72.311	4.020954500994824	draw_card	4.278	columbia_card_task_fmri	17.0	0.8333333333333334	89.0	-75.0	0.1666666666666666	6.0	1.0	1.0	2.30597403951446	4.278	n/a	stim	poldrack-single-stim	s610	False	1
72.312	3.81	76.122	0.954287834328158	draw_card	3.81	columbia_card_task_fmri	17.0	0.8	89.0	-75.0	0.2	6.0	2.0	1.0	4.814095508270526	3.81	2.0	stim	poldrack-single-stim	s610	False	0
76.877	1.5	76.126	n/a	-1.0	2.386	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s610	False	0
78.515	3.906	82.421	5.354287834328156	draw_card	3.906	columbia_card_task_fmri	24.0	0.75	89.0	-60.0	0.25	8.0	1.0	2.0	4.388043667996264	3.906	n/a	stim	poldrack-single-stim	s610	False	1
82.422	1.683	84.105	2.3542878343281566	draw_card	1.683	columbia_card_task_fmri	24.0	0.7142857142857143	89.0	-60.0	0.2857142857142857	8.0	2.0	2.0	5.95915726090243	1.683	2.0	stim	poldrack-single-stim	s610	False	0
84.86	1.5	84.109	n/a	-1.0	2.454	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s610	False	0
86.565	3.987	90.552	5.354287834328156	draw_card	3.987	columbia_card_task_fmri	29.0	0.75	89.0	-75.0	0.25	8.0	1.0	2.0	13.033683047608768	3.987	n/a	stim	poldrack-single-stim	s610	False	1
90.553	2.891	93.444	1.6400021200424448	draw_card	2.891	columbia_card_task_fmri	29.0	0.7142857142857143	89.0	-75.0	0.2857142857142857	8.0	2.0	2.0	14.980225004631322	2.891	n/a	stim	poldrack-single-stim	s610	False	1
93.447	6.886	100.333	-3.312378832338508	end_round	6.886	columbia_card_task_fmri	29.0	0.6666666666666667	71.0	-75.0	0.3333333333333333	8.0	3.0	2.0	17.021429779254667	6.886	2.0	stim	poldrack-single-stim	s610	False	1
101.085	1.5	100.334	n/a	-1.0	2.522	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s610	False	0
102.858	8.228	111.086	1.132065612105937	draw_card	8.228	columbia_card_task_fmri	17.0	0.7777777777777778	89.0	-65.0	0.2222222222222222	9.0	1.0	2.0	2.110716982720525	8.228	n/a	stim	poldrack-single-stim	s610	False	1
111.087	10.069	121.156	-1.1457121656718434	draw_card	10.069	columbia_card_task_fmri	17.0	0.75	89.0	-65.0	0.25	9.0	2.0	2.0	3.52387064357805	10.069	2.0	stim	poldrack-single-stim	s610	False	0
121.909	1.5	121.158	n/a	-1.0	2.522	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s610	False	0
123.682	6.06	129.742	5.454287834328156	draw_card	6.06	columbia_card_task_fmri	14.0	0.9	89.0	-95.0	0.1	10.0	1.0	1.0	0.7235051560184047	6.06	n/a	stim	poldrack-single-stim	s610	False	1
129.744	2.907	132.651	4.243176723217044	draw_card	2.907	columbia_card_task_fmri	14.0	0.8888888888888888	89.0	-95.0	0.1111111111111111	10.0	2.0	1.0	2.2750664058406045	2.907	n/a	stim	poldrack-single-stim	s610	False	1
132.651	6.104	138.755	2.7292878343281566	draw_card	6.104	columbia_card_task_fmri	14.0	0.875	89.0	-95.0	0.125	10.0	3.0	1.0	4.064022452628457	6.104	n/a	stim	poldrack-single-stim	s610	False	1
138.757	9.024	147.781	0.7828592628995854	draw_card	9.024	columbia_card_task_fmri	14.0	0.8571428571428572	89.0	-95.0	0.1428571428571428	10.0	4.0	1.0	6.153508134428421	9.024	n/a	stim	poldrack-single-stim	s610	False	1
147.782	7.63	155.412	-1.812378832338508	draw_card	7.63	columbia_card_task_fmri	14.0	0.8333333333333334	89.0	-95.0	0.1666666666666666	10.0	5.0	1.0	8.628931467759635	7.63	n/a	stim	poldrack-single-stim	s610	False	1
155.413	5.109	160.522	-5.445712165671843	end_round	5.109	columbia_card_task_fmri	14.0	0.8	71.0	-95.0	0.2	10.0	6.0	1.0	11.602380851783742	5.109	5.0	stim	poldrack-single-stim	s610	False	1
161.276	1.5	160.525	n/a	-1.0	2.59	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s610	False	0
163.117	2.852	165.969	1.3542878343281566	draw_card	2.852	columbia_card_task_fmri	15.0	0.8	89.0	-65.0	0.2	10.0	1.0	2.0	0.0253517355982353	2.852	n/a	stim	poldrack-single-stim	s610	False	1
165.971	1.5	167.471	-0.4234899434496202	draw_card	1.5	columbia_card_task_fmri	15.0	0.7777777777777778	89.0	-65.0	0.2222222222222222	10.0	2.0	2.0	1.2812624688002927	1.5	n/a	stim	poldrack-single-stim	s610	False	1
167.473	4.29	171.763	-2.6457121656718434	draw_card	4.29	columbia_card_task_fmri	15.0	0.75	89.0	-65.0	0.25	10.0	3.0	2.0	2.6597899262650486	4.29	n/a	stim	poldrack-single-stim	s610	False	1
171.764	6.088	177.852	-5.502855022814698	draw_card	6.088	columbia_card_task_fmri	15.0	0.7142857142857143	89.0	-65.0	0.2857142857142857	10.0	4.0	2.0	4.15578197041458	6.088	n/a	stim	poldrack-single-stim	s610	False	1
177.853	7.121	184.974	-9.312378832338506	end_round	7.121	columbia_card_task_fmri	15.0	0.6666666666666667	71.0	-65.0	0.3333333333333333	10.0	5.0	2.0	5.724640711506581	7.121	4.0	stim	poldrack-single-stim	s610	False	1
185.73	1.5	184.979	n/a	-1.0	2.454	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s610	False	0
187.435	3.267	190.702	2.954287834328158	draw_card	3.267	columbia_card_task_fmri	17.0	0.8	89.0	-65.0	0.2	10.0	1.0	2.0	0.8232477680364738	3.267	n/a	stim	poldrack-single-stim	s610	False	1
190.704	1.237	191.941	1.132065612105937	draw_card	1.237	columbia_card_task_fmri	17.0	0.7777777777777778	89.0	-65.0	0.2222222222222222	10.0	2.0	2.0	2.110716982720525	1.237	2.0	stim	poldrack-single-stim	s610	False	0
192.695	1.5	191.944	n/a	-1.0	2.318	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s610	False	0
194.265	2.147	196.412	1.5209545009948244	draw_card	2.147	columbia_card_task_fmri	13.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	12.0	1.0	2.0	-1.0393976546743566	2.147	n/a	stim	poldrack-single-stim	s610	False	1
196.413	2.76	199.173	0.2633787434190631	draw_card	2.76	columbia_card_task_fmri	13.0	0.8181818181818181	89.0	-70.0	0.1818181818181818	12.0	2.0	2.0	0.0379701023746577	2.76	2.0	stim	poldrack-single-stim	s610	False	0
199.926	1.5	199.175	n/a	-1.0	2.25	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s610	False	0
201.426	1.806	203.232	1.5209545009948244	draw_card	1.806	columbia_card_task_fmri	15.0	0.8333333333333334	89.0	-80.0	0.1666666666666666	12.0	1.0	2.0	3.421464242500811	1.806	1.0	stim	poldrack-single-stim	s610	False	0
203.986	1.5	203.235	n/a	-1.0	2.658	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s610	False	0
205.895	3.352	209.247	0.5542878343281576	draw_card	3.352	columbia_card_task_fmri	14.0	0.8	89.0	-65.0	0.2	15.0	1.0	3.0	-0.3735564946429619	3.352	n/a	stim	poldrack-single-stim	s610	False	1
209.249	3.871	213.12	-0.5742835942432705	draw_card	3.871	columbia_card_task_fmri	14.0	0.7857142857142857	89.0	-65.0	0.2142857142857142	15.0	2.0	3.0	0.4399917921510479	3.871	n/a	stim	poldrack-single-stim	s610	False	1
213.12	12.723	225.843	-1.8764813964410751	draw_card	12.723	columbia_card_task_fmri	14.0	0.7692307692307692	89.0	-65.0	0.2307692307692307	15.0	3.0	3.0	1.306700589301343	12.723	n/a	stim	poldrack-single-stim	s610	False	1
225.846	12.5	238.346	-3.3957121656718434	end_round	12.5	columbia_card_task_fmri	14.0	0.75	71.0	-65.0	0.25	15.0	4.0	3.0	2.2277863635572643	12.5	3.0	stim	poldrack-single-stim	s610	False	1
239.102	1.5	238.351	n/a	-1.0	2.454	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s610	False	0
240.808	2.172	242.98	0.4792878343281566	draw_card	2.172	columbia_card_task_fmri	1.0	0.9375	89.0	-45.0	0.0625	16.0	1.0	1.0	-20.680140669206477	2.172	n/a	stim	poldrack-single-stim	s610	False	1
242.981	1.115	244.096	0.2876211676614901	draw_card	1.115	columbia_card_task_fmri	1.0	0.9333333333333332	89.0	-45.0	0.0666666666666666	16.0	2.0	1.0	-20.34768637188305	1.115	n/a	stim	poldrack-single-stim	s610	False	1
244.098	0.985	245.083	0.068573548613871	draw_card	0.985	columbia_card_task_fmri	1.0	0.9285714285714286	89.0	-45.0	0.0714285714285714	16.0	3.0	1.0	-19.98265848763313	0.985	n/a	stim	poldrack-single-stim	s610	False	1
245.085	1.724	246.809	-0.1841737041333817	draw_card	1.724	columbia_card_task_fmri	1.0	0.9230769230769232	89.0	-45.0	0.0769230769230769	16.0	4.0	1.0	-19.57950144146353	1.724	n/a	stim	poldrack-single-stim	s610	False	1
246.812	3.921	250.733	-0.4790454990051769	draw_card	3.921	columbia_card_task_fmri	1.0	0.9166666666666666	89.0	-45.0	0.0833333333333333	16.0	5.0	1.0	-19.131264779954904	3.921	n/a	stim	poldrack-single-stim	s610	False	1
250.734	1.053	251.787	-0.8275303474900251	draw_card	1.053	columbia_card_task_fmri	1.0	0.9090909090909092	89.0	-45.0	0.0909090909090909	16.0	6.0	1.0	-18.629132638196737	1.053	n/a	stim	poldrack-single-stim	s610	False	1
251.79	5.033	256.823	-1.2457121656718435	draw_card	5.033	columbia_card_task_fmri	1.0	0.9	89.0	-45.0	0.1	16.0	7.0	1.0	-18.06175452516239	5.033	n/a	stim	poldrack-single-stim	s610	False	1
256.824	2.179	259.003	-1.756823276782954	draw_card	2.179	columbia_card_task_fmri	1.0	0.8888888888888888	89.0	-45.0	0.1111111111111111	16.0	8.0	1.0	-17.414281850275344	2.179	n/a	stim	poldrack-single-stim	s610	False	1
259.006	8.894	267.9	-2.3957121656718434	end_round	8.894	columbia_card_task_fmri	1.0	0.875	71.0	-45.0	0.125	16.0	9.0	1.0	-16.666975330405705	8.894	8.0	stim	poldrack-single-stim	s610	False	1
268.653	1.5	267.902	n/a	-1.0	2.386	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s610	False	0
270.291	2.175	272.466	1.4167878343281566	draw_card	2.175	columbia_card_task_fmri	15.0	0.8125	89.0	-70.0	0.1875	16.0	1.0	3.0	1.1988443041799286	2.175	n/a	stim	poldrack-single-stim	s610	False	1
272.468	1.551	274.019	0.3542878343281566	draw_card	1.551	columbia_card_task_fmri	15.0	0.8	89.0	-70.0	0.2	16.0	2.0	3.0	2.0202767743972245	1.551	n/a	stim	poldrack-single-stim	s610	False	1
274.02	0.828	274.848	-0.8599978799575587	draw_card	0.828	columbia_card_task_fmri	15.0	0.7857142857142857	89.0	-70.0	0.2142857142857142	16.0	3.0	3.0	2.895934514939718	0.828	n/a	stim	poldrack-single-stim	s610	False	1
274.851	0.789	275.64	-2.26109678105646	draw_card	0.789	columbia_card_task_fmri	15.0	0.7692307692307692	89.0	-70.0	0.2307692307692307	16.0	4.0	3.0	3.82879401873636	0.789	n/a	stim	poldrack-single-stim	s610	False	1
275.641	2.395	278.036	-3.8957121656718434	draw_card	2.395	columbia_card_task_fmri	15.0	0.75	89.0	-70.0	0.25	16.0	5.0	3.0	4.820162767709981	2.395	n/a	stim	poldrack-single-stim	s610	False	1
278.038	4.281	282.319	-5.827530347490024	end_round	4.281	columbia_card_task_fmri	15.0	0.7272727272727273	71.0	-70.0	0.2727272727272727	16.0	6.0	3.0	5.86775207777422	4.281	5.0	stim	poldrack-single-stim	s610	False	1
283.072	1.5	282.321	n/a	-1.0	2.59	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s610	False	0
284.913	4.223	289.136	8.354287834328156	draw_card	4.223	columbia_card_task_fmri	30.0	0.7	89.0	-50.0	0.3	10.0	1.0	3.0	4.67498653197795	4.223	n/a	stim	poldrack-single-stim	s610	False	1
289.138	11.257	300.395	5.687621167661495	draw_card	11.257	columbia_card_task_fmri	30.0	0.6666666666666667	89.0	-50.0	0.3333333333333333	10.0	2.0	3.0	5.724640711506581	11.257	n/a	stim	poldrack-single-stim	s610	False	1
300.397	7.921	308.318	2.3542878343281566	draw_card	7.921	columbia_card_task_fmri	30.0	0.625	89.0	-50.0	0.375	10.0	3.0	3.0	6.74018743399143	7.921	n/a	stim	poldrack-single-stim	s610	False	1
308.321	4.866	313.187	-1.931426451386128	end_round	4.866	columbia_card_task_fmri	30.0	0.5714285714285714	71.0	-50.0	0.4285714285714285	10.0	4.0	3.0	7.5985367122998895	4.866	3.0	stim	poldrack-single-stim	s610	False	1
313.94	1.5	313.189	n/a	-1.0	2.318	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s610	False	0
315.509	1.949	317.458	7.7542878343281565	draw_card	1.949	columbia_card_task_fmri	17.0	0.8666666666666667	89.0	-70.0	0.1333333333333333	15.0	1.0	2.0	-2.393262914831979	1.949	n/a	stim	poldrack-single-stim	s610	False	1
317.459	1.078	318.537	6.925716405756729	draw_card	1.078	columbia_card_task_fmri	17.0	0.8571428571428572	89.0	-70.0	0.1428571428571428	15.0	2.0	2.0	-1.526581466218051	1.078	n/a	stim	poldrack-single-stim	s610	False	1
318.54	0.544	319.084	5.969672449712771	draw_card	0.544	columbia_card_task_fmri	17.0	0.8461538461538461	89.0	-70.0	0.1538461538461538	15.0	3.0	2.0	-0.5832659288067816	0.544	n/a	stim	poldrack-single-stim	s610	False	1
319.085	1.32	320.405	4.854287834328158	draw_card	1.32	columbia_card_task_fmri	17.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	15.0	4.0	2.0	0.4472120897174463	1.32	n/a	stim	poldrack-single-stim	s610	False	1
320.408	4.53	324.938	3.5361060161463365	draw_card	4.53	columbia_card_task_fmri	17.0	0.8181818181818181	89.0	-70.0	0.1818181818181818	15.0	5.0	2.0	1.576783652021966	4.53	n/a	stim	poldrack-single-stim	s610	False	1
324.939	1.417	326.356	1.954287834328158	draw_card	1.417	columbia_card_task_fmri	17.0	0.8	89.0	-70.0	0.2	15.0	6.0	2.0	2.818409543137861	1.417	6.0	stim	poldrack-single-stim	s610	False	0
