onset	duration	movement_onset	CTI	block_duration	correct	correct_response	cue	cue_switch	experiment_exp_id	key_press	response_time	stim_color	stim_number	switch_type	task	task_switch	trial_id	trial_type	worker_id	first_trial_of_block	junk
3.623	1.0	4.955	0.1	2.136	False	71.0	Color	switch	twobytwo	89.0	1.232	blue	4.0	cue_switch	color	stay	stim	poldrack-single-stim	s570	1	False
5.871	1.0	7.089	0.1	2.272	False	89.0	Magnitude	n/a	twobytwo	71.0	1.118	blue	7.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s570	0	False
8.252	1.0	8.977	0.1	2.136	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.625	orange	1.0	task_switch	color	switch	stim	poldrack-single-stim	s570	0	False
10.495	1.0	11.481	0.1	2.272	True	71.0	Orange-Blue	stay	twobytwo	71.0	0.886	blue	7.0	cue_stay	color	stay	stim	poldrack-single-stim	s570	0	False
13.674	1.0	15.201	0.9	2.0	True	71.0	Magnitude	n/a	twobytwo	71.0	0.627	orange	1.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s570	0	False
15.781	1.0	16.576	0.1	2.816	True	71.0	Magnitude	stay	twobytwo	71.0	0.695	blue	2.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s570	0	False
18.701	1.0	19.822	0.1	2.408	True	71.0	High-Low	switch	twobytwo	71.0	1.021	orange	3.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s570	0	False
22.016	1.0	23.528	0.9	2.0	True	71.0	High-Low	stay	twobytwo	71.0	0.612	orange	1.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s570	0	False
24.127	1.0	24.759	0.1	2.544	True	71.0	High-Low	stay	twobytwo	71.0	0.532	blue	2.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s570	0	False
27.576	1.0	29.063	0.9	2.136	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.587	blue	7.0	task_switch	color	switch	stim	poldrack-single-stim	s570	0	False
29.818	1.0	30.886	0.1	2.0	True	89.0	Magnitude	n/a	twobytwo	89.0	0.968	orange	6.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s570	0	False
31.925	1.0	33.081	0.1	2.0	False	89.0	Magnitude	stay	twobytwo	71.0	1.056	blue	8.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s570	0	False
34.029	1.0	34.769	0.1	2.136	True	89.0	High-Low	switch	twobytwo	89.0	0.64	orange	8.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s570	0	False
36.269	1.0	37.009	0.1	2.136	True	89.0	High-Low	stay	twobytwo	89.0	0.64	orange	9.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s570	0	False
38.509	1.0	39.393	0.1	2.272	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.784	orange	1.0	task_switch	color	switch	stim	poldrack-single-stim	s570	0	False
41.688	1.0	43.159	0.9	3.224	True	89.0	Color	switch	twobytwo	89.0	0.571	orange	2.0	cue_switch	color	stay	stim	poldrack-single-stim	s570	0	False
45.019	1.0	45.874	0.1	2.0	True	89.0	Orange-Blue	switch	twobytwo	89.0	0.755	orange	1.0	cue_switch	color	stay	stim	poldrack-single-stim	s570	0	False
47.926	1.0	49.893	0.9	2.0	True	89.0	High-Low	n/a	twobytwo	89.0	1.067	blue	9.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s570	0	False
50.032	1.0	51.378	0.1	2.272	True	71.0	Orange-Blue	n/a	twobytwo	71.0	1.246	blue	4.0	task_switch	color	switch	stim	poldrack-single-stim	s570	0	False
52.414	1.0	53.598	0.1	2.136	True	89.0	High-Low	n/a	twobytwo	89.0	1.084	orange	6.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s570	0	False
55.457	1.0	57.007	0.9	2.0	True	71.0	Magnitude	switch	twobytwo	71.0	0.65	blue	4.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s570	0	False
58.363	1.0	59.76	0.9	2.0	True	71.0	Magnitude	stay	twobytwo	71.0	0.497	orange	4.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s570	0	False
61.268	1.0	62.798	0.9	2.0	True	89.0	Magnitude	stay	twobytwo	89.0	0.63	orange	6.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s570	0	False
64.174	1.0	65.999	0.9	2.68	True	89.0	Magnitude	stay	twobytwo	89.0	0.925	blue	8.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s570	0	False
67.761	1.0	69.286	0.9	2.0	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.625	blue	8.0	task_switch	color	switch	stim	poldrack-single-stim	s570	0	False
69.868	1.0	71.387	0.1	2.272	True	71.0	Magnitude	n/a	twobytwo	71.0	1.419	orange	2.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s570	0	False
73.047	1.0	75.146	0.9	2.0	True	71.0	Color	n/a	twobytwo	71.0	1.199	blue	6.0	task_switch	color	switch	stim	poldrack-single-stim	s570	0	False
75.95	1.0	77.766	0.9	2.272	True	71.0	Orange-Blue	switch	twobytwo	71.0	0.916	blue	9.0	cue_switch	color	stay	stim	poldrack-single-stim	s570	0	False
79.13	1.0	80.94	0.9	2.952	True	89.0	Color	switch	twobytwo	89.0	0.91	orange	2.0	cue_switch	color	stay	stim	poldrack-single-stim	s570	0	False
82.188	1.0	83.158	0.1	2.0	True	89.0	High-Low	n/a	twobytwo	89.0	0.87	orange	6.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s570	0	False
84.295	1.0	85.27	0.1	2.0	True	71.0	Magnitude	switch	twobytwo	71.0	0.875	blue	3.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s570	0	False
87.202	1.0	88.602	0.9	2.0	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.5	orange	1.0	task_switch	color	switch	stim	poldrack-single-stim	s570	0	False
