onset	duration	movement_onset	CTI	block_duration	correct	correct_response	cue	cue_switch	experiment_exp_id	key_press	response_time	stim_color	stim_number	switch_type	task	task_switch	trial_id	trial_type	worker_id	first_trial_of_block	junk
3.622	1.0	4.377	0.1	3.224	True	89.0	Color	stay	twobytwo	89.0	0.655	orange	4.0	cue_stay	color	stay	stim	poldrack-single-stim	s572	1	False
7.754	1.0	9.024	0.9	2.408	True	89.0	Magnitude	n/a	twobytwo	89.0	0.37	blue	8.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s572	0	False
11.074	1.0	12.31	0.9	2.816	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.336	blue	2.0	task_switch	color	switch	stim	poldrack-single-stim	s572	0	False
13.994	1.0	14.894	0.1	2.408	True	71.0	High-Low	n/a	twobytwo	71.0	0.8	blue	4.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s572	0	False
16.512	1.0	17.24	0.1	2.136	True	89.0	Color	n/a	twobytwo	89.0	0.628	orange	8.0	task_switch	color	switch	stim	poldrack-single-stim	s572	0	False
19.552	1.0	20.906	0.9	2.136	True	89.0	Color	stay	twobytwo	89.0	0.454	orange	7.0	cue_stay	color	stay	stim	poldrack-single-stim	s572	0	False
22.595	1.0	23.862	0.9	2.0	True	71.0	Orange-Blue	switch	twobytwo	71.0	0.367	blue	7.0	cue_switch	color	stay	stim	poldrack-single-stim	s572	0	False
25.501	1.0	26.739	0.9	2.0	True	89.0	Color	switch	twobytwo	89.0	0.338	orange	9.0	cue_switch	color	stay	stim	poldrack-single-stim	s572	0	False
28.408	1.0	29.789	0.9	2.272	True	71.0	Magnitude	n/a	twobytwo	71.0	0.481	blue	1.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s572	0	False
31.589	1.0	32.929	0.9	2.408	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.44	orange	7.0	task_switch	color	switch	stim	poldrack-single-stim	s572	0	False
34.904	1.0	36.31	0.9	2.0	True	89.0	Magnitude	n/a	twobytwo	89.0	0.506	orange	9.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s572	0	False
37.014	1.0	37.769	0.1	2.136	True	71.0	High-Low	switch	twobytwo	71.0	0.655	blue	2.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s572	0	False
40.061	1.0	41.801	0.9	2.0	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.84	orange	1.0	task_switch	color	switch	stim	poldrack-single-stim	s572	0	False
42.166	1.0	42.998	0.1	2.408	True	89.0	Magnitude	n/a	twobytwo	89.0	0.732	blue	8.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s572	0	False
45.481	1.0	46.978	0.9	2.272	True	71.0	High-Low	switch	twobytwo	71.0	0.597	blue	4.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s572	0	False
48.659	1.0	50.03	0.9	2.0	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.471	orange	2.0	task_switch	color	switch	stim	poldrack-single-stim	s572	0	False
51.565	1.0	52.793	0.9	2.272	True	71.0	Color	switch	twobytwo	71.0	0.328	blue	3.0	cue_switch	color	stay	stim	poldrack-single-stim	s572	0	False
54.743	1.0	56.209	0.9	2.0	True	89.0	High-Low	n/a	twobytwo	89.0	0.566	blue	9.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s572	0	False
56.852	1.0	57.566	0.1	2.0	True	89.0	Color	n/a	twobytwo	89.0	0.614	orange	4.0	task_switch	color	switch	stim	poldrack-single-stim	s572	0	False
58.957	1.0	59.514	0.1	2.272	True	89.0	Color	stay	twobytwo	89.0	0.457	orange	6.0	cue_stay	color	stay	stim	poldrack-single-stim	s572	0	False
62.134	1.0	63.942	0.9	2.136	True	89.0	High-Low	n/a	twobytwo	89.0	0.908	orange	6.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s572	0	False
64.382	1.0	64.962	0.1	2.0	True	89.0	Color	n/a	twobytwo	89.0	0.48	orange	9.0	task_switch	color	switch	stim	poldrack-single-stim	s572	0	False
67.289	1.0	68.571	0.9	2.0	True	71.0	Color	stay	twobytwo	71.0	0.382	blue	6.0	cue_stay	color	stay	stim	poldrack-single-stim	s572	0	False
70.196	1.0	71.644	0.9	2.0	True	89.0	Magnitude	n/a	twobytwo	89.0	0.548	blue	8.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s572	0	False
72.303	1.0	73.485	0.1	2.0	True	71.0	High-Low	switch	twobytwo	71.0	1.082	orange	4.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s572	0	False
75.21	1.0	76.675	0.9	2.0	True	89.0	High-Low	stay	twobytwo	89.0	0.565	blue	7.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s572	0	False
77.319	1.0	78.066	0.1	2.136	True	89.0	Color	n/a	twobytwo	89.0	0.647	orange	3.0	task_switch	color	switch	stim	poldrack-single-stim	s572	0	False
80.362	1.0	81.691	0.9	2.0	True	89.0	Color	stay	twobytwo	89.0	0.429	orange	8.0	cue_stay	color	stay	stim	poldrack-single-stim	s572	0	False
83.268	1.0	84.756	0.9	2.0	True	71.0	Magnitude	n/a	twobytwo	71.0	0.588	blue	1.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s572	0	False
85.378	1.0	86.149	0.1	2.136	True	71.0	High-Low	switch	twobytwo	71.0	0.671	blue	4.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s572	0	False
87.621	1.0	88.751	0.1	2.0	True	89.0	Magnitude	switch	twobytwo	89.0	1.03	blue	8.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s572	0	False
89.73	1.0	90.458	0.1	2.136	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.628	orange	3.0	task_switch	color	switch	stim	poldrack-single-stim	s572	0	False
92.77	1.0	94.309	0.9	2.68	True	89.0	High-Low	n/a	twobytwo	89.0	0.639	blue	8.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s572	0	False
96.354	1.0	97.663	0.9	2.272	True	89.0	High-Low	stay	twobytwo	89.0	0.409	blue	7.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s572	0	False
