onset	duration	block_duration	correct	correct_response	cue	experiment_exp_id	flanker_location	flanker_middle_direction	flanker_type	key_press	response_time	trial_id	worker_id	junk
3.506	1.7	2.1	1.0	71.0	spatial	attention_network_task	down	right	incongruent	71	0.711	stim	s635	False
6.11	1.7	2.1	0.0	89.0	spatial	attention_network_task	up	left	incongruent	-1	n/a	stim	s635	False
8.714864	1.7	2.100136	0.0	71.0	spatial	attention_network_task	up	right	congruent	-1	n/a	stim	s635	False
11.317727999999999	1.7	2.100272	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.793	stim	s635	False
13.920592000000001	1.7	2.100408	1.0	71.0	double	attention_network_task	down	right	incongruent	71	0.559	stim	s635	False
16.525	1.7	2.1	1.0	89.0	double	attention_network_task	down	left	congruent	89	0.959	stim	s635	False
19.128864	1.7	2.100136	0.0	71.0	double	attention_network_task	down	right	congruent	-1	n/a	stim	s635	False
21.732864000000003	1.7	2.100136	0.0	89.0	spatial	attention_network_task	down	left	congruent	-1	n/a	stim	s635	False
24.337	1.7	2.1	0.0	89.0	double	attention_network_task	up	left	congruent	-1	n/a	stim	s635	False
26.939592	1.7	2.100408	0.0	71.0	double	attention_network_task	up	right	incongruent	-1	n/a	stim	s635	False
29.543456	1.7	2.1005439999999997	0.0	71.0	spatial	attention_network_task	down	right	congruent	89	0.483	stim	s635	False
32.147864	1.7	2.100136	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.565	stim	s635	False
34.750864	1.7	2.100136	1.0	89.0	spatial	attention_network_task	down	left	congruent	89	0.487	stim	s635	False
37.354	1.7	2.1	1.0	71.0	spatial	attention_network_task	up	right	incongruent	71	0.9	stim	s635	False
39.958	1.7	2.1	0.0	71.0	double	attention_network_task	up	right	congruent	-1	n/a	stim	s635	False
42.560864	1.7	2.100136	0.0	71.0	double	attention_network_task	down	right	congruent	-1	n/a	stim	s635	False
45.166	1.7	2.1	0.0	71.0	double	attention_network_task	up	right	congruent	-1	n/a	stim	s635	False
47.769864	1.7	2.100136	0.0	89.0	double	attention_network_task	up	left	congruent	-1	n/a	stim	s635	False
