onset	duration	movement_onset	EV	action	block_duration	experiment_exp_id	gain_amount	gain_probability	key_press	loss_amount	loss_probability	num_cards	num_click_in_round	num_loss_cards	risk	response_time	total_cards	trial_id	trial_type	worker_id	junk	feedback
3.013	5.181	8.194	-0.3150782029364831	draw_card	5.181	columbia_card_task_fmri	12.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	6.0	1.0	1.0	-2.3638453653668208	5.181	n/a	stim	poldrack-single-stim	s627	False	1
8.196	2.514	10.71	-3.048411536269816	draw_card	2.514	columbia_card_task_fmri	12.0	0.8	89.0	-70.0	0.2	6.0	2.0	1.0	-0.1254798351632899	2.514	n/a	stim	poldrack-single-stim	s627	False	1
10.711	1.746	12.457	-7.148411536269817	draw_card	1.746	columbia_card_task_fmri	12.0	0.75	89.0	-70.0	0.25	6.0	3.0	1.0	2.579441143551371	1.746	n/a	stim	poldrack-single-stim	s627	False	1
12.458	1.635	14.093	-13.98174486960315	draw_card	1.635	columbia_card_task_fmri	12.0	0.6666666666666667	89.0	-70.0	0.3333333333333333	6.0	4.0	1.0	5.725477361276504	1.635	n/a	stim	poldrack-single-stim	s627	False	1
14.094	1.722	15.816	-27.648411536269816	end_round	1.722	columbia_card_task_fmri	12.0	0.5	71.0	-70.0	0.5	6.0	5.0	1.0	8.068956441006819	1.722	4.0	stim	poldrack-single-stim	s627	False	1
16.57	1.5	15.819	n/a	-1.0	2.25	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s627	False	0
18.072	5.811	23.883	0.5182551303968508	draw_card	5.811	columbia_card_task_fmri	14.0	0.8333333333333334	89.0	-75.0	0.1666666666666666	6.0	1.0	1.0	0.2425529682408083	5.811	n/a	stim	poldrack-single-stim	s627	False	1
23.886	1.528	25.414	-2.448411536269816	draw_card	1.528	columbia_card_task_fmri	14.0	0.8	89.0	-75.0	0.2	6.0	2.0	1.0	2.6723324898753447	1.528	n/a	stim	poldrack-single-stim	s627	False	1
25.415	1.365	26.78	-6.898411536269817	draw_card	1.365	columbia_card_task_fmri	14.0	0.75	89.0	-75.0	0.25	6.0	3.0	1.0	5.60850882111324	1.365	n/a	stim	poldrack-single-stim	s627	False	1
26.781	1.5	28.281	-14.315078202936483	end_round	1.5	columbia_card_task_fmri	14.0	0.6666666666666667	71.0	-75.0	0.3333333333333333	6.0	4.0	1.0	9.023452092481136	1.5	3.0	stim	poldrack-single-stim	s627	False	1
