onset	duration	movement_onset	CTI	block_duration	correct	correct_response	cue	cue_switch	experiment_exp_id	key_press	response_time	stim_color	stim_number	switch_type	task	task_switch	trial_id	trial_type	worker_id	first_trial_of_block	junk
3.613	1.0	5.098	0.1	2.272	True	89.0	Color	stay	twobytwo	89.0	1.385	orange	4.0	cue_stay	color	stay	stim	poldrack-single-stim	s513	1	False
5.992	1.0	7.112	0.1	2.136	True	71.0	High-Low	n/a	twobytwo	71.0	1.02	blue	7.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s513	0	False
8.233	1.0	10.183	0.1	2.0	True	89.0	Magnitude	switch	twobytwo	89.0	1.85	orange	3.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s513	0	False
10.338	1.0	12.19	0.1	2.0	True	71.0	Orange-Blue	n/a	twobytwo	71.0	1.752	blue	9.0	task_switch	color	switch	stim	poldrack-single-stim	s513	0	False
13.244	1.0	14.747	0.9	2.136	True	89.0	Magnitude	n/a	twobytwo	89.0	0.603	orange	3.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s513	0	False
16.285	1.0	17.772	0.9	2.0	True	89.0	Color	n/a	twobytwo	89.0	0.587	orange	8.0	task_switch	color	switch	stim	poldrack-single-stim	s513	0	False
18.389	1.0	19.321	0.1	2.136	True	89.0	Magnitude	n/a	twobytwo	89.0	0.832	orange	3.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s513	0	False
21.431	1.0	22.892	0.9	2.408	True	71.0	Magnitude	stay	twobytwo	71.0	0.561	blue	9.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s513	0	False
23.944	1.0	25.201	0.1	2.136	True	89.0	Color	n/a	twobytwo	89.0	1.157	orange	7.0	task_switch	color	switch	stim	poldrack-single-stim	s513	0	False
26.187	1.0	27.469	0.1	2.0	True	89.0	Magnitude	n/a	twobytwo	89.0	1.182	orange	4.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s513	0	False
28.29	1.0	29.814	0.1	2.136	True	89.0	Color	n/a	twobytwo	89.0	1.424	orange	9.0	task_switch	color	switch	stim	poldrack-single-stim	s513	0	False
31.331	1.0	32.81	0.9	2.272	True	89.0	Color	stay	twobytwo	89.0	0.579	orange	2.0	cue_stay	color	stay	stim	poldrack-single-stim	s513	0	False
34.509	1.0	36.167	0.9	2.0	True	89.0	Magnitude	n/a	twobytwo	89.0	0.758	orange	4.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s513	0	False
37.414	1.0	39.886	0.9	2.408	False	71.0	Color	n/a	twobytwo	89.0	1.572	blue	7.0	task_switch	color	switch	stim	poldrack-single-stim	s513	0	False
40.726	1.0	42.945	0.9	2.0	True	89.0	Orange-Blue	switch	twobytwo	89.0	1.319	orange	8.0	cue_switch	color	stay	stim	poldrack-single-stim	s513	0	False
42.83	1.0	44.271	0.1	2.136	True	71.0	Magnitude	n/a	twobytwo	71.0	1.341	orange	6.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s513	0	False
45.07	1.0	45.882	0.1	2.408	False	89.0	Color	n/a	twobytwo	71.0	0.712	orange	6.0	task_switch	color	switch	stim	poldrack-single-stim	s513	0	False
48.382	1.0	49.964	0.9	2.136	True	89.0	Magnitude	n/a	twobytwo	89.0	0.682	orange	4.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s513	0	False
51.423	1.0	54.035	0.9	2.408	True	89.0	Color	n/a	twobytwo	89.0	1.712	orange	4.0	task_switch	color	switch	stim	poldrack-single-stim	s513	0	False
54.736	1.0	57.19	0.9	2.136	True	89.0	Magnitude	n/a	twobytwo	89.0	1.554	blue	2.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s513	0	False
56.977	1.0	58.718	0.1	2.0	True	71.0	High-Low	switch	twobytwo	71.0	1.641	blue	6.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s513	0	False
59.082	1.0	60.787	0.1	2.272	True	71.0	High-Low	stay	twobytwo	71.0	1.605	blue	7.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s513	0	False
62.26	1.0	64.141	0.9	2.0	True	89.0	Color	n/a	twobytwo	89.0	0.981	orange	1.0	task_switch	color	switch	stim	poldrack-single-stim	s513	0	False
64.364	1.0	66.096	0.1	2.272	True	89.0	Magnitude	n/a	twobytwo	89.0	1.632	blue	1.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s513	0	False
66.742	1.0	69.08	0.1	2.272	True	71.0	High-Low	switch	twobytwo	71.0	2.238	orange	8.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s513	0	False
69.119	1.0	70.081	0.1	2.952	True	71.0	Magnitude	switch	twobytwo	71.0	0.862	blue	9.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s513	0	False
72.975	1.0	75.464	0.9	2.68	True	71.0	Magnitude	stay	twobytwo	71.0	1.589	orange	8.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s513	0	False
75.759	1.0	77.074	0.1	2.136	True	89.0	Magnitude	stay	twobytwo	89.0	1.215	blue	4.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s513	0	False
78.8	1.0	80.574	0.9	2.272	True	89.0	Magnitude	stay	twobytwo	89.0	0.874	orange	1.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s513	0	False
