onset	duration	block_duration	choice	experiment_exp_id	key_press	large_amount	later_delay	response_time	small_amount	trial_id	trial_type	worker_id	junk
3.013	4.0	4.636	larger_later	discount_fixed	89	67.0	74.0	1.338	20.0	n/a	larger_later	s623	False
7.65	4.0	5.316	larger_later	discount_fixed	89	29.0	58.0	0.869	20.0	n/a	larger_later	s623	False
12.972	4.0	4.976	larger_later	discount_fixed	89	39.0	104.0	1.811	20.0	n/a	larger_later	s623	False
17.952	4.0	4.568	larger_later	discount_fixed	89	33.0	103.0	0.823	20.0	n/a	larger_later	s623	False
22.524	4.0	5.52	larger_later	discount_fixed	89	33.0	78.0	1.156	20.0	n/a	larger_later	s623	False
28.045	4.0	5.588	larger_later	discount_fixed	89	74.0	52.0	1.28	20.0	n/a	larger_later	s623	False
33.638	4.0	5.792	larger_later	discount_fixed	89	28.0	132.0	1.777	20.0	n/a	larger_later	s623	False
39.436	4.0	4.568	larger_later	discount_fixed	89	28.0	59.0	1.148	20.0	n/a	larger_later	s623	False
44.009	4.0	5.112	smaller_sooner	discount_fixed	71	28.0	163.0	1.534	20.0	n/a	smaller_sooner	s623	False
49.122	4.0	4.5	larger_later	discount_fixed	89	32.0	74.0	2.419	20.0	n/a	larger_later	s623	False
53.625	4.0	4.84	larger_later	discount_fixed	89	57.0	89.0	2.869	20.0	n/a	larger_later	s623	False
58.468	4.0	4.568	false	discount_fixed	-1	70.0	108.0	n/a	20.0	n/a	false	s623	False
63.038	4.0	5.384	larger_later	discount_fixed	89	72.0	95.0	1.141	20.0	n/a	larger_later	s623	False
68.424	4.0	5.044	smaller_sooner	discount_fixed	71	30.0	36.0	1.161	20.0	n/a	smaller_sooner	s623	False
73.469	4.0	4.704	false	discount_fixed	-1	41.0	129.0	n/a	20.0	n/a	false	s623	False
78.178	4.0	4.908	larger_later	discount_fixed	89	78.0	129.0	0.839	20.0	n/a	larger_later	s623	False
83.088	4.0	4.908	larger_later	discount_fixed	89	71.0	88.0	0.734	20.0	n/a	larger_later	s623	False
87.998	4.0	4.84	larger_later	discount_fixed	89	65.0	159.0	2.602	20.0	n/a	larger_later	s623	False
92.84	4.0	5.112	smaller_sooner	discount_fixed	71	24.0	125.0	1.05	20.0	n/a	smaller_sooner	s623	False
97.956	4.0	5.112	larger_later	discount_fixed	89	58.0	36.0	1.09	20.0	n/a	larger_later	s623	False
103.073	4.0	4.704	smaller_sooner	discount_fixed	71	63.0	37.0	2.551	20.0	n/a	smaller_sooner	s623	False
107.78	4.0	4.84	larger_later	discount_fixed	89	75.0	41.0	1.487	20.0	n/a	larger_later	s623	False
112.622	4.0	4.84	smaller_sooner	discount_fixed	71	45.0	72.0	2.154	20.0	n/a	smaller_sooner	s623	False
