onset	duration	SS_delay	block_duration	correct	correct_response	experiment_exp_id	key_press	passed_check	response_time	stopped	trial_id	trial_type	worker_id	junk
3.006	0.85	0.2	3.066	1.0	71.0	stop_signal	71.0	True	0.641	False	stim	stop_failure	s634	False
6.073	0.85	0.15	2.25	1.0	71.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s634	False
8.324	0.85	0.2	2.386	1.0	89.0	stop_signal	89.0	True	0.432	False	stim	go	s634	False
10.712	0.85	0.2	2.386	1.0	89.0	stop_signal	89.0	True	0.395	False	stim	stop_failure	s634	False
13.1	0.85	0.15	2.522	1.0	71.0	stop_signal	71.0	True	0.525	False	stim	go	s634	False
15.623	0.85	0.15	2.386	1.0	89.0	stop_signal	89.0	True	0.55	False	stim	go	s634	False
18.01	0.85	0.15	2.386	1.0	71.0	stop_signal	71.0	True	0.429	False	stim	go	s634	False
20.398	0.85	0.15	2.794	1.0	71.0	stop_signal	71.0	True	0.498	False	stim	stop_failure	s634	False
23.193	0.85	0.1	2.386	1.0	71.0	stop_signal	71.0	True	0.479	False	stim	go	s634	False
25.58	0.85	0.1	2.25	1.0	71.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s634	False
27.831	0.85	0.15	2.522	1.0	71.0	stop_signal	71.0	True	0.484	False	stim	stop_failure	s634	False
30.355	0.85	0.1	2.386	1.0	89.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s634	False
32.743	0.85	0.15	2.386	1.0	89.0	stop_signal	89.0	True	0.497	False	stim	go	s634	False
35.13	0.85	0.15	2.25	1.0	71.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s634	False
37.381	0.85	0.2	2.386	1.0	71.0	stop_signal	71.0	True	0.576	False	stim	go	s634	False
39.769	0.85	0.2	2.25	1.0	71.0	stop_signal	71.0	True	0.51	False	stim	go	s634	False
42.02	0.85	0.2	2.25	1.0	89.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s634	False
44.272	0.85	0.25	2.25	1.0	89.0	stop_signal	89.0	True	0.544	False	stim	go	s634	False
46.523	0.85	0.25	2.386	1.0	71.0	stop_signal	71.0	True	0.524	False	stim	go	s634	False
48.91	0.85	0.25	2.25	1.0	71.0	stop_signal	71.0	True	0.43	False	stim	stop_failure	s634	False
51.161	0.85	0.2	2.25	1.0	89.0	stop_signal	89.0	True	0.404	False	stim	stop_failure	s634	False
53.412	0.85	0.15	2.386	1.0	89.0	stop_signal	89.0	True	0.412	False	stim	stop_failure	s634	False
55.8	0.85	0.1	2.386	1.0	89.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s634	False
58.187	0.85	0.15	2.25	1.0	71.0	stop_signal	71.0	True	0.528	False	stim	go	s634	False
60.439	0.85	0.15	2.522	1.0	89.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s634	False
62.962	0.85	0.2	2.25	1.0	89.0	stop_signal	89.0	True	0.443	False	stim	go	s634	False
65.214	0.85	0.2	2.386	1.0	89.0	stop_signal	89.0	True	0.414	False	stim	go	s634	False
67.601	0.85	0.2	2.25	1.0	71.0	stop_signal	71.0	True	0.407	False	stim	go	s634	False
69.853	0.85	0.2	2.25	1.0	71.0	stop_signal	71.0	True	0.552	False	stim	stop_failure	s634	False
72.104	0.85	0.15	2.386	1.0	89.0	stop_signal	89.0	True	0.567	False	stim	go	s634	False
74.491	0.85	0.15	2.522	1.0	89.0	stop_signal	89.0	True	0.508	False	stim	go	s634	False
77.014	0.85	0.15	2.386	1.0	89.0	stop_signal	89.0	True	0.385	False	stim	go	s634	False
79.402	0.85	0.15	2.522	1.0	89.0	stop_signal	89.0	True	0.675	False	stim	go	s634	False
81.925	0.85	0.15	2.93	1.0	89.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s634	False
