onset	duration	block_duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	stim_color	stim_word	trial_id	trial_type	worker_id	junk
3.525	1.5	2.272	incongruent	1.0	71.0	stroop	71	1.104	blue	green	stim	incongruent	s629	False
5.802	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.519	blue	green	stim	incongruent	s629	False
7.808	1.5	2.0	congruent	1.0	71.0	stroop	71	0.646	blue	blue	stim	congruent	s629	False
9.813	1.5	2.0	congruent	1.0	71.0	stroop	71	0.464	blue	blue	stim	congruent	s629	False
11.818	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.872	red	green	stim	incongruent	s629	False
13.825	1.5	2.136	congruent	1.0	71.0	stroop	71	0.758	blue	blue	stim	congruent	s629	False
15.966	1.5	2.0	congruent	1.0	82.0	stroop	82	0.622	green	green	stim	congruent	s629	False
17.971	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.811	green	blue	stim	incongruent	s629	False
19.978	1.5	2.136	congruent	1.0	82.0	stroop	82	0.689	green	green	stim	congruent	s629	False
22.119	1.5	2.0	incongruent	0.0	89.0	stroop	71	0.711	red	green	stim	incongruent	s629	False
24.124	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.682	red	blue	stim	incongruent	s629	False
26.13	1.5	2.136	incongruent	1.0	82.0	stroop	82	1.248	green	red	stim	incongruent	s629	False
28.271	1.5	2.136	congruent	1.0	82.0	stroop	82	0.57	green	green	stim	congruent	s629	False
30.412	1.5	2.272	congruent	1.0	71.0	stroop	71	0.739	blue	blue	stim	congruent	s629	False
32.687	1.5	2.68	incongruent	1.0	82.0	stroop	82	0.852	green	blue	stim	incongruent	s629	False
35.372	1.5	2.0	congruent	1.0	71.0	stroop	71	0.94	blue	blue	stim	congruent	s629	False
37.377	1.5	2.0	congruent	1.0	71.0	stroop	71	0.542	blue	blue	stim	congruent	s629	False
39.382	1.5	2.272	incongruent	1.0	89.0	stroop	89	0.588	red	green	stim	incongruent	s629	False
41.66	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.711	blue	green	stim	incongruent	s629	False
43.665	1.5	2.0	congruent	1.0	71.0	stroop	71	1.004	blue	blue	stim	congruent	s629	False
45.67	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.815	green	red	stim	incongruent	s629	False
47.673	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.649	blue	green	stim	incongruent	s629	False
49.678	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.651	blue	red	stim	incongruent	s629	False
51.684	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.399	blue	red	stim	incongruent	s629	False
53.689	1.5	2.272	congruent	1.0	89.0	stroop	89	0.507	red	red	stim	congruent	s629	False
55.967	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.519	red	green	stim	incongruent	s629	False
57.973	1.5	2.408	congruent	1.0	89.0	stroop	89	0.485	red	red	stim	congruent	s629	False
60.386	1.5	2.0	congruent	1.0	71.0	stroop	71	0.503	blue	blue	stim	congruent	s629	False
62.393	1.5	2.136	congruent	1.0	89.0	stroop	89	0.714	red	red	stim	congruent	s629	False
64.534	1.5	2.0	congruent	1.0	71.0	stroop	71	0.741	blue	blue	stim	congruent	s629	False
66.539	1.5	2.0	congruent	1.0	71.0	stroop	71	0.543	blue	blue	stim	congruent	s629	False
68.545	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.518	red	blue	stim	incongruent	s629	False
70.55	1.5	2.272	congruent	1.0	82.0	stroop	82	0.608	green	green	stim	congruent	s629	False
72.823	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.803	red	blue	stim	incongruent	s629	False
74.829	1.5	2.272	incongruent	1.0	71.0	stroop	71	0.703	blue	green	stim	incongruent	s629	False
77.106	1.5	2.272	incongruent	1.0	82.0	stroop	82	0.81	green	blue	stim	incongruent	s629	False
79.383	1.5	2.0	incongruent	0.0	89.0	stroop	71	0.61	red	green	stim	incongruent	s629	False
81.39	1.5	2.68	congruent	1.0	82.0	stroop	82	0.653	green	green	stim	congruent	s629	False
84.075	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.753	green	blue	stim	incongruent	s629	False
86.08	1.5	2.272	congruent	1.0	89.0	stroop	89	0.594	red	red	stim	congruent	s629	False
88.359	1.5	2.0	congruent	1.0	82.0	stroop	82	0.825	green	green	stim	congruent	s629	False
90.365	1.5	2.0	congruent	1.0	89.0	stroop	89	0.604	red	red	stim	congruent	s629	False
92.37	1.5	2.272	incongruent	1.0	89.0	stroop	89	1.043	red	green	stim	incongruent	s629	False
94.648	1.5	2.136	congruent	1.0	89.0	stroop	89	0.45	red	red	stim	congruent	s629	False
96.789	1.5	2.544	congruent	1.0	71.0	stroop	71	0.596	blue	blue	stim	congruent	s629	False
99.339	1.5	2.408	incongruent	1.0	71.0	stroop	71	0.786	blue	red	stim	incongruent	s629	False
101.752	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.643	green	red	stim	incongruent	s629	False
103.758	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.627	green	red	stim	incongruent	s629	False
105.763	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.523	blue	red	stim	incongruent	s629	False
107.768	1.5	2.544	congruent	1.0	89.0	stroop	89	0.425	red	red	stim	congruent	s629	False
110.319	1.5	2.136	congruent	1.0	89.0	stroop	89	0.488	red	red	stim	congruent	s629	False
112.46	1.5	2.0	congruent	1.0	82.0	stroop	82	0.603	green	green	stim	congruent	s629	False
114.465	1.5	2.0	congruent	1.0	82.0	stroop	82	0.497	green	green	stim	congruent	s629	False
116.471	1.5	2.272	congruent	1.0	82.0	stroop	82	0.637	green	green	stim	congruent	s629	False
118.748	1.5	2.0	incongruent	0.0	89.0	stroop	71	0.728	red	green	stim	incongruent	s629	False
120.753	1.5	2.0	congruent	1.0	82.0	stroop	82	0.998	green	green	stim	congruent	s629	False
122.759	1.5	2.136	incongruent	1.0	89.0	stroop	89	0.714	red	blue	stim	incongruent	s629	False
124.901	1.5	2.0	incongruent	1.0	82.0	stroop	82	1.09	green	red	stim	incongruent	s629	False
126.906	1.5	2.272	incongruent	1.0	82.0	stroop	82	0.542	green	red	stim	incongruent	s629	False
129.184	1.5	2.136	congruent	1.0	82.0	stroop	82	0.612	green	green	stim	congruent	s629	False
131.325	1.5	2.408	incongruent	1.0	71.0	stroop	71	0.49	blue	green	stim	incongruent	s629	False
133.738	1.5	2.0	congruent	1.0	89.0	stroop	89	0.5	red	red	stim	congruent	s629	False
135.743	1.5	2.0	congruent	0.0	71.0	stroop	82	0.961	blue	blue	stim	congruent	s629	False
137.748	1.5	2.816	incongruent	1.0	89.0	stroop	89	0.614	red	blue	stim	incongruent	s629	False
140.57	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.644	green	blue	stim	incongruent	s629	False
142.574	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.715	green	blue	stim	incongruent	s629	False
144.581	1.5	2.136	congruent	1.0	71.0	stroop	71	0.481	blue	blue	stim	congruent	s629	False
146.722	1.5	2.0	congruent	1.0	89.0	stroop	89	0.487	red	red	stim	congruent	s629	False
148.727	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.451	blue	red	stim	incongruent	s629	False
150.733	1.5	2.0	congruent	1.0	71.0	stroop	71	0.632	blue	blue	stim	congruent	s629	False
152.738	1.5	2.0	incongruent	1.0	82.0	stroop	82	1.228	green	red	stim	incongruent	s629	False
154.743	1.5	2.0	congruent	1.0	71.0	stroop	71	0.806	blue	blue	stim	congruent	s629	False
156.749	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.704	blue	red	stim	incongruent	s629	False
158.754	1.5	2.0	congruent	0.0	82.0	stroop	89	0.701	green	green	stim	congruent	s629	False
160.759	1.5	2.272	incongruent	1.0	71.0	stroop	71	0.921	blue	green	stim	incongruent	s629	False
163.036	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.69	blue	green	stim	incongruent	s629	False
165.043	1.5	2.136	congruent	1.0	89.0	stroop	89	0.58	red	red	stim	congruent	s629	False
167.184	1.5	2.0	congruent	1.0	82.0	stroop	82	0.473	green	green	stim	congruent	s629	False
169.191	1.5	2.136	congruent	1.0	89.0	stroop	89	0.725	red	red	stim	congruent	s629	False
171.332	1.5	2.0	congruent	1.0	89.0	stroop	89	0.582	red	red	stim	congruent	s629	False
173.337	1.5	2.0	congruent	1.0	82.0	stroop	82	0.824	green	green	stim	congruent	s629	False
175.342	1.5	2.0	incongruent	0.0	82.0	stroop	71	0.77	green	blue	stim	incongruent	s629	False
177.348	1.5	2.272	incongruent	1.0	71.0	stroop	71	1.007	blue	red	stim	incongruent	s629	False
179.625	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.723	red	blue	stim	incongruent	s629	False
