onset	duration	block_duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	stim_color	stim_word	trial_id	trial_type	worker_id	junk
3.516	1.5	2.0	incongruent	1.0	82.0	stroop	82	1.605	green	red	stim	incongruent	s582	False
5.518	1.5	2.544	congruent	1.0	89.0	stroop	89	0.645	red	red	stim	congruent	s582	False
8.064	1.5	2.136	congruent	1.0	71.0	stroop	71	1.161	blue	blue	stim	congruent	s582	False
10.203	1.5	2.0	congruent	1.0	82.0	stroop	82	0.555	green	green	stim	congruent	s582	False
12.208	1.5	2.0	congruent	1.0	71.0	stroop	71	0.64	blue	blue	stim	congruent	s582	False
14.21	1.5	2.272	congruent	1.0	89.0	stroop	89	0.563	red	red	stim	congruent	s582	False
16.486	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.389	blue	red	stim	incongruent	s582	False
18.491	1.5	2.0	congruent	1.0	89.0	stroop	89	0.535	red	red	stim	congruent	s582	False
20.494	1.5	2.136	incongruent	1.0	71.0	stroop	71	0.53	blue	red	stim	incongruent	s582	False
22.636	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.515	blue	red	stim	incongruent	s582	False
24.641	1.5	2.272	incongruent	1.0	89.0	stroop	89	0.559	red	green	stim	incongruent	s582	False
26.916	1.5	2.136	congruent	1.0	82.0	stroop	82	0.548	green	green	stim	congruent	s582	False
29.054	1.5	2.408	incongruent	1.0	71.0	stroop	71	0.6	blue	red	stim	incongruent	s582	False
31.468	1.5	2.0	congruent	1.0	82.0	stroop	82	0.555	green	green	stim	congruent	s582	False
33.473	1.5	2.0	congruent	1.0	82.0	stroop	82	0.547	green	green	stim	congruent	s582	False
35.479	1.5	2.816	incongruent	1.0	89.0	stroop	89	0.467	red	green	stim	incongruent	s582	False
38.3	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.668	green	blue	stim	incongruent	s582	False
40.306	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.725	green	red	stim	incongruent	s582	False
42.308	1.5	2.136	congruent	1.0	89.0	stroop	89	0.581	red	red	stim	congruent	s582	False
44.45	1.5	2.0	congruent	1.0	71.0	stroop	71	0.503	blue	blue	stim	congruent	s582	False
46.454	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.674	red	blue	stim	incongruent	s582	False
48.46	1.5	2.0	congruent	1.0	82.0	stroop	82	0.848	green	green	stim	congruent	s582	False
50.466	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.654	blue	green	stim	incongruent	s582	False
52.471	1.5	2.0	congruent	1.0	89.0	stroop	89	0.491	red	red	stim	congruent	s582	False
54.476	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.84	green	blue	stim	incongruent	s582	False
56.48	1.5	2.0	congruent	1.0	89.0	stroop	89	0.653	red	red	stim	congruent	s582	False
58.482	1.5	2.272	incongruent	1.0	71.0	stroop	71	0.667	blue	red	stim	incongruent	s582	False
60.759	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.54	red	blue	stim	incongruent	s582	False
62.762	1.5	2.136	congruent	1.0	71.0	stroop	71	0.562	blue	blue	stim	congruent	s582	False
64.903	1.5	2.0	congruent	1.0	82.0	stroop	82	0.508	green	green	stim	congruent	s582	False
66.906	1.5	2.136	congruent	1.0	89.0	stroop	89	0.412	red	red	stim	congruent	s582	False
69.045	1.5	2.0	congruent	1.0	71.0	stroop	71	0.555	blue	blue	stim	congruent	s582	False
71.051	1.5	2.0	congruent	1.0	71.0	stroop	71	0.518	blue	blue	stim	congruent	s582	False
73.057	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.502	red	blue	stim	incongruent	s582	False
75.064	1.5	2.272	incongruent	1.0	89.0	stroop	89	0.575	red	blue	stim	incongruent	s582	False
77.338	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.901	red	green	stim	incongruent	s582	False
79.344	1.5	2.136	incongruent	1.0	89.0	stroop	89	0.643	red	green	stim	incongruent	s582	False
81.483	1.5	2.408	congruent	1.0	71.0	stroop	71	0.564	blue	blue	stim	congruent	s582	False
83.896	1.5	2.272	incongruent	1.0	71.0	stroop	71	0.497	blue	green	stim	incongruent	s582	False
86.171	1.5	2.68	congruent	1.0	82.0	stroop	82	0.789	green	green	stim	congruent	s582	False
88.856	1.5	2.0	congruent	1.0	89.0	stroop	89	0.437	red	red	stim	congruent	s582	False
90.859	1.5	2.408	congruent	1.0	71.0	stroop	71	1.207	blue	blue	stim	congruent	s582	False
93.27	1.5	2.136	congruent	1.0	89.0	stroop	89	0.632	red	red	stim	congruent	s582	False
95.408	1.5	2.68	incongruent	1.0	71.0	stroop	71	0.803	blue	green	stim	incongruent	s582	False
98.093	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.712	green	red	stim	incongruent	s582	False
100.097	1.5	2.136	incongruent	0.0	71.0	stroop	-1	n/a	blue	green	stim	incongruent	s582	False
102.235	1.5	2.952	congruent	1.0	82.0	stroop	82	0.746	green	green	stim	congruent	s582	False
105.191	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.89	blue	green	stim	incongruent	s582	False
107.198	1.5	2.272	incongruent	1.0	89.0	stroop	89	0.608	red	blue	stim	incongruent	s582	False
109.475	1.5	2.0	incongruent	0.0	82.0	stroop	71	0.538	green	blue	stim	incongruent	s582	False
111.481	1.5	2.0	congruent	1.0	89.0	stroop	89	0.586	red	red	stim	congruent	s582	False
113.486	1.5	2.0	congruent	1.0	89.0	stroop	89	0.632	red	red	stim	congruent	s582	False
115.492	1.5	2.0	incongruent	0.0	71.0	stroop	82	0.612	blue	red	stim	incongruent	s582	False
117.494	1.5	2.136	congruent	1.0	71.0	stroop	71	0.569	blue	blue	stim	congruent	s582	False
119.636	1.5	2.0	congruent	1.0	89.0	stroop	89	0.785	red	red	stim	congruent	s582	False
121.637	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.73	green	red	stim	incongruent	s582	False
123.643	1.5	2.136	congruent	1.0	71.0	stroop	71	0.754	blue	blue	stim	congruent	s582	False
125.785	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.727	green	blue	stim	incongruent	s582	False
127.791	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.596	red	green	stim	incongruent	s582	False
129.793	1.5	2.136	incongruent	0.0	82.0	stroop	71	1.243	green	blue	stim	incongruent	s582	False
131.932	1.5	2.136	congruent	1.0	71.0	stroop	71	0.529	blue	blue	stim	congruent	s582	False
134.074	1.5	2.272	congruent	1.0	89.0	stroop	89	0.877	red	red	stim	congruent	s582	False
136.348	1.5	2.68	incongruent	1.0	89.0	stroop	89	0.833	red	blue	stim	incongruent	s582	False
139.034	1.5	2.0	congruent	1.0	82.0	stroop	82	0.695	green	green	stim	congruent	s582	False
141.039	1.5	2.0	congruent	1.0	71.0	stroop	71	0.758	blue	blue	stim	congruent	s582	False
143.044	1.5	2.272	incongruent	1.0	82.0	stroop	82	0.971	green	blue	stim	incongruent	s582	False
145.322	1.5	2.0	incongruent	0.0	71.0	stroop	89	0.631	blue	red	stim	incongruent	s582	False
147.327	1.5	2.0	congruent	1.0	82.0	stroop	82	0.746	green	green	stim	congruent	s582	False
149.333	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.816	green	blue	stim	incongruent	s582	False
151.338	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.609	blue	green	stim	incongruent	s582	False
153.344	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.414	red	green	stim	incongruent	s582	False
155.349	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.486	red	blue	stim	incongruent	s582	False
157.351	1.5	2.272	congruent	1.0	82.0	stroop	82	0.66	green	green	stim	congruent	s582	False
159.625	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.778	green	blue	stim	incongruent	s582	False
161.629	1.5	2.408	congruent	1.0	82.0	stroop	82	0.887	green	green	stim	congruent	s582	False
164.042	1.5	2.0	congruent	1.0	82.0	stroop	82	0.652	green	green	stim	congruent	s582	False
166.045	1.5	2.136	congruent	0.0	82.0	stroop	-1	n/a	green	green	stim	congruent	s582	False
168.185	1.5	2.0	congruent	1.0	71.0	stroop	71	0.702	blue	blue	stim	congruent	s582	False
170.187	1.5	2.0	congruent	1.0	89.0	stroop	89	0.63	red	red	stim	congruent	s582	False
172.192	1.5	2.0	incongruent	0.0	89.0	stroop	-1	n/a	red	green	stim	incongruent	s582	False
174.198	1.5	2.272	congruent	1.0	71.0	stroop	71	0.627	blue	blue	stim	congruent	s582	False
176.475	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.63	blue	green	stim	incongruent	s582	False
178.48	1.5	2.272	incongruent	1.0	82.0	stroop	82	0.762	green	red	stim	incongruent	s582	False
180.758	1.5	2.272	incongruent	1.0	89.0	stroop	89	0.402	red	green	stim	incongruent	s582	False
183.035	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.704	red	blue	stim	incongruent	s582	False
185.039	1.5	2.68	congruent	1.0	89.0	stroop	89	0.493	red	red	stim	congruent	s582	False
187.722	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.729	green	red	stim	incongruent	s582	False
189.729	1.5	2.272	congruent	1.0	82.0	stroop	82	0.806	green	green	stim	congruent	s582	False
192.006	1.5	2.0	congruent	0.0	89.0	stroop	82	0.486	red	red	stim	congruent	s582	False
194.012	1.5	2.0	congruent	1.0	71.0	stroop	71	0.876	blue	blue	stim	congruent	s582	False
196.017	1.5	2.272	incongruent	1.0	82.0	stroop	82	1.105	green	red	stim	incongruent	s582	False
198.291	1.5	2.136	congruent	1.0	82.0	stroop	82	0.543	green	green	stim	congruent	s582	False
200.429	1.5	2.544	congruent	1.0	71.0	stroop	71	0.791	blue	blue	stim	congruent	s582	False
202.974	1.5	2.408	incongruent	1.0	82.0	stroop	82	0.738	green	red	stim	incongruent	s582	False
205.388	1.5	2.0	incongruent	0.0	71.0	stroop	89	0.507	blue	red	stim	incongruent	s582	False
207.393	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.618	blue	green	stim	incongruent	s582	False
