onset	duration	block_duration	choice	experiment_exp_id	key_press	large_amount	later_delay	response_time	small_amount	trial_id	trial_type	worker_id	junk
3.01	4.0	5.316	larger_later	discount_fixed	89	31.0	76.0	0.862	20.0	n/a	larger_later	s615	False
8.331	4.0	4.568	larger_later	discount_fixed	89	43.0	19.0	0.822	20.0	n/a	larger_later	s615	False
12.901	4.0	4.636	larger_later	discount_fixed	89	60.0	124.0	1.597	20.0	n/a	larger_later	s615	False
17.539	4.0	4.908	smaller_sooner	discount_fixed	71	27.0	142.0	1.472	20.0	n/a	smaller_sooner	s615	False
22.449	4.0	4.5	larger_later	discount_fixed	89	25.0	70.0	1.91	20.0	n/a	larger_later	s615	False
26.955	4.0	4.976	larger_later	discount_fixed	89	44.0	92.0	0.92	20.0	n/a	larger_later	s615	False
31.935	4.0	4.908	larger_later	discount_fixed	89	41.0	27.0	1.388	20.0	n/a	larger_later	s615	False
36.846	4.0	4.568	larger_later	discount_fixed	89	64.0	89.0	1.704	20.0	n/a	larger_later	s615	False
41.415	4.0	4.5	larger_later	discount_fixed	89	78.0	108.0	1.532	20.0	n/a	larger_later	s615	False
45.917	4.0	6.2	larger_later	discount_fixed	89	80.0	145.0	3.478	20.0	n/a	larger_later	s615	False
52.122	4.0	4.704	smaller_sooner	discount_fixed	71	41.0	174.0	1.055	20.0	n/a	smaller_sooner	s615	False
56.829	4.0	5.044	larger_later	discount_fixed	89	42.0	145.0	4.252	20.0	n/a	larger_later	s615	False
61.874	4.0	5.044	smaller_sooner	discount_fixed	71	36.0	114.0	2.546	20.0	n/a	smaller_sooner	s615	False
66.919	4.0	5.18	larger_later	discount_fixed	89	58.0	55.0	1.059	20.0	n/a	larger_later	s615	False
72.102	4.0	4.976	larger_later	discount_fixed	89	81.0	58.0	0.908	20.0	n/a	larger_later	s615	False
77.079	4.0	4.772	smaller_sooner	discount_fixed	71	32.0	111.0	1.318	20.0	n/a	smaller_sooner	s615	False
81.853	4.0	4.772	smaller_sooner	discount_fixed	71	25.0	141.0	2.027	20.0	n/a	smaller_sooner	s615	False
86.626	4.0	5.18	larger_later	discount_fixed	89	67.0	23.0	0.736	20.0	n/a	larger_later	s615	False
91.807	4.0	5.18	larger_later	discount_fixed	89	77.0	161.0	0.987	20.0	n/a	larger_later	s615	False
96.993	4.0	5.248	larger_later	discount_fixed	89	55.0	163.0	2.886	20.0	n/a	larger_later	s615	False
102.246	4.0	4.568	smaller_sooner	discount_fixed	71	40.0	159.0	3.26	20.0	n/a	smaller_sooner	s615	False
106.818	4.0	4.5	larger_later	discount_fixed	89	76.0	161.0	0.799	20.0	n/a	larger_later	s615	False
111.322	4.0	4.908	larger_later	discount_fixed	89	48.0	128.0	2.388	20.0	n/a	larger_later	s615	False
116.233	4.0	4.568	larger_later	discount_fixed	89	39.0	95.0	2.707	20.0	n/a	larger_later	s615	False
120.803	4.0	6.2	larger_later	discount_fixed	89	83.0	105.0	0.742	20.0	n/a	larger_later	s615	False
127.007	4.0	4.908	larger_later	discount_fixed	89	67.0	41.0	1.158	20.0	n/a	larger_later	s615	False
131.916	4.0	5.248	larger_later	discount_fixed	89	56.0	172.0	1.649	20.0	n/a	larger_later	s615	False
137.166	4.0	5.044	smaller_sooner	discount_fixed	71	28.0	123.0	1.658	20.0	n/a	smaller_sooner	s615	False
142.213	4.0	4.636	larger_later	discount_fixed	89	50.0	129.0	1.024	20.0	n/a	larger_later	s615	False
146.851	4.0	4.704	smaller_sooner	discount_fixed	71	23.0	61.0	1.58	20.0	n/a	smaller_sooner	s615	False
151.556	4.0	4.636	larger_later	discount_fixed	89	79.0	92.0	0.721	20.0	n/a	larger_later	s615	False
156.195	4.0	4.568	larger_later	discount_fixed	89	61.0	141.0	1.368	20.0	n/a	larger_later	s615	False
160.766	4.0	4.568	larger_later	discount_fixed	89	43.0	38.0	0.993	20.0	n/a	larger_later	s615	False
165.338	4.0	4.908	larger_later	discount_fixed	89	66.0	145.0	0.737	20.0	n/a	larger_later	s615	False
170.249	4.0	4.84	larger_later	discount_fixed	89	30.0	23.0	1.084	20.0	n/a	larger_later	s615	False
175.094	4.0	5.248	larger_later	discount_fixed	89	32.0	57.0	1.501	20.0	n/a	larger_later	s615	False
180.343	4.0	4.772	larger_later	discount_fixed	89	27.0	91.0	2.669	20.0	n/a	larger_later	s615	False
185.119	4.0	5.996	larger_later	discount_fixed	89	43.0	120.0	0.775	20.0	n/a	larger_later	s615	False
191.117	4.0	5.588	larger_later	discount_fixed	89	75.0	60.0	0.761	20.0	n/a	larger_later	s615	False
196.706	4.0	4.568	larger_later	discount_fixed	89	34.0	176.0	1.95	20.0	n/a	larger_later	s615	False
201.278	4.0	5.112	larger_later	discount_fixed	89	24.0	38.0	2.761	20.0	n/a	larger_later	s615	False
206.393	4.0	5.656	larger_later	discount_fixed	89	82.0	74.0	0.702	20.0	n/a	larger_later	s615	False
212.054	4.0	4.568	larger_later	discount_fixed	89	58.0	53.0	0.937	20.0	n/a	larger_later	s615	False
216.626	4.0	4.772	larger_later	discount_fixed	89	54.0	23.0	0.744	20.0	n/a	larger_later	s615	False
221.399	4.0	5.044	larger_later	discount_fixed	89	41.0	55.0	1.617	20.0	n/a	larger_later	s615	False
226.446	4.0	4.84	larger_later	discount_fixed	89	77.0	142.0	0.573	20.0	n/a	larger_later	s615	False
231.288	4.0	5.18	smaller_sooner	discount_fixed	71	25.0	108.0	2.311	20.0	n/a	smaller_sooner	s615	False
236.471	4.0	5.044	larger_later	discount_fixed	89	33.0	163.0	1.477	20.0	n/a	larger_later	s615	False
241.521	4.0	4.976	larger_later	discount_fixed	89	29.0	75.0	1.638	20.0	n/a	larger_later	s615	False
246.501	4.0	4.976	larger_later	discount_fixed	89	45.0	157.0	0.618	20.0	n/a	larger_later	s615	False
251.479	4.0	5.316	larger_later	discount_fixed	89	31.0	74.0	0.98	20.0	n/a	larger_later	s615	False
256.797	4.0	4.5	larger_later	discount_fixed	89	80.0	39.0	0.613	20.0	n/a	larger_later	s615	False
261.298	4.0	5.044	larger_later	discount_fixed	89	22.0	21.0	1.127	20.0	n/a	larger_later	s615	False
266.348	4.0	4.704	larger_later	discount_fixed	89	52.0	139.0	0.651	20.0	n/a	larger_later	s615	False
271.054	4.0	4.84	larger_later	discount_fixed	89	54.0	126.0	0.753	20.0	n/a	larger_later	s615	False
275.897	4.0	6.744	smaller_sooner	discount_fixed	71	23.0	176.0	0.993	20.0	n/a	smaller_sooner	s615	False
282.642	4.0	4.5	smaller_sooner	discount_fixed	71	24.0	87.0	3.472	20.0	n/a	smaller_sooner	s615	False
287.143	4.0	4.568	larger_later	discount_fixed	89	36.0	140.0	0.961	20.0	n/a	larger_later	s615	False
291.713	4.0	4.704	larger_later	discount_fixed	89	35.0	171.0	1.255	20.0	n/a	larger_later	s615	False
296.421	4.0	4.908	larger_later	discount_fixed	89	34.0	43.0	1.267	20.0	n/a	larger_later	s615	False
301.334	4.0	4.568	larger_later	discount_fixed	89	74.0	121.0	1.952	20.0	n/a	larger_later	s615	False
314.413	4.0	4.772	larger_later	discount_fixed	89	45.0	107.0	1.464	20.0	n/a	larger_later	s615	False
319.189	4.0	4.636	larger_later	discount_fixed	89	77.0	24.0	0.578	20.0	n/a	larger_later	s615	False
323.826	4.0	4.568	larger_later	discount_fixed	89	39.0	161.0	2.678	20.0	n/a	larger_later	s615	False
328.397	4.0	5.452	larger_later	discount_fixed	89	62.0	180.0	1.496	20.0	n/a	larger_later	s615	False
333.851	4.0	5.384	smaller_sooner	discount_fixed	71	24.0	139.0	0.936	20.0	n/a	smaller_sooner	s615	False
339.24	4.0	4.568	larger_later	discount_fixed	89	58.0	72.0	0.787	20.0	n/a	larger_later	s615	False
343.813	4.0	6.268	larger_later	discount_fixed	89	56.0	93.0	0.857	20.0	n/a	larger_later	s615	False
350.085	4.0	5.52	larger_later	discount_fixed	89	45.0	26.0	1.055	20.0	n/a	larger_later	s615	False
355.609	4.0	4.568	smaller_sooner	discount_fixed	71	23.0	42.0	3.399	20.0	n/a	smaller_sooner	s615	False
360.181	4.0	4.636	larger_later	discount_fixed	89	50.0	41.0	0.825	20.0	n/a	larger_later	s615	False
364.821	4.0	4.636	smaller_sooner	discount_fixed	71	25.0	176.0	0.954	20.0	n/a	smaller_sooner	s615	False
369.459	4.0	5.112	larger_later	discount_fixed	89	54.0	22.0	0.945	20.0	n/a	larger_later	s615	False
374.573	4.0	5.316	larger_later	discount_fixed	89	29.0	44.0	1.622	20.0	n/a	larger_later	s615	False
379.891	4.0	4.568	smaller_sooner	discount_fixed	71	24.0	89.0	3.68	20.0	n/a	smaller_sooner	s615	False
384.462	4.0	4.568	smaller_sooner	discount_fixed	71	23.0	77.0	2.08	20.0	n/a	smaller_sooner	s615	False
389.033	4.0	4.568	smaller_sooner	discount_fixed	71	27.0	130.0	1.013	20.0	n/a	smaller_sooner	s615	False
393.604	4.0	4.84	smaller_sooner	discount_fixed	71	23.0	134.0	0.799	20.0	n/a	smaller_sooner	s615	False
398.445	4.0	4.5	larger_later	discount_fixed	89	55.0	107.0	0.899	20.0	n/a	larger_later	s615	False
402.947	4.0	5.656	larger_later	discount_fixed	89	44.0	143.0	1.95	20.0	n/a	larger_later	s615	False
408.607	4.0	4.908	smaller_sooner	discount_fixed	71	23.0	110.0	0.961	20.0	n/a	smaller_sooner	s615	False
413.519	4.0	4.636	larger_later	discount_fixed	89	65.0	156.0	1.287	20.0	n/a	larger_later	s615	False
418.157	4.0	4.5	larger_later	discount_fixed	89	22.0	27.0	1.077	20.0	n/a	larger_later	s615	False
422.658	4.0	4.5	larger_later	discount_fixed	89	50.0	59.0	0.872	20.0	n/a	larger_later	s615	False
427.161	4.0	5.112	larger_later	discount_fixed	89	85.0	129.0	1.368	20.0	n/a	larger_later	s615	False
432.274	4.0	6.132	larger_later	discount_fixed	89	66.0	58.0	0.692	20.0	n/a	larger_later	s615	False
438.411	4.0	4.84	larger_later	discount_fixed	89	49.0	172.0	0.877	20.0	n/a	larger_later	s615	False
443.257	4.0	4.568	larger_later	discount_fixed	89	73.0	44.0	1.248	20.0	n/a	larger_later	s615	False
447.83	4.0	4.704	larger_later	discount_fixed	89	58.0	73.0	1.07	20.0	n/a	larger_later	s615	False
452.541	4.0	5.86	larger_later	discount_fixed	89	71.0	76.0	0.949	20.0	n/a	larger_later	s615	False
458.405	4.0	4.636	larger_later	discount_fixed	89	67.0	74.0	1.219	20.0	n/a	larger_later	s615	False
463.046	4.0	5.316	larger_later	discount_fixed	89	29.0	58.0	1.348	20.0	n/a	larger_later	s615	False
468.363	4.0	4.976	larger_later	discount_fixed	89	39.0	104.0	1.765	20.0	n/a	larger_later	s615	False
473.342	4.0	4.568	larger_later	discount_fixed	89	33.0	103.0	2.118	20.0	n/a	larger_later	s615	False
477.915	4.0	5.52	larger_later	discount_fixed	89	33.0	78.0	0.957	20.0	n/a	larger_later	s615	False
483.437	4.0	5.588	larger_later	discount_fixed	89	74.0	52.0	0.943	20.0	n/a	larger_later	s615	False
489.03	4.0	5.792	smaller_sooner	discount_fixed	71	28.0	132.0	1.147	20.0	n/a	smaller_sooner	s615	False
494.825	4.0	4.568	larger_later	discount_fixed	89	28.0	59.0	1.116	20.0	n/a	larger_later	s615	False
499.395	4.0	5.112	smaller_sooner	discount_fixed	71	28.0	163.0	1.033	20.0	n/a	smaller_sooner	s615	False
504.509	4.0	4.5	larger_later	discount_fixed	89	32.0	74.0	0.859	20.0	n/a	larger_later	s615	False
509.011	4.0	4.84	larger_later	discount_fixed	89	57.0	89.0	1.041	20.0	n/a	larger_later	s615	False
513.854	4.0	4.568	larger_later	discount_fixed	89	70.0	108.0	1.399	20.0	n/a	larger_later	s615	False
518.425	4.0	5.384	larger_later	discount_fixed	89	72.0	95.0	1.366	20.0	n/a	larger_later	s615	False
523.814	4.0	5.044	larger_later	discount_fixed	89	30.0	36.0	1.411	20.0	n/a	larger_later	s615	False
528.859	4.0	4.704	larger_later	discount_fixed	89	41.0	129.0	1.5	20.0	n/a	larger_later	s615	False
533.567	4.0	4.908	larger_later	discount_fixed	89	78.0	129.0	1.427	20.0	n/a	larger_later	s615	False
538.48	4.0	4.908	larger_later	discount_fixed	89	71.0	88.0	2.799	20.0	n/a	larger_later	s615	False
543.39	4.0	4.84	larger_later	discount_fixed	89	65.0	159.0	1.592	20.0	n/a	larger_later	s615	False
548.233	4.0	5.112	smaller_sooner	discount_fixed	71	24.0	125.0	1.364	20.0	n/a	smaller_sooner	s615	False
553.347	4.0	5.112	larger_later	discount_fixed	89	58.0	36.0	0.67	20.0	n/a	larger_later	s615	False
558.465	4.0	4.704	larger_later	discount_fixed	89	63.0	37.0	1.112	20.0	n/a	larger_later	s615	False
563.171	4.0	4.84	larger_later	discount_fixed	89	75.0	41.0	0.788	20.0	n/a	larger_later	s615	False
