onset	duration	SS_delay	block_duration	correct	correct_response	experiment_exp_id	key_press	passed_check	response_time	stopped	trial_id	trial_type	worker_id	junk
3.01	0.85	0.3	2.386	0.0	89.0	stop_signal	-1.0	True	n/a	True	stim	go	s650	False
5.399	0.85	0.3	2.522	1.0	71.0	stop_signal	71.0	True	0.661	False	stim	go	s650	False
7.924	0.85	0.3	2.93	1.0	89.0	stop_signal	89.0	True	0.604	False	stim	stop_failure	s650	False
10.856	0.85	0.25	2.522	1.0	71.0	stop_signal	71.0	True	1.082	False	stim	go	s650	False
13.381	0.85	0.25	2.522	1.0	71.0	stop_signal	71.0	True	1.537	False	stim	go	s650	False
15.906	0.85	0.25	2.25	1.0	71.0	stop_signal	71.0	True	0.636	False	stim	go	s650	False
18.159	0.85	0.25	2.522	1.0	89.0	stop_signal	89.0	True	1.097	False	stim	stop_failure	s650	False
20.682	0.85	0.2	2.386	1.0	89.0	stop_signal	89.0	True	0.823	False	stim	go	s650	False
23.071	0.85	0.2	2.25	1.0	89.0	stop_signal	89.0	True	0.559	False	stim	go	s650	False
25.324	0.85	0.2	2.386	1.0	71.0	stop_signal	71.0	True	0.54	False	stim	go	s650	False
27.712	0.85	0.2	2.25	1.0	71.0	stop_signal	71.0	True	0.436	False	stim	go	s650	False
29.964	0.85	0.2	2.386	0.0	89.0	stop_signal	71.0	True	0.511	False	stim	stop_failure	s650	False
32.352	0.85	0.15	2.522	1.0	71.0	stop_signal	71.0	True	0.823	False	stim	go	s650	False
34.877	0.85	0.15	2.25	1.0	89.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s650	False
37.129	0.85	0.2	2.386	1.0	89.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s650	False
39.518	0.85	0.25	2.658	1.0	89.0	stop_signal	89.0	True	0.542	False	stim	go	s650	False
42.179	0.85	0.25	2.25	1.0	89.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s650	False
44.432	0.85	0.3	3.202	1.0	71.0	stop_signal	71.0	True	0.435	False	stim	go	s650	False
47.636	0.85	0.3	2.386	1.0	89.0	stop_signal	89.0	True	1.157	False	stim	go	s650	False
50.025	0.85	0.3	2.386	1.0	89.0	stop_signal	89.0	True	0.554	False	stim	go	s650	False
52.414	0.85	0.3	2.522	1.0	71.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s650	False
54.938	0.85	0.35	2.25	1.0	89.0	stop_signal	89.0	True	0.854	False	stim	go	s650	False
57.191	0.85	0.35	2.25	1.0	89.0	stop_signal	89.0	True	0.45	False	stim	stop_failure	s650	False
