onset	duration	SS_delay	block_duration	correct	correct_response	experiment_exp_id	key_press	passed_check	response_time	stopped	trial_id	trial_type	worker_id	junk
3.019	0.85	0.3	2.25	1.0	71.0	stop_signal	71.0	True	0.566	False	stim	stop_failure	s607	False
5.275	0.85	0.25	2.658	1.0	89.0	stop_signal	89.0	True	0.538	False	stim	go	s607	False
7.938	0.85	0.25	2.658	0.0	89.0	stop_signal	71.0	True	0.557	False	stim	go	s607	False
10.602	0.85	0.25	2.25	1.0	89.0	stop_signal	89.0	True	0.55	False	stim	go	s607	False
12.855	0.85	0.25	2.25	1.0	71.0	stop_signal	71.0	True	0.564	False	stim	go	s607	False
15.111	0.85	0.25	2.386	1.0	71.0	stop_signal	71.0	True	0.57	False	stim	go	s607	False
17.504	0.85	0.25	2.794	1.0	89.0	stop_signal	89.0	True	0.497	False	stim	stop_failure	s607	False
20.301	0.85	0.2	2.386	0.0	89.0	stop_signal	71.0	True	0.4	False	stim	stop_failure	s607	False
22.694	0.85	0.15	2.25	1.0	89.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s607	False
24.949	0.85	0.2	2.25	1.0	71.0	stop_signal	71.0	True	0.572	False	stim	stop_failure	s607	False
27.205	0.85	0.15	2.25	1.0	71.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s607	False
29.458	0.85	0.2	2.658	1.0	71.0	stop_signal	71.0	True	0.608	False	stim	go	s607	False
32.12	0.85	0.2	2.658	1.0	71.0	stop_signal	71.0	True	0.58	False	stim	go	s607	False
34.783	0.85	0.2	2.25	1.0	89.0	stop_signal	89.0	True	0.481	False	stim	go	s607	False
37.037	0.85	0.2	2.522	1.0	71.0	stop_signal	71.0	True	0.557	False	stim	go	s607	False
39.562	0.85	0.2	2.25	1.0	71.0	stop_signal	71.0	True	0.587	False	stim	go	s607	False
41.817	0.85	0.2	2.522	1.0	71.0	stop_signal	71.0	True	0.428	False	stim	stop_failure	s607	False
44.341	0.85	0.15	2.522	1.0	71.0	stop_signal	71.0	True	0.427	False	stim	go	s607	False
46.869	0.85	0.15	2.522	1.0	89.0	stop_signal	89.0	True	0.398	False	stim	stop_failure	s607	False
49.394	0.85	0.1	2.386	1.0	89.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s607	False
51.786	0.85	0.15	2.522	1.0	89.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s607	False
54.314	0.85	0.2	2.522	1.0	89.0	stop_signal	89.0	True	0.496	False	stim	go	s607	False
56.839	0.85	0.2	2.386	1.0	89.0	stop_signal	89.0	True	0.465	False	stim	go	s607	False
59.232	0.85	0.2	2.25	1.0	89.0	stop_signal	89.0	True	0.653	False	stim	go	s607	False
61.487	0.85	0.2	2.522	1.0	89.0	stop_signal	89.0	True	0.497	False	stim	go	s607	False
64.015	0.85	0.2	2.794	1.0	71.0	stop_signal	71.0	True	0.553	False	stim	go	s607	False
66.816	0.85	0.2	2.522	1.0	71.0	stop_signal	71.0	True	0.432	False	stim	stop_failure	s607	False
69.341	0.85	0.15	2.386	1.0	71.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s607	False
71.733	0.85	0.2	2.25	0.0	89.0	stop_signal	71.0	True	0.534	False	stim	go	s607	False
73.989	0.85	0.2	2.25	1.0	89.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s607	False
76.242	0.85	0.25	2.25	1.0	71.0	stop_signal	71.0	True	0.46	False	stim	stop_failure	s607	False
78.496	0.85	0.2	2.25	1.0	71.0	stop_signal	71.0	True	0.449	False	stim	stop_failure	s607	False
80.752	0.85	0.15	2.522	1.0	89.0	stop_signal	89.0	True	0.618	False	stim	go	s607	False
83.28	0.85	0.15	2.25	1.0	89.0	stop_signal	89.0	True	0.51	False	stim	go	s607	False
85.536	0.85	0.15	2.25	1.0	89.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s607	False
87.788	0.85	0.2	2.25	1.0	71.0	stop_signal	71.0	True	0.505	False	stim	go	s607	False
90.041	0.85	0.2	2.25	1.0	71.0	stop_signal	71.0	True	0.52	False	stim	go	s607	False
92.294	0.85	0.2	2.386	1.0	71.0	stop_signal	71.0	True	0.372	False	stim	go	s607	False
94.682	0.85	0.2	2.25	1.0	89.0	stop_signal	89.0	True	0.559	False	stim	go	s607	False
