onset	duration	movement_onset	CTI	block_duration	correct	correct_response	cue	cue_switch	experiment_exp_id	key_press	response_time	stim_color	stim_number	switch_type	task	task_switch	trial_id	trial_type	worker_id	first_trial_of_block	junk
4.425	1.0	6.045	0.9	2.272	True	89.0	High-Low	stay	twobytwo	89.0	0.72	blue	3.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s583	1	False
7.606	1.0	9.046	0.9	2.136	True	89.0	Color	n/a	twobytwo	89.0	0.54	orange	7.0	task_switch	color	switch	stim	poldrack-single-stim	s583	0	False
9.854	1.0	10.868	0.1	2.0	True	71.0	Orange-Blue	switch	twobytwo	71.0	0.914	blue	9.0	cue_switch	color	stay	stim	poldrack-single-stim	s583	0	False
11.961	1.0	13.002	0.1	2.0	True	71.0	High-Low	n/a	twobytwo	71.0	0.941	orange	9.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s583	0	False
14.865	1.0	16.308	0.9	2.136	True	89.0	Color	n/a	twobytwo	89.0	0.543	orange	1.0	task_switch	color	switch	stim	poldrack-single-stim	s583	0	False
17.913	1.0	19.704	0.9	2.0	True	89.0	Magnitude	n/a	twobytwo	89.0	0.891	orange	4.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s583	0	False
20.822	1.0	22.199	0.9	2.136	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.477	blue	4.0	task_switch	color	switch	stim	poldrack-single-stim	s583	0	False
23.867	1.0	25.241	0.9	2.408	True	71.0	Orange-Blue	stay	twobytwo	71.0	0.474	blue	6.0	cue_stay	color	stay	stim	poldrack-single-stim	s583	0	False
27.183	1.0	28.855	0.9	2.136	True	89.0	High-Low	n/a	twobytwo	89.0	0.772	blue	4.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s583	0	False
29.427	1.0	30.289	0.1	2.0	True	89.0	Color	n/a	twobytwo	89.0	0.762	orange	4.0	task_switch	color	switch	stim	poldrack-single-stim	s583	0	False
31.532	1.0	32.559	0.1	2.136	True	89.0	High-Low	n/a	twobytwo	89.0	0.927	blue	1.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s583	0	False
33.777	1.0	34.603	0.1	2.272	True	89.0	High-Low	stay	twobytwo	89.0	0.726	orange	3.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s583	0	False
36.959	1.0	38.206	0.9	2.0	True	71.0	Color	n/a	twobytwo	71.0	0.347	blue	1.0	task_switch	color	switch	stim	poldrack-single-stim	s583	0	False
39.863	1.0	41.41	0.9	2.408	True	89.0	Magnitude	n/a	twobytwo	89.0	0.647	blue	3.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s583	0	False
43.178	1.0	44.858	0.9	2.0	True	89.0	High-Low	switch	twobytwo	89.0	0.78	orange	1.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s583	0	False
46.087	1.0	47.858	0.9	2.136	True	71.0	Color	n/a	twobytwo	71.0	0.871	blue	6.0	task_switch	color	switch	stim	poldrack-single-stim	s583	0	False
49.133	1.0	50.587	0.9	2.408	True	71.0	High-Low	n/a	twobytwo	71.0	0.554	blue	7.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s583	0	False
51.65	1.0	53.009	0.1	2.136	True	89.0	Orange-Blue	n/a	twobytwo	89.0	1.259	orange	8.0	task_switch	color	switch	stim	poldrack-single-stim	s583	0	False
54.695	1.0	56.165	0.9	2.408	True	71.0	High-Low	n/a	twobytwo	71.0	0.57	blue	8.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s583	0	False
