onset	duration	movement_onset	CTI	block_duration	correct	correct_response	cue	cue_switch	experiment_exp_id	key_press	response_time	stim_color	stim_number	switch_type	task	task_switch	trial_id	trial_type	worker_id	first_trial_of_block	junk
3.614	1.0	4.435	0.1	2.136	True	89.0	Magnitude	switch	twobytwo	89.0	0.721	blue	9.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s558	1	False
5.856	1.0	6.962	0.1	2.272	True	71.0	Orange-Blue	n/a	twobytwo	71.0	1.006	blue	8.0	task_switch	color	switch	stim	poldrack-single-stim	s558	0	False
9.033	1.0	10.486	0.9	2.136	True	71.0	Magnitude	n/a	twobytwo	71.0	0.553	orange	2.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s558	0	False
11.272	1.0	12.242	0.1	2.272	True	89.0	Magnitude	stay	twobytwo	89.0	0.87	orange	7.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s558	0	False
14.449	1.0	16.342	0.9	2.0	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.993	blue	4.0	task_switch	color	switch	stim	poldrack-single-stim	s558	0	False
16.553	1.0	17.46	0.1	2.816	True	89.0	Orange-Blue	stay	twobytwo	89.0	0.807	orange	3.0	cue_stay	color	stay	stim	poldrack-single-stim	s558	0	False
19.474	1.0	20.37	0.1	2.408	False	71.0	Color	switch	twobytwo	89.0	0.796	blue	3.0	cue_switch	color	stay	stim	poldrack-single-stim	s558	0	False
22.787	1.0	24.383	0.9	2.0	True	89.0	Color	stay	twobytwo	89.0	0.696	orange	2.0	cue_stay	color	stay	stim	poldrack-single-stim	s558	0	False
24.892	1.0	25.95	0.1	2.544	True	89.0	Color	stay	twobytwo	89.0	0.958	orange	2.0	cue_stay	color	stay	stim	poldrack-single-stim	s558	0	False
27.54	1.0	28.61	0.1	2.136	True	71.0	Magnitude	n/a	twobytwo	71.0	0.97	orange	1.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s558	0	False
30.58	1.0	32.106	0.9	2.0	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.626	orange	3.0	task_switch	color	switch	stim	poldrack-single-stim	s558	0	False
32.684	1.0	33.713	0.1	2.0	True	89.0	Orange-Blue	stay	twobytwo	89.0	0.929	orange	4.0	cue_stay	color	stay	stim	poldrack-single-stim	s558	0	False
34.788	1.0	35.561	0.1	2.136	True	71.0	Color	switch	twobytwo	71.0	0.673	blue	4.0	cue_switch	color	stay	stim	poldrack-single-stim	s558	0	False
37.027	1.0	37.984	0.1	2.136	True	89.0	Color	stay	twobytwo	89.0	0.857	orange	3.0	cue_stay	color	stay	stim	poldrack-single-stim	s558	0	False
40.068	1.0	41.517	0.9	2.272	True	71.0	High-Low	n/a	twobytwo	71.0	0.549	orange	2.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s558	0	False
43.245	1.0	44.8	0.9	3.224	True	89.0	Magnitude	switch	twobytwo	89.0	0.655	orange	6.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s558	0	False
47.373	1.0	48.963	0.9	2.0	True	89.0	High-Low	switch	twobytwo	89.0	0.69	blue	9.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s558	0	False
49.477	1.0	50.424	0.1	2.0	True	89.0	Color	n/a	twobytwo	89.0	0.847	orange	8.0	task_switch	color	switch	stim	poldrack-single-stim	s558	0	False
51.581	1.0	52.924	0.1	2.272	True	89.0	Magnitude	n/a	twobytwo	89.0	1.243	orange	6.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s558	0	False
54.759	1.0	56.609	0.9	2.136	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.95	orange	8.0	task_switch	color	switch	stim	poldrack-single-stim	s558	0	False
57.801	1.0	59.513	0.9	2.0	True	71.0	Color	switch	twobytwo	71.0	0.812	blue	8.0	cue_switch	color	stay	stim	poldrack-single-stim	s558	0	False
59.906	1.0	60.723	0.1	2.0	True	89.0	Color	stay	twobytwo	89.0	0.717	orange	8.0	cue_stay	color	stay	stim	poldrack-single-stim	s558	0	False
62.81	1.0	64.705	0.9	2.0	False	71.0	Color	stay	twobytwo	89.0	0.995	blue	2.0	cue_stay	color	stay	stim	poldrack-single-stim	s558	0	False
64.916	1.0	65.678	0.1	2.68	True	71.0	Color	stay	twobytwo	71.0	0.662	blue	8.0	cue_stay	color	stay	stim	poldrack-single-stim	s558	0	False
68.501	1.0	70.84	0.9	2.0	True	71.0	Magnitude	n/a	twobytwo	71.0	1.439	blue	4.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s558	0	False
71.404	1.0	73.087	0.9	2.272	True	71.0	Color	n/a	twobytwo	71.0	0.783	blue	3.0	task_switch	color	switch	stim	poldrack-single-stim	s558	0	False
73.781	1.0	74.585	0.1	2.0	True	71.0	High-Low	n/a	twobytwo	71.0	0.704	blue	2.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s558	0	False
76.686	1.0	78.383	0.9	2.272	True	71.0	Magnitude	switch	twobytwo	71.0	0.797	blue	1.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s558	0	False
79.062	1.0	80.145	0.1	2.952	True	89.0	High-Low	switch	twobytwo	89.0	0.983	orange	9.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s558	0	False
82.118	1.0	83.03	0.1	2.0	True	71.0	Color	n/a	twobytwo	71.0	0.812	blue	4.0	task_switch	color	switch	stim	poldrack-single-stim	s558	0	False
84.222	1.0	85.193	0.1	2.0	True	89.0	Orange-Blue	switch	twobytwo	89.0	0.871	orange	8.0	cue_switch	color	stay	stim	poldrack-single-stim	s558	0	False
86.326	1.0	87.67	0.1	2.0	True	71.0	Magnitude	n/a	twobytwo	71.0	1.244	orange	1.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s558	0	False
88.43	1.0	89.402	0.1	2.0	True	89.0	Magnitude	stay	twobytwo	89.0	0.872	blue	8.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s558	0	False
91.334	1.0	93.392	0.9	2.136	True	71.0	High-Low	switch	twobytwo	71.0	1.158	orange	3.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s558	0	False
93.574	1.0	94.624	0.1	2.0	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.95	orange	7.0	task_switch	color	switch	stim	poldrack-single-stim	s558	0	False
96.479	1.0	98.045	0.9	2.0	True	89.0	High-Low	n/a	twobytwo	89.0	0.666	blue	8.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s558	0	False
