onset	duration	movement_onset	CTI	block_duration	correct	correct_response	cue	cue_switch	experiment_exp_id	key_press	response_time	stim_color	stim_number	switch_type	task	task_switch	trial_id	trial_type	worker_id	first_trial_of_block	junk
4.411	1.0	5.683	0.9	3.224	True	71.0	Color	stay	twobytwo	71.0	0.372	orange	1.0	cue_stay	color	stay	stim	poldrack-single-stim	s192	1	False
7.74	1.0	8.682	0.1	2.408	False	89.0	Magnitude	n/a	twobytwo	71.0	0.842	orange	7.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s192	0	False
10.26	1.0	10.979	0.1	2.816	True	89.0	Color	n/a	twobytwo	89.0	0.619	blue	1.0	task_switch	color	switch	stim	poldrack-single-stim	s192	0	False
13.18	1.0	14.38	0.1	2.408	True	71.0	High-Low	n/a	twobytwo	71.0	1.1	blue	2.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s192	0	False
15.697	1.0	16.5	0.1	2.136	True	89.0	Color	n/a	twobytwo	89.0	0.703	blue	6.0	task_switch	color	switch	stim	poldrack-single-stim	s192	0	False
18.743	1.0	20.217	0.9	2.136	True	89.0	Color	stay	twobytwo	89.0	0.574	blue	6.0	cue_stay	color	stay	stim	poldrack-single-stim	s192	0	False
21.787	1.0	23.204	0.9	2.0	True	89.0	Orange-Blue	switch	twobytwo	89.0	0.517	blue	1.0	cue_switch	color	stay	stim	poldrack-single-stim	s192	0	False
24.694	1.0	25.93	0.9	2.0	True	71.0	Color	switch	twobytwo	71.0	0.336	orange	6.0	cue_switch	color	stay	stim	poldrack-single-stim	s192	0	False
27.601	1.0	28.908	0.9	2.272	True	89.0	High-Low	n/a	twobytwo	89.0	0.407	orange	8.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s192	0	False
29.979	1.0	30.87	0.1	2.408	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.791	blue	1.0	task_switch	color	switch	stim	poldrack-single-stim	s192	0	False
33.295	1.0	34.748	0.9	2.0	True	89.0	Magnitude	n/a	twobytwo	89.0	0.553	blue	6.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s192	0	False
35.399	1.0	36.482	0.1	2.136	True	89.0	High-Low	switch	twobytwo	89.0	0.983	blue	8.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s192	0	False
38.446	1.0	39.861	0.9	2.0	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.515	orange	2.0	task_switch	color	switch	stim	poldrack-single-stim	s192	0	False
40.551	1.0	41.501	0.1	2.408	True	71.0	High-Low	n/a	twobytwo	71.0	0.85	blue	4.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s192	0	False
43.071	1.0	43.822	0.1	2.272	True	71.0	Magnitude	switch	twobytwo	71.0	0.651	orange	2.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s192	0	False
46.25	1.0	47.514	0.9	2.0	True	71.0	Color	n/a	twobytwo	71.0	0.364	orange	7.0	task_switch	color	switch	stim	poldrack-single-stim	s192	0	False
