onset	duration	block_duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	stim_color	stim_word	trial_id	trial_type	worker_id	junk
3.519	1.5	2.272	congruent	1.0	71.0	stroop	71	0.734	blue	blue	stim	congruent	s617	False
5.796	1.5	2.0	incongruent	0.0	71.0	stroop	89	0.672	blue	red	stim	incongruent	s617	False
7.799	1.5	2.408	congruent	1.0	89.0	stroop	89	0.672	red	red	stim	congruent	s617	False
10.212	1.5	2.0	congruent	1.0	71.0	stroop	71	0.585	blue	blue	stim	congruent	s617	False
12.215	1.5	2.136	congruent	1.0	82.0	stroop	82	0.742	green	green	stim	congruent	s617	False
14.352	1.5	2.0	congruent	1.0	82.0	stroop	82	0.648	green	green	stim	congruent	s617	False
16.356	1.5	2.0	congruent	1.0	82.0	stroop	82	0.681	green	green	stim	congruent	s617	False
18.362	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.655	red	blue	stim	incongruent	s617	False
20.367	1.5	2.272	congruent	1.0	82.0	stroop	82	0.723	green	green	stim	congruent	s617	False
22.645	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.46	blue	red	stim	incongruent	s617	False
24.65	1.5	2.272	incongruent	1.0	89.0	stroop	89	0.908	red	green	stim	incongruent	s617	False
26.928	1.5	2.272	incongruent	1.0	82.0	stroop	82	0.881	green	blue	stim	incongruent	s617	False
29.204	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.551	blue	red	stim	incongruent	s617	False
31.209	1.5	2.68	congruent	1.0	71.0	stroop	71	0.681	blue	blue	stim	congruent	s617	False
33.893	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.487	blue	red	stim	incongruent	s617	False
35.899	1.5	2.272	congruent	1.0	71.0	stroop	71	0.545	blue	blue	stim	congruent	s617	False
38.176	1.5	2.0	congruent	1.0	89.0	stroop	89	0.594	red	red	stim	congruent	s617	False
40.179	1.5	2.0	congruent	1.0	82.0	stroop	82	0.866	green	green	stim	congruent	s617	False
42.182	1.5	2.272	incongruent	1.0	89.0	stroop	89	1.115	red	green	stim	incongruent	s617	False
44.456	1.5	2.136	congruent	1.0	82.0	stroop	82	0.706	green	green	stim	congruent	s617	False
46.597	1.5	2.544	congruent	1.0	89.0	stroop	89	0.519	red	red	stim	congruent	s617	False
49.145	1.5	2.408	incongruent	1.0	82.0	stroop	82	0.924	green	blue	stim	incongruent	s617	False
51.558	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.846	green	red	stim	incongruent	s617	False
53.561	1.5	2.0	incongruent	1.0	82.0	stroop	82	1.093	green	blue	stim	incongruent	s617	False
55.564	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.858	red	blue	stim	incongruent	s617	False
57.569	1.5	2.544	congruent	1.0	71.0	stroop	71	0.59	blue	blue	stim	congruent	s617	False
60.116	1.5	2.136	congruent	1.0	71.0	stroop	71	0.602	blue	blue	stim	congruent	s617	False
62.257	1.5	2.0	congruent	1.0	82.0	stroop	82	0.744	green	green	stim	congruent	s617	False
64.263	1.5	2.0	congruent	1.0	89.0	stroop	89	0.552	red	red	stim	congruent	s617	False
66.268	1.5	2.272	congruent	1.0	71.0	stroop	71	0.624	blue	blue	stim	congruent	s617	False
68.545	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.776	red	green	stim	incongruent	s617	False
70.551	1.5	2.0	congruent	1.0	71.0	stroop	71	0.661	blue	blue	stim	congruent	s617	False
72.553	1.5	2.136	incongruent	1.0	82.0	stroop	82	0.817	green	blue	stim	incongruent	s617	False
74.695	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.75	blue	green	stim	incongruent	s617	False
76.7	1.5	2.272	incongruent	1.0	82.0	stroop	82	1.129	green	red	stim	incongruent	s617	False
78.975	1.5	2.136	congruent	1.0	82.0	stroop	82	0.758	green	green	stim	congruent	s617	False
81.114	1.5	2.408	incongruent	1.0	71.0	stroop	71	0.804	blue	green	stim	incongruent	s617	False
83.527	1.5	2.0	congruent	1.0	71.0	stroop	71	0.533	blue	blue	stim	congruent	s617	False
85.533	1.5	2.0	congruent	1.0	71.0	stroop	71	0.518	blue	blue	stim	congruent	s617	False
87.538	1.5	2.816	incongruent	1.0	82.0	stroop	82	0.795	green	red	stim	incongruent	s617	False
90.36	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.619	blue	green	stim	incongruent	s617	False
92.365	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.515	blue	red	stim	incongruent	s617	False
94.367	1.5	2.136	congruent	1.0	71.0	stroop	71	0.52	blue	blue	stim	congruent	s617	False
96.509	1.5	2.0	congruent	1.0	89.0	stroop	89	0.505	red	red	stim	congruent	s617	False
98.515	1.5	2.0	incongruent	1.0	82.0	stroop	82	1.116	green	red	stim	incongruent	s617	False
100.52	1.5	2.0	congruent	1.0	89.0	stroop	89	0.514	red	red	stim	congruent	s617	False
102.521	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.579	blue	green	stim	incongruent	s617	False
104.526	1.5	2.0	congruent	1.0	71.0	stroop	71	0.755	blue	blue	stim	congruent	s617	False
106.531	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.757	red	green	stim	incongruent	s617	False
108.537	1.5	2.0	congruent	1.0	89.0	stroop	89	0.522	red	red	stim	congruent	s617	False
110.541	1.5	2.272	incongruent	1.0	82.0	stroop	82	0.895	green	red	stim	incongruent	s617	False
112.819	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.659	green	blue	stim	incongruent	s617	False
114.821	1.5	2.136	congruent	1.0	89.0	stroop	89	0.581	red	red	stim	congruent	s617	False
116.964	1.5	2.0	congruent	1.0	89.0	stroop	89	0.41	red	red	stim	congruent	s617	False
118.966	1.5	2.136	congruent	1.0	89.0	stroop	89	0.384	red	red	stim	congruent	s617	False
121.104	1.5	2.0	congruent	1.0	82.0	stroop	82	0.599	green	green	stim	congruent	s617	False
123.108	1.5	2.0	congruent	1.0	82.0	stroop	82	0.553	green	green	stim	congruent	s617	False
125.113	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.722	red	green	stim	incongruent	s617	False
127.119	1.5	2.272	incongruent	1.0	82.0	stroop	82	1.02	green	red	stim	incongruent	s617	False
129.396	1.5	2.0	incongruent	1.0	89.0	stroop	89	1.224	red	blue	stim	incongruent	s617	False
131.398	1.5	2.136	incongruent	1.0	71.0	stroop	71	0.854	blue	red	stim	incongruent	s617	False
133.538	1.5	2.408	congruent	1.0	82.0	stroop	82	0.634	green	green	stim	congruent	s617	False
135.951	1.5	2.272	incongruent	1.0	89.0	stroop	89	1.052	red	blue	stim	incongruent	s617	False
138.226	1.5	2.68	congruent	1.0	89.0	stroop	89	0.444	red	red	stim	congruent	s617	False
140.911	1.5	2.0	congruent	1.0	82.0	stroop	82	0.818	green	green	stim	congruent	s617	False
142.914	1.5	2.408	congruent	1.0	82.0	stroop	82	0.56	green	green	stim	congruent	s617	False
145.325	1.5	2.136	congruent	1.0	82.0	stroop	82	0.556	green	green	stim	congruent	s617	False
147.464	1.5	2.68	incongruent	1.0	89.0	stroop	89	0.731	red	blue	stim	incongruent	s617	False
150.149	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.66	red	green	stim	incongruent	s617	False
152.152	1.5	2.136	incongruent	1.0	89.0	stroop	89	0.479	red	green	stim	incongruent	s617	False
154.291	1.5	2.952	congruent	1.0	82.0	stroop	82	0.723	green	green	stim	congruent	s617	False
157.248	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.993	green	red	stim	incongruent	s617	False
159.254	1.5	2.272	incongruent	1.0	89.0	stroop	89	0.669	red	blue	stim	incongruent	s617	False
161.531	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.917	green	blue	stim	incongruent	s617	False
163.536	1.5	2.0	congruent	1.0	71.0	stroop	71	0.592	blue	blue	stim	congruent	s617	False
165.542	1.5	2.0	congruent	1.0	89.0	stroop	89	0.587	red	red	stim	congruent	s617	False
167.547	1.5	2.0	incongruent	0.0	82.0	stroop	89	0.607	green	red	stim	incongruent	s617	False
169.549	1.5	2.136	congruent	1.0	71.0	stroop	71	0.851	blue	blue	stim	congruent	s617	False
171.691	1.5	2.0	congruent	1.0	89.0	stroop	89	0.681	red	red	stim	congruent	s617	False
173.697	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.697	blue	green	stim	incongruent	s617	False
175.701	1.5	2.136	congruent	1.0	71.0	stroop	71	0.816	blue	blue	stim	congruent	s617	False
177.84	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.683	red	blue	stim	incongruent	s617	False
179.846	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.921	green	blue	stim	incongruent	s617	False
181.848	1.5	2.136	incongruent	1.0	71.0	stroop	71	0.908	blue	green	stim	incongruent	s617	False
183.988	1.5	2.136	congruent	1.0	82.0	stroop	82	0.763	green	green	stim	congruent	s617	False
186.126	1.5	2.272	congruent	1.0	89.0	stroop	89	0.527	red	red	stim	congruent	s617	False
188.399	1.5	2.68	incongruent	1.0	89.0	stroop	89	0.594	red	green	stim	incongruent	s617	False
191.084	1.5	2.0	congruent	1.0	71.0	stroop	71	0.698	blue	blue	stim	congruent	s617	False
193.091	1.5	2.0	congruent	1.0	89.0	stroop	89	0.588	red	red	stim	congruent	s617	False
195.095	1.5	2.272	incongruent	1.0	71.0	stroop	71	0.633	blue	green	stim	incongruent	s617	False
197.373	1.5	2.0	incongruent	1.0	89.0	stroop	89	1.654	red	blue	stim	incongruent	s617	False
199.378	1.5	2.0	congruent	1.0	89.0	stroop	89	0.505	red	red	stim	congruent	s617	False
201.383	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.598	blue	red	stim	incongruent	s617	False
203.385	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.597	blue	red	stim	incongruent	s617	False
205.388	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.643	blue	green	stim	incongruent	s617	False
207.394	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.992	green	blue	stim	incongruent	s617	False
