onset	duration	block_duration	choice	experiment_exp_id	key_press	large_amount	later_delay	response_time	small_amount	trial_id	trial_type	worker_id	junk
3.021	4.0	4.636	smaller_sooner	discount_fixed	71	67.0	74.0	1.281	20.0	n/a	smaller_sooner	s638_2	False
7.663	4.0	5.316	smaller_sooner	discount_fixed	71	29.0	58.0	1.336	20.0	n/a	smaller_sooner	s638_2	False
12.985	4.0	4.976	smaller_sooner	discount_fixed	71	39.0	104.0	1.507	20.0	n/a	smaller_sooner	s638_2	False
17.963	4.0	4.568	smaller_sooner	discount_fixed	71	33.0	103.0	0.957	20.0	n/a	smaller_sooner	s638_2	False
22.536	4.0	5.52	smaller_sooner	discount_fixed	71	33.0	78.0	1.585	20.0	n/a	smaller_sooner	s638_2	False
28.062	4.0	5.588	larger_later	discount_fixed	89	74.0	52.0	3.644	20.0	n/a	larger_later	s638_2	False
33.652	4.0	5.792	smaller_sooner	discount_fixed	71	28.0	132.0	0.929	20.0	n/a	smaller_sooner	s638_2	False
39.45	4.0	4.568	smaller_sooner	discount_fixed	71	28.0	59.0	0.893	20.0	n/a	smaller_sooner	s638_2	False
44.021	4.0	5.112	smaller_sooner	discount_fixed	71	28.0	163.0	0.681	20.0	n/a	smaller_sooner	s638_2	False
49.139	4.0	4.5	larger_later	discount_fixed	89	32.0	74.0	2.672	20.0	n/a	larger_later	s638_2	False
53.642	4.0	4.84	larger_later	discount_fixed	89	57.0	89.0	1.204	20.0	n/a	larger_later	s638_2	False
58.485	4.0	4.568	larger_later	discount_fixed	89	70.0	108.0	0.937	20.0	n/a	larger_later	s638_2	False
63.056	4.0	5.384	smaller_sooner	discount_fixed	71	72.0	95.0	1.937	20.0	n/a	smaller_sooner	s638_2	False
68.446	4.0	5.044	smaller_sooner	discount_fixed	71	30.0	36.0	2.277	20.0	n/a	smaller_sooner	s638_2	False
73.496	4.0	4.704	larger_later	discount_fixed	89	41.0	129.0	2.602	20.0	n/a	larger_later	s638_2	False
78.204	4.0	4.908	larger_later	discount_fixed	89	78.0	129.0	1.018	20.0	n/a	larger_later	s638_2	False
83.115	4.0	4.908	smaller_sooner	discount_fixed	71	71.0	88.0	2.523	20.0	n/a	smaller_sooner	s638_2	False
88.026	4.0	4.84	larger_later	discount_fixed	89	65.0	159.0	0.657	20.0	n/a	larger_later	s638_2	False
92.869	4.0	5.112	smaller_sooner	discount_fixed	71	24.0	125.0	1.945	20.0	n/a	smaller_sooner	s638_2	False
97.983	4.0	5.112	smaller_sooner	discount_fixed	71	58.0	36.0	1.518	20.0	n/a	smaller_sooner	s638_2	False
103.1	4.0	4.704	larger_later	discount_fixed	89	63.0	37.0	0.981	20.0	n/a	larger_later	s638_2	False
107.807	4.0	4.84	smaller_sooner	discount_fixed	71	75.0	41.0	1.941	20.0	n/a	smaller_sooner	s638_2	False
112.65	4.0	4.84	larger_later	discount_fixed	89	45.0	72.0	1.519	20.0	n/a	larger_later	s638_2	False
117.494	4.0	6.88	smaller_sooner	discount_fixed	71	25.0	74.0	1.305	20.0	n/a	smaller_sooner	s638_2	False
124.377	4.0	4.568	larger_later	discount_fixed	89	65.0	137.0	1.473	20.0	n/a	larger_later	s638_2	False
128.952	4.0	4.772	larger_later	discount_fixed	89	49.0	140.0	2.69	20.0	n/a	larger_later	s638_2	False
133.727	4.0	7.016	smaller_sooner	discount_fixed	71	67.0	103.0	2.434	20.0	n/a	smaller_sooner	s638_2	False
140.748	4.0	4.704	larger_later	discount_fixed	89	69.0	172.0	1.573	20.0	n/a	larger_later	s638_2	False
145.455	4.0	5.18	smaller_sooner	discount_fixed	71	66.0	71.0	1.967	20.0	n/a	smaller_sooner	s638_2	False
150.641	4.0	5.044	smaller_sooner	discount_fixed	71	71.0	176.0	1.215	20.0	n/a	smaller_sooner	s638_2	False
155.692	4.0	5.316	smaller_sooner	discount_fixed	71	31.0	76.0	2.569	20.0	n/a	smaller_sooner	s638_2	False
161.012	4.0	4.568	larger_later	discount_fixed	89	43.0	19.0	1.464	20.0	n/a	larger_later	s638_2	False
165.583	4.0	4.636	larger_later	discount_fixed	89	60.0	124.0	1.169	20.0	n/a	larger_later	s638_2	False
170.223	4.0	4.908	smaller_sooner	discount_fixed	71	27.0	142.0	0.866	20.0	n/a	smaller_sooner	s638_2	False
175.138	4.0	4.5	smaller_sooner	discount_fixed	71	25.0	70.0	1.322	20.0	n/a	smaller_sooner	s638_2	False
179.643	4.0	4.976	smaller_sooner	discount_fixed	71	44.0	92.0	2.139	20.0	n/a	smaller_sooner	s638_2	False
184.623	4.0	4.908	smaller_sooner	discount_fixed	71	41.0	27.0	1.071	20.0	n/a	smaller_sooner	s638_2	False
189.534	4.0	4.568	smaller_sooner	discount_fixed	71	64.0	89.0	1.406	20.0	n/a	smaller_sooner	s638_2	False
194.107	4.0	4.5	larger_later	discount_fixed	89	78.0	108.0	1.781	20.0	n/a	larger_later	s638_2	False
198.611	4.0	6.2	larger_later	discount_fixed	89	80.0	145.0	1.13	20.0	n/a	larger_later	s638_2	False
204.816	4.0	4.704	smaller_sooner	discount_fixed	71	41.0	174.0	3.179	20.0	n/a	smaller_sooner	s638_2	False
209.526	4.0	5.044	smaller_sooner	discount_fixed	71	42.0	145.0	1.729	20.0	n/a	smaller_sooner	s638_2	False
214.571	4.0	5.044	larger_later	discount_fixed	89	36.0	114.0	1.796	20.0	n/a	larger_later	s638_2	False
219.62	4.0	5.18	smaller_sooner	discount_fixed	71	58.0	55.0	1.275	20.0	n/a	smaller_sooner	s638_2	False
