onset	duration	movement_onset	CTI	block_duration	correct	correct_response	cue	cue_switch	experiment_exp_id	key_press	response_time	stim_color	stim_number	switch_type	task	task_switch	trial_id	trial_type	worker_id	first_trial_of_block	junk
4.424	1.0	5.833	0.9	3.224	True	71.0	High-Low	stay	twobytwo	71.0	0.509	orange	8.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s596	1	False
7.753	1.0	8.536	0.1	2.408	True	89.0	Color	n/a	twobytwo	89.0	0.683	orange	2.0	task_switch	color	switch	stim	poldrack-single-stim	s596	0	False
11.073	1.0	12.505	0.9	2.816	True	71.0	Magnitude	n/a	twobytwo	71.0	0.532	orange	9.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s596	0	False
13.998	1.0	14.943	0.1	2.408	True	89.0	Color	n/a	twobytwo	89.0	0.845	orange	2.0	task_switch	color	switch	stim	poldrack-single-stim	s596	0	False
17.31	1.0	18.699	0.9	2.136	True	89.0	High-Low	n/a	twobytwo	89.0	0.489	blue	1.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s596	0	False
20.351	1.0	21.754	0.9	2.136	True	89.0	High-Low	stay	twobytwo	89.0	0.503	orange	3.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s596	0	False
23.394	1.0	24.781	0.9	2.0	True	71.0	Magnitude	switch	twobytwo	71.0	0.487	blue	8.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s596	0	False
25.5	1.0	26.279	0.1	2.0	True	89.0	High-Low	switch	twobytwo	89.0	0.679	orange	2.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s596	0	False
28.407	1.0	29.825	0.9	2.272	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.518	orange	8.0	task_switch	color	switch	stim	poldrack-single-stim	s596	0	False
31.588	1.0	33.04	0.9	2.408	True	89.0	Magnitude	n/a	twobytwo	89.0	0.552	blue	4.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s596	0	False
34.903	1.0	36.335	0.9	2.0	True	89.0	Color	n/a	twobytwo	89.0	0.532	orange	8.0	task_switch	color	switch	stim	poldrack-single-stim	s596	0	False
37.007	1.0	37.801	0.1	2.136	True	71.0	Orange-Blue	switch	twobytwo	71.0	0.694	blue	4.0	cue_switch	color	stay	stim	poldrack-single-stim	s596	0	False
39.255	1.0	40.019	0.1	2.0	True	71.0	Magnitude	n/a	twobytwo	71.0	0.664	orange	6.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s596	0	False
42.159	1.0	43.458	0.9	2.408	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.399	blue	3.0	task_switch	color	switch	stim	poldrack-single-stim	s596	0	False
44.67	1.0	45.335	0.1	2.272	True	89.0	Color	switch	twobytwo	89.0	0.565	orange	4.0	cue_switch	color	stay	stim	poldrack-single-stim	s596	0	False
47.053	1.0	47.72	0.1	2.0	False	89.0	High-Low	n/a	twobytwo	71.0	0.567	blue	1.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s596	0	False
49.965	1.0	51.432	0.9	2.272	True	71.0	Magnitude	switch	twobytwo	71.0	0.567	orange	8.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s596	0	False
52.344	1.0	53.398	0.1	2.0	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.954	blue	2.0	task_switch	color	switch	stim	poldrack-single-stim	s596	0	False
54.448	1.0	55.299	0.1	2.0	True	89.0	Magnitude	n/a	twobytwo	89.0	0.751	orange	1.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s596	0	False
56.557	1.0	57.391	0.1	2.272	True	71.0	Magnitude	stay	twobytwo	71.0	0.734	blue	7.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s596	0	False
59.733	1.0	61.0	0.9	2.136	True	89.0	Color	n/a	twobytwo	89.0	0.367	orange	8.0	task_switch	color	switch	stim	poldrack-single-stim	s596	0	False
