onset	duration	movement_onset	EV	action	block_duration	experiment_exp_id	gain_amount	gain_probability	key_press	loss_amount	loss_probability	num_cards	num_click_in_round	num_loss_cards	risk	response_time	total_cards	trial_id	trial_type	worker_id	junk	feedback
3.015	8.441	11.456	0.5677121756448678	draw_card	8.441	columbia_card_task_fmri	12.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	6.0	1.0	1.0	-3.396702297149435	8.441	n/a	stim	poldrack-single-stim	s628	False	1
11.458	8.452	19.91	-2.1656211576884647	draw_card	8.452	columbia_card_task_fmri	12.0	0.8	89.0	-70.0	0.2	6.0	2.0	1.0	-1.161856613141616	8.452	n/a	stim	poldrack-single-stim	s628	False	1
19.912	1.29	21.202	-6.265621157688466	draw_card	1.29	columbia_card_task_fmri	12.0	0.75	89.0	-70.0	0.25	6.0	3.0	1.0	1.539401401669764	1.29	n/a	stim	poldrack-single-stim	s628	False	1
21.203	9.064	30.267	-13.098954491021798	end_round	9.064	columbia_card_task_fmri	12.0	0.6666666666666667	71.0	-70.0	0.3333333333333333	6.0	4.0	1.0	4.681820652186353	9.064	3.0	stim	poldrack-single-stim	s628	False	1
31.022	1.5	30.271	n/a	-1.0	2.25	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s628	False	0
32.527	7.471	39.998	1.4010455089782017	draw_card	7.471	columbia_card_task_fmri	14.0	0.8333333333333334	89.0	-75.0	0.1666666666666666	6.0	1.0	1.0	-0.7943572050372367	7.471	n/a	stim	poldrack-single-stim	s628	False	1
40.0	1.105	41.105	-1.565621157688465	draw_card	1.105	columbia_card_task_fmri	14.0	0.8	89.0	-75.0	0.2	6.0	2.0	1.0	1.6321768158448222	1.105	n/a	stim	poldrack-single-stim	s628	False	1
41.106	0.47	41.576	-6.015621157688466	draw_card	0.47	columbia_card_task_fmri	14.0	0.75	89.0	-75.0	0.25	6.0	3.0	1.0	4.564976043566489	0.47	3.0	stim	poldrack-single-stim	s628	False	0
42.332	1.5	41.581	n/a	-1.0	2.386	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s628	False	0
43.968	4.689	48.657	3.067712175644868	draw_card	4.689	columbia_card_task_fmri	15.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	6.0	1.0	1.0	-2.28154015861918	4.689	n/a	stim	poldrack-single-stim	s628	False	1
48.658	0.763	49.421	0.2343788423115338	draw_card	0.763	columbia_card_task_fmri	15.0	0.8	89.0	-70.0	0.2	6.0	2.0	1.0	0.0354663379431272	0.763	n/a	stim	poldrack-single-stim	s628	False	1
49.422	0.421	49.843	-4.015621157688466	draw_card	0.421	columbia_card_task_fmri	15.0	0.75	89.0	-70.0	0.25	6.0	3.0	1.0	2.8359653415045187	0.421	n/a	stim	poldrack-single-stim	s628	False	1
