onset	duration	movement_onset	CTI	block_duration	correct	correct_response	cue	cue_switch	experiment_exp_id	key_press	response_time	stim_color	stim_number	switch_type	task	task_switch	trial_id	trial_type	worker_id	first_trial_of_block	junk
4.423	1.0	5.808	0.9	2.136	True	71.0	Magnitude	n/a	twobytwo	71.0	0.485	blue	1.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s598	1	False
6.663	1.0	7.396	0.1	2.68	True	89.0	Magnitude	stay	twobytwo	89.0	0.633	blue	9.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s598	0	False
10.25	1.0	11.587	0.9	2.544	True	71.0	High-Low	switch	twobytwo	71.0	0.437	blue	3.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s598	0	False
12.901	1.0	13.681	0.1	2.272	True	89.0	Magnitude	switch	twobytwo	89.0	0.68	blue	8.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s598	0	False
15.279	1.0	16.023	0.1	2.272	True	89.0	High-Low	switch	twobytwo	89.0	0.644	blue	9.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s598	0	False
18.455	1.0	19.769	0.9	2.408	True	89.0	Color	n/a	twobytwo	89.0	0.414	orange	8.0	task_switch	color	switch	stim	poldrack-single-stim	s598	0	False
20.967	1.0	21.71	0.1	2.136	True	71.0	Color	stay	twobytwo	71.0	0.643	blue	6.0	cue_stay	color	stay	stim	poldrack-single-stim	s598	0	False
23.21	1.0	24.014	0.1	2.272	True	89.0	High-Low	n/a	twobytwo	89.0	0.704	orange	8.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s598	0	False
26.394	1.0	27.774	0.9	2.0	True	71.0	Magnitude	switch	twobytwo	71.0	0.48	blue	4.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s598	0	False
29.303	1.0	31.03	0.9	2.136	True	89.0	High-Low	switch	twobytwo	89.0	0.827	blue	6.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s598	0	False
32.346	1.0	33.717	0.9	2.272	True	89.0	High-Low	stay	twobytwo	89.0	0.471	blue	6.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s598	0	False
34.725	1.0	35.465	0.1	2.0	True	89.0	Color	n/a	twobytwo	89.0	0.64	orange	8.0	task_switch	color	switch	stim	poldrack-single-stim	s598	0	False
37.633	1.0	39.036	0.9	2.68	True	89.0	High-Low	n/a	twobytwo	89.0	0.503	orange	6.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s598	0	False
40.421	1.0	41.357	0.1	2.0	True	89.0	Magnitude	switch	twobytwo	89.0	0.836	orange	6.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s598	0	False
42.527	1.0	43.287	0.1	2.0	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.66	orange	8.0	task_switch	color	switch	stim	poldrack-single-stim	s598	0	False
44.634	1.0	45.445	0.1	2.0	True	89.0	Orange-Blue	stay	twobytwo	89.0	0.711	orange	8.0	cue_stay	color	stay	stim	poldrack-single-stim	s598	0	False
47.541	1.0	48.962	0.9	2.272	True	89.0	Magnitude	n/a	twobytwo	89.0	0.521	orange	9.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s598	0	False
49.919	1.0	50.72	0.1	2.0	True	71.0	Color	n/a	twobytwo	71.0	0.701	blue	1.0	task_switch	color	switch	stim	poldrack-single-stim	s598	0	False
52.823	1.0	54.18	0.9	2.0	True	89.0	Magnitude	n/a	twobytwo	89.0	0.457	orange	7.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s598	0	False
54.932	1.0	55.709	0.1	2.0	True	89.0	Color	n/a	twobytwo	89.0	0.677	orange	9.0	task_switch	color	switch	stim	poldrack-single-stim	s598	0	False
57.837	1.0	59.302	0.9	2.68	True	71.0	Color	stay	twobytwo	71.0	0.565	blue	9.0	cue_stay	color	stay	stim	poldrack-single-stim	s598	0	False
61.429	1.0	62.795	0.9	2.0	True	71.0	Color	stay	twobytwo	71.0	0.466	blue	3.0	cue_stay	color	stay	stim	poldrack-single-stim	s598	0	False
63.538	1.0	64.311	0.1	2.136	True	89.0	High-Low	n/a	twobytwo	89.0	0.673	blue	9.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s598	0	False
66.583	1.0	68.13	0.9	2.408	True	71.0	Magnitude	switch	twobytwo	71.0	0.647	orange	1.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s598	0	False
69.895	1.0	71.317	0.9	2.136	True	89.0	Magnitude	stay	twobytwo	89.0	0.522	blue	8.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s598	0	False
72.934	1.0	74.379	0.9	2.0	True	89.0	Magnitude	stay	twobytwo	89.0	0.545	blue	9.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s598	0	False
75.039	1.0	75.771	0.1	2.0	True	71.0	Color	n/a	twobytwo	71.0	0.632	blue	1.0	task_switch	color	switch	stim	poldrack-single-stim	s598	0	False
77.946	1.0	79.451	0.9	2.544	True	89.0	Magnitude	n/a	twobytwo	89.0	0.605	blue	8.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s598	0	False
81.394	1.0	82.853	0.9	2.136	True	89.0	Magnitude	stay	twobytwo	89.0	0.559	blue	9.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s598	0	False
83.637	1.0	84.53	0.1	2.544	True	71.0	Magnitude	stay	twobytwo	71.0	0.793	blue	3.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s598	0	False
87.085	1.0	88.462	0.9	2.68	True	71.0	Color	n/a	twobytwo	71.0	0.477	blue	7.0	task_switch	color	switch	stim	poldrack-single-stim	s598	0	False
89.871	1.0	90.748	0.1	2.0	True	71.0	Orange-Blue	switch	twobytwo	71.0	0.777	blue	8.0	cue_switch	color	stay	stim	poldrack-single-stim	s598	0	False
92.778	1.0	94.267	0.9	2.272	True	71.0	Magnitude	n/a	twobytwo	71.0	0.589	orange	4.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s598	0	False
