onset	duration	movement_onset	EV	action	block_duration	experiment_exp_id	gain_amount	gain_probability	key_press	loss_amount	loss_probability	num_cards	num_click_in_round	num_loss_cards	risk	response_time	total_cards	trial_id	trial_type	worker_id	junk	feedback
3.013	1.287	4.3	0.6315405716968217	draw_card	1.287	columbia_card_task_fmri	12.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	6.0	1.0	1.0	-1.4404135566259448	1.287	n/a	stim	poldrack-single-stim	s613	False	1
4.302	2.072	6.374	-2.101792761636511	draw_card	2.072	columbia_card_task_fmri	12.0	0.8	89.0	-70.0	0.2	6.0	2.0	1.0	0.7941112794023084	2.072	n/a	stim	poldrack-single-stim	s613	False	1
6.374	0.852	7.226	-6.201792761636512	draw_card	0.852	columbia_card_task_fmri	12.0	0.75	89.0	-70.0	0.25	6.0	3.0	1.0	3.4950352811290983	0.852	n/a	stim	poldrack-single-stim	s613	False	1
7.228	0.723	7.951	-13.035126094969844	draw_card	0.723	columbia_card_task_fmri	12.0	0.6666666666666667	89.0	-70.0	0.3333333333333333	6.0	4.0	1.0	6.637124602278043	0.723	n/a	stim	poldrack-single-stim	s613	False	1
7.953	1.278	9.231	-26.70179276163651	end_round	1.278	columbia_card_task_fmri	12.0	0.5	71.0	-70.0	0.5	6.0	5.0	1.0	8.978056424912644	1.278	4.0	stim	poldrack-single-stim	s613	False	1
9.986	1.5	9.235	n/a	-1.0	2.25	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s613	False	0
11.488	0.655	12.143	1.4648739050301556	draw_card	0.655	columbia_card_task_fmri	14.0	0.8333333333333334	89.0	-75.0	0.1666666666666666	6.0	1.0	1.0	1.1615620563845963	0.655	n/a	stim	poldrack-single-stim	s613	False	1
12.144	0.874	13.018	-1.5017927616365112	draw_card	0.874	columbia_card_task_fmri	14.0	0.8	89.0	-75.0	0.2	6.0	2.0	1.0	3.5878001219625872	0.874	n/a	stim	poldrack-single-stim	s613	False	1
13.02	0.359	13.379	-5.951792761636512	draw_card	0.359	columbia_card_task_fmri	14.0	0.75	89.0	-75.0	0.25	6.0	3.0	1.0	6.520291300058673	0.359	n/a	stim	poldrack-single-stim	s613	False	1
13.38	0.433	13.813	-13.36845942830318	draw_card	0.433	columbia_card_task_fmri	14.0	0.6666666666666667	89.0	-75.0	0.3333333333333333	6.0	4.0	1.0	9.931595970726429	0.433	4.0	stim	poldrack-single-stim	s613	False	0
14.57	1.5	13.819	n/a	-1.0	2.386	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s613	False	0
