onset	duration	block_duration	choice	experiment_exp_id	key_press	large_amount	later_delay	response_time	small_amount	trial_id	trial_type	worker_id	junk
3.014	4.0	4.636	smaller_sooner	discount_fixed	71	67.0	74.0	0.978	20.0	n/a	smaller_sooner	s592	False
7.652	4.0	5.316	smaller_sooner	discount_fixed	71	29.0	58.0	0.928	20.0	n/a	smaller_sooner	s592	False
12.973	4.0	4.976	smaller_sooner	discount_fixed	71	39.0	104.0	1.317	20.0	n/a	smaller_sooner	s592	False
17.952	4.0	4.568	smaller_sooner	discount_fixed	71	33.0	103.0	0.748	20.0	n/a	smaller_sooner	s592	False
22.526	4.0	5.52	smaller_sooner	discount_fixed	71	33.0	78.0	0.829	20.0	n/a	smaller_sooner	s592	False
28.047	4.0	5.588	smaller_sooner	discount_fixed	71	74.0	52.0	1.045	20.0	n/a	smaller_sooner	s592	False
33.641	4.0	5.792	smaller_sooner	discount_fixed	71	28.0	132.0	0.822	20.0	n/a	smaller_sooner	s592	False
39.438	4.0	4.568	smaller_sooner	discount_fixed	71	28.0	59.0	0.771	20.0	n/a	smaller_sooner	s592	False
44.011	4.0	5.112	smaller_sooner	discount_fixed	71	28.0	163.0	1.053	20.0	n/a	smaller_sooner	s592	False
49.128	4.0	4.5	smaller_sooner	discount_fixed	71	32.0	74.0	1.063	20.0	n/a	smaller_sooner	s592	False
53.633	4.0	4.84	smaller_sooner	discount_fixed	71	57.0	89.0	1.012	20.0	n/a	smaller_sooner	s592	False
58.476	4.0	4.568	smaller_sooner	discount_fixed	71	70.0	108.0	0.69	20.0	n/a	smaller_sooner	s592	False
63.047	4.0	5.384	smaller_sooner	discount_fixed	71	72.0	95.0	0.885	20.0	n/a	smaller_sooner	s592	False
68.432	4.0	5.044	smaller_sooner	discount_fixed	71	30.0	36.0	1.419	20.0	n/a	smaller_sooner	s592	False
73.482	4.0	4.704	smaller_sooner	discount_fixed	71	41.0	129.0	1.044	20.0	n/a	smaller_sooner	s592	False
78.188	4.0	4.908	smaller_sooner	discount_fixed	71	78.0	129.0	0.673	20.0	n/a	smaller_sooner	s592	False
