onset	duration	movement_onset	CTI	block_duration	correct	correct_response	cue	cue_switch	experiment_exp_id	key_press	response_time	stim_color	stim_number	switch_type	task	task_switch	trial_id	trial_type	worker_id	first_trial_of_block	junk
3.629	1.0	4.534	0.1	2.272	True	89.0	Magnitude	stay	twobytwo	89.0	0.805	blue	6.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s541	1	False
6.011	1.0	6.837	0.1	2.136	False	71.0	Color	n/a	twobytwo	89.0	0.726	orange	9.0	task_switch	color	switch	stim	poldrack-single-stim	s541	0	False
8.259	1.0	9.31	0.1	2.0	True	71.0	Orange-Blue	switch	twobytwo	71.0	0.951	orange	1.0	cue_switch	color	stay	stim	poldrack-single-stim	s541	0	False
11.165	1.0	12.582	0.9	2.0	True	89.0	High-Low	n/a	twobytwo	89.0	0.517	orange	7.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s541	0	False
13.275	1.0	14.083	0.1	2.136	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.708	blue	8.0	task_switch	color	switch	stim	poldrack-single-stim	s541	0	False
15.519	1.0	16.344	0.1	2.0	True	89.0	High-Low	n/a	twobytwo	89.0	0.725	orange	6.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s541	0	False
18.427	1.0	19.74	0.9	2.136	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.413	orange	6.0	task_switch	color	switch	stim	poldrack-single-stim	s541	0	False
20.673	1.0	21.408	0.1	2.408	True	89.0	Orange-Blue	stay	twobytwo	89.0	0.635	blue	7.0	cue_stay	color	stay	stim	poldrack-single-stim	s541	0	False
23.99	1.0	25.387	0.9	2.136	True	71.0	Magnitude	n/a	twobytwo	71.0	0.497	blue	2.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s541	0	False
26.238	1.0	27.095	0.1	2.0	True	71.0	Color	n/a	twobytwo	71.0	0.757	orange	4.0	task_switch	color	switch	stim	poldrack-single-stim	s541	0	False
29.145	1.0	30.491	0.9	2.136	True	89.0	High-Low	n/a	twobytwo	89.0	0.446	orange	9.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s541	0	False
32.19	1.0	33.635	0.9	2.272	True	71.0	High-Low	stay	twobytwo	71.0	0.545	blue	4.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s541	0	False
34.574	1.0	35.423	0.1	2.0	True	89.0	Color	n/a	twobytwo	89.0	0.749	blue	1.0	task_switch	color	switch	stim	poldrack-single-stim	s541	0	False
37.483	1.0	38.957	0.9	2.408	True	89.0	Magnitude	n/a	twobytwo	89.0	0.574	orange	6.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s541	0	False
40.799	1.0	42.21	0.9	2.0	True	71.0	High-Low	switch	twobytwo	71.0	0.511	orange	1.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s541	0	False
43.708	1.0	45.009	0.9	2.136	True	71.0	Color	n/a	twobytwo	71.0	0.401	orange	9.0	task_switch	color	switch	stim	poldrack-single-stim	s541	0	False
46.748	1.0	48.574	0.9	2.408	False	71.0	Magnitude	n/a	twobytwo	89.0	0.926	blue	2.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s541	0	False
50.066	1.0	51.55	0.9	2.136	True	89.0	Color	n/a	twobytwo	89.0	0.584	blue	7.0	task_switch	color	switch	stim	poldrack-single-stim	s541	0	False
53.111	1.0	54.529	0.9	2.408	True	89.0	High-Low	n/a	twobytwo	89.0	0.518	orange	6.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s541	0	False
55.632	1.0	56.376	0.1	2.136	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.644	orange	4.0	task_switch	color	switch	stim	poldrack-single-stim	s541	0	False
58.677	1.0	59.977	0.9	2.0	True	89.0	Color	switch	twobytwo	89.0	0.4	blue	7.0	cue_switch	color	stay	stim	poldrack-single-stim	s541	0	False
61.587	1.0	62.954	0.9	2.272	True	71.0	Color	stay	twobytwo	71.0	0.467	orange	7.0	cue_stay	color	stay	stim	poldrack-single-stim	s541	0	False
63.964	1.0	64.733	0.1	2.0	True	89.0	Magnitude	n/a	twobytwo	89.0	0.669	blue	7.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s541	0	False
66.074	1.0	67.096	0.1	2.272	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.922	blue	1.0	task_switch	color	switch	stim	poldrack-single-stim	s541	0	False
69.258	1.0	70.757	0.9	2.272	True	89.0	Color	switch	twobytwo	89.0	0.599	blue	8.0	cue_switch	color	stay	stim	poldrack-single-stim	s541	0	False
71.64	1.0	72.558	0.1	2.952	False	89.0	Orange-Blue	switch	twobytwo	71.0	0.818	blue	1.0	cue_switch	color	stay	stim	poldrack-single-stim	s541	0	False
74.701	1.0	75.987	0.1	2.68	False	71.0	Orange-Blue	stay	twobytwo	89.0	1.186	orange	1.0	cue_stay	color	stay	stim	poldrack-single-stim	s541	0	False
78.291	1.0	79.994	0.9	2.136	True	71.0	Orange-Blue	stay	twobytwo	71.0	0.803	orange	4.0	cue_stay	color	stay	stim	poldrack-single-stim	s541	0	False
81.339	1.0	82.697	0.9	2.272	True	71.0	Orange-Blue	stay	twobytwo	71.0	0.458	orange	8.0	cue_stay	color	stay	stim	poldrack-single-stim	s541	0	False
84.523	1.0	85.882	0.9	2.272	True	89.0	Color	switch	twobytwo	89.0	0.459	blue	2.0	cue_switch	color	stay	stim	poldrack-single-stim	s541	0	False
87.703	1.0	89.675	0.9	2.136	True	71.0	Magnitude	n/a	twobytwo	71.0	1.072	blue	3.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s541	0	False
90.744	1.0	92.242	0.9	2.408	True	89.0	High-Low	switch	twobytwo	89.0	0.598	blue	9.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s541	0	False
94.062	1.0	95.643	0.9	2.136	True	89.0	Magnitude	switch	twobytwo	89.0	0.681	orange	7.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s541	0	False
96.308	1.0	97.354	0.1	2.136	True	71.0	High-Low	switch	twobytwo	71.0	0.946	orange	3.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s541	0	False
99.354	1.0	100.861	0.9	2.0	True	89.0	Magnitude	switch	twobytwo	89.0	0.607	orange	8.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s541	0	False
102.26	1.0	103.716	0.9	2.0	True	89.0	Magnitude	stay	twobytwo	89.0	0.556	blue	9.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s541	0	False
105.168	1.0	106.658	0.9	2.0	True	89.0	High-Low	switch	twobytwo	89.0	0.59	blue	8.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s541	0	False
