onset	duration	block_duration	correct	correct_response	cue	experiment_exp_id	flanker_location	flanker_middle_direction	flanker_type	key_press	response_time	trial_id	worker_id	junk
3.515864	1.7	2.100136	1.0	71.0	double	attention_network_task	up	right	congruent	71	0.77	stim	s582	False
6.129	1.7	2.1	1.0	89.0	double	attention_network_task	up	left	incongruent	89	0.506	stim	s582	False
8.737	1.7	2.1	1.0	89.0	spatial	attention_network_task	down	left	congruent	89	0.648	stim	s582	False
11.344592	1.7	2.100408	1.0	89.0	double	attention_network_task	down	left	congruent	89	0.433	stim	s582	False
13.952456	1.7	2.1005439999999997	1.0	89.0	double	attention_network_task	up	left	congruent	89	0.498	stim	s582	False
16.560592	1.7	2.100408	1.0	71.0	spatial	attention_network_task	up	right	incongruent	71	0.573	stim	s582	False
19.173	1.7	2.1	1.0	71.0	spatial	attention_network_task	down	right	congruent	71	0.538	stim	s582	False
21.782592	1.7	2.100408	1.0	71.0	double	attention_network_task	up	right	congruent	71	0.539	stim	s582	False
24.392	1.7	2.1	1.0	89.0	spatial	attention_network_task	down	left	congruent	89	0.714	stim	s582	False
26.999592	1.7	2.100408	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.57	stim	s582	False
29.607	1.7	2.1	1.0	89.0	spatial	attention_network_task	down	left	incongruent	89	0.559	stim	s582	False
32.215	1.7	2.1	1.0	71.0	spatial	attention_network_task	up	right	incongruent	71	0.605	stim	s582	False
34.826592	1.7	2.100408	1.0	71.0	spatial	attention_network_task	down	right	incongruent	71	0.627	stim	s582	False
37.436864	1.7	2.100136	1.0	89.0	spatial	attention_network_task	up	left	incongruent	89	0.546	stim	s582	False
40.044728000000006	1.7	2.100272	1.0	71.0	double	attention_network_task	up	right	incongruent	71	0.609	stim	s582	False
42.652456	1.7	2.1005439999999997	1.0	89.0	double	attention_network_task	down	left	incongruent	89	0.685	stim	s582	False
45.260728	1.7	2.100272	1.0	89.0	spatial	attention_network_task	down	left	incongruent	89	0.578	stim	s582	False
47.869	1.7	2.1	1.0	71.0	spatial	attention_network_task	down	right	incongruent	71	0.544	stim	s582	False
50.475592	1.7	2.100408	1.0	89.0	spatial	attention_network_task	up	left	incongruent	89	0.522	stim	s582	False
53.085	1.7	2.1	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.522	stim	s582	False
55.694	1.7	2.1	1.0	71.0	double	attention_network_task	up	right	congruent	71	0.522	stim	s582	False
58.301456	1.7	2.1005439999999997	1.0	71.0	double	attention_network_task	up	right	incongruent	71	0.633	stim	s582	False
60.914592	1.7	2.100408	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.52	stim	s582	False
63.523	1.7	2.1	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.618	stim	s582	False
66.130864	1.7	2.100136	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.421	stim	s582	False
68.743184	1.7	2.100816	1.0	71.0	spatial	attention_network_task	up	right	incongruent	71	0.485	stim	s582	False
71.352864	1.7	2.100136	1.0	89.0	double	attention_network_task	up	left	congruent	89	0.466	stim	s582	False
73.96	1.7	2.1	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.415	stim	s582	False
76.572864	1.7	2.100136	1.0	71.0	double	attention_network_task	down	right	incongruent	71	0.584	stim	s582	False
79.181864	1.7	2.100136	1.0	89.0	spatial	attention_network_task	up	left	incongruent	89	0.562	stim	s582	False
81.789864	1.7	2.100136	1.0	71.0	double	attention_network_task	down	right	incongruent	71	0.543	stim	s582	False
84.402456	1.7	2.1005439999999997	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.49	stim	s582	False
87.012	1.7	2.1	1.0	89.0	spatial	attention_network_task	down	left	congruent	89	0.494	stim	s582	False
89.61972800000001	1.7	2.100272	1.0	71.0	double	attention_network_task	down	right	incongruent	71	0.509	stim	s582	False
92.227	1.7	2.1	1.0	89.0	spatial	attention_network_task	down	left	congruent	89	0.588	stim	s582	False
94.835864	1.7	2.100136	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.478	stim	s582	False
97.44359200000001	1.7	2.100408	1.0	71.0	double	attention_network_task	down	right	incongruent	71	0.513	stim	s582	False
100.052456	1.7	2.1005439999999997	1.0	89.0	double	attention_network_task	up	left	congruent	89	0.61	stim	s582	False
102.66	1.7	2.1	1.0	89.0	double	attention_network_task	up	left	incongruent	89	0.49	stim	s582	False
105.272864	1.7	2.100136	1.0	71.0	spatial	attention_network_task	down	right	incongruent	71	0.53	stim	s582	False
107.88186400000001	1.7	2.100136	1.0	71.0	double	attention_network_task	up	right	incongruent	71	0.527	stim	s582	False
110.489864	1.7	2.100136	1.0	71.0	spatial	attention_network_task	down	right	incongruent	71	0.503	stim	s582	False
113.098864	1.7	2.100136	1.0	71.0	double	attention_network_task	up	right	congruent	71	0.629	stim	s582	False
115.70572800000001	1.7	2.100272	1.0	71.0	spatial	attention_network_task	down	right	incongruent	71	0.511	stim	s582	False
118.313864	1.7	2.100136	1.0	71.0	spatial	attention_network_task	down	right	incongruent	71	0.497	stim	s582	False
120.921592	1.7	2.100408	1.0	89.0	spatial	attention_network_task	up	left	incongruent	89	0.554	stim	s582	False
123.53	1.7	2.1	1.0	89.0	double	attention_network_task	up	left	incongruent	89	0.678	stim	s582	False
126.13786400000001	1.7	2.100136	1.0	89.0	double	attention_network_task	down	left	congruent	89	0.5	stim	s582	False
128.746	1.7	2.1	1.0	89.0	spatial	attention_network_task	down	left	congruent	89	0.448	stim	s582	False
131.354864	1.7	2.100136	1.0	89.0	double	attention_network_task	down	left	incongruent	89	0.486	stim	s582	False
133.961048	1.7	2.1009520000000004	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.573	stim	s582	False
136.572728	1.7	2.100272	1.0	71.0	double	attention_network_task	up	right	congruent	71	0.486	stim	s582	False
139.180864	1.7	2.100136	1.0	89.0	double	attention_network_task	down	left	congruent	89	0.403	stim	s582	False
141.792	1.7	2.1	1.0	71.0	double	attention_network_task	up	right	incongruent	71	0.534	stim	s582	False
144.399864	1.7	2.100136	1.0	71.0	spatial	attention_network_task	up	right	incongruent	71	0.431	stim	s582	False
147.008	1.7	2.1	1.0	89.0	double	attention_network_task	up	left	congruent	89	0.446	stim	s582	False
149.616864	1.7	2.100136	1.0	89.0	spatial	attention_network_task	down	left	incongruent	89	0.564	stim	s582	False
152.223728	1.7	2.100272	1.0	71.0	double	attention_network_task	up	right	incongruent	71	0.654	stim	s582	False
154.831728	1.7	2.100272	1.0	89.0	spatial	attention_network_task	up	left	incongruent	89	0.482	stim	s582	False
157.445864	1.7	2.100136	1.0	89.0	double	attention_network_task	up	left	congruent	89	0.4	stim	s582	False
160.054	1.7	2.1	1.0	89.0	double	attention_network_task	up	left	incongruent	89	0.477	stim	s582	False
162.661864	1.7	2.100136	1.0	89.0	double	attention_network_task	down	left	incongruent	89	0.513	stim	s582	False
165.27	1.7	2.1	1.0	71.0	spatial	attention_network_task	down	right	congruent	71	0.548	stim	s582	False
167.883728	1.7	2.100272	1.0	89.0	double	attention_network_task	down	left	congruent	89	0.511	stim	s582	False
181.004	1.7	2.1	1.0	89.0	spatial	attention_network_task	up	left	incongruent	89	0.413	stim	s582	False
183.612	1.7	2.1	1.0	89.0	spatial	attention_network_task	down	left	incongruent	89	0.518	stim	s582	False
186.224864	1.7	2.100136	1.0	71.0	spatial	attention_network_task	down	right	congruent	71	0.565	stim	s582	False
188.837728	1.7	2.100272	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.472	stim	s582	False
191.451592	1.7	2.100408	1.0	89.0	double	attention_network_task	up	left	incongruent	89	0.508	stim	s582	False
194.06	1.7	2.1	1.0	89.0	double	attention_network_task	down	left	congruent	89	0.47	stim	s582	False
196.667864	1.7	2.100136	1.0	71.0	double	attention_network_task	down	right	congruent	71	0.43	stim	s582	False
199.275864	1.7	2.100136	1.0	89.0	spatial	attention_network_task	down	left	congruent	89	0.446	stim	s582	False
201.885	1.7	2.1	1.0	71.0	double	attention_network_task	down	right	congruent	71	0.47	stim	s582	False
204.492592	1.7	2.100408	1.0	71.0	double	attention_network_task	up	right	incongruent	71	0.576	stim	s582	False
207.099456	1.7	2.1005439999999997	1.0	71.0	spatial	attention_network_task	down	right	congruent	71	0.452	stim	s582	False
209.713864	1.7	2.100136	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.553	stim	s582	False
212.326864	1.7	2.100136	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.516	stim	s582	False
214.936	1.7	2.1	1.0	89.0	spatial	attention_network_task	up	left	incongruent	89	0.524	stim	s582	False
217.543	1.7	2.1	1.0	89.0	double	attention_network_task	up	left	congruent	89	0.475	stim	s582	False
220.151864	1.7	2.100136	1.0	71.0	double	attention_network_task	down	right	congruent	71	0.592	stim	s582	False
222.76	1.7	2.1	1.0	71.0	double	attention_network_task	down	right	congruent	71	0.424	stim	s582	False
225.367864	1.7	2.100136	1.0	89.0	double	attention_network_task	down	left	congruent	89	0.44	stim	s582	False
227.976	1.7	2.1	1.0	71.0	double	attention_network_task	down	right	congruent	71	0.472	stim	s582	False
230.583592	1.7	2.100408	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.57	stim	s582	False
233.192	1.7	2.1	1.0	71.0	spatial	attention_network_task	up	right	incongruent	71	0.5	stim	s582	False
235.799184	1.7	2.100816	1.0	89.0	double	attention_network_task	down	left	incongruent	89	0.483	stim	s582	False
238.40832	1.7	2.1006799999999997	1.0	89.0	spatial	attention_network_task	down	left	congruent	89	0.574	stim	s582	False
241.016	1.7	2.1	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.921	stim	s582	False
243.624864	1.7	2.100136	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.562	stim	s582	False
246.233864	1.7	2.100136	1.0	89.0	double	attention_network_task	up	left	incongruent	89	0.515	stim	s582	False
248.840864	1.7	2.100136	1.0	89.0	double	attention_network_task	down	left	incongruent	89	0.545	stim	s582	False
251.449	1.7	2.1	0.0	71.0	double	attention_network_task	up	right	incongruent	89	0.484	stim	s582	False
254.056864	1.7	2.100136	1.0	89.0	spatial	attention_network_task	down	left	incongruent	89	0.709	stim	s582	False
256.66404800000004	1.7	2.1009520000000004	1.0	71.0	spatial	attention_network_task	down	right	incongruent	71	0.624	stim	s582	False
259.272864	1.7	2.100136	1.0	71.0	double	attention_network_task	up	right	incongruent	71	0.755	stim	s582	False
261.883592	1.7	2.100408	1.0	89.0	double	attention_network_task	down	left	incongruent	89	0.455	stim	s582	False
264.494048	1.7	2.1009520000000004	1.0	71.0	spatial	attention_network_task	up	right	incongruent	71	0.471	stim	s582	False
267.104864	1.7	2.100136	1.0	89.0	double	attention_network_task	down	left	incongruent	89	0.472	stim	s582	False
269.710728	1.7	2.100272	1.0	71.0	double	attention_network_task	down	right	incongruent	71	0.518	stim	s582	False
272.318728	1.7	2.100272	1.0	89.0	double	attention_network_task	down	left	incongruent	89	0.497	stim	s582	False
274.932	1.7	2.1	1.0	71.0	double	attention_network_task	down	right	congruent	71	0.428	stim	s582	False
277.54	1.7	2.1	1.0	71.0	spatial	attention_network_task	up	right	incongruent	71	0.705	stim	s582	False
280.14772800000003	1.7	2.100272	1.0	71.0	spatial	attention_network_task	down	right	congruent	71	0.468	stim	s582	False
282.756	1.7	2.1	1.0	89.0	spatial	attention_network_task	down	left	congruent	89	0.469	stim	s582	False
285.366	1.7	2.1	1.0	89.0	spatial	attention_network_task	down	left	incongruent	89	0.556	stim	s582	False
287.972728	1.7	2.100272	1.0	71.0	double	attention_network_task	down	right	congruent	71	0.615	stim	s582	False
290.585	1.7	2.1	1.0	71.0	spatial	attention_network_task	down	right	incongruent	71	0.457	stim	s582	False
293.198864	1.7	2.100136	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.528	stim	s582	False
295.807728	1.7	2.100272	1.0	71.0	spatial	attention_network_task	down	right	congruent	71	0.414	stim	s582	False
298.416	1.7	2.1	1.0	71.0	spatial	attention_network_task	down	right	congruent	71	0.403	stim	s582	False
301.029	1.7	2.1	1.0	71.0	double	attention_network_task	down	right	incongruent	71	0.396	stim	s582	False
303.637	1.7	2.1	1.0	89.0	double	attention_network_task	down	left	congruent	89	0.395	stim	s582	False
306.25	1.7	2.1	1.0	89.0	spatial	attention_network_task	down	left	incongruent	89	0.368	stim	s582	False
308.859	1.7	2.1	1.0	89.0	double	attention_network_task	up	left	congruent	89	0.536	stim	s582	False
311.467	1.7	2.1	1.0	71.0	spatial	attention_network_task	up	right	incongruent	71	0.593	stim	s582	False
314.075728	1.7	2.100272	1.0	89.0	double	attention_network_task	down	left	congruent	89	0.475	stim	s582	False
316.686864	1.7	2.100136	1.0	89.0	double	attention_network_task	up	left	incongruent	89	0.704	stim	s582	False
319.299912	1.7	2.1010880000000003	1.0	71.0	double	attention_network_task	down	right	incongruent	71	0.447	stim	s582	False
321.90972800000003	1.7	2.100272	1.0	71.0	spatial	attention_network_task	down	right	congruent	71	0.415	stim	s582	False
324.517864	1.7	2.100136	1.0	89.0	spatial	attention_network_task	down	left	congruent	89	0.451	stim	s582	False
327.125864	1.7	2.100136	1.0	71.0	double	attention_network_task	up	right	congruent	71	0.53	stim	s582	False
329.739	1.7	2.1	1.0	71.0	double	attention_network_task	up	right	congruent	71	0.384	stim	s582	False
332.347	1.7	2.1	1.0	89.0	spatial	attention_network_task	up	left	incongruent	89	0.535	stim	s582	False
334.957	1.7	2.1	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.52	stim	s582	False
337.568	1.7	2.1	1.0	71.0	double	attention_network_task	down	right	incongruent	71	0.437	stim	s582	False
340.176864	1.7	2.100136	1.0	89.0	spatial	attention_network_task	down	left	incongruent	89	0.403	stim	s582	False
342.78472800000003	1.7	2.100272	1.0	89.0	double	attention_network_task	up	left	incongruent	89	0.638	stim	s582	False
345.392864	1.7	2.100136	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.497	stim	s582	False
