onset	duration	block_duration	choice	experiment_exp_id	key_press	large_amount	later_delay	response_time	small_amount	trial_id	trial_type	worker_id	junk
3.009	4.0	4.568	smaller_sooner	discount_fixed	71	74.0	121.0	1.242	20.0	n/a	smaller_sooner	s172	False
7.58	4.0	4.772	smaller_sooner	discount_fixed	71	45.0	107.0	0.99	20.0	n/a	smaller_sooner	s172	False
12.354	4.0	4.636	larger_later	discount_fixed	89	77.0	24.0	0.86	20.0	n/a	larger_later	s172	False
16.992	4.0	4.568	smaller_sooner	discount_fixed	71	39.0	161.0	1.284	20.0	n/a	smaller_sooner	s172	False
21.561	4.0	5.452	larger_later	discount_fixed	89	62.0	180.0	0.788	20.0	n/a	larger_later	s172	False
27.016	4.0	5.384	smaller_sooner	discount_fixed	71	24.0	139.0	1.322	20.0	n/a	smaller_sooner	s172	False
32.402	4.0	4.568	smaller_sooner	discount_fixed	71	58.0	72.0	1.836	20.0	n/a	smaller_sooner	s172	False
36.973	4.0	6.268	smaller_sooner	discount_fixed	71	56.0	93.0	1.339	20.0	n/a	smaller_sooner	s172	False
43.243	4.0	5.52	larger_later	discount_fixed	89	45.0	26.0	1.263	20.0	n/a	larger_later	s172	False
48.765	4.0	4.568	smaller_sooner	discount_fixed	71	23.0	42.0	1.195	20.0	n/a	smaller_sooner	s172	False
53.336	4.0	4.636	smaller_sooner	discount_fixed	71	50.0	41.0	1.771	20.0	n/a	smaller_sooner	s172	False
57.973	4.0	4.636	larger_later	discount_fixed	89	25.0	176.0	0.888	20.0	n/a	larger_later	s172	False
62.611	4.0	5.112	larger_later	discount_fixed	89	54.0	22.0	1.702	20.0	n/a	larger_later	s172	False
67.725	4.0	5.316	smaller_sooner	discount_fixed	71	29.0	44.0	1.096	20.0	n/a	smaller_sooner	s172	False
73.044	4.0	4.568	smaller_sooner	discount_fixed	71	24.0	89.0	1.226	20.0	n/a	smaller_sooner	s172	False
77.614	4.0	4.568	smaller_sooner	discount_fixed	71	23.0	77.0	1.288	20.0	n/a	smaller_sooner	s172	False
82.184	4.0	4.568	smaller_sooner	discount_fixed	71	27.0	130.0	1.225	20.0	n/a	smaller_sooner	s172	False
86.755	4.0	4.84	smaller_sooner	discount_fixed	71	23.0	134.0	1.186	20.0	n/a	smaller_sooner	s172	False
91.597	4.0	4.5	smaller_sooner	discount_fixed	71	55.0	107.0	1.652	20.0	n/a	smaller_sooner	s172	False
96.099	4.0	5.656	smaller_sooner	discount_fixed	71	44.0	143.0	0.997	20.0	n/a	smaller_sooner	s172	False
101.758	4.0	4.908	smaller_sooner	discount_fixed	71	23.0	110.0	1.307	20.0	n/a	smaller_sooner	s172	False
106.668	4.0	4.636	smaller_sooner	discount_fixed	71	65.0	156.0	1.228	20.0	n/a	smaller_sooner	s172	False
111.305	4.0	4.5	smaller_sooner	discount_fixed	71	22.0	27.0	1.907	20.0	n/a	smaller_sooner	s172	False
115.807	4.0	4.5	larger_later	discount_fixed	89	50.0	59.0	1.547	20.0	n/a	larger_later	s172	False
120.309	4.0	5.112	smaller_sooner	discount_fixed	71	85.0	129.0	1.054	20.0	n/a	smaller_sooner	s172	False
125.423	4.0	6.132	larger_later	discount_fixed	89	66.0	58.0	1.228	20.0	n/a	larger_later	s172	False
131.557	4.0	4.84	smaller_sooner	discount_fixed	71	49.0	172.0	1.009	20.0	n/a	smaller_sooner	s172	False
136.4	4.0	4.568	larger_later	discount_fixed	89	73.0	44.0	1.083	20.0	n/a	larger_later	s172	False
