onset	duration	movement_onset	EV	action	block_duration	experiment_exp_id	gain_amount	gain_probability	key_press	loss_amount	loss_probability	num_cards	num_click_in_round	num_loss_cards	risk	response_time	total_cards	trial_id	trial_type	worker_id	junk	feedback
57.707	2.023	59.73	4.156157763970263	draw_card	2.023	columbia_card_task_fmri	29.0	0.75	89.0	-75.0	0.25	8.0	1.0	2.0	12.31721880252806	2.023	n/a	stim	poldrack-single-stim	s640	False	1
59.732	1.051	60.783	0.4418720496845518	draw_card	1.051	columbia_card_task_fmri	29.0	0.7142857142857143	89.0	-75.0	0.2857142857142857	8.0	2.0	2.0	14.265693351887748	1.051	2.0	stim	poldrack-single-stim	s640	False	0
61.54	1.5	60.789	n/a	-1.0	2.522	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s640	False	0
63.314	1.766	65.08	-0.066064458251956	draw_card	1.766	columbia_card_task_fmri	17.0	0.7777777777777778	89.0	-65.0	0.2222222222222222	9.0	1.0	2.0	1.379314655761959	1.766	n/a	stim	poldrack-single-stim	s640	False	1
65.082	2.079	67.161	-2.3438422360297366	draw_card	2.079	columbia_card_task_fmri	17.0	0.75	89.0	-65.0	0.25	9.0	2.0	2.0	2.7949186155110866	2.079	n/a	stim	poldrack-single-stim	s640	False	1
67.163	2.244	69.407	-5.272413664601164	draw_card	2.244	columbia_card_task_fmri	17.0	0.7142857142857143	89.0	-65.0	0.2857142857142857	9.0	3.0	2.0	4.330920790904514	2.244	n/a	stim	poldrack-single-stim	s640	False	1
69.409	2.193	71.602	-9.177175569363069	draw_card	2.193	columbia_card_task_fmri	17.0	0.6666666666666667	89.0	-65.0	0.3333333333333333	9.0	4.0	2.0	5.941515913162696	2.193	n/a	stim	poldrack-single-stim	s640	False	1
71.604	1.485	73.089	-14.643842236029736	end_round	1.485	columbia_card_task_fmri	17.0	0.6	71.0	-65.0	0.4	9.0	5.0	2.0	7.457324719059812	1.485	4.0	stim	poldrack-single-stim	s640	False	1
73.845	1.5	73.094	n/a	-1.0	2.522	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s640	False	0
75.619	1.404	77.023	4.256157763970263	draw_card	1.404	columbia_card_task_fmri	14.0	0.9	89.0	-95.0	0.1	10.0	1.0	1.0	-0.010508524710147	1.404	1.0	stim	poldrack-single-stim	s640	False	0
77.776	1.5	77.025	n/a	-1.0	2.59	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s640	False	0
79.619	1.212	80.831	0.1561577639702636	draw_card	1.212	columbia_card_task_fmri	15.0	0.8	89.0	-65.0	0.2	10.0	1.0	2.0	-0.7100618528359348	1.212	1.0	stim	poldrack-single-stim	s640	False	0
81.586	1.5	80.835	n/a	-1.0	2.454	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s640	False	0
83.292	2.161	85.453	1.756157763970265	draw_card	2.161	columbia_card_task_fmri	17.0	0.8	89.0	-65.0	0.2	10.0	1.0	2.0	0.0894292199079345	2.161	n/a	stim	poldrack-single-stim	s640	False	1
85.455	2.118	87.573	-0.066064458251956	draw_card	2.118	columbia_card_task_fmri	17.0	0.7777777777777778	89.0	-65.0	0.2222222222222222	10.0	2.0	2.0	1.379314655761959	2.118	2.0	stim	poldrack-single-stim	s640	False	0
88.328	1.5	87.577	n/a	-1.0	2.318	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s640	False	0
89.898	1.886	91.784	0.3228244306369314	draw_card	1.886	columbia_card_task_fmri	13.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	12.0	1.0	2.0	-1.777067948418157	1.886	n/a	stim	poldrack-single-stim	s640	False	1
91.787	0.954	92.741	-0.93475132693883	draw_card	0.954	columbia_card_task_fmri	13.0	0.8181818181818181	89.0	-70.0	0.1818181818181818	12.0	2.0	2.0	-0.6974176422285723	0.954	n/a	stim	poldrack-single-stim	s640	False	1
92.743	1.907	94.65	-2.4438422360297363	draw_card	1.907	columbia_card_task_fmri	13.0	0.8	89.0	-70.0	0.2	12.0	3.0	2.0	0.4891839452660349	1.907	n/a	stim	poldrack-single-stim	s640	False	1
94.653	1.749	96.402	-4.288286680474181	draw_card	1.749	columbia_card_task_fmri	13.0	0.7777777777777778	89.0	-70.0	0.2222222222222222	12.0	4.0	2.0	1.7948183606210577	1.749	n/a	stim	poldrack-single-stim	s640	False	1
96.405	2.307	98.712	-6.593842236029737	draw_card	2.307	columbia_card_task_fmri	13.0	0.75	89.0	-70.0	0.25	12.0	5.0	2.0	3.227704711829432	2.307	n/a	stim	poldrack-single-stim	s640	False	1
98.715	2.813	101.528	-9.55812795031545	end_round	2.813	columbia_card_task_fmri	13.0	0.7142857142857143	71.0	-70.0	0.2857142857142857	12.0	6.0	2.0	4.782457523781758	2.813	5.0	stim	poldrack-single-stim	s640	False	1
102.281	1.5	101.53	n/a	-1.0	2.25	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s640	False	0
103.784	1.231	105.015	0.3228244306369314	draw_card	1.231	columbia_card_task_fmri	15.0	0.8333333333333334	89.0	-80.0	0.1666666666666666	12.0	1.0	2.0	2.692341225696694	1.231	1.0	stim	poldrack-single-stim	s640	False	0
105.772	1.5	105.021	n/a	-1.0	2.658	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s640	False	0
107.683	1.662	109.345	-0.6438422360297353	draw_card	1.662	columbia_card_task_fmri	14.0	0.8	89.0	-65.0	0.2	15.0	1.0	3.0	-1.1097977355634754	1.662	n/a	stim	poldrack-single-stim	s640	False	1
109.347	1.31	110.657	-1.7724136646011637	draw_card	1.31	columbia_card_task_fmri	14.0	0.7857142857142857	89.0	-65.0	0.2142857142857142	15.0	2.0	3.0	-0.2945831031932613	1.31	n/a	stim	poldrack-single-stim	s640	False	1
110.66	1.427	112.087	-3.0746114667989684	draw_card	1.427	columbia_card_task_fmri	14.0	0.7692307692307692	89.0	-65.0	0.2307692307692307	15.0	3.0	3.0	0.5738112714977177	1.427	n/a	stim	poldrack-single-stim	s640	False	1
112.089	1.465	113.554	-4.593842236029737	draw_card	1.465	columbia_card_task_fmri	14.0	0.75	89.0	-65.0	0.25	15.0	4.0	3.0	1.4965947190289128	1.465	n/a	stim	poldrack-single-stim	s640	False	1
113.556	1.455	115.011	-6.389296781484282	draw_card	1.455	columbia_card_task_fmri	14.0	0.7272727272727273	89.0	-65.0	0.2727272727272727	15.0	5.0	3.0	2.4716299137242714	1.455	n/a	stim	poldrack-single-stim	s640	False	1
115.013	1.374	116.387	-8.543842236029738	draw_card	1.374	columbia_card_task_fmri	14.0	0.7	89.0	-65.0	0.3	15.0	6.0	3.0	3.489863814824794	1.374	n/a	stim	poldrack-single-stim	s640	False	1
116.39	1.764	118.154	-11.177175569363069	end_round	1.764	columbia_card_task_fmri	14.0	0.6666666666666667	71.0	-65.0	0.3333333333333333	15.0	7.0	3.0	4.527958478398382	1.764	6.0	stim	poldrack-single-stim	s640	False	1
118.91	1.5	118.159	n/a	-1.0	2.454	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s640	False	0
120.617	0.367	120.984	-0.7188422360297364	draw_card	0.367	columbia_card_task_fmri	1.0	0.9375	89.0	-45.0	0.0625	16.0	1.0	1.0	-21.536251367022523	0.367	n/a	stim	poldrack-single-stim	s640	False	1
120.986	5.613	126.599	-0.9105089026964028	end_round	5.613	columbia_card_task_fmri	1.0	0.9333333333333332	71.0	-45.0	0.0666666666666666	16.0	2.0	1.0	-21.1984250903185	5.613	1.0	stim	poldrack-single-stim	s640	False	1
127.355	1.5	126.604	n/a	-1.0	2.386	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s640	False	0
128.995	0.974	129.969	0.2186577639702636	draw_card	0.974	columbia_card_task_fmri	15.0	0.8125	89.0	-70.0	0.1875	16.0	1.0	3.0	0.4657500267975507	0.974	n/a	stim	poldrack-single-stim	s640	False	1
129.972	0.54	130.512	-0.8438422360297364	draw_card	0.54	columbia_card_task_fmri	15.0	0.8	89.0	-70.0	0.2	16.0	2.0	3.0	1.288710694184367	0.54	2.0	stim	poldrack-single-stim	s640	False	0
131.269	1.5	130.518	n/a	-1.0	2.59	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s640	False	0
133.111	2.788	135.899	7.156157763970263	draw_card	2.788	columbia_card_task_fmri	30.0	0.7	89.0	-50.0	0.3	10.0	1.0	3.0	3.947890789493535	2.788	n/a	stim	poldrack-single-stim	s640	False	1
135.902	0.53	136.432	4.489491097303603	draw_card	0.53	columbia_card_task_fmri	30.0	0.6666666666666667	89.0	-50.0	0.3333333333333333	10.0	2.0	3.0	4.999138826092256	0.53	n/a	stim	poldrack-single-stim	s640	False	1
136.435	0.864	137.299	1.1561577639702636	draw_card	0.864	columbia_card_task_fmri	30.0	0.625	89.0	-50.0	0.375	10.0	3.0	3.0	6.016145361164753	0.864	n/a	stim	poldrack-single-stim	s640	False	1
137.302	1.251	138.553	-3.1295565217440213	end_round	1.251	columbia_card_task_fmri	30.0	0.5714285714285714	71.0	-50.0	0.4285714285714285	10.0	4.0	3.0	6.87567006773331	1.251	3.0	stim	poldrack-single-stim	s640	False	1
139.309	1.5	138.558	n/a	-1.0	2.318	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s640	False	0
140.879	1.186	142.065	6.556157763970264	draw_card	1.186	columbia_card_task_fmri	17.0	0.8666666666666667	89.0	-70.0	0.1333333333333333	15.0	1.0	2.0	-3.1340374235577286	1.186	1.0	stim	poldrack-single-stim	s640	False	0
142.819	1.5	142.068	n/a	-1.0	2.59	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s640	False	0
144.662	1.896	146.558	1.7811577639702636	draw_card	1.896	columbia_card_task_fmri	7.0	0.9375	89.0	-95.0	0.0625	16.0	1.0	1.0	-8.013617596675822	1.896	n/a	stim	poldrack-single-stim	s640	False	1
146.56	1.073	147.633	1.3561577639702638	draw_card	1.073	columbia_card_task_fmri	7.0	0.9333333333333332	89.0	-95.0	0.0666666666666666	16.0	2.0	1.0	-7.261416048831574	1.073	n/a	stim	poldrack-single-stim	s640	False	1
147.636	1.048	148.684	0.870443478255978	draw_card	1.048	columbia_card_task_fmri	7.0	0.9285714285714286	89.0	-95.0	0.0714285714285714	16.0	3.0	1.0	-6.436494328830385	1.048	3.0	stim	poldrack-single-stim	s640	False	0
149.437	1.5	148.686	n/a	-1.0	2.386	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s640	False	0
151.076	3.119	154.195	3.343657763970264	end_round	3.119	columbia_card_task_fmri	9.0	0.9375	71.0	-100.0	0.0625	16.0	1.0	1.0	-6.320923108955547	3.119	0.0	stim	poldrack-single-stim	s640	False	1
154.954	1.5	154.203	n/a	-1.0	2.318	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s640	False	0
156.526	1.038	157.564	4.281157763970263	draw_card	1.038	columbia_card_task_fmri	15.0	0.875	89.0	-80.0	0.125	16.0	1.0	2.0	-1.2913787201793951	1.038	n/a	stim	poldrack-single-stim	s640	False	1
157.565	0.981	158.546	3.4894910973035973	draw_card	0.981	columbia_card_task_fmri	15.0	0.8666666666666667	89.0	-80.0	0.1333333333333333	16.0	2.0	2.0	-0.416461424250798	0.981	n/a	stim	poldrack-single-stim	s640	False	1
158.55	2.33	160.88	2.584729192541694	draw_card	2.33	columbia_card_task_fmri	15.0	0.8571428571428572	89.0	-80.0	0.1428571428571428	16.0	3.0	2.0	0.5322329645541899	2.33	n/a	stim	poldrack-single-stim	s640	False	1
160.883	1.335	162.218	1.5407731485856468	draw_card	1.335	columbia_card_task_fmri	15.0	0.8461538461538461	89.0	-80.0	0.1538461538461538	16.0	4.0	2.0	1.5646676460723796	1.335	n/a	stim	poldrack-single-stim	s640	False	1
162.22	1.135	163.355	0.3228244306369314	end_round	1.135	columbia_card_task_fmri	15.0	0.8333333333333334	71.0	-80.0	0.1666666666666666	16.0	5.0	2.0	2.692341225696694	1.135	4.0	stim	poldrack-single-stim	s640	False	1
164.114	1.5	163.363	n/a	-1.0	2.318	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s640	False	0
165.685	1.182	166.867	6.406157763970263	draw_card	1.182	columbia_card_task_fmri	16.0	0.875	89.0	-70.0	0.125	16.0	1.0	2.0	-4.265625240418999	1.182	n/a	stim	poldrack-single-stim	s640	False	1
166.87	0.583	167.453	5.689491097303597	draw_card	0.583	columbia_card_task_fmri	16.0	0.8666666666666667	89.0	-70.0	0.1333333333333333	16.0	2.0	2.0	-3.4737095828625364	0.583	n/a	stim	poldrack-single-stim	s640	False	1
167.456	0.752	168.208	4.870443478255979	draw_card	0.752	columbia_card_task_fmri	16.0	0.8571428571428572	89.0	-70.0	0.1428571428571428	16.0	3.0	2.0	-2.6150090970373903	0.752	n/a	stim	poldrack-single-stim	s640	False	1
168.211	0.583	168.794	3.925388533201032	draw_card	0.583	columbia_card_task_fmri	16.0	0.8461538461538461	89.0	-70.0	0.1538461538461538	16.0	4.0	2.0	-1.680504598108179	0.583	n/a	stim	poldrack-single-stim	s640	False	1
168.797	1.775	170.572	2.8228244306369312	end_round	1.775	columbia_card_task_fmri	16.0	0.8333333333333334	71.0	-70.0	0.1666666666666666	16.0	5.0	2.0	-0.6597869269015035	1.775	4.0	stim	poldrack-single-stim	s640	False	1
171.329	1.5	170.578	n/a	-1.0	2.318	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s640	False	0
172.9	1.777	174.677	7.718657763970263	draw_card	1.777	columbia_card_task_fmri	30.0	0.6875	89.0	-45.0	0.3125	16.0	1.0	5.0	2.051709778189569	1.777	n/a	stim	poldrack-single-stim	s640	False	1
174.681	0.4	175.081	6.156157763970267	draw_card	0.4	columbia_card_task_fmri	30.0	0.6666666666666667	89.0	-45.0	0.3333333333333333	16.0	2.0	5.0	2.643296821022318	0.4	n/a	stim	poldrack-single-stim	s640	False	1
175.086	1.353	176.439	4.370443478255975	draw_card	1.353	columbia_card_task_fmri	30.0	0.6428571428571428	89.0	-45.0	0.3571428571428571	16.0	3.0	5.0	3.22445891519304	1.353	n/a	stim	poldrack-single-stim	s640	False	1
176.442	0.615	177.057	2.3100039178164167	draw_card	0.615	columbia_card_task_fmri	30.0	0.6153846153846154	89.0	-45.0	0.3846153846153846	16.0	4.0	5.0	3.7751906518798535	0.615	4.0	stim	poldrack-single-stim	s640	False	0
177.814	1.5	177.063	n/a	-1.0	2.386	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s640	False	0
179.453	2.461	181.914	-0.5105089026964025	draw_card	2.461	columbia_card_task_fmri	13.0	0.8333333333333334	89.0	-75.0	0.1666666666666666	6.0	1.0	1.0	0.0850955816363665	2.461	n/a	stim	poldrack-single-stim	s640	False	1
181.916	0.547	182.463	-3.4438422360297363	draw_card	0.547	columbia_card_task_fmri	13.0	0.8	89.0	-75.0	0.2	6.0	2.0	1.0	2.4880411178214032	0.547	n/a	stim	poldrack-single-stim	s640	False	1
182.466	2.293	184.759	-7.843842236029737	draw_card	2.293	columbia_card_task_fmri	13.0	0.75	89.0	-75.0	0.25	6.0	3.0	1.0	5.391712389660697	2.293	3.0	stim	poldrack-single-stim	s640	False	0
185.516	1.5	184.765	n/a	-1.0	2.25	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s640	False	0
187.019	0.622	187.641	1.1561577639702654	draw_card	0.622	columbia_card_task_fmri	14.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	6.0	1.0	1.0	-1.404646911093483	0.622	n/a	stim	poldrack-single-stim	s640	False	1
187.645	0.435	188.08	-1.6438422360297351	draw_card	0.435	columbia_card_task_fmri	14.0	0.8	89.0	-70.0	0.2	6.0	2.0	1.0	0.888944505253491	0.435	n/a	stim	poldrack-single-stim	s640	False	1
188.082	0.824	188.906	-5.843842236029737	draw_card	0.824	columbia_card_task_fmri	14.0	0.75	89.0	-70.0	0.25	6.0	3.0	1.0	3.660496199384383	0.824	n/a	stim	poldrack-single-stim	s640	False	1
188.91	0.694	189.604	-12.843842236029737	end_round	0.694	columbia_card_task_fmri	14.0	0.6666666666666667	71.0	-70.0	0.3333333333333333	6.0	4.0	1.0	6.883913556029036	0.694	3.0	stim	poldrack-single-stim	s640	False	1
190.363	1.5	189.612	n/a	-1.0	2.386	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s640	False	0
192.003	1.116	193.119	1.1561577639702654	draw_card	1.116	columbia_card_task_fmri	16.0	0.8333333333333334	89.0	-80.0	0.1666666666666666	6.0	1.0	1.0	3.064822735753822	1.116	n/a	stim	poldrack-single-stim	s640	False	1
193.123	0.395	193.518	-2.043842236029736	draw_card	0.395	columbia_card_task_fmri	16.0	0.8	89.0	-80.0	0.2	6.0	2.0	1.0	5.6864600244520105	0.395	n/a	stim	poldrack-single-stim	s640	False	1
193.521	1.245	194.766	-6.843842236029737	end_round	1.245	columbia_card_task_fmri	16.0	0.75	71.0	-80.0	0.25	6.0	3.0	1.0	8.854353294151082	1.245	2.0	stim	poldrack-single-stim	s640	False	1
195.522	1.5	194.771	n/a	-1.0	2.59	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s640	False	0
197.365	0.338	197.703	3.656157763970265	draw_card	0.338	columbia_card_task_fmri	17.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	6.0	1.0	1.0	-0.2873483912125039	0.338	1.0	stim	poldrack-single-stim	s640	False	0
198.46	1.5	197.709	n/a	-1.0	2.658	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s640	False	0
200.372	0.444	200.816	3.656157763970264	draw_card	0.444	columbia_card_task_fmri	25.0	0.75	89.0	-65.0	0.25	8.0	1.0	2.0	6.257348286450423	0.444	n/a	stim	poldrack-single-stim	s640	False	1
200.82	0.339	201.159	0.4418720496845518	draw_card	0.339	columbia_card_task_fmri	25.0	0.7142857142857143	89.0	-65.0	0.2857142857142857	8.0	2.0	2.0	7.943349725277429	0.339	2.0	stim	poldrack-single-stim	s640	False	0
201.917	1.5	201.166	n/a	-1.0	2.386	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s640	False	0
203.558	0.523	204.081	3.656157763970264	draw_card	0.523	columbia_card_task_fmri	30.0	0.75	89.0	-80.0	0.25	8.0	1.0	2.0	14.91448587017632	0.523	n/a	stim	poldrack-single-stim	s640	False	1
204.085	0.364	204.449	-0.2724136646011599	draw_card	0.364	columbia_card_task_fmri	30.0	0.7142857142857143	89.0	-80.0	0.2857142857142857	8.0	2.0	2.0	16.975441455182008	0.364	n/a	stim	poldrack-single-stim	s640	False	1
204.452	0.571	205.023	-5.510508902696397	draw_card	0.571	columbia_card_task_fmri	30.0	0.6666666666666667	89.0	-80.0	0.3333333333333333	8.0	3.0	2.0	19.136443651695693	0.571	n/a	stim	poldrack-single-stim	s640	False	1
205.026	1.18	206.206	-12.843842236029737	end_round	1.18	columbia_card_task_fmri	30.0	0.6	71.0	-80.0	0.4	8.0	4.0	2.0	21.17023432814142	1.18	3.0	stim	poldrack-single-stim	s640	False	1
206.964	1.5	206.213	n/a	-1.0	2.386	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s640	False	0
208.604	0.333	208.937	3.3561577639702644	draw_card	0.333	columbia_card_task_fmri	13.0	0.9	89.0	-95.0	0.1	10.0	1.0	1.0	-0.3103194549932979	0.333	n/a	stim	poldrack-single-stim	s640	False	1
208.941	0.38	209.321	2.156157763970264	draw_card	0.38	columbia_card_task_fmri	13.0	0.8888888888888888	89.0	-95.0	0.1111111111111111	10.0	2.0	1.0	1.2298702593405435	0.38	n/a	stim	poldrack-single-stim	s640	False	1
209.325	0.567	209.892	0.6561577639702636	draw_card	0.567	columbia_card_task_fmri	13.0	0.875	89.0	-95.0	0.125	10.0	3.0	1.0	3.0054088615181485	0.567	3.0	stim	poldrack-single-stim	s640	False	0
210.645	1.5	209.894	n/a	-1.0	2.25	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s640	False	0
212.15	0.554	212.704	4.756157763970263	draw_card	0.554	columbia_card_task_fmri	14.0	0.9	89.0	-90.0	0.1	10.0	1.0	1.0	-1.50952685293176	0.554	1.0	stim	poldrack-single-stim	s640	False	0
213.462	1.5	212.711	n/a	-1.0	2.318	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s640	False	0
215.034	0.439	215.473	-0.0438422360297356	draw_card	0.439	columbia_card_task_fmri	16.0	0.8	89.0	-70.0	0.2	10.0	1.0	2.0	1.6884823159256823	0.439	n/a	stim	poldrack-single-stim	s640	False	1
