onset	duration	movement_onset	CTI	block_duration	correct	correct_response	cue	cue_switch	experiment_exp_id	key_press	response_time	stim_color	stim_number	switch_type	task	task_switch	trial_id	trial_type	worker_id	first_trial_of_block	junk
3.611	1.0	4.511	0.1	2.272	True	89.0	Color	stay	twobytwo	89.0	0.8	blue	1.0	cue_stay	color	stay	stim	poldrack-single-stim	s519	1	False
5.989	1.0	7.343	0.1	2.136	True	71.0	Magnitude	n/a	twobytwo	71.0	1.254	blue	9.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s519	0	False
9.032	1.0	10.508	0.9	2.0	True	89.0	High-Low	switch	twobytwo	89.0	0.576	blue	2.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s519	0	False
11.137	1.0	12.483	0.1	2.0	True	89.0	Orange-Blue	n/a	twobytwo	89.0	1.246	blue	3.0	task_switch	color	switch	stim	poldrack-single-stim	s519	0	False
13.242	1.0	14.216	0.1	2.136	True	71.0	Magnitude	n/a	twobytwo	71.0	0.874	blue	9.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s519	0	False
16.283	1.0	17.753	0.9	2.0	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.57	blue	6.0	task_switch	color	switch	stim	poldrack-single-stim	s519	0	False
18.387	1.0	19.323	0.1	2.136	False	89.0	Magnitude	n/a	twobytwo	71.0	0.836	blue	4.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s519	0	False
20.63	1.0	21.333	0.1	2.408	True	71.0	Magnitude	stay	twobytwo	71.0	0.603	orange	7.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s519	0	False
23.942	1.0	25.254	0.9	2.136	True	71.0	Color	n/a	twobytwo	71.0	0.412	orange	9.0	task_switch	color	switch	stim	poldrack-single-stim	s519	0	False
26.185	1.0	27.042	0.1	2.0	True	89.0	Magnitude	n/a	twobytwo	89.0	0.757	blue	4.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s519	0	False
28.289	1.0	29.282	0.1	2.136	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.893	orange	8.0	task_switch	color	switch	stim	poldrack-single-stim	s519	0	False
30.529	1.0	31.182	0.1	2.272	True	71.0	Orange-Blue	stay	twobytwo	71.0	0.553	orange	9.0	cue_stay	color	stay	stim	poldrack-single-stim	s519	0	False
32.906	1.0	33.769	0.1	2.0	True	71.0	Magnitude	n/a	twobytwo	71.0	0.763	orange	8.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s519	0	False
35.011	1.0	35.833	0.1	2.408	True	89.0	Color	n/a	twobytwo	89.0	0.722	blue	8.0	task_switch	color	switch	stim	poldrack-single-stim	s519	0	False
37.524	1.0	38.308	0.1	2.0	True	89.0	Orange-Blue	switch	twobytwo	89.0	0.684	blue	6.0	cue_switch	color	stay	stim	poldrack-single-stim	s519	0	False
39.628	1.0	40.406	0.1	2.136	True	89.0	Magnitude	n/a	twobytwo	89.0	0.678	orange	1.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s519	0	False
41.868	1.0	43.042	0.1	2.408	True	89.0	Orange-Blue	n/a	twobytwo	89.0	1.074	blue	9.0	task_switch	color	switch	stim	poldrack-single-stim	s519	0	False
45.18	1.0	46.542	0.9	2.136	True	71.0	Magnitude	n/a	twobytwo	71.0	0.462	orange	6.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s519	0	False
47.42	1.0	48.454	0.1	2.408	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.934	orange	4.0	task_switch	color	switch	stim	poldrack-single-stim	s519	0	False
49.935	1.0	51.084	0.1	2.136	True	71.0	Magnitude	n/a	twobytwo	71.0	1.049	orange	7.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s519	0	False
52.977	1.0	54.711	0.9	2.0	True	89.0	High-Low	switch	twobytwo	89.0	0.834	orange	4.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s519	0	False
55.082	1.0	56.253	0.1	2.272	True	71.0	High-Low	stay	twobytwo	71.0	1.071	blue	9.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s519	0	False
57.459	1.0	58.247	0.1	2.0	True	89.0	Color	n/a	twobytwo	89.0	0.688	blue	4.0	task_switch	color	switch	stim	poldrack-single-stim	s519	0	False
60.364	1.0	61.871	0.9	2.272	True	71.0	High-Low	n/a	twobytwo	71.0	0.607	blue	9.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s519	0	False
63.541	1.0	64.928	0.9	2.272	True	71.0	Magnitude	switch	twobytwo	71.0	0.487	orange	6.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s519	0	False
65.918	1.0	66.966	0.1	2.952	True	71.0	High-Low	switch	twobytwo	71.0	0.948	orange	9.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s519	0	False
68.975	1.0	69.974	0.1	2.68	False	89.0	High-Low	stay	twobytwo	71.0	0.899	blue	3.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s519	0	False
71.761	1.0	72.467	0.1	2.136	True	71.0	High-Low	stay	twobytwo	71.0	0.606	orange	7.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s519	0	False
74.003	1.0	74.955	0.1	2.272	True	89.0	High-Low	stay	twobytwo	89.0	0.852	blue	4.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s519	0	False
77.18	1.0	78.627	0.9	2.272	True	71.0	Magnitude	switch	twobytwo	71.0	0.547	blue	7.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s519	0	False
