onset	duration	block_duration	correct	correct_response	cue	experiment_exp_id	flanker_location	flanker_middle_direction	flanker_type	key_press	response_time	trial_id	worker_id	junk
3.521048	1.7	2.1009520000000004	1.0	89.0	spatial	attention_network_task	down	left	incongruent	89	0.649	stim	s574	False
6.1298639999999995	1.7	2.100136	1.0	71.0	double	attention_network_task	down	right	incongruent	71	0.56	stim	s574	False
8.737727999999999	1.7	2.100272	1.0	71.0	double	attention_network_task	up	right	incongruent	71	0.509	stim	s574	False
11.351728	1.7	2.100272	1.0	71.0	double	attention_network_task	up	right	incongruent	71	0.546	stim	s574	False
13.96	1.7	2.1	1.0	71.0	double	attention_network_task	up	right	congruent	71	0.513	stim	s574	False
16.568	1.7	2.1	1.0	71.0	spatial	attention_network_task	up	right	incongruent	71	0.596	stim	s574	False
19.175728	1.7	2.100272	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.393	stim	s574	False
21.784	1.7	2.1	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.548	stim	s574	False
24.392	1.7	2.1	1.0	89.0	spatial	attention_network_task	up	left	incongruent	89	0.43	stim	s574	False
26.999727999999998	1.7	2.100272	1.0	89.0	double	attention_network_task	down	left	congruent	89	0.562	stim	s574	False
29.614	1.7	2.1	1.0	71.0	spatial	attention_network_task	up	right	incongruent	71	0.575	stim	s574	False
32.223864	1.7	2.100136	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.398	stim	s574	False
34.834728000000005	1.7	2.100272	1.0	89.0	spatial	attention_network_task	down	left	congruent	89	0.486	stim	s574	False
37.448	1.7	2.1	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.457	stim	s574	False
40.057	1.7	2.1	1.0	89.0	double	attention_network_task	down	left	incongruent	89	0.479	stim	s574	False
42.674	1.7	2.1	1.0	89.0	double	attention_network_task	up	left	congruent	89	0.425	stim	s574	False
45.283	1.7	2.1	1.0	71.0	spatial	attention_network_task	down	right	incongruent	71	0.606	stim	s574	False
47.897	1.7	2.1	1.0	89.0	double	attention_network_task	up	left	congruent	89	0.369	stim	s574	False
50.51	1.7	2.1	1.0	89.0	spatial	attention_network_task	up	left	incongruent	89	0.445	stim	s574	False
53.123728	1.7	2.100272	1.0	89.0	double	attention_network_task	up	left	congruent	89	0.389	stim	s574	False
55.736864000000004	1.7	2.100136	1.0	89.0	double	attention_network_task	down	left	incongruent	89	0.567	stim	s574	False
58.349911999999996	1.7	2.1010880000000003	1.0	71.0	double	attention_network_task	down	right	incongruent	71	0.371	stim	s574	False
