onset	duration	block_duration	choice	experiment_exp_id	key_press	large_amount	later_delay	response_time	small_amount	trial_id	trial_type	worker_id	junk
3.006	4.0	5.316	smaller_sooner	discount_fixed	71	31.0	76.0	1.744	20.0	n/a	smaller_sooner	s061	False
8.323	4.0	4.568	larger_later	discount_fixed	89	43.0	19.0	2.132	20.0	n/a	larger_later	s061	False
12.893	4.0	4.636	smaller_sooner	discount_fixed	71	60.0	124.0	2.063	20.0	n/a	smaller_sooner	s061	False
17.53	4.0	4.908	smaller_sooner	discount_fixed	71	27.0	142.0	1.983	20.0	n/a	smaller_sooner	s061	False
22.44	4.0	4.5	smaller_sooner	discount_fixed	71	25.0	70.0	1.516	20.0	n/a	smaller_sooner	s061	False
26.942	4.0	4.976	larger_later	discount_fixed	89	44.0	92.0	1.431	20.0	n/a	larger_later	s061	False
31.919	4.0	4.908	larger_later	discount_fixed	89	41.0	27.0	1.436	20.0	n/a	larger_later	s061	False
36.83	4.0	4.568	larger_later	discount_fixed	89	64.0	89.0	1.888	20.0	n/a	larger_later	s061	False
41.4	4.0	4.5	larger_later	discount_fixed	89	78.0	108.0	1.405	20.0	n/a	larger_later	s061	False
45.901	4.0	6.2	larger_later	discount_fixed	89	80.0	145.0	1.358	20.0	n/a	larger_later	s061	False
52.102	4.0	4.704	smaller_sooner	discount_fixed	71	41.0	174.0	2.062	20.0	n/a	smaller_sooner	s061	False
56.808	4.0	5.044	smaller_sooner	discount_fixed	71	42.0	145.0	1.665	20.0	n/a	smaller_sooner	s061	False
61.854	4.0	5.044	smaller_sooner	discount_fixed	71	36.0	114.0	1.596	20.0	n/a	smaller_sooner	s061	False
66.9	4.0	5.18	larger_later	discount_fixed	89	58.0	55.0	2.28	20.0	n/a	larger_later	s061	False
72.081	4.0	4.976	larger_later	discount_fixed	89	81.0	58.0	1.324	20.0	n/a	larger_later	s061	False
77.059	4.0	4.772	smaller_sooner	discount_fixed	71	32.0	111.0	1.249	20.0	n/a	smaller_sooner	s061	False
81.833	4.0	4.772	smaller_sooner	discount_fixed	71	25.0	141.0	1.245	20.0	n/a	smaller_sooner	s061	False
86.607	4.0	5.18	larger_later	discount_fixed	89	67.0	23.0	1.678	20.0	n/a	larger_later	s061	False
91.788	4.0	5.18	larger_later	discount_fixed	89	77.0	161.0	2.324	20.0	n/a	larger_later	s061	False
96.969	4.0	5.248	larger_later	discount_fixed	89	55.0	163.0	2.647	20.0	n/a	larger_later	s061	False
102.218	4.0	4.568	smaller_sooner	discount_fixed	71	40.0	159.0	1.658	20.0	n/a	smaller_sooner	s061	False
106.788	4.0	4.5	larger_later	discount_fixed	89	76.0	161.0	1.323	20.0	n/a	larger_later	s061	False
111.289	4.0	4.908	smaller_sooner	discount_fixed	71	48.0	128.0	2.343	20.0	n/a	smaller_sooner	s061	False
116.199	4.0	4.568	larger_later	discount_fixed	89	39.0	95.0	1.444	20.0	n/a	larger_later	s061	False
