onset	duration	block_duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	stim_color	stim_word	trial_id	trial_type	worker_id	junk
3.511	1.5	2.272	congruent	1.0	89.0	stroop	89	0.833	red	red	stim	congruent	s549	False
5.785	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.614	blue	green	stim	incongruent	s549	False
7.788	1.5	2.408	congruent	1.0	82.0	stroop	82	0.461	green	green	stim	congruent	s549	False
10.197	1.5	2.0	congruent	1.0	82.0	stroop	82	0.675	green	green	stim	congruent	s549	False
12.199	1.5	2.136	congruent	1.0	89.0	stroop	89	0.555	red	red	stim	congruent	s549	False
14.338	1.5	2.0	congruent	1.0	71.0	stroop	71	0.55	blue	blue	stim	congruent	s549	False
16.34	1.5	2.0	congruent	1.0	89.0	stroop	89	0.778	red	red	stim	congruent	s549	False
18.343	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.997	blue	green	stim	incongruent	s549	False
20.346	1.5	2.272	congruent	1.0	89.0	stroop	89	0.649	red	red	stim	congruent	s549	False
22.62	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.503	blue	red	stim	incongruent	s549	False
24.622	1.5	2.272	incongruent	1.0	82.0	stroop	82	1.231	green	blue	stim	incongruent	s549	False
26.896	1.5	2.272	incongruent	1.0	82.0	stroop	82	0.651	green	blue	stim	incongruent	s549	False
29.171	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.639	green	red	stim	incongruent	s549	False
31.173	1.5	2.68	congruent	1.0	71.0	stroop	71	0.674	blue	blue	stim	congruent	s549	False
33.855	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.367	red	blue	stim	incongruent	s549	False
35.857	1.5	2.272	congruent	1.0	71.0	stroop	71	0.423	blue	blue	stim	congruent	s549	False
38.131	1.5	2.0	congruent	1.0	89.0	stroop	89	0.547	red	red	stim	congruent	s549	False
40.133	1.5	2.0	congruent	1.0	89.0	stroop	89	0.527	red	red	stim	congruent	s549	False
42.136	1.5	2.272	incongruent	1.0	89.0	stroop	89	1.193	red	blue	stim	incongruent	s549	False
44.409	1.5	2.136	congruent	1.0	82.0	stroop	82	0.56	green	green	stim	congruent	s549	False
46.547	1.5	2.544	congruent	1.0	71.0	stroop	71	0.496	blue	blue	stim	congruent	s549	False
49.094	1.5	2.408	incongruent	1.0	89.0	stroop	89	0.444	red	green	stim	incongruent	s549	False
51.504	1.5	2.0	incongruent	1.0	71.0	stroop	71	1.103	blue	red	stim	incongruent	s549	False
53.505	1.5	2.0	incongruent	1.0	82.0	stroop	82	1.092	green	red	stim	incongruent	s549	False
55.508	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.712	green	blue	stim	incongruent	s549	False
57.51	1.5	2.544	congruent	1.0	71.0	stroop	71	0.494	blue	blue	stim	congruent	s549	False
60.057	1.5	2.136	congruent	1.0	82.0	stroop	82	0.616	green	green	stim	congruent	s549	False
62.195	1.5	2.0	congruent	1.0	89.0	stroop	89	0.475	red	red	stim	congruent	s549	False
64.197	1.5	2.0	congruent	1.0	82.0	stroop	82	0.574	green	green	stim	congruent	s549	False
66.201	1.5	2.272	congruent	1.0	89.0	stroop	89	0.612	red	red	stim	congruent	s549	False
68.475	1.5	2.0	incongruent	1.0	89.0	stroop	89	1.449	red	blue	stim	incongruent	s549	False
70.477	1.5	2.0	congruent	1.0	71.0	stroop	71	0.607	blue	blue	stim	congruent	s549	False
72.479	1.5	2.136	incongruent	1.0	89.0	stroop	89	0.907	red	green	stim	incongruent	s549	False
74.617	1.5	2.0	incongruent	1.0	71.0	stroop	71	1.234	blue	green	stim	incongruent	s549	False
76.62	1.5	2.272	incongruent	1.0	71.0	stroop	71	0.711	blue	green	stim	incongruent	s549	False
78.896	1.5	2.136	congruent	1.0	89.0	stroop	89	0.619	red	red	stim	congruent	s549	False
81.034	1.5	2.408	incongruent	1.0	89.0	stroop	89	0.896	red	green	stim	incongruent	s549	False
83.444	1.5	2.0	congruent	1.0	71.0	stroop	71	0.42	blue	blue	stim	congruent	s549	False
85.446	1.5	2.0	congruent	1.0	82.0	stroop	82	0.563	green	green	stim	congruent	s549	False
87.448	1.5	2.816	incongruent	1.0	89.0	stroop	89	0.817	red	blue	stim	incongruent	s549	False
90.266	1.5	2.0	incongruent	1.0	89.0	stroop	89	1.12	red	green	stim	incongruent	s549	False
92.267	1.5	2.0	incongruent	1.0	82.0	stroop	82	1.066	green	blue	stim	incongruent	s549	False
94.27	1.5	2.136	congruent	1.0	82.0	stroop	82	0.527	green	green	stim	congruent	s549	False
96.408	1.5	2.0	congruent	1.0	82.0	stroop	82	0.47	green	green	stim	congruent	s549	False
98.411	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.501	blue	red	stim	incongruent	s549	False
100.413	1.5	2.0	congruent	1.0	82.0	stroop	82	0.548	green	green	stim	congruent	s549	False
102.416	1.5	2.0	incongruent	1.0	71.0	stroop	71	1.188	blue	red	stim	incongruent	s549	False
104.418	1.5	2.0	congruent	1.0	89.0	stroop	89	0.524	red	red	stim	congruent	s549	False
106.419	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.657	green	red	stim	incongruent	s549	False
108.422	1.5	2.0	congruent	1.0	71.0	stroop	71	0.515	blue	blue	stim	congruent	s549	False
110.424	1.5	2.272	incongruent	1.0	82.0	stroop	82	1.132	green	blue	stim	incongruent	s549	False
112.699	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.577	green	blue	stim	incongruent	s549	False
114.7	1.5	2.136	congruent	1.0	89.0	stroop	89	0.583	red	red	stim	congruent	s549	False
116.838	1.5	2.0	congruent	1.0	71.0	stroop	71	0.436	blue	blue	stim	congruent	s549	False
118.841	1.5	2.136	congruent	1.0	71.0	stroop	71	0.6	blue	blue	stim	congruent	s549	False
120.98	1.5	2.0	congruent	1.0	71.0	stroop	71	0.419	blue	blue	stim	congruent	s549	False
122.982	1.5	2.0	congruent	1.0	82.0	stroop	82	0.569	green	green	stim	congruent	s549	False
124.984	1.5	2.0	incongruent	1.0	71.0	stroop	71	1.049	blue	red	stim	incongruent	s549	False
126.985	1.5	2.272	incongruent	1.0	71.0	stroop	71	0.549	blue	red	stim	incongruent	s549	False
129.259	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.722	red	blue	stim	incongruent	s549	False
131.26	1.5	2.136	incongruent	1.0	89.0	stroop	89	0.442	red	blue	stim	incongruent	s549	False
133.399	1.5	2.408	congruent	1.0	82.0	stroop	82	0.587	green	green	stim	congruent	s549	False
135.809	1.5	2.272	incongruent	1.0	89.0	stroop	89	0.863	red	green	stim	incongruent	s549	False
138.082	1.5	2.68	congruent	1.0	82.0	stroop	82	0.608	green	green	stim	congruent	s549	False
140.764	1.5	2.0	congruent	1.0	89.0	stroop	89	0.653	red	red	stim	congruent	s549	False
142.766	1.5	2.408	congruent	1.0	89.0	stroop	89	0.574	red	red	stim	congruent	s549	False
145.175	1.5	2.136	congruent	1.0	82.0	stroop	82	0.552	green	green	stim	congruent	s549	False
147.315	1.5	2.68	incongruent	1.0	71.0	stroop	71	0.537	blue	green	stim	incongruent	s549	False
149.997	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.957	blue	green	stim	incongruent	s549	False
152.0	1.5	2.136	incongruent	1.0	89.0	stroop	89	0.73	red	green	stim	incongruent	s549	False
154.138	1.5	2.952	congruent	1.0	71.0	stroop	71	0.474	blue	blue	stim	congruent	s549	False
157.092	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.459	green	red	stim	incongruent	s549	False
159.095	1.5	2.272	incongruent	1.0	82.0	stroop	82	0.514	green	red	stim	incongruent	s549	False
161.369	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.702	blue	red	stim	incongruent	s549	False
163.371	1.5	2.0	congruent	1.0	82.0	stroop	82	0.576	green	green	stim	congruent	s549	False
165.372	1.5	2.0	congruent	1.0	71.0	stroop	71	0.69	blue	blue	stim	congruent	s549	False
167.374	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.821	green	blue	stim	incongruent	s549	False
169.376	1.5	2.136	congruent	1.0	71.0	stroop	71	0.576	blue	blue	stim	congruent	s549	False
171.514	1.5	2.0	congruent	1.0	71.0	stroop	71	0.428	blue	blue	stim	congruent	s549	False
173.517	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.615	green	blue	stim	incongruent	s549	False
175.518	1.5	2.136	congruent	1.0	71.0	stroop	71	0.768	blue	blue	stim	congruent	s549	False
177.655	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.638	red	blue	stim	incongruent	s549	False
179.658	1.5	2.0	incongruent	1.0	71.0	stroop	71	1.132	blue	green	stim	incongruent	s549	False
181.66	1.5	2.136	incongruent	1.0	71.0	stroop	71	0.471	blue	green	stim	incongruent	s549	False
183.799	1.5	2.136	congruent	1.0	89.0	stroop	89	0.582	red	red	stim	congruent	s549	False
