onset	duration	block_duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	stim_color	stim_word	trial_id	trial_type	worker_id	junk
3.516	1.5	2.272	incongruent	1.0	82.0	stroop	82	0.996	green	blue	stim	incongruent	s595	False
5.793	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.929	red	green	stim	incongruent	s595	False
7.798	1.5	2.0	congruent	1.0	89.0	stroop	89	0.726	red	red	stim	congruent	s595	False
9.803	1.5	2.0	congruent	1.0	82.0	stroop	82	0.817	green	green	stim	congruent	s595	False
11.805	1.5	2.0	incongruent	1.0	82.0	stroop	82	1.309	green	blue	stim	incongruent	s595	False
13.807	1.5	2.136	congruent	1.0	89.0	stroop	89	0.791	red	red	stim	congruent	s595	False
15.948	1.5	2.0	congruent	1.0	71.0	stroop	71	0.464	blue	blue	stim	congruent	s595	False
17.953	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.748	blue	red	stim	incongruent	s595	False
19.956	1.5	2.136	congruent	1.0	71.0	stroop	71	1.012	blue	blue	stim	congruent	s595	False
22.097	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.907	green	red	stim	incongruent	s595	False
24.103	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.727	red	green	stim	incongruent	s595	False
26.105	1.5	2.136	incongruent	1.0	89.0	stroop	89	0.964	red	green	stim	incongruent	s595	False
28.244	1.5	2.136	congruent	1.0	71.0	stroop	71	0.809	blue	blue	stim	congruent	s595	False
30.382	1.5	2.272	congruent	1.0	82.0	stroop	82	0.69	green	green	stim	congruent	s595	False
32.658	1.5	2.68	incongruent	1.0	82.0	stroop	82	1.299	green	red	stim	incongruent	s595	False
35.343	1.5	2.0	congruent	1.0	89.0	stroop	89	1.213	red	red	stim	congruent	s595	False
37.346	1.5	2.0	congruent	1.0	82.0	stroop	82	1.367	green	green	stim	congruent	s595	False
39.352	1.5	2.272	incongruent	1.0	71.0	stroop	71	0.892	blue	red	stim	incongruent	s595	False
41.629	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.716	red	blue	stim	incongruent	s595	False
43.634	1.5	2.0	congruent	1.0	89.0	stroop	89	0.709	red	red	stim	congruent	s595	False
45.635	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.961	blue	green	stim	incongruent	s595	False
47.638	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.718	green	red	stim	incongruent	s595	False
49.64	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.73	red	green	stim	incongruent	s595	False
51.645	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.627	red	blue	stim	incongruent	s595	False
53.651	1.5	2.272	congruent	1.0	71.0	stroop	71	0.8	blue	blue	stim	congruent	s595	False
55.928	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.457	blue	red	stim	incongruent	s595	False
57.931	1.5	2.408	congruent	1.0	71.0	stroop	71	0.432	blue	blue	stim	congruent	s595	False
60.344	1.5	2.0	congruent	1.0	82.0	stroop	82	0.414	green	green	stim	congruent	s595	False
62.347	1.5	2.136	congruent	1.0	71.0	stroop	71	0.65	blue	blue	stim	congruent	s595	False
64.488	1.5	2.0	congruent	1.0	82.0	stroop	82	0.537	green	green	stim	congruent	s595	False
66.489	1.5	2.0	congruent	1.0	89.0	stroop	89	0.748	red	red	stim	congruent	s595	False
68.494	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.961	red	blue	stim	incongruent	s595	False
70.495	1.5	2.272	congruent	1.0	89.0	stroop	89	0.781	red	red	stim	congruent	s595	False
72.772	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.656	red	blue	stim	incongruent	s595	False
74.777	1.5	2.272	incongruent	1.0	71.0	stroop	71	0.586	blue	green	stim	incongruent	s595	False
77.054	1.5	2.272	incongruent	1.0	89.0	stroop	89	0.925	red	green	stim	incongruent	s595	False
79.331	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.961	blue	red	stim	incongruent	s595	False
81.334	1.5	2.68	congruent	1.0	82.0	stroop	82	0.904	green	green	stim	congruent	s595	False
84.016	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.98	blue	green	stim	incongruent	s595	False
86.02	1.5	2.272	congruent	1.0	82.0	stroop	82	1.282	green	green	stim	congruent	s595	False
88.298	1.5	2.0	congruent	1.0	89.0	stroop	89	0.656	red	red	stim	congruent	s595	False
90.303	1.5	2.0	congruent	1.0	71.0	stroop	71	0.433	blue	blue	stim	congruent	s595	False
92.307	1.5	2.272	incongruent	1.0	82.0	stroop	82	1.025	green	red	stim	incongruent	s595	False
94.583	1.5	2.136	congruent	1.0	82.0	stroop	82	0.657	green	green	stim	congruent	s595	False
96.725	1.5	2.544	congruent	1.0	82.0	stroop	82	0.47	green	green	stim	congruent	s595	False
99.271	1.5	2.408	incongruent	1.0	82.0	stroop	82	0.532	green	red	stim	incongruent	s595	False
101.685	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.526	green	red	stim	incongruent	s595	False
103.69	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.657	red	green	stim	incongruent	s595	False
105.692	1.5	2.0	incongruent	1.0	71.0	stroop	71	1.054	blue	green	stim	incongruent	s595	False
107.696	1.5	2.544	congruent	1.0	71.0	stroop	71	0.515	blue	blue	stim	congruent	s595	False
110.242	1.5	2.136	congruent	1.0	89.0	stroop	89	0.439	red	red	stim	congruent	s595	False
112.384	1.5	2.0	congruent	1.0	82.0	stroop	82	0.69	green	green	stim	congruent	s595	False
114.389	1.5	2.0	congruent	1.0	89.0	stroop	89	0.662	red	red	stim	congruent	s595	False
116.394	1.5	2.272	congruent	1.0	89.0	stroop	89	0.542	red	red	stim	congruent	s595	False
118.672	1.5	2.0	incongruent	1.0	82.0	stroop	82	1.44	green	blue	stim	incongruent	s595	False
120.677	1.5	2.0	congruent	1.0	89.0	stroop	89	0.665	red	red	stim	congruent	s595	False
122.68	1.5	2.136	incongruent	1.0	82.0	stroop	82	1.01	green	blue	stim	incongruent	s595	False
124.817	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.904	green	red	stim	incongruent	s595	False
126.821	1.5	2.272	incongruent	1.0	82.0	stroop	82	0.758	green	red	stim	incongruent	s595	False
129.097	1.5	2.136	congruent	1.0	71.0	stroop	71	0.788	blue	blue	stim	congruent	s595	False
131.235	1.5	2.408	incongruent	1.0	71.0	stroop	71	0.544	blue	green	stim	incongruent	s595	False
133.648	1.5	2.0	congruent	1.0	82.0	stroop	82	0.702	green	green	stim	congruent	s595	False
135.65	1.5	2.0	congruent	1.0	71.0	stroop	71	0.723	blue	blue	stim	congruent	s595	False
137.654	1.5	2.816	incongruent	1.0	71.0	stroop	71	0.473	blue	red	stim	incongruent	s595	False
140.472	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.873	red	green	stim	incongruent	s595	False
142.476	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.523	red	blue	stim	incongruent	s595	False
144.478	1.5	2.136	congruent	1.0	82.0	stroop	82	0.6	green	green	stim	congruent	s595	False
146.62	1.5	2.0	congruent	1.0	71.0	stroop	71	0.675	blue	blue	stim	congruent	s595	False
148.625	1.5	2.0	incongruent	1.0	82.0	stroop	82	1.25	green	blue	stim	incongruent	s595	False
150.631	1.5	2.0	congruent	1.0	89.0	stroop	89	0.624	red	red	stim	congruent	s595	False
152.636	1.5	2.0	incongruent	1.0	89.0	stroop	89	1.24	red	green	stim	incongruent	s595	False
154.641	1.5	2.0	congruent	1.0	82.0	stroop	82	0.713	green	green	stim	congruent	s595	False
156.647	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.815	green	blue	stim	incongruent	s595	False
158.652	1.5	2.0	congruent	1.0	71.0	stroop	71	0.45	blue	blue	stim	congruent	s595	False
160.658	1.5	2.272	incongruent	1.0	71.0	stroop	71	0.474	blue	red	stim	incongruent	s595	False
162.935	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.73	red	blue	stim	incongruent	s595	False
164.938	1.5	2.136	congruent	1.0	89.0	stroop	89	0.393	red	red	stim	congruent	s595	False
167.079	1.5	2.0	congruent	1.0	71.0	stroop	71	0.651	blue	blue	stim	congruent	s595	False
169.082	1.5	2.136	congruent	1.0	89.0	stroop	89	0.78	red	red	stim	congruent	s595	False
171.224	1.5	2.0	congruent	1.0	82.0	stroop	82	0.45	green	green	stim	congruent	s595	False
173.229	1.5	2.0	congruent	1.0	71.0	stroop	71	1.028	blue	blue	stim	congruent	s595	False
175.234	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.914	green	blue	stim	incongruent	s595	False
177.24	1.5	2.272	incongruent	1.0	71.0	stroop	71	0.724	blue	red	stim	incongruent	s595	False
179.517	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.765	red	blue	stim	incongruent	s595	False
181.52	1.5	2.136	incongruent	1.0	71.0	stroop	71	0.714	blue	green	stim	incongruent	s595	False
183.659	1.5	2.408	congruent	1.0	89.0	stroop	89	0.949	red	red	stim	congruent	s595	False
186.069	1.5	2.272	incongruent	1.0	71.0	stroop	71	0.827	blue	red	stim	incongruent	s595	False
188.342	1.5	2.68	congruent	1.0	71.0	stroop	71	0.645	blue	blue	stim	congruent	s595	False
191.028	1.5	2.0	congruent	1.0	82.0	stroop	82	0.816	green	green	stim	congruent	s595	False
193.035	1.5	2.408	congruent	1.0	89.0	stroop	89	0.721	red	red	stim	congruent	s595	False
195.446	1.5	2.136	congruent	1.0	82.0	stroop	82	0.704	green	green	stim	congruent	s595	False
197.585	1.5	2.68	incongruent	1.0	71.0	stroop	71	0.886	blue	green	stim	incongruent	s595	False
200.27	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.524	blue	green	stim	incongruent	s595	False
202.273	1.5	2.136	incongruent	1.0	82.0	stroop	82	0.82	green	blue	stim	incongruent	s595	False
204.412	1.5	2.952	congruent	1.0	71.0	stroop	71	0.887	blue	blue	stim	congruent	s595	False
207.368	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.728	red	blue	stim	incongruent	s595	False
