onset	duration	block_duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	stim_color	stim_word	trial_id	trial_type	worker_id	junk
3.511	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.47	red	blue	stim	incongruent	s631	False
5.513	1.5	2.0	congruent	1.0	71.0	stroop	71	0.406	blue	blue	stim	congruent	s631	False
7.515	1.5	2.272	incongruent	1.0	71.0	stroop	71	0.933	blue	green	stim	incongruent	s631	False
9.789	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.606	green	red	stim	incongruent	s631	False
11.791	1.5	2.136	congruent	1.0	71.0	stroop	71	0.443	blue	blue	stim	congruent	s631	False
13.93	1.5	2.0	congruent	1.0	89.0	stroop	89	0.322	red	red	stim	congruent	s631	False
15.932	1.5	2.136	congruent	1.0	89.0	stroop	89	0.435	red	red	stim	congruent	s631	False
18.071	1.5	2.0	congruent	1.0	82.0	stroop	82	0.494	green	green	stim	congruent	s631	False
20.073	1.5	2.0	congruent	1.0	89.0	stroop	89	0.557	red	red	stim	congruent	s631	False
22.075	1.5	2.0	incongruent	0.0	82.0	stroop	71	0.554	green	blue	stim	incongruent	s631	False
24.078	1.5	2.272	incongruent	1.0	82.0	stroop	82	0.466	green	blue	stim	incongruent	s631	False
26.353	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.616	green	blue	stim	incongruent	s631	False
28.354	1.5	2.136	incongruent	1.0	82.0	stroop	82	0.438	green	red	stim	incongruent	s631	False
30.493	1.5	2.408	congruent	1.0	82.0	stroop	82	0.449	green	green	stim	congruent	s631	False
32.902	1.5	2.272	incongruent	1.0	71.0	stroop	71	0.369	blue	green	stim	incongruent	s631	False
35.177	1.5	2.68	congruent	1.0	82.0	stroop	82	0.498	green	green	stim	congruent	s631	False
37.86	1.5	2.0	congruent	1.0	82.0	stroop	82	0.45	green	green	stim	congruent	s631	False
39.862	1.5	2.408	congruent	1.0	71.0	stroop	71	0.564	blue	blue	stim	congruent	s631	False
42.273	1.5	2.136	congruent	1.0	71.0	stroop	71	0.501	blue	blue	stim	congruent	s631	False
44.41	1.5	2.68	incongruent	1.0	71.0	stroop	71	0.447	blue	red	stim	incongruent	s631	False
47.093	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.453	red	green	stim	incongruent	s631	False
49.095	1.5	2.136	incongruent	1.0	71.0	stroop	71	0.713	blue	red	stim	incongruent	s631	False
51.234	1.5	2.952	congruent	1.0	71.0	stroop	71	0.421	blue	blue	stim	congruent	s631	False
54.188	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.418	green	red	stim	incongruent	s631	False
56.191	1.5	2.272	incongruent	1.0	82.0	stroop	82	0.677	green	blue	stim	incongruent	s631	False
58.465	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.578	green	red	stim	incongruent	s631	False
60.468	1.5	2.0	congruent	1.0	89.0	stroop	89	0.51	red	red	stim	congruent	s631	False
62.47	1.5	2.0	congruent	1.0	82.0	stroop	82	0.483	green	green	stim	congruent	s631	False
64.473	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.482	red	green	stim	incongruent	s631	False
66.476	1.5	2.136	congruent	1.0	89.0	stroop	89	0.922	red	red	stim	congruent	s631	False
68.614	1.5	2.0	congruent	1.0	82.0	stroop	82	0.604	green	green	stim	congruent	s631	False
70.616	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.425	blue	red	stim	incongruent	s631	False
72.619	1.5	2.136	congruent	1.0	89.0	stroop	89	0.459	red	red	stim	congruent	s631	False
74.756	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.408	green	red	stim	incongruent	s631	False
76.758	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.409	red	blue	stim	incongruent	s631	False
78.761	1.5	2.136	incongruent	1.0	71.0	stroop	71	0.541	blue	green	stim	incongruent	s631	False
80.898	1.5	2.136	congruent	1.0	71.0	stroop	71	0.48	blue	blue	stim	congruent	s631	False
83.036	1.5	2.272	congruent	1.0	82.0	stroop	82	0.457	green	green	stim	congruent	s631	False
85.311	1.5	2.68	incongruent	1.0	89.0	stroop	89	0.662	red	blue	stim	incongruent	s631	False
87.993	1.5	2.0	congruent	1.0	89.0	stroop	89	0.386	red	red	stim	congruent	s631	False
89.996	1.5	2.0	congruent	1.0	71.0	stroop	71	0.546	blue	blue	stim	congruent	s631	False
91.998	1.5	2.272	incongruent	1.0	89.0	stroop	89	0.472	red	green	stim	incongruent	s631	False
94.273	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.343	red	green	stim	incongruent	s631	False
96.275	1.5	2.0	congruent	1.0	89.0	stroop	89	0.332	red	red	stim	congruent	s631	False
98.278	1.5	2.0	incongruent	1.0	71.0	stroop	71	0.453	blue	red	stim	incongruent	s631	False
100.28	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.463	red	green	stim	incongruent	s631	False
102.283	1.5	2.0	incongruent	1.0	82.0	stroop	82	0.414	green	blue	stim	incongruent	s631	False
104.286	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.517	red	blue	stim	incongruent	s631	False
106.288	1.5	2.272	congruent	1.0	82.0	stroop	82	0.462	green	green	stim	congruent	s631	False
108.563	1.5	2.0	incongruent	1.0	89.0	stroop	89	0.564	red	blue	stim	incongruent	s631	False
110.565	1.5	2.408	congruent	1.0	89.0	stroop	89	0.416	red	red	stim	congruent	s631	False
112.976	1.5	2.0	congruent	1.0	71.0	stroop	71	0.341	blue	blue	stim	congruent	s631	False
