onset	duration	block_duration	choice	experiment_exp_id	key_press	large_amount	later_delay	response_time	small_amount	trial_id	trial_type	worker_id	junk
3.008	4.0	4.568	smaller_sooner	discount_fixed	71	74.0	121.0	1.574	20.0	n/a	smaller_sooner	s546	False
7.578	4.0	4.772	smaller_sooner	discount_fixed	71	45.0	107.0	1.481	20.0	n/a	smaller_sooner	s546	False
12.352	4.0	4.636	smaller_sooner	discount_fixed	71	77.0	24.0	1.833	20.0	n/a	smaller_sooner	s546	False
16.989	4.0	4.568	smaller_sooner	discount_fixed	71	39.0	161.0	1.242	20.0	n/a	smaller_sooner	s546	False
21.559	4.0	5.452	smaller_sooner	discount_fixed	71	62.0	180.0	2.432	20.0	n/a	smaller_sooner	s546	False
27.012	4.0	5.384	smaller_sooner	discount_fixed	71	24.0	139.0	1.565	20.0	n/a	smaller_sooner	s546	False
32.399	4.0	4.568	smaller_sooner	discount_fixed	71	58.0	72.0	2.348	20.0	n/a	smaller_sooner	s546	False
36.97	4.0	6.268	smaller_sooner	discount_fixed	71	56.0	93.0	1.651	20.0	n/a	smaller_sooner	s546	False
43.239	4.0	5.52	larger_later	discount_fixed	89	45.0	26.0	1.954	20.0	n/a	larger_later	s546	False
48.762	4.0	4.568	smaller_sooner	discount_fixed	71	23.0	42.0	2.822	20.0	n/a	smaller_sooner	s546	False
53.332	4.0	4.636	larger_later	discount_fixed	89	50.0	41.0	1.391	20.0	n/a	larger_later	s546	False
57.969	4.0	4.636	smaller_sooner	discount_fixed	71	25.0	176.0	1.35	20.0	n/a	smaller_sooner	s546	False
62.607	4.0	5.112	larger_later	discount_fixed	89	54.0	22.0	1.982	20.0	n/a	larger_later	s546	False
67.721	4.0	5.316	smaller_sooner	discount_fixed	71	29.0	44.0	1.582	20.0	n/a	smaller_sooner	s546	False
73.04	4.0	4.568	smaller_sooner	discount_fixed	71	24.0	89.0	1.035	20.0	n/a	smaller_sooner	s546	False
77.61	4.0	4.568	smaller_sooner	discount_fixed	71	23.0	77.0	1.053	20.0	n/a	smaller_sooner	s546	False
