onset	duration	movement_onset	CTI	block_duration	correct	correct_response	cue	cue_switch	experiment_exp_id	key_press	response_time	stim_color	stim_number	switch_type	task	task_switch	trial_id	trial_type	worker_id	first_trial_of_block	junk
3.619	1.0	4.551	0.1	2.272	True	89.0	High-Low	stay	twobytwo	89.0	0.832	blue	1.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s573	1	False
6.8	1.0	8.316	0.9	2.136	True	89.0	Color	n/a	twobytwo	89.0	0.616	orange	3.0	task_switch	color	switch	stim	poldrack-single-stim	s573	0	False
9.043	1.0	10.495	0.1	2.0	False	89.0	Orange-Blue	switch	twobytwo	71.0	1.352	orange	8.0	cue_switch	color	stay	stim	poldrack-single-stim	s573	0	False
11.95	1.0	13.413	0.9	2.0	True	89.0	High-Low	n/a	twobytwo	89.0	0.563	blue	1.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s573	0	False
14.859	1.0	16.343	0.9	2.136	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.584	blue	4.0	task_switch	color	switch	stim	poldrack-single-stim	s573	0	False
17.107	1.0	18.463	0.1	2.0	True	71.0	High-Low	n/a	twobytwo	71.0	1.256	orange	8.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s573	0	False
19.216	1.0	20.078	0.1	2.136	True	71.0	Color	n/a	twobytwo	71.0	0.762	blue	7.0	task_switch	color	switch	stim	poldrack-single-stim	s573	0	False
22.256	1.0	23.929	0.9	2.408	False	71.0	Color	stay	twobytwo	89.0	0.773	blue	4.0	cue_stay	color	stay	stim	poldrack-single-stim	s573	0	False
24.771	1.0	25.518	0.1	2.136	True	89.0	High-Low	n/a	twobytwo	89.0	0.647	orange	2.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s573	0	False
27.016	1.0	28.349	0.1	2.0	True	89.0	Orange-Blue	n/a	twobytwo	89.0	1.233	orange	3.0	task_switch	color	switch	stim	poldrack-single-stim	s573	0	False
29.126	1.0	30.027	0.1	2.136	True	89.0	High-Low	n/a	twobytwo	89.0	0.801	blue	1.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s573	0	False
32.169	1.0	34.107	0.9	2.272	False	71.0	High-Low	stay	twobytwo	89.0	1.038	orange	8.0	cue_stay	magnitude	stay	stim	poldrack-single-stim	s573	0	False
34.544	1.0	35.573	0.1	2.0	True	89.0	Color	n/a	twobytwo	89.0	0.929	orange	1.0	task_switch	color	switch	stim	poldrack-single-stim	s573	0	False
37.452	1.0	39.176	0.9	2.408	True	71.0	High-Low	n/a	twobytwo	71.0	0.824	orange	7.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s573	0	False
39.966	1.0	40.887	0.1	2.0	True	89.0	Magnitude	switch	twobytwo	89.0	0.821	orange	3.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s573	0	False
42.871	1.0	44.483	0.9	2.136	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.712	orange	7.0	task_switch	color	switch	stim	poldrack-single-stim	s573	0	False
45.11	1.0	46.11	0.1	2.408	True	71.0	High-Low	n/a	twobytwo	71.0	0.9	orange	8.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s573	0	False
48.425	1.0	50.322	0.9	2.136	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.997	orange	8.0	task_switch	color	switch	stim	poldrack-single-stim	s573	0	False
50.668	1.0	51.528	0.1	2.408	True	89.0	High-Low	n/a	twobytwo	89.0	0.76	orange	1.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s573	0	False
53.18	1.0	53.902	0.1	2.136	True	71.0	Color	n/a	twobytwo	71.0	0.622	blue	9.0	task_switch	color	switch	stim	poldrack-single-stim	s573	0	False
56.228	1.0	57.603	0.9	2.0	True	71.0	Orange-Blue	switch	twobytwo	71.0	0.475	blue	8.0	cue_switch	color	stay	stim	poldrack-single-stim	s573	0	False
59.135	1.0	60.703	0.9	2.272	True	89.0	Orange-Blue	stay	twobytwo	89.0	0.668	orange	8.0	cue_stay	color	stay	stim	poldrack-single-stim	s573	0	False
61.514	1.0	62.464	0.1	2.0	True	89.0	High-Low	n/a	twobytwo	89.0	0.85	orange	4.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s573	0	False
63.62	1.0	64.847	0.1	2.272	True	71.0	Color	n/a	twobytwo	71.0	1.127	blue	8.0	task_switch	color	switch	stim	poldrack-single-stim	s573	0	False
65.999	1.0	67.11	0.1	2.272	True	89.0	Orange-Blue	switch	twobytwo	89.0	1.011	orange	6.0	cue_switch	color	stay	stim	poldrack-single-stim	s573	0	False
