onset	duration	movement_onset	CTI	block_duration	correct	correct_response	cue	cue_switch	experiment_exp_id	key_press	response_time	stim_color	stim_number	switch_type	task	task_switch	trial_id	trial_type	worker_id	first_trial_of_block	junk
3.617	1.0	5.717	0.1	3.224	True	89.0	Orange-Blue	stay	twobytwo	89.0	2.0	orange	7.0	cue_stay	color	stay	stim	poldrack-single-stim	s649	1	False
7.747	1.0	9.259	0.9	2.408	True	89.0	High-Low	n/a	twobytwo	89.0	0.612	orange	7.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s649	0	False
11.061	1.0	12.356	0.9	2.816	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.395	blue	2.0	task_switch	color	switch	stim	poldrack-single-stim	s649	0	False
14.781	1.0	16.965	0.9	2.408	True	71.0	Magnitude	n/a	twobytwo	71.0	1.284	orange	1.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s649	0	False
17.295	1.0	18.127	0.1	2.136	True	71.0	Color	n/a	twobytwo	71.0	0.732	blue	6.0	task_switch	color	switch	stim	poldrack-single-stim	s649	0	False
20.336	1.0	22.235	0.9	2.136	True	71.0	Color	stay	twobytwo	71.0	0.999	blue	8.0	cue_stay	color	stay	stim	poldrack-single-stim	s649	0	False
23.377	1.0	24.862	0.9	2.0	True	71.0	Orange-Blue	switch	twobytwo	71.0	0.585	blue	2.0	cue_switch	color	stay	stim	poldrack-single-stim	s649	0	False
26.282	1.0	28.032	0.9	2.0	True	89.0	Color	switch	twobytwo	89.0	0.85	orange	1.0	cue_switch	color	stay	stim	poldrack-single-stim	s649	0	False
29.188	1.0	30.618	0.9	2.272	True	71.0	High-Low	n/a	twobytwo	71.0	0.53	blue	4.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s649	0	False
31.565	1.0	31.564	0.1	2.408	False	89.0	Orange-Blue	n/a	twobytwo	-1.0	n/a	orange	8.0	task_switch	color	switch	stim	poldrack-single-stim	s649	0	False
34.879	1.0	37.181	0.9	2.0	True	71.0	High-Low	n/a	twobytwo	71.0	1.402	blue	2.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s649	0	False
36.985	1.0	37.802	0.1	2.136	True	89.0	Magnitude	switch	twobytwo	89.0	0.717	blue	7.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s649	0	False
40.027	1.0	42.236	0.9	2.0	False	89.0	Orange-Blue	n/a	twobytwo	71.0	1.309	orange	9.0	task_switch	color	switch	stim	poldrack-single-stim	s649	0	False
42.133	1.0	43.378	0.1	2.408	True	71.0	High-Low	n/a	twobytwo	71.0	1.145	orange	1.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s649	0	False
45.445	1.0	46.988	0.9	2.272	True	89.0	Magnitude	switch	twobytwo	89.0	0.643	blue	9.0	cue_switch	magnitude	stay	stim	poldrack-single-stim	s649	0	False
48.622	1.0	51.505	0.9	2.0	True	71.0	Color	n/a	twobytwo	71.0	1.983	blue	7.0	task_switch	color	switch	stim	poldrack-single-stim	s649	0	False
50.726	1.0	52.229	0.1	2.272	True	71.0	Orange-Blue	switch	twobytwo	71.0	1.403	blue	8.0	cue_switch	color	stay	stim	poldrack-single-stim	s649	0	False
53.904	1.0	55.529	0.9	2.0	True	71.0	Magnitude	n/a	twobytwo	71.0	0.725	blue	4.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s649	0	False
56.809	1.0	58.903	0.9	2.0	True	89.0	Color	n/a	twobytwo	89.0	1.194	orange	2.0	task_switch	color	switch	stim	poldrack-single-stim	s649	0	False
59.714	1.0	61.37	0.9	2.272	True	71.0	Color	stay	twobytwo	71.0	0.756	blue	9.0	cue_stay	color	stay	stim	poldrack-single-stim	s649	0	False
62.091	1.0	63.298	0.1	2.136	True	89.0	High-Low	n/a	twobytwo	89.0	1.107	blue	7.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s649	0	False
65.132	1.0	66.557	0.9	2.0	False	89.0	Color	n/a	twobytwo	71.0	0.525	orange	2.0	task_switch	color	switch	stim	poldrack-single-stim	s649	0	False
67.238	1.0	68.553	0.1	2.0	True	71.0	Color	stay	twobytwo	71.0	1.215	blue	2.0	cue_stay	color	stay	stim	poldrack-single-stim	s649	0	False
70.143	1.0	71.784	0.9	2.0	True	71.0	Magnitude	n/a	twobytwo	71.0	0.741	orange	3.0	task_switch	magnitude	switch	stim	poldrack-single-stim	s649	0	False
